n,ID,D_ActivacionIncrem_Jaz,D_ActivacionIncrem_Abr,D_ActivacionIncrem_Gir,Opt_CalculoRagaliasIncrementales_Jaz,Opt_EscVentaCrudo,Opt_EscCAPEX_Perforacion,Opt_AlternativasFacilidades_ICV_AbrGir,Opt_CalculoRagaliasIncrementales_AbrGir,Unc_MultPreciobaseValorGas,Unc_MultCAPEXPerfo_UGEJaz,Unc_MultCAPEXFacilidades_Jaz,Unc_MultOPEX_UGEJaz,E_Brent,Total_VPN,volumen_Mbls,Capex,opex,flat
325,325.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.8,1.0,0.9,35.0,-478.49358762402613,99.32283731356898,622.27983528091,1937.645670061812,6.0
326,326.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,0.7,0.8,0.7,20.0,-675.8195382265069,22.074667526002244,514.3969722247281,661.7367940778461,8.0
327,327.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,0.7,1.0,1.0,25.0,-699.8769578021889,22.074667526002244,540.5981152809101,836.9179696662056,10.0
328,328.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.8,0.9,0.8,45.0,-185.88715716408998,107.28334889774962,620.254603752819,2665.9343702435726,8.0
329,329.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.8,55.0,-483.79337627667843,102.42756567861227,677.52351528091,3087.967496384645,10.0
330,330.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.9,1.0,0.7,30.0,-382.19593526059884,105.31286268931478,580.3961152809101,1414.1538069414935,4.0
331,331.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,0.9,0.8,0.9,55.0,-448.08215751433596,101.56092597651714,612.5090922247281,3094.9127472323844,10.0
332,332.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,0.9,1.0,20.0,-844.0374887113644,22.074667526002244,560.1646037528191,836.9179696662056,10.0
333,333.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,0.9,1.0,1.0,30.0,-704.7260443910338,22.074667526002244,649.90167528091,685.1295390432012,8.0
334,334.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,0.9,0.8,0.9,40.0,-146.65774355233765,107.28334889774962,569.6406522247281,929.6467339315336,2.0
335,335.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.9,1.0,0.8,20.0,-631.7034823515505,22.074667526002244,692.7701152809101,365.957514486956,4.0
336,336.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.9,0.7,0.7,35.0,-153.27584196828997,107.28334889774962,460.0045806966371,1445.7513885663468,4.0
337,337.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.8,1.0,0.7,55.0,314.0937986287438,107.28334889774962,660.3851152809101,1445.7513885663468,4.0
338,338.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,0.9,0.8,1.0,20.0,-509.12396549417747,22.074667526002244,569.6406522247281,381.5526777971929,4.0
339,339.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,0.7,0.9,0.8,40.0,-655.0658059456375,22.074667526002244,587.869603752819,821.322806355969,10.0
340,340.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,0.8,0.7,0.9,20.0,-680.9932256129802,22.074667526002244,440.10558069663705,677.3319573880829,8.0
341,341.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.9,0.7,1.0,55.0,344.5350489692932,107.28334889774962,572.3785806966371,1558.5355920109073,4.0
342,342.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,45.0,-545.2192320144218,31.598753349155245,507.60858069663703,1052.0530525356007,10.0
343,343.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.9,0.8,35.0,-23.160849580210193,107.28334889774962,685.0246037528191,892.0519994500135,2.0
344,344.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,0.8,1.0,30.0,-750.3896187580665,22.074667526002244,520.034092224728,836.9179696662056,10.0
345,345.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.7,0.9,0.7,45.0,-93.12035614065358,107.28334889774962,500.4676037528191,2037.0455121642,6.0
346,346.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,2.0,1.0,1.0,0.8,1.0,25.0,-428.796684955842,31.598753349155245,520.034092224728,303.4237271508813,2.0
347,347.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.7,20.0,-756.82890761765,22.074667526002244,677.52351528091,661.7367940778461,8.0
348,348.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.8,0.8,0.7,60.0,361.7524509236212,107.28334889774962,542.0188122247281,2037.0455121642,6.0
349,349.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7,1.0,1.0,55.0,312.70662087924933,107.28334889774962,628.00011528091,967.2414684130537,2.0
350,350.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.7,0.9,0.9,45.0,-306.1981383136135,106.10900631115182,554.5274837528191,2668.0250976427587,8.0
351,351.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.8,0.9,30.0,-419.88990214613057,103.27775006678681,597.2624922247281,1454.8515867317396,4.0
352,352.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,40.0,-514.2068609396364,83.97021315471582,600.2951152809101,2579.0985166871696,10.0
353,353.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,0.8,0.9,0.9,60.0,-109.01045317352144,107.28334889774962,582.149323752819,2112.23498112724,6.0
354,354.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.7,0.9,30.0,-62.82267052936109,107.28334889774962,557.1319806966371,929.6467339315336,2.0
355,355.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.8,0.8,0.8,55.0,96.54974800575715,107.28334889774962,542.0188122247281,2665.9343702435726,8.0
356,356.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,2.0,1.0,0.8,0.9,0.8,50.0,-125.60273664600842,107.28334889774962,520.3666037528191,2074.6402466457207,6.0
357,357.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.8,0.7,0.9,30.0,-197.34926550422847,107.28334889774962,539.9935806966371,1520.9408575293871,4.0
358,358.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.8,0.8,0.8,50.0,147.52473364404904,107.28334889774962,542.0188122247281,892.0519994500135,2.0
359,359.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8,0.9,0.9,35.0,-618.193164340866,22.074667526002244,620.254603752819,677.3319573880829,8.0
360,360.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7,0.8,0.9,60.0,486.0869223754561,107.28334889774962,547.7390922247281,929.6467339315336,2.0
361,361.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.7,0.8,1.0,50.0,-165.9474621272099,107.28334889774962,514.3969722247281,3332.417962804467,10.0
362,362.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.7,0.8,0.9,20.0,-579.751711938599,22.074667526002244,547.7390922247281,373.7550961420745,4.0
363,363.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.7,0.8,30.0,-497.5952462598343,22.074667526002244,557.1319806966371,365.957514486956,4.0
364,364.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.8,30.0,-278.25399872217815,107.28334889774962,677.52351528091,1483.346123047867,4.0
365,365.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.9,1.0,30.0,-265.61304009001304,107.28334889774962,637.393003752819,967.2414684130537,2.0
366,366.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,0.8,0.8,0.9,60.0,-421.5416077377793,100.22517557504405,542.0188122247281,3051.6996945076194,10.0
367,367.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,0.7,0.9,25.0,-619.7649642166141,22.074667526002244,604.7635806966371,525.5435267650787,6.0
368,368.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9,0.9,1.0,60.0,125.48010169076282,107.28334889774962,652.6396037528191,2149.82971560876,6.0
369,369.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,0.7,0.8,0.7,50.0,-98.37045168304822,107.28334889774962,460.33709222472805,2628.3396357620536,8.0
370,370.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,0.9,1.0,0.9,20.0,-329.72072068744194,107.28334889774962,580.3961152809101,929.6467339315336,2.0
371,371.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,0.8,0.7,25.0,-507.47656824296996,22.074667526002244,520.034092224728,358.1599328318376,4.0
372,372.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.7,0.9,60.0,-83.01411154941631,107.28334889774962,539.9935806966371,3294.823228322946,10.0
373,373.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,0.9,1.0,0.9,35.0,-207.51440039380614,107.28334889774962,692.7701152809101,929.6467339315336,2.0
374,374.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,0.8,1.0,0.7,50.0,-234.93955676344532,107.28334889774962,660.3851152809101,3219.6337593599073,10.0
375,375.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.7,0.7,0.7,25.0,-527.1321464439883,22.074667526002244,474.266460696637,509.94836345484185,6.0
376,376.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.9,1.0,40.0,-542.4361458376707,83.97021315471582,637.393003752819,2579.0985166871696,10.0
377,377.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.8,0.7,0.7,40.0,78.3126072056499,107.28334889774962,501.88830069663703,854.4572649684934,2.0
378,378.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.7,25.0,-420.69929199883967,107.28334889774962,685.0246037528191,854.4572649684934,2.0
379,379.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,0.7,1.0,1.0,35.0,-581.860723043647,27.718476742601244,540.5981152809101,982.2513509311592,10.0
380,380.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,0.9,1.0,0.8,50.0,59.72592651923011,107.28334889774962,649.90167528091,1483.346123047867,4.0
381,381.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,0.7,0.8,0.7,40.0,-184.94718939233684,107.28334889774962,460.33709222472805,2037.0455121642,6.0
382,382.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.7,0.8,0.9,50.0,138.6753414592864,107.28334889774962,514.3969722247281,1520.9408575293871,4.0
383,383.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,0.8,1.0,0.7,25.0,-326.94489269605157,107.28334889774962,560.4971152809101,854.4572649684934,2.0
384,384.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,0.9,0.7,1.0,35.0,-522.9513371121095,27.718476742601244,460.0045806966371,982.2513509311592,10.0
385,385.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.9,0.7,0.7,60.0,417.74283308689934,107.28334889774962,460.0045806966371,1445.7513885663468,4.0
386,386.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,0.8,0.8,0.8,40.0,-476.0088325478039,35.81678009697127,480.2360922247281,960.3794941013656,8.0
387,387.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,0.9,0.7,1.0,60.0,102.48945577843902,107.28334889774962,460.0045806966371,3332.417962804467,10.0
388,388.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,2.0,1.0,1.0,0.8,0.8,60.0,-209.06104859943193,107.28334889774962,520.034092224728,2665.9343702435726,8.0
389,389.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.9,0.7,0.7,50.0,-508.0637264125171,80.66104765383493,572.3785806966371,2395.503918608074,10.0
390,390.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.9,1.0,60.0,388.5135908958803,107.28334889774962,685.0246037528191,967.2414684130537,2.0
391,391.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.7,0.7,0.7,20.0,-761.8546444999421,22.074667526002244,507.60858069663703,813.5252247008503,10.0
392,392.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8,0.9,1.0,40.0,-327.2351882783821,107.28334889774962,620.254603752819,2149.82971560876,6.0
393,393.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,0.8,0.8,0.7,25.0,-369.55317793707195,82.07159182445584,480.2360922247281,644.4715741547336,2.0
394,394.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.7,0.9,1.0,50.0,-41.233551517021255,107.28334889774962,587.869603752819,1558.5355920109073,4.0
395,395.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,0.9,1.0,0.9,40.0,-290.13558730877685,107.28334889774962,580.3961152809101,2703.5291047250935,8.0
396,396.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.8,0.9,0.7,25.0,-544.8913479232938,22.074667526002244,620.254603752819,358.1599328318376,4.0
397,397.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,0.9,0.9,0.9,45.0,-539.4703076308408,31.063215397439986,540.2656037528191,866.7748770075423,8.0
398,398.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.8,0.8,0.8,40.0,-43.01114866054515,107.28334889774962,580.1240922247281,892.0519994500135,2.0
399,399.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.8,0.8,50.0,-232.20605307489674,107.28334889774962,520.034092224728,2074.6402466457207,6.0
400,400.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,35.0,-715.6670093235206,22.074667526002244,600.2951152809101,836.9179696662056,10.0
401,401.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,0.7,1.0,0.7,60.0,-18.369999123346016,107.28334889774962,628.00011528091,2037.0455121642,6.0
402,402.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,0.7,0.8,20.0,-243.74527719648384,107.28334889774962,479.9035806966371,892.0519994500135,2.0
403,403.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.7,0.7,0.7,60.0,-192.07931902427296,107.28334889774962,507.60858069663703,2628.3396357620536,8.0
404,404.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.9,0.7,25.0,-499.9762601560649,22.074667526002244,560.1646037528191,358.1599328318376,4.0
405,405.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.8,0.7,50.0,-526.2809615609278,80.66104765383493,597.2624922247281,2395.503918608074,10.0
406,406.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7,0.7,0.9,20.0,-710.3077313036391,22.074667526002244,507.60858069663703,677.3319573880829,8.0
407,407.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,30.0,-302.2638516028299,107.28334889774962,685.0246037528191,1558.5355920109073,4.0
408,408.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,0.7,0.7,0.9,20.0,-372.86976174747923,22.074667526002244,420.20658069663705,221.9666655190702,2.0
409,409.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.8,0.8,20.0,-442.75378005049,22.074667526002244,520.034092224728,214.16908386395178,2.0
410,410.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.7,0.9,1.0,20.0,-562.5681374884343,22.074667526002244,587.869603752819,381.5526777971929,4.0
411,411.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,0.7,0.8,1.0,60.0,71.77796166837778,107.28334889774962,514.3969722247281,2741.1238392066134,8.0
412,412.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.8,0.7,0.9,35.0,-508.7198781435879,22.074667526002244,501.88830069663703,525.5435267650787,6.0
413,413.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.9,0.7,0.7,25.0,-337.23248101490674,107.28334889774962,572.3785806966371,854.4572649684934,2.0
414,414.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,0.8,1.0,0.9,45.0,-202.05640453306123,107.28334889774962,560.4971152809101,1520.9408575293871,4.0
415,415.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,0.7,1.0,0.7,60.0,224.5387155150434,107.28334889774962,540.5981152809101,2037.0455121642,6.0
416,416.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,1.0,0.8,1.0,1.0,20.0,-632.3269866493611,22.074667526002244,560.4971152809101,533.3411084201972,6.0
417,417.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.9,0.8,0.7,40.0,173.66961501353512,107.28334889774962,569.6406522247281,854.4572649684934,2.0
418,418.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.7,1.0,0.7,55.0,214.82297864312878,107.28334889774962,594.65799528091,2037.0455121642,6.0
419,419.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.9,0.8,0.9,35.0,-772.4550957736934,22.074667526002244,612.5090922247281,829.1203880110872,10.0
420,420.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.7,55.0,-60.60115423484832,107.28334889774962,580.1240922247281,2628.3396357620536,8.0
421,421.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.7,0.8,0.8,30.0,-370.56335703975765,104.08422941240883,547.7390922247281,1431.4400857971004,4.0
422,422.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,0.8,0.9,0.9,55.0,171.364287666203,107.28334889774962,620.254603752819,929.6467339315336,2.0
423,423.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,0.9,0.9,1.0,55.0,-74.3596163853791,107.28334889774962,609.7711637528191,1558.5355920109073,4.0
424,424.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,2.0,1.0,1.0,1.0,0.8,45.0,-115.44265338627015,107.28334889774962,600.2951152809101,1483.346123047867,4.0
425,425.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,0.8,1.0,30.0,-192.68470238310695,107.28334889774962,520.034092224728,1558.5355920109073,4.0
426,426.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.8,0.7,0.7,25.0,-316.9599816951878,107.28334889774962,539.9935806966371,1445.7513885663468,4.0
427,427.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.7,0.8,35.0,-636.3093722303134,22.074667526002244,557.1319806966371,669.5343757329645,8.0
428,428.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,0.8,0.9,45.0,-565.33367368443,28.838530453576148,520.034092224728,1001.4805287833112,10.0
429,429.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.7,0.9,0.7,25.0,-495.64948193053385,22.074667526002244,554.5274837528191,358.1599328318376,4.0
430,430.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.8,0.9,0.7,50.0,-35.61965059909023,107.28334889774962,582.149323752819,2628.3396357620536,8.0
431,431.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.7,30.0,-606.6242732056667,22.074667526002244,660.3851152809101,509.94836345484185,6.0
432,432.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.9,0.9,0.9,20.0,-839.2431251837581,22.074667526002244,652.6396037528191,677.3319573880829,8.0
433,433.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,0.8,0.7,0.8,45.0,362.67263740922886,107.28334889774962,440.10558069663705,892.0519994500135,2.0
434,434.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,0.9,0.8,0.7,60.0,18.78322711115593,107.28334889774962,569.6406522247281,2037.0455121642,6.0
435,435.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,0.8,0.9,0.9,55.0,529.8280208398209,107.28334889774962,520.3666037528191,929.6467339315336,2.0
436,436.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,0.7,0.8,0.9,60.0,-108.42515824955113,107.28334889774962,514.3969722247281,2703.5291047250935,8.0
437,437.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,0.8,0.7,0.9,40.0,-263.64217862608183,107.28334889774962,539.9935806966371,2703.5291047250935,8.0
438,438.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,0.8,0.7,0.7,60.0,387.62020746137034,107.28334889774962,440.10558069663705,854.4572649684934,2.0
439,439.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,0.7,0.8,0.8,50.0,264.5382602334261,107.28334889774962,547.7390922247281,1483.346123047867,4.0
440,440.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.7,1.0,1.0,30.0,-388.85655832384373,101.98924907953972,540.5981152809101,1470.2558828139563,4.0
441,441.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,0.9,0.7,1.0,60.0,-81.91840025736869,107.28334889774962,460.0045806966371,2741.1238392066134,8.0
442,442.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,0.7,0.9,0.9,30.0,-654.1507662241478,22.074667526002244,587.869603752819,677.3319573880829,8.0
443,443.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,0.7,1.0,0.8,45.0,-327.61683115525955,106.10900631115182,594.65799528091,3214.514788352446,10.0
444,444.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.7,1.0,1.0,45.0,-303.4633225632943,107.28334889774962,628.00011528091,2149.82971560876,6.0
445,445.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,0.9,0.8,0.7,35.0,-731.3428031934737,22.074667526002244,569.6406522247281,813.5252247008503,10.0
446,446.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,0.8,0.7,1.0,40.0,-154.44141839953923,107.28334889774962,501.88830069663703,1558.5355920109073,4.0
447,447.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.7,0.8,0.9,30.0,-533.8907149595397,22.074667526002244,547.7390922247281,525.5435267650787,6.0
448,448.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,0.8,0.8,0.7,40.0,-388.75941790909974,98.85987866875949,480.2360922247281,2399.9267700680375,8.0
449,449.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,0.9,0.7,0.9,30.0,-370.8061082414927,103.27775006678681,529.5101406966371,1454.8515867317396,4.0
450,450.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.8,1.0,0.9,50.0,-226.23970752406643,107.28334889774962,660.3851152809101,2112.23498112724,6.0
451,451.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,55.0,138.26764546196836,107.28334889774962,677.52351528091,1558.5355920109073,4.0
452,452.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9,30.0,-626.5401917729234,22.074667526002244,725.1551152809101,373.7550961420745,4.0
453,453.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,0.9,1.0,0.9,55.0,197.74787071529533,107.28334889774962,580.3961152809101,929.6467339315336,2.0
454,454.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,0.7,0.9,0.8,35.0,-258.821751834566,107.28334889774962,554.5274837528191,1483.346123047867,4.0
455,455.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,1.0,0.8,0.7,0.9,55.0,-145.8829357461757,107.28334889774962,440.10558069663705,2703.5291047250935,8.0
456,456.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.7,0.7,0.9,55.0,-20.211688827583846,107.28334889774962,474.266460696637,2112.23498112724,6.0
457,457.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.8,0.8,40.0,-497.80938107169106,88.6546335649265,612.5090922247281,2179.0563801248345,8.0
458,458.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.8,1.0,0.7,35.0,-264.97497351295476,107.28334889774962,622.27983528091,2037.0455121642,6.0
459,459.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,1.0,0.9,1.0,1.0,35.0,-661.3519017768361,22.074667526002244,580.3961152809101,685.1295390432012,8.0
460,460.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.7,0.8,25.0,-295.3637089329323,107.28334889774962,557.1319806966371,892.0519994500135,2.0
461,461.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.7,0.8,40.0,-569.7632318505919,35.81678009697127,604.7635806966371,960.3794941013656,8.0
462,462.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.8,0.8,1.0,50.0,-352.2735926994303,104.90280256184363,580.1240922247281,2669.211903422117,8.0
463,463.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,1.0,0.7,0.7,0.7,50.0,234.97300892138395,107.28334889774962,420.20658069663705,854.4572649684934,2.0
464,464.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.8,0.8,50.0,-402.3140695469506,104.50200788283486,644.8940922247282,3157.992131454717,10.0
465,465.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,30.0,-644.3297452801289,22.074667526002244,580.1240922247281,669.5343757329645,8.0
466,466.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,0.7,0.9,0.7,55.0,420.80359293181283,107.28334889774962,500.4676037528191,854.4572649684934,2.0
467,467.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.7,35.0,-662.7545666562504,22.074667526002244,600.2951152809101,661.7367940778461,8.0
468,468.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.9,0.7,1.0,55.0,202.4090566097178,107.28334889774962,572.3785806966371,2149.82971560876,6.0
