n,ID,D_ActivacionIncrem_Nar,D_ActivacionIncrem_Unr,Opt_CalculoRagaliasIncrementales_Nar,Opt_CalculoRagaliasIncrementales_Unr,Unc_MultPreciobaseValorGas,Opt_EscCAPEX_Perforacion,Opt_EscVentaCrudo,Unc_MultCAPEXPerfo_UGEUnr,Unc_MultOPEX_UGEUnr,Unc_MultCAPEXFacilidades_Nar,E_Brent,Total_VPN,volumen_Mbls,Capex,opex,flat
1136,1136.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.9,0.9,1.0,30.0,-483.4413272613887,12.063173059093632,794.4181640805233,245.1329821477563,4.0
1137,1137.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.8,1.0,0.8,60.0,-301.2350113056713,23.078289705525684,660.6430912644187,666.3187750168108,6.0
1138,1138.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.8,0.7,40.0,-371.0568085791747,12.063173059093632,604.9366148563663,229.79078248140007,4.0
1139,1139.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,0.7,0.9,30.0,-448.08657419126337,4.435883168136524,680.515647672471,118.98799273031736,8.0
1140,1140.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.8,0.9,0.9,40.0,-285.67824881506607,23.078289705525684,612.4336476724711,405.69329469753785,2.0
1141,1141.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.8,1.0,0.7,60.0,-160.3630187318426,23.078289705525684,536.8546148563664,552.2048910064627,4.0
1142,1142.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.9,1.0,0.9,60.0,-271.2669718020028,23.078289705525684,756.6286476724712,552.2048910064627,4.0
1143,1143.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.7,0.8,30.0,-463.0004283901834,4.435883168136524,706.3873312644187,118.98799273031736,8.0
1144,1144.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.7,1.0,1.0,60.0,-280.6916528230384,23.078289705525684,740.8241640805232,552.2048910064627,4.0
1145,1145.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.9,0.7,0.7,40.0,-348.3253888645673,23.078289705525684,681.0496148563664,340.89787010038464,2.0
1146,1146.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.7,0.8,60.0,-326.2101039610585,23.078289705525684,745.6361312644187,455.0117541107328,4.0
1147,1147.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.7,1.0,0.8,50.0,-376.47965819646436,18.312927771802244,665.2451312644187,501.8948473821145,6.0
1148,1148.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,0.8,50.0,-284.2660316073518,23.078289705525684,642.7261312644187,552.2048910064627,4.0
1149,1149.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.7,0.8,60.0,-386.2406155328157,20.369443467053202,706.3873312644187,585.1173636267731,8.0
1150,1150.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.8,1.0,0.7,60.0,-145.2619663327014,23.078289705525684,536.8546148563664,552.2048910064627,4.0
1151,1151.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.9,1.0,0.8,50.0,-336.7827871527151,23.078289705525684,718.8391312644187,438.0910069961145,2.0
1152,1152.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.9,0.8,1.0,40.0,-340.7190761438819,23.078289705525684,684.2641640805234,487.40946640930946,4.0
1153,1153.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.7,1.0,0.8,50.0,-371.045763378277,14.616883262425365,637.7709712644187,453.1712795827561,8.0
1154,1154.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.7,1.0,1.0,30.0,-493.9589159277167,4.435883168136524,740.8241640805232,156.1198730509215,10.0
1155,1155.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.9,0.7,0.7,30.0,-381.40880876139227,4.435883168136524,570.8956148563664,138.39615591966196,10.0
1156,1156.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.9,0.9,40.0,-501.2466487011776,4.435883168136524,783.425647672471,111.39564096181242,6.0
1157,1157.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.7,0.9,0.7,50.0,-296.22330038686556,23.078289705525684,627.4556148563663,405.69329469753785,2.0
1158,1158.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.7,1.0,0.7,50.0,-365.6629906247263,12.063173059093632,599.9814548563663,367.52836696466267,8.0
1159,1159.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.9,1.0,1.0,60.0,-251.409926690379,23.078289705525684,684.2641640805234,438.0910069961145,2.0
1160,1160.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.8,0.7,0.9,40.0,-323.3644766562097,23.078289705525684,612.4336476724711,340.89787010038464,2.0
1161,1161.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.8,0.9,0.8,50.0,-382.7372910534811,21.34758413565328,692.0421312644187,471.7211591740521,4.0
1162,1162.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.7,1.0,1.0,50.0,-467.5179265979323,4.971077571091431,740.8241640805232,152.35449141120304,8.0
1163,1163.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.7,0.9,0.8,60.0,-222.21157543674863,23.078289705525684,637.7709712644187,633.9210627182342,6.0
1164,1164.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.7,0.7,0.7,30.0,-319.65374998350455,4.435883168136524,502.8136148563663,99.57982954097272,6.0
1165,1165.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.9,0.8,0.8,40.0,-328.7189227382557,20.369443467053202,608.6851312644187,515.1901219421468,6.0
1166,1166.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.8,0.7,0.7,50.0,-235.95507610327465,23.078289705525684,536.8546148563664,455.0117541107328,4.0
1167,1167.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.7,1.0,0.8,40.0,-363.6528299478122,4.435883168136524,540.6031312644187,156.1198730509215,10.0
1168,1168.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.9,1.0,0.9,50.0,-488.872057880495,4.435883168136524,756.6286476724712,156.1198730509215,10.0
1169,1169.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.7,0.8,0.7,50.0,-306.6581991219845,12.39118903747125,502.8136148563663,346.68220330026907,8.0
1170,1170.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.8,0.9,0.8,60.0,-259.74307805720304,23.078289705525684,660.6430912644187,405.69329469753785,2.0
1171,1171.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.8,0.9,50.0,-380.29176135182774,23.078289705525684,783.425647672471,487.40946640930946,4.0
1172,1172.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.8,0.8,1.0,60.0,-165.9595199651722,23.078289705525684,650.2231640805235,373.29558239896124,2.0
1173,1173.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.8,0.8,30.0,-413.013513871094,23.078289705525684,745.6361312644187,373.29558239896124,2.0
1174,1174.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.7,0.7,1.0,50.0,-426.8563386285177,14.41242483950786,713.3500040805234,390.35898911898084,8.0
1175,1175.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.8,0.7,0.7,40.0,-387.75404394424174,14.616883262425365,654.2526148563663,330.4410034555549,6.0
1176,1176.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.8,0.7,0.9,40.0,-452.67240333573164,4.435883168136524,698.432607672471,138.39615591966196,10.0
1177,1177.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.9,0.7,0.9,30.0,-421.4961981627327,17.228584059626538,721.304727672471,318.92039086857363,4.0
1178,1178.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.7,1.0,0.7,40.0,-394.3931672687633,4.435883168136524,627.4556148563663,136.71170986157688,8.0
1179,1179.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.9,1.0,1.0,60.0,-267.9439556139074,23.078289705525684,684.2641640805234,438.0910069961145,2.0
1180,1180.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.7,1.0,0.8,30.0,-373.5650060920486,4.435883168136524,540.6031312644187,136.71170986157688,8.0
1181,1181.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.9,0.8,0.8,30.0,-418.97598959684757,4.435883168136524,608.6851312644187,144.3040616300818,10.0
1182,1182.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.7,0.8,0.8,50.0,-357.85506245974557,18.312927771802244,637.7709712644187,538.8854114822418,8.0
1183,1183.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.8,0.7,0.8,60.0,-408.38132424496337,14.616883262425365,692.0421312644187,462.65208093181207,10.0
1184,1184.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,0.8,0.8,50.0,-298.3502290339493,23.078289705525684,642.7261312644187,601.5233504196575,6.0
1185,1185.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.7,0.8,0.8,50.0,-157.09082091874396,23.078289705525684,540.6031312644187,373.29558239896124,2.0
1186,1186.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.9,0.8,0.7,40.0,-336.3015127152804,13.682790068623277,570.8956148563664,386.10895771718265,8.0
1187,1187.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.8,0.8,0.9,60.0,-196.74242247926455,23.078289705525684,612.4336476724711,601.5233504196575,6.0
1188,1188.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.9,0.9,0.8,30.0,-498.7148804318681,4.435883168136524,718.8391312644187,150.21196734050164,10.0
1189,1189.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.9,0.9,0.9,30.0,-459.10143045727176,4.435883168136524,721.304727672471,111.39564096181242,6.0
1190,1190.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.7,1.0,40.0,-382.1340585876758,23.078289705525684,821.2151640805233,340.89787010038464,2.0
1191,1191.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.9,1.0,0.7,40.0,-382.4805133370023,4.435883168136524,570.8956148563664,156.1198730509215,10.0
1192,1192.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.8,0.8,0.7,60.0,-259.030947385757,21.34758413565328,536.8546148563664,752.8751312677053,10.0
1193,1193.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.8,0.8,0.9,40.0,-390.8948408367937,4.435883168136524,612.4336476724711,124.89589844073718,8.0
1194,1194.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,0.8,60.0,-290.1156515997397,23.078289705525684,642.7261312644187,666.3187750168108,6.0
1195,1195.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.7,0.7,0.7,40.0,-359.43266353317296,14.9190934620702,599.9814548563663,270.46364112043887,4.0
1196,1196.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.9,0.8,0.9,60.0,-217.54701232968466,23.078289705525684,646.4746476724711,601.5233504196575,6.0
1197,1197.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.8,1.0,0.7,60.0,-223.32218514562766,23.078289705525684,536.8546148563664,780.4326590271588,8.0
1198,1198.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.9,0.8,1.0,30.0,-509.7602820695947,4.435883168136524,794.4181640805233,86.07957206204796,4.0
1199,1199.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.8,0.9,1.0,50.0,-394.9820871173832,23.078289705525684,736.2221240805234,519.8071787078861,4.0
