n,ID,D_ActivacionIAV_Mor,D_ActivacionICV_Mor,Opt_CalculoRagaliasIncrementales_Mor,Unc_MultPreciobaseValorGas,Opt_EscCAPEX_Perforacion,Opt_EscVentaCrudo,Unc_MultCAPEXFacilidadesIAV_Mor,Unc_MultCAPEXFacilidadesICV_Mor,Unc_MultCAPEXPerfo_UGE_Mor,Unc_MultOPEX_Mor,E_Brent,Total_VPN,volumen_Mbls,Capex,opex,flat
936,936.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,20.0,-1935.2263760156982,41.50495899604326,3112.170600605181,853.1346878562751,8.0
937,937.0,1.0,1.0,1.0,1.0,2.0,2.0,0.7,0.7,1.0,1.0,40.0,-1433.2067796629774,75.11727595467387,3189.7618204236273,1539.7035389953503,6.0
938,938.0,1.0,1.0,1.0,1.0,1.0,2.0,0.9,0.9,0.9,1.0,60.0,-648.9388286775668,130.58794234320223,3630.8145405446635,2856.4812884154503,4.0
939,939.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.9,60.0,-524.7298922627875,130.58794234320223,3112.170600605181,2727.3622661534205,4.0
940,940.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,1.0,30.0,-1799.5336529440715,41.50495899604326,2824.7224204236268,1005.6107053696289,10.0
941,941.0,1.0,1.0,1.0,1.0,1.0,2.0,0.8,0.8,0.8,0.9,60.0,-827.3717337855256,130.29885231276955,3227.768480484145,4278.034793040378,8.0
942,942.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.8,1.0,40.0,-1205.3952259541704,130.58794234320223,3274.7893206051813,2073.835755517876,2.0
943,943.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.9,55.0,-1185.2945324517634,68.23891945444271,2824.7224204236268,1866.4619350104797,10.0
944,944.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.7,0.9,60.0,-898.5087994395277,106.29108532121222,2988.881480484145,3127.596730842898,8.0
945,945.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.9,1.0,35.0,-1893.5640779726477,63.93268598001005,3794.973600605181,1209.7375804277608,6.0
946,946.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.9,35.0,-2135.6797479776965,52.38197966632623,4033.8606006051814,1094.79818477766,8.0
947,947.0,1.0,1.0,1.0,1.0,2.0,2.0,0.8,0.8,1.0,0.9,30.0,-1661.2825060578004,70.24022911054423,3353.920880484145,1038.2681520253648,4.0
948,948.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.8,0.9,20.0,-1622.5143455874047,41.50495899604326,2818.734600605181,371.3835735359279,2.0
949,949.0,1.0,1.0,1.0,1.0,1.0,2.0,0.8,0.8,0.9,0.9,30.0,-1506.4623319677085,119.96669715945328,3466.655480484145,1699.268152240132,2.0
950,950.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.9,25.0,-2312.0992473701895,41.50495899604326,3869.7015405446637,676.3356085626353,6.0
951,951.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,50.0,-1224.9349968685365,130.58794234320223,4033.8606006051814,2856.4812884154503,4.0
952,952.0,1.0,1.0,1.0,1.0,1.0,2.0,0.9,0.9,0.7,0.9,55.0,-351.95951286564315,130.58794234320223,3153.0405405446627,1944.7167332558456,2.0
953,953.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,40.0,-1510.6552921933671,130.58794234320223,3794.973600605181,2073.835755517876,2.0
954,954.0,1.0,1.0,1.0,1.0,1.0,2.0,0.7,0.7,1.0,0.9,30.0,-2098.0034533695225,41.50495899604326,3541.383420423627,981.2876435893429,10.0
955,955.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,40.0,-1725.7776812803452,84.26963300998734,3794.973600605181,1380.2978353122498,4.0
956,956.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,0.9,0.9,1.0,50.0,-1302.8979886987718,90.2139868922699,3314.3551005446634,2056.043416929866,6.0
957,957.0,1.0,1.0,1.0,1.0,1.0,2.0,0.8,0.8,0.7,0.9,60.0,-308.9620529983036,130.58794234320223,2988.881480484145,2727.3622661534205,4.0
958,958.0,1.0,1.0,1.0,1.0,1.0,2.0,0.7,0.7,1.0,1.0,55.0,-1451.6132139544854,75.11727595467387,3541.383420423627,2211.998454397595,10.0
959,959.0,1.0,1.0,1.0,1.0,3.0,2.0,0.9,0.9,1.0,1.0,30.0,-1730.904296194114,41.50495899604326,2948.011540544663,1005.6107053696289,10.0
960,960.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.8,1.0,50.0,-1346.683859574166,90.2139868922699,3391.9275405446633,2056.043416929866,6.0
961,961.0,1.0,1.0,1.0,1.0,2.0,1.0,0.7,0.7,0.9,1.0,45.0,-1329.7948514950765,73.34474891161356,2986.036980423627,1483.7807439501476,6.0
962,962.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.9,50.0,-1456.9379248982848,84.26963300998734,3682.2390006051814,2185.7683284579057,8.0
963,963.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,0.9,0.7,0.9,20.0,-1689.363098864219,41.50495899604326,2906.9054205446632,371.3835735359279,2.0
964,964.0,1.0,1.0,1.0,1.0,2.0,2.0,0.8,0.8,0.9,0.9,40.0,-1628.0060076055572,52.38197966632623,3150.196040484145,1296.4470010963419,10.0
965,965.0,1.0,1.0,1.0,1.0,3.0,1.0,0.8,0.8,0.9,0.9,45.0,-1340.3621992287183,52.38197966632623,2637.1344804841456,1296.4470010963419,10.0
966,966.0,1.0,1.0,1.0,1.0,2.0,1.0,0.7,0.7,0.7,1.0,20.0,-1780.883756167975,41.50495899604326,2578.5873004236273,853.1346878562751,8.0
967,967.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.7,0.9,60.0,-438.96004756000553,130.58794234320223,3317.199600605181,2727.3622661534205,4.0
968,968.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8,0.8,0.9,1.0,20.0,-2101.0730165461214,41.50495899604326,3150.196040484145,853.1346878562751,8.0
969,969.0,1.0,1.0,1.0,1.0,2.0,1.0,0.7,0.7,0.8,0.9,20.0,-1888.4184563129054,41.50495899604326,2782.312140423627,828.8116260759891,8.0
970,970.0,1.0,1.0,1.0,1.0,2.0,1.0,0.7,0.7,0.7,0.9,40.0,-1062.3050374464233,84.26963300998734,2578.5873004236273,1380.2978353122498,4.0
971,971.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,50.0,-1635.382593812356,70.85427533892505,3630.8145405446635,1667.5929991855721,8.0
972,972.0,1.0,1.0,1.0,1.0,2.0,2.0,0.7,0.7,0.9,1.0,50.0,-904.0915938976073,119.96669715945328,2986.036980423627,3190.87110720336,6.0
973,973.0,1.0,1.0,1.0,1.0,3.0,2.0,0.7,0.7,0.9,1.0,55.0,-262.0047926569427,130.58794234320223,2472.975420423627,2856.4812884154503,4.0
974,974.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,1.0,35.0,-1746.9590268459024,52.38197966632623,3227.768480484145,925.1719150704149,6.0
975,975.0,1.0,1.0,1.0,1.0,2.0,1.0,0.7,0.7,0.9,1.0,35.0,-1506.0706388496897,63.93268598001005,2986.036980423627,945.6862133931053,4.0
976,976.0,1.0,1.0,1.0,1.0,1.0,2.0,0.8,0.8,1.0,0.9,55.0,-844.5921691824698,130.58794234320223,3705.542480484145,2727.3622661534205,4.0
977,977.0,1.0,1.0,1.0,1.0,1.0,2.0,0.8,0.8,0.9,1.0,40.0,-1576.7719434485498,75.11727595467387,3466.655480484145,1539.7035389953503,6.0
978,978.0,1.0,1.0,1.0,1.0,2.0,2.0,0.9,0.9,0.7,1.0,25.0,-1725.7242282395096,41.50495899604326,2906.9054205446632,853.1346878562751,8.0
979,979.0,1.0,1.0,1.0,1.0,2.0,2.0,0.7,0.7,0.7,1.0,30.0,-1465.179307441115,41.50495899604326,2578.5873004236273,853.1346878562751,8.0
980,980.0,1.0,1.0,1.0,1.0,2.0,2.0,0.9,0.9,1.0,1.0,20.0,-2031.1354634603656,41.50495899604326,3518.0799405446633,548.1826528295676,4.0
981,981.0,1.0,1.0,1.0,1.0,2.0,1.0,0.7,0.7,0.9,0.9,45.0,-837.3870040341843,130.58794234320223,2986.036980423627,1944.7167332558456,2.0
982,982.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.7,0.9,25.0,-1232.3134914759855,77.9143539830844,2672.0166006051813,862.7331947238666,2.0
983,983.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,0.9,0.8,1.0,50.0,-1182.4269479908296,90.2139868922699,3110.630260544663,2056.043416929866,6.0
984,984.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8,0.8,0.8,0.9,30.0,-1452.2596081127451,75.11727595467387,2946.471200484145,814.2825070039069,2.0
985,985.0,1.0,1.0,1.0,1.0,1.0,2.0,0.7,0.7,0.8,1.0,40.0,-1356.5216098304293,75.11727595467387,3063.6094204236274,1539.7035389953503,6.0
986,986.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9,0.9,0.9,0.9,50.0,-729.0044865830763,130.58794234320223,2801.2935405446633,2727.3622661534205,4.0
987,987.0,1.0,1.0,1.0,1.0,3.0,2.0,0.7,0.7,0.8,0.9,60.0,-181.9624394863885,130.58794234320223,2326.257420423627,3510.0077990509953,6.0
988,988.0,1.0,1.0,1.0,1.0,3.0,1.0,0.8,0.8,1.0,1.0,35.0,-1181.8872475530536,101.2290504822933,2783.8524804841454,1388.3806599396728,2.0
989,989.0,1.0,1.0,1.0,1.0,1.0,2.0,0.7,0.7,1.0,0.9,45.0,-927.0032100726372,130.58794234320223,3541.383420423627,1944.7167332558456,2.0
990,990.0,1.0,1.0,1.0,1.0,3.0,1.0,0.7,0.7,0.7,1.0,45.0,-1102.248678591883,51.538084700205125,2179.539420423627,1300.782368618483,10.0
991,991.0,1.0,1.0,1.0,1.0,3.0,2.0,0.8,0.8,0.7,0.9,40.0,-886.9607813834335,77.404691278589,2343.698480484145,1558.1381383897024,6.0
992,992.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.9,35.0,-1588.4828010316253,130.58794234320223,4033.8606006051814,1944.7167332558456,2.0
993,993.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.8,0.9,35.0,-1128.0407497942238,90.2139868922699,2818.734600605181,1536.9281626984762,4.0
994,994.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.7,1.0,55.0,-705.8029415014156,130.58794234320223,3071.064480605181,2856.4812884154503,4.0
995,995.0,1.0,1.0,1.0,1.0,3.0,2.0,0.8,0.8,0.8,1.0,55.0,-630.9709750432631,104.23114909645169,2490.4164804841457,3124.9902292881457,8.0
996,996.0,1.0,1.0,1.0,1.0,3.0,1.0,0.7,0.7,0.9,0.9,55.0,-982.6239716668339,68.23891945444271,2472.975420423627,1866.4619350104797,10.0
997,997.0,1.0,1.0,1.0,1.0,2.0,2.0,0.8,0.8,0.7,0.9,40.0,-1269.522868578788,63.93268598001005,2742.746360484145,1432.0305995300369,8.0
998,998.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,30.0,-2175.215657893587,52.38197966632623,4033.8606006051814,925.1719150704149,6.0
999,999.0,1.0,1.0,1.0,1.0,3.0,1.0,0.8,0.8,0.9,1.0,20.0,-1722.158947092305,41.50495899604326,2637.1344804841456,700.6586703429214,6.0
