n,ID,VPN,I_SENSI_CAPEX_FACIL ,I_SENSI_CAPEX_PERFO,Unc_MultPreciobaseValorGas,E_Brent,Unc_MultCAPEXPerfo_palagua,D_CANT_TALADROS_INFILL,D_CANT_TALADROS_WF,D_TIPO_COMPLET_INFILL_WF,D_TIPO_COMPLET_V,D_DLLO_INFILL_B_123,D_DLLO_INFILL_B_456,D_DLLO_INFILL_B_7,D_DLLO_INFILL_B_CAIPAL,D_DLLO_INFILL_B_89,D_DLLO_PILOTO,D_CAPEX_FACILIDADES,VOL_TEC_TOTAL_OIL,VOL_TEC_INCREMENTAL,VOL_TEC_TOTAL_GAS,VOL_TEC_TOTAL_WATER,D_DLLO_IAV_456,D_DLLO_IAV_7,D_DLLO_IAV_123,D_DLLO_WF_CAIPAL,D_DLLO_WF_456,D_DLLO_WF_7,D_DLLO_WF_123,D_DLLO_WF_89,EFI_55,Lif_Cost_55,Dev_Cost_55,Vol_tol_le_55,Total_capex,Total_opex,flat
524,524,-503002.6158,0.7,0.7,1,20,1.0,2,1,0,0,1,1,1,0,1,1,0,66.3586062720272,47.607489108189625,30.982313311253172,876.8303910267477,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.3293,26.7532,37620.80938705533,1060.3613717834,1276.6419684,4
525,525,-592765.5376,1.0,0.8,1,25,0.9,2,1,0,0,1,1,1,0,1,1,0,78.19217406565517,59.96022078583985,28.730382970023037,736.1275274028897,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9.3307,31.7091,44732.88523739639,1477.7247880448,1544.9437912,8
526,526,-32635.055,0.7,1.0,1,50,1.0,2,1,0,0,1,1,1,0,1,1,0,95.13000693683892,73.31413226851208,32.055967274356874,754.3402093737188,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.12380592260135267,7.6825,19.3827,72245.68389265222,1447.1510463201,1330.7002712,2
527,527,-6573.9962,0.7,0.7,1,50,0.9,2,1,0,0,1,1,1,0,1,1,0,67.20105556523299,49.80521228349214,31.47872737899882,838.6739129321644,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1752572145929761,9.3746,17.5611,49369.88478662287,914.2926678539,1045.0017495,4
528,528,88595.4083,0.8,0.9,1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,77.8486731849771,58.538415504109594,32.854329408345414,881.3398982064286,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.40796090680515507,9.1998,18.4768,58121.44796927451,1122.7134005415,1230.9658054,2
529,529,-88448.0209,1.0,0.7,1,45,1.0,2,1,0,0,1,1,1,0,1,1,0,51.79167226775627,34.242135527257446,30.67794601288076,972.4957095828943,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,10.9915,19.6476,30179.048861390107,636.8521622082,1133.4631511,10
530,530,96438.6973,0.7,1.0,1,60,0.9,2,1,0,0,1,1,1,0,1,1,0,90.44171510632029,70.99162463434055,33.58151226504213,881.681286415964,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.39831569955060103,10.8134,17.9648,72775.93532136413,1361.8242717437,1299.0063268,6
531,531,-345640.7113,1.0,0.9,1,35,0.9,2,1,0,0,1,1,1,0,1,1,0,107.41965388309919,86.55935819872879,40.04905195820939,1067.7443712591305,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,7.8188,20.6341,77897.263065323,1677.3531893771,1483.1801694,8
532,532,-217085.6453,1.0,1.0,1,45,0.9,2,1,0,0,1,1,1,0,1,1,0,81.76815985035037,60.704261661331344,36.25303613794305,1041.1989360724758,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,11.2733,20.6638,63619.95013716679,1384.9348483864,1210.8292695,4
533,533,-20678.7081,0.7,1.0,1,50,0.9,2,1,0,0,1,1,1,0,1,1,0,92.83968167363061,72.00323197444855,34.80622664470725,998.4217966307149,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.1554888865763037,7.2654,18.5715,71381.31767203477,1381.6459989518,1142.9822214,2
534,534,-214048.4398,1.0,0.9,1,45,1.0,2,1,0,0,1,1,1,0,1,1,0,72.74952546780975,53.99454094071045,31.16744758119895,869.9037442314332,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0941,24.2277,48924.71742438631,1239.0943300695,1437.967785,6
535,535,-695557.8294,0.9,0.9,1,20,0.9,2,1,0,0,1,1,1,0,1,1,0,91.9843268098274,71.53099151968786,37.84446532826457,1068.287238106764,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,6.6588,25.9161,61167.65941275426,1664.3038941585,1225.3450489,2
536,536,77338.9762,0.9,0.8,1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,82.50816349443049,61.156986187964804,31.256942130230236,732.5571905193524,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.37493748748303474,12.1102,18.3399,61203.20516372504,1168.2891046938,1468.3539308,4
537,537,-562024.6325,0.8,1.0,1,20,1.0,2,1,0,0,1,1,1,0,1,1,0,91.6400678753846,69.83578227397211,37.22383285950025,1066.9848566853746,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,7.7085,21.5579,58349.50739122891,1320.4169679097,1413.8009093,2
538,538,39680.125,1.0,0.8,1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,88.60119359431192,70.89837725348212,36.18152203286065,1070.971284207648,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.29628270428180153,16.1533,17.0966,73744.637178763,1323.4503115942,1713.656331,8
539,539,-163046.6596,0.9,1.0,1,50,0.9,2,1,0,0,1,1,1,0,1,1,0,92.50171298414236,71.82533434145287,37.937363600200825,1233.3525533222437,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,14.9008,19.047,74252.17037688017,1486.5712499807,1630.8915946,10
540,540,17828.816,0.7,0.8,1,55,0.9,2,1,0,0,1,1,1,0,1,1,0,52.750766721332994,36.35423727420363,31.65973031586521,972.7538246818849,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.2824380690938021,12.8362,15.5215,38293.01243572005,639.682618403,956.7939207,6
541,541,-204716.4564,0.8,1.0,1,45,0.9,2,1,0,0,1,1,1,0,1,1,0,77.06027418871548,59.38617146922503,29.184656777721628,754.4960029765266,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0368,24.0979,49765.1958843663,1246.3007432869,1641.6884188,10
542,542,128081.2713,0.7,0.9,1,60,0.9,2,1,0,0,1,1,1,0,1,1,0,89.73713368912556,70.6034604594625,28.282597283262902,694.0798518538838,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4445248369300224,8.9395,19.0562,70058.5239131386,1377.4505738775,1267.6318434,4
543,543,-417004.8804,0.9,0.8,1,20,1.0,2,1,0,0,1,1,1,0,1,1,0,67.04609402546399,48.80279774814013,26.8695544478391,726.9310760855451,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.3241,30.5135,27156.649540593087,962.0711850727,1615.2449791,10
544,544,-204904.848,0.8,0.7,1,35,0.9,2,1,0,0,1,1,1,0,1,1,0,68.72500313730941,50.85550269847627,24.073344712770382,595.0206073263812,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.6398,19.8248,50035.82071682825,1027.2602784792,1046.430477,2
545,545,-1050.9136,0.8,0.8,1,55,1.0,2,1,0,0,1,1,1,0,1,1,0,68.46711722567656,50.64825807299347,31.522535990995998,970.2482227949918,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.20098371545162877,13.1164,18.2286,50237.7450985881,963.4679743748,1354.5159315,6
546,546,-80832.56,0.7,0.9,1,30,1.0,2,1,0,0,1,1,1,0,1,1,0,39.876521603724456,21.77091629263322,22.559252387762594,591.1890996027614,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.2006,15.2041,19498.593524842014,318.6933542796,1068.2373799,10
547,547,-199838.1933,0.9,1.0,1,45,1.0,2,1,0,0,1,1,1,0,1,1,0,66.6292796109382,48.665563581561194,28.731528773391776,720.9751380578571,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.8226,25.2576,41447.211664405026,1095.8458370801,1559.7143992,10
548,548,-12753.668,0.8,0.8,1,50,1.0,2,1,0,0,1,1,1,0,1,1,0,66.68314573196668,47.007187685561874,30.526534547249227,838.271220122249,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.14505233371058437,10.5216,18.2618,42772.63132790118,820.2391870364,1337.8573212,10
549,549,-411801.7166,0.8,0.7,1,20,1.0,2,1,0,0,1,1,1,0,1,1,0,62.345864330329476,43.53372120911351,31.401088276784556,969.0254884117305,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,8.6452,26.2851,31707.345950533767,884.5993521656,1361.5441929,6
550,550,-545227.2131,0.8,0.9,1,20,0.9,2,1,0,0,1,1,1,0,1,1,0,72.039997862469,53.897289093194836,30.954244244209566,732.129760385637,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.5852,24.5685,48865.91904492986,1257.6071312631,1091.6527206,2
551,551,157533.493,1.0,0.8,1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,106.02437481716655,86.54801832774247,39.09061269014779,1235.5079988150949,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.48631644485155656,10.8952,16.5001,86945.50587221645,1499.8442809871,1609.8578387,6
552,552,-621.8149,0.8,1.0,1,45,0.9,2,1,0,0,1,1,1,0,1,1,0,52.674714811058436,32.51602123151867,31.20081026070077,822.5455547348572,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.19931096816281269,9.7891,14.0997,31832.752529768186,483.9174303478,928.931068,10
553,553,84742.7087,0.7,0.7,1,60,0.9,2,1,0,0,1,1,1,0,1,1,0,47.82446119358407,27.638705376488883,26.935079341789844,762.0061891299357,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6248206737033235,13.0434,14.2249,29343.108775648278,448.4378868227,902.6835229,4
554,554,-184333.8342,0.7,0.8,1,35,0.9,2,1,0,0,1,1,1,0,1,1,0,72.37627144973575,55.17768109535607,25.585805597654662,572.6928263293005,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3585,18.7058,51659.80709322593,1004.6020948654,1247.865935,4
555,555,-503303.653,0.7,0.9,1,25,0.9,2,1,0,0,1,1,1,0,1,1,0,76.16467608407152,57.19137050754621,33.1799781608274,1024.9609492088468,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.5742,29.2327,42635.90955613788,1310.3059180423,1415.5793585,10
556,556,-59453.1374,0.7,0.7,1,45,1.0,2,1,0,0,1,1,1,0,1,1,0,45.69405189272518,28.478208088394226,22.4346950073436,679.342808850626,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.3007,20.335,26870.76733044877,577.8120918841,1093.8019078,2
557,557,-142838.5734,0.8,0.7,1,35,0.9,2,1,0,0,1,1,1,0,1,1,0,55.862795281719684,35.338391704750805,32.71711597730099,968.9983154514939,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.707,18.1681,32619.302550517983,637.6846308972,950.5071559,4
558,558,-77789.069,0.8,1.0,1,35,1.0,2,1,0,0,1,1,1,0,1,1,0,48.457370009347834,27.426449908295968,27.108413566631143,760.4601306891368,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.3338,16.3257,24450.998015607467,428.3225112238,1093.4244417,10
559,559,26817.4869,0.9,1.0,1,60,0.9,2,1,0,0,1,1,1,0,1,1,0,74.87075421179676,56.3639926391981,30.573430581252154,734.7143968336526,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.2537803016433515,10.365,21.4534,56020.013266687114,1254.8154356147,1191.1039992,4
560,560,-16158.0777,0.8,0.8,1,55,1.0,2,1,0,0,1,1,1,0,1,1,0,93.46490631831793,73.0237626020303,38.24660499860523,1207.2365891033126,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1767111127413318,12.1603,18.5557,73139.9827139667,1424.6738652232,1583.3896894,10
561,561,-319248.7891,0.7,0.9,1,35,1.0,2,1,0,0,1,1,1,0,1,1,0,84.20942311220261,63.68382372541724,31.793637557088513,971.3245470457202,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9.8051,21.9231,58192.49703049709,1327.6964700593,1500.8166484,4
562,562,-45231.6903,0.8,1.0,1,35,0.9,2,1,0,0,1,1,1,0,1,1,0,38.453650004281066,21.22101755288381,21.780800762673532,590.6345336928521,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.1743,16.7554,17716.75047797987,319.2102788576,894.4848571,8
563,563,-79032.4797,0.9,0.8,1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,81.93322168482956,62.64219283955328,30.698120102489682,862.3977106345399,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.04728843819192115,14.218,24.372,59141.74045388939,1496.8128692717,1724.7253688,8
564,564,-435150.6463,0.8,0.7,1,30,0.9,2,1,0,0,1,1,1,0,1,1,0,86.60785452004527,63.83815755262999,34.107691227261874,754.9506014305193,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.1071,26.7133,48050.68187644533,1339.3774968771,1611.4116485,10
565,565,-148080.3883,0.9,1.0,1,50,1.0,2,1,0,0,1,1,1,0,1,1,0,73.70601043029492,54.646655908213646,34.410321459689385,1025.2955860911254,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,11.4556,23.5702,48614.983415675444,1207.7337766918,1470.2537867,10
566,566,15765.1923,1.0,0.7,1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,93.13576591365006,72.55881770732884,38.536848164979446,1067.2656672654757,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.24306485519044824,14.8614,18.396,75310.16286205962,1456.2802075363,1693.5685305,8
567,567,-10083.9005,0.9,1.0,1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,92.74955089843067,70.29626381868664,37.82772903929342,1068.2927917081659,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1965504687686888,15.238,18.9535,73295.01282656527,1457.9000968934,1706.6455026,8
568,568,-105020.6405,0.8,1.0,1,45,0.9,2,1,0,0,1,1,1,0,1,1,0,82.69826751352676,62.027378945788506,30.56503639849807,836.0176916318073,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7.697,20.1598,58726.55908364071,1228.4282687109,1180.2328847,4
569,569,-474201.0408,0.7,0.7,1,20,1.0,2,1,0,0,1,1,1,0,1,1,0,98.59384495390368,79.12272643463488,34.80987357251213,759.3493279570162,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,7.1684,16.0193,73937.41263751345,1230.6055235592,1352.0734819,2
570,570,16769.8413,1.0,1.0,1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,75.19669449996061,54.40746690086003,26.321105989286707,689.7734201354455,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.23161587671285785,15.1227,20.3705,51027.60299684075,1075.6530462052,1726.2760291,8
571,571,-261548.4289,0.7,0.7,1,35,1.0,2,1,0,0,1,1,1,0,1,1,0,83.53401110798177,66.28271537198994,33.068710986683314,926.8468140224137,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.6814,18.6627,63856.96291037386,1243.7469222822,1381.7723662,2
572,572,47645.753,0.7,1.0,1,55,0.9,2,1,0,0,1,1,1,0,1,1,0,47.21219529551439,25.50664429120513,26.6113521242858,631.4874623296253,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.43882099164764554,10.3597,15.5577,25314.55689080562,424.2313935886,881.0274261,4
573,573,-480136.6984,0.9,1.0,1,20,0.9,2,1,0,0,1,1,1,0,1,1,0,79.04672891842158,57.78777724174245,35.526691345478746,1035.3828805815565,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.1979,23.6014,43222.70367394927,1076.8073924239,1383.351035,10
574,574,43517.6073,0.9,0.9,1,55,0.9,2,1,0,0,1,1,1,0,1,1,0,58.04826570781135,36.331706997428064,34.09492601389797,965.2168067188459,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.38903025554462567,11.1917,14.2165,38384.5584922563,588.6049200251,956.4632936,8
575,575,145352.0714,0.8,1.0,1,55,0.9,2,1,0,0,1,1,1,0,1,1,0,89.93031853600081,69.63459635926276,31.84082952079173,956.9330183291768,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5539632282026818,7.4068,15.3215,68916.47520472895,1093.9383053787,1142.4849532,2
576,576,7643.8549,0.8,1.0,1,55,0.9,2,1,0,0,1,1,1,0,1,1,0,52.79719195103077,35.62916552018763,31.522966585953235,970.4402741537579,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.247675336744123,12.8669,15.6923,37519.49603234019,633.5821683451,960.784654,8
577,577,-8515.663,0.9,0.9,1,45,1.0,2,1,0,0,1,1,1,0,1,1,0,47.373907862888494,28.62150705715845,27.04391170257239,762.6003869721094,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.13220175789254066,10.0919,15.9628,26103.66133318365,447.9718149124,1065.0696328,4
578,578,-397828.247,0.8,0.9,1,30,1.0,2,1,0,0,1,1,1,0,1,1,0,91.17228477770405,69.89436044374881,37.14862452766369,1067.7641624592213,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,9.5553,21.0203,59960.59004935716,1320.9323819628,1611.3728019,6
579,579,-670568.5741,0.7,0.9,1,25,1.0,2,1,0,0,1,1,1,0,1,1,0,90.52462902175421,69.87805669670158,36.68326417126309,1068.5545406261979,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,9.1718,30.8136,51311.61153729346,1659.629528703,1813.9969747,10
580,580,-385330.7919,0.7,0.7,1,30,0.9,2,1,0,0,1,1,1,0,1,1,0,88.53859633411341,69.6030669513145,35.8435364553784,1069.4661064713755,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,8.6036,21.6164,58130.89427498804,1315.8877001751,1431.6588387,6
581,581,-341418.5918,0.7,0.9,1,35,0.9,2,1,0,0,1,1,1,0,1,1,0,58.471306751141405,39.13187735737774,30.767383996786634,809.0320854484905,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.8415,31.8513,29689.528341787758,1003.2637826099,1185.2823209,10
582,582,-293810.5155,1.0,0.9,1,30,0.9,2,1,0,0,1,1,1,0,1,1,0,58.81234418312842,39.97991683945394,26.742347285171736,687.8952761289322,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0428,27.1932,31169.004292582875,892.7475005304,1256.4232698,6
583,583,-80487.0855,0.9,0.8,1,50,1.0,2,1,0,0,1,1,1,0,1,1,0,82.19554542345472,60.16134549626942,31.64386126973092,749.9505628078573,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.014897625537742357,10.6328,20.6663,57972.56874803458,1246.3470542133,1449.989534,4
584,584,-321165.923,0.9,1.0,1,30,1.0,2,1,0,0,1,1,1,0,1,1,0,92.96950468962547,73.63307763559283,30.317208741971466,719.7491529036158,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.1453,18.6063,64659.2804924171,1245.855382609,1683.8931341,8
585,585,-132313.0575,1.0,0.9,1,30,0.9,2,1,0,0,1,1,1,0,1,1,0,49.99141750764748,29.97313282581122,29.47918366787914,795.0472945412923,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.4393,17.6104,26034.238241986044,493.9047294121,910.6894701,6
586,586,-564776.4356,0.7,0.7,1,30,1.0,2,1,0,0,1,1,1,0,1,1,0,91.66715091866052,70.74997003151162,37.5049820492347,1067.8037332081778,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,9.6533,27.0866,58359.35791057364,1658.2458149787,1702.7270337,8
587,587,-438907.8242,0.7,0.7,1,25,0.9,2,1,0,0,1,1,1,0,1,1,0,73.1261128822403,51.844123103326766,34.677806521698365,1018.3511437820488,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0759,23.981,45461.243068295764,1152.1309947491,1084.2056091,2
588,588,-38739.2496,1.0,0.8,1,50,1.0,2,1,0,0,1,1,1,0,1,1,0,78.35483108520262,60.857047871059365,34.818865287829546,1043.3111908379497,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.11169580683308969,10.9119,17.5467,60292.010001219816,1113.0865978007,1326.6569569,2
589,589,-595927.6429,0.8,1.0,1,20,0.9,2,1,0,0,1,1,1,0,1,1,0,78.44584447782765,61.951595564806965,35.110827857311456,1045.1396574300807,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,7.1268,24.6597,53349.18035311249,1385.3219754307,1145.5003748,2
590,590,-92675.1507,0.8,0.8,1,55,0.9,2,1,0,0,1,1,1,0,1,1,0,71.85404901175954,53.67954239992333,31.96023310895089,863.9618497967797,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.01849067574705481,15.8001,20.2759,55654.85771403998,1187.3941390708,1378.5085616,10
591,591,-492329.8016,0.8,1.0,1,20,1.0,2,1,0,0,1,1,1,0,1,1,0,78.04909908821142,60.72510470410181,34.586160834844975,1043.9052384977213,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,8.1775,21.1577,49987.759551173855,1113.6012775898,1327.065534,2
592,592,-217841.1523,0.9,0.9,1,45,1.0,2,1,0,0,1,1,1,0,1,1,0,81.15142941022498,61.30878393865258,33.94313392044699,1034.363162243576,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10.142,23.3795,57939.886703834985,1418.2312300284,1421.1563617,4
593,593,-361344.0543,0.8,0.8,1,30,0.9,2,1,0,0,1,1,1,0,1,1,0,81.37303084918952,61.394881948338934,36.286690837554595,1040.0428674359066,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,7.5307,23.7802,48539.17813476631,1215.7448620677,1339.8728941,8
594,594,-356873.8484,1.0,1.0,1,25,0.9,2,1,0,0,1,1,1,0,1,1,0,90.53395239833463,62.76045834298139,40.84007687195169,1031.1888025265196,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,6.7617,19.0333,55469.51397348962,1114.1271974211,1194.6446191,4
595,595,12846.1252,0.8,0.8,1,60,0.9,2,1,0,0,1,1,1,0,1,1,0,66.78330166542878,49.377793517933235,33.70945889127829,1009.9800461762561,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.23738864176586008,11.0674,19.2948,51060.931731044104,1047.2707088708,1055.6468611,2
596,596,-163498.3103,0.8,0.7,1,55,1.0,2,1,0,0,1,1,1,0,1,1,0,56.386063382105206,36.32346849527732,23.75853589661473,525.5742178740288,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7255,34.7391,29591.892447096965,1078.7093245791,1709.3992308,10
597,597,-305401.661,0.8,0.8,1,35,0.9,2,1,0,0,1,1,1,0,1,1,0,76.02661050895438,58.45746933116406,34.46952520343406,1038.1990142988843,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.756,23.8322,46681.487410682304,1172.8524495055,1390.2466239,10
598,598,-238000.6366,1.0,0.7,1,45,0.9,2,1,0,0,1,1,1,0,1,1,0,78.40999731556198,59.837481059239394,29.88001907384654,753.4498118528302,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11.1037,24.6195,55665.79311587979,1424.3292583551,1395.1474503,6
599,599,-33988.5719,1.0,0.8,1,45,1.0,2,1,0,0,1,1,1,0,1,1,0,53.63268556419856,31.83264185514438,31.268527982151983,948.5048182595774,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.03661468537257366,9.371,17.1476,28617.87909696201,527.8852123235,1111.1249557,10
600,600,37198.5909,0.7,0.8,1,50,0.9,2,1,0,0,1,1,1,0,1,1,0,94.61609337716737,76.81674637748671,36.41509671778757,1057.4329614118708,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.29597319705738584,10.7996,14.571,79312.89354882551,1209.3623974752,1324.3837674,6
601,601,-130591.692,0.8,0.9,1,25,1.0,2,1,0,0,1,1,1,0,1,1,0,35.80621752058282,20.32710934433693,20.609688009153377,525.5314433862306,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.1244,17.6442,16581.60808422256,314.6327260201,1013.1594586,4
602,602,-297682.2415,0.8,0.7,1,40,1.0,2,1,0,0,1,1,1,0,1,1,0,76.80431429050802,58.89799708533738,30.471881466653937,957.1558764250269,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,10.9909,25.4168,50698.55644928214,1345.2453712174,1613.960723,8
603,603,-53440.0052,0.9,0.8,1,50,0.9,2,1,0,0,1,1,1,0,1,1,0,85.06699509398683,66.46612672108725,39.128874429007254,1204.77631115468,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.10343587715755331,11.4476,17.1667,68884.36262122999,1252.6813394569,1277.1445809,6
604,604,-291362.0995,1.0,1.0,1,30,1.0,2,1,0,0,1,1,1,0,1,1,0,73.95962246554747,52.829976742060815,37.63958915112607,1170.2931668662004,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.7226,20.9054,43671.469458955486,972.4422098383,1344.0494308,10
605,605,15058.1967,0.9,1.0,1,50,0.9,2,1,0,0,1,1,1,0,1,1,0,50.08229100256703,29.76654918797305,28.29440478686258,869.6665299988715,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2672336527035888,10.6992,15.6628,29274.43136223608,492.2436560989,941.2898649,10
606,606,-91842.0482,0.9,0.9,1,35,1.0,2,1,0,0,1,1,1,0,1,1,0,52.791854848788084,32.92883740861169,31.351626222251895,822.0168878632628,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.84,15.3388,30637.096811852225,505.2739982122,1075.6839393,4
607,607,-466563.5259,0.8,0.7,1,25,1.0,2,1,0,0,1,1,1,0,1,1,0,89.24495765282386,68.57752903168107,38.84237272507966,1214.9514970172318,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,8.196,20.2237,62886.23577910172,1340.6914919126,1376.4175671,2
608,608,81345.8293,0.9,0.7,1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,46.21031669394213,29.84118238229527,26.48259698910234,873.4410697130454,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5526121547838759,11.997,16.3888,27948.80967184314,491.3789618265,1091.9245043,6
609,609,-275622.8204,0.7,1.0,1,40,1.0,2,1,0,0,1,1,1,0,1,1,0,78.78390910265674,58.564723080309676,35.73413845998359,1035.2279379856814,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.4974,22.5169,55917.31010563523,1327.3345461433,1316.9963098,2
610,610,-126820.162,0.8,1.0,1,45,0.9,2,1,0,0,1,1,1,0,1,1,0,64.92875814101646,44.8977856390583,34.53645808917555,1173.1259866833818,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,11.6074,19.069,43901.47415115558,894.9750111322,1139.8993037,6
611,611,-16684.2819,0.9,0.9,1,55,1.0,2,1,0,0,1,1,1,0,1,1,0,87.97449907871848,65.31205235261795,34.136202125603624,857.797732334501,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.17643404332613397,16.2679,17.4068,65881.33354761502,1195.1939524772,1799.6944854,10
