n,ID,VPN,Unc_Mult_CAPEX_FACIL,Unc_Mult_CAPEX_PERFO,Unc_MultPreciobaseValorGas,E_Brent,Unc_MultOpex,Total_capex,Total_opex
832,832,-377451.8503,0.99,1.0,0.9,25,0.98,824.8676151294,1950.3347129972
833,833,236420.3173,0.93,0.98,1,45,0.93,792.1296458622,2065.6156904218
834,834,-226935.0314,0.99,0.91,1,30,0.95,786.6255240851,2071.8718371849
835,835,535238.1026,0.95,0.99,0.9,55,0.94,804.458676027,1937.822419471
836,836,-191824.4524,0.94,0.96,0.9,30,0.99,787.6713578767,1953.4627863787
837,837,524141.5746,0.99,0.99,0.9,55,1.0,820.6184939023,1956.5908597603
838,838,513568.8057,0.95,0.98,1,55,0.91,800.2095547998,2059.3595436587
839,839,502693.4543,1.0,0.94,1,55,0.99,803.4128422354,2084.3841307111
840,840,-570155.9161,0.94,1.0,0.9,20,1.0,804.6678427853,1956.5908597603
841,841,679335.1079,0.92,0.95,0.9,60,0.98,775.3423277119,1950.3347129972
842,842,-32499.5736,0.96,0.96,0.9,35,0.95,795.7512668143,1940.9504928526
843,843,250331.7181,0.98,0.98,0.9,45,0.97,812.3294182063,1947.2066396157
844,844,515225.1747,0.93,0.94,1,55,0.97,775.1331609536,2078.127983948
845,845,-217850.0295,0.92,0.97,1,30,0.92,783.8405701662,2062.4876170403
846,846,687597.1015,0.92,0.91,0.9,60,0.92,758.3458428033,1931.5662727079
847,847,-35177.9728,0.96,0.99,0.9,35,0.95,808.4986304958,1940.9504928526
848,848,-396297.435,0.91,0.96,1,25,0.99,775.5514944702,2084.3841307111
849,849,-64170.9374,0.96,0.97,1,35,0.93,800.0003880415,2065.6156904218
850,850,-190479.02,1.0,0.91,0.9,30,0.92,790.6654785539,1931.5662727079
851,851,-65174.6999,0.96,0.95,1,35,0.96,791.5021455872,2074.9999105665
852,852,-605799.0363,0.94,1.0,1,20,1.0,804.6678427853,2087.5122040926
853,853,253424.7679,0.95,0.97,0.9,45,1.0,795.9604335727,1956.5908597603
854,854,-235324.7731,1.0,0.93,1,30,1.0,799.1637210082,2087.5122040926
855,855,-602247.0493,0.99,0.92,1,20,0.96,790.8746453122,2074.9999105665
856,856,-25918.6497,0.93,0.91,0.9,35,0.98,762.3857972721,1950.3347129972
857,857,110863.1757,0.99,0.99,0.9,40,0.94,820.6184939023,1937.822419471
858,858,-410560.6774,0.98,0.98,1,25,0.99,812.3294182063,2084.3841307111
859,859,512471.5947,0.91,0.99,1,55,0.99,788.2988581517,2084.3841307111
860,860,378474.2783,0.93,0.92,1,50,0.96,766.6349184992,2074.9999105665
861,861,253849.2751,0.98,0.91,0.9,45,1.0,782.5855696162,1956.5908597603
862,862,512798.3968,0.95,0.97,1,55,0.93,795.9604335727,2065.6156904218
863,863,-571456.0081,1.0,1.0,0.9,20,0.92,828.9075695983,1931.5662727079
864,864,676381.0227,0.96,0.94,0.9,60,0.95,787.25302436,1940.9504928526
865,865,509557.3598,0.95,0.97,1,55,0.97,795.9604335727,2078.127983948
866,866,222224.9341,1.0,0.99,1,45,0.96,824.6584483711,2074.9999105665
867,867,-68582.8492,0.97,0.98,1,35,0.95,808.2894637375,2071.8718371849
868,868,-219571.9489,0.93,0.96,1,30,0.93,783.6314034079,2065.6156904218
869,869,369830.4531,0.98,0.93,1,50,0.96,791.0838120705,2074.9999105665
870,870,-392072.2399,0.92,0.97,1,25,0.93,783.8405701662,2065.6156904218
871,871,116870.2576,0.99,0.91,0.9,40,0.95,786.6255240851,1940.9504928526
872,872,674274.301,0.92,1.0,0.9,60,0.99,796.5879338476,1953.4627863787
873,873,257636.5774,0.95,0.93,0.9,45,0.99,778.9639486641,1953.4627863787
874,874,372806.4634,0.95,0.95,1,50,0.96,787.4621911184,2074.9999105665
875,875,668929.2883,0.96,0.98,0.9,60,1.0,804.2495092687,1956.5908597603
876,876,-183222.0501,0.94,0.95,0.9,30,0.91,783.4222366495,1928.4381993264
877,877,118610.0804,0.93,0.99,0.9,40,0.96,796.3787670893,1944.0785662341
878,878,-191124.5782,0.93,0.96,0.9,30,1.0,783.6314034079,1956.5908597603
879,879,510792.0469,0.98,0.91,1,55,0.96,782.5855696162,2074.9999105665
880,880,-358770.0676,0.93,0.94,0.9,25,0.96,775.1331609536,1944.0785662341
881,881,111005.4816,1.0,0.97,0.9,40,0.94,816.1602059168,1937.822419471
882,882,-596288.4857,0.92,0.95,1,20,0.99,775.3423277119,2084.3841307111
883,883,-397456.1969,0.91,0.96,1,25,1.0,775.5514944702,2087.5122040926
884,884,532745.5495,0.94,0.99,0.9,55,0.99,800.4187215581,1953.4627863787
885,885,404903.5049,0.92,0.94,0.9,50,0.94,771.0932064847,1937.822419471
886,886,228870.2866,1.0,0.95,1,45,0.92,807.6619634625,2062.4876170403
887,887,675287.8115,0.94,0.98,0.9,60,0.96,796.169600331,1944.0785662341
888,888,540255.0594,0.93,0.92,0.9,55,0.99,766.6349184992,1953.4627863787
889,889,-390936.9021,0.93,0.94,1,25,0.93,775.1331609536,2065.6156904218
890,890,97225.4279,0.94,0.92,1,40,0.93,770.6748729681,2065.6156904218
891,891,366593.4159,1.0,0.96,1,50,0.93,811.9110846897,2065.6156904218
892,892,-363452.2253,0.95,0.94,0.9,25,0.97,783.2130698912,1947.2066396157
893,893,113314.221,0.98,0.97,0.9,40,0.95,808.0802969792,1940.9504928526
894,894,-553523.1347,0.93,0.93,0.9,20,0.93,770.8840397264,1934.6943460895
895,895,-396320.859,0.92,0.93,1,25,1.0,766.8440852576,2087.5122040926
896,896,684095.0377,0.91,0.96,0.9,60,0.93,775.5514944702,1934.6943460895
897,897,254504.5515,0.98,0.95,0.9,45,0.95,799.5820545249,1940.9504928526
898,898,125283.7984,0.92,0.93,0.9,40,0.96,766.8440852576,1944.0785662341
899,899,374852.6635,0.92,1.0,1,50,0.94,796.5879338476,2068.7437638034
900,900,-35986.9846,0.97,0.95,0.9,35,0.98,795.542100056,1950.3347129972
901,901,259195.3893,0.94,0.93,0.9,45,0.99,774.9239941952,1953.4627863787
902,902,89802.2574,0.92,0.97,1,40,1.0,783.8405701662,2087.5122040926
903,903,399050.364,0.91,0.97,0.9,50,1.0,779.8006156973,1956.5908597603
904,904,528250.6464,0.98,0.96,0.9,55,1.0,803.831175752,1956.5908597603
905,905,530074.4162,1.0,0.94,0.9,55,0.96,803.4128422354,1944.0785662341
906,906,89450.7441,0.95,0.99,1,40,0.93,804.458676027,2065.6156904218
907,907,-398732.8648,0.96,0.99,1,25,0.91,808.4986304958,2059.3595436587
908,908,88007.1615,0.97,0.98,1,40,0.92,808.2894637375,2062.4876170403
909,909,540259.0592,0.95,0.95,0.9,55,0.92,787.4621911184,1931.5662727079
910,910,-199914.9929,1.0,0.95,0.9,30,0.98,807.6619634625,1950.3347129972
911,911,-575125.3771,1.0,0.99,0.9,20,0.96,824.6584483711,1944.0785662341
912,912,-567329.4144,0.97,0.94,0.9,20,0.98,791.2929788289,1950.3347129972
913,913,-412345.7993,1.0,0.95,1,25,1.0,807.6619634625,2087.5122040926
914,914,543903.8528,0.91,0.99,0.9,55,0.91,788.2988581517,1928.4381993264
915,915,119710.4296,0.95,0.95,0.9,40,0.95,787.4621911184,1940.9504928526
916,916,670629.5074,0.96,0.96,0.9,60,1.0,795.7512668143,1956.5908597603
917,917,227907.4314,0.97,0.94,1,45,1.0,791.2929788289,2087.5122040926
918,918,535441.3539,0.97,0.97,0.9,55,0.92,804.0403425103,1931.5662727079
919,919,501843.3448,1.0,0.95,1,55,0.99,807.6619634625,2084.3841307111
920,920,654667.8757,0.94,0.91,1,60,0.98,766.4257517409,2081.2560573295
921,921,680330.6932,0.95,0.95,0.9,60,0.91,787.4621911184,1928.4381993264
922,922,-549613.5722,0.91,0.95,0.9,20,0.91,771.302373243,1928.4381993264
923,923,661844.2063,1.0,0.99,0.9,60,1.0,824.6584483711,1956.5908597603
924,924,-390211.4168,0.95,0.92,1,25,0.91,774.7148274369,2059.3595436587
925,925,643575.3476,1.0,0.94,1,60,0.97,803.4128422354,2078.127983948
926,926,-184530.9062,0.93,0.93,0.9,30,0.96,770.8840397264,1944.0785662341
927,927,372969.8644,0.97,0.94,1,50,0.93,791.2929788289,2065.6156904218
928,928,237334.0245,0.94,0.97,1,45,0.91,791.9204791038,2059.3595436587
929,929,-605120.6611,0.98,0.98,1,20,0.95,812.3294182063,2071.8718371849
930,930,-200042.4211,0.99,0.98,0.9,30,0.97,816.3693726751,1947.2066396157
931,931,-71962.4616,0.99,0.95,1,35,0.98,803.6220089937,2081.2560573295
932,932,115294.5113,0.93,1.0,0.9,40,0.99,800.6278883165,1953.4627863787
933,933,362422.5688,1.0,0.99,1,50,0.95,824.6584483711,2071.8718371849
934,934,-23407.7208,0.91,0.99,0.9,35,0.91,788.2988581517,1928.4381993264
935,935,661796.8079,0.92,0.92,1,60,0.92,762.5949640304,2062.4876170403
936,936,127936.4623,0.94,0.91,0.9,40,0.91,766.4257517409,1928.4381993264
937,937,516744.0675,0.92,0.95,1,55,0.96,775.3423277119,2074.9999105665
938,938,-577829.0676,1.0,0.97,0.9,20,1.0,816.1602059168,1956.5908597603
939,939,89595.8442,0.96,0.96,1,40,0.94,795.7512668143,2068.7437638034
940,940,-593777.8785,0.92,0.96,1,20,0.96,779.591448939,2074.9999105665
941,941,-560306.3088,0.94,0.97,0.9,20,0.94,791.9204791038,1937.822419471
942,942,-70851.5764,0.95,1.0,1,35,0.99,808.7077972541,2084.3841307111
943,943,528312.4217,0.99,0.96,0.9,55,0.98,807.8711302208,1950.3347129972
944,944,258062.2274,0.92,0.98,0.9,45,0.99,788.0896913933,1953.4627863787
945,945,396561.8107,0.92,1.0,0.9,50,0.98,796.5879338476,1950.3347129972
946,946,-359952.2536,0.94,0.91,0.9,25,0.98,766.4257517409,1950.3347129972
947,947,642504.0615,0.99,0.99,1,60,0.95,820.6184939023,2071.8718371849
948,948,539630.1263,0.96,0.92,0.9,55,0.94,778.7547819057,1937.822419471
949,949,367218.3491,0.97,0.96,1,50,0.98,799.7912212832,2081.2560573295
950,950,-185059.0905,0.95,0.91,0.9,30,0.95,770.4657062098,1940.9504928526
951,951,243041.0958,0.92,0.93,1,45,0.92,766.8440852576,2062.4876170403
952,952,393629.6505,0.97,1.0,0.9,50,0.92,816.7877061918,1931.5662727079
953,953,679661.91,0.96,0.93,0.9,60,0.92,783.0039031329,1931.5662727079
954,954,-181694.7271,0.93,0.92,0.9,30,0.94,766.6349184992,1937.822419471
955,955,374387.1315,0.95,0.96,1,50,0.93,791.7113123455,2065.6156904218
956,956,-567955.7744,0.99,0.91,0.9,20,0.98,786.6255240851,1950.3347129972
957,957,243891.2529,0.92,0.92,1,45,0.92,762.5949640304,2062.4876170403
958,958,652971.6564,0.96,0.96,1,60,0.91,795.7512668143,2059.3595436587
959,959,-597108.1909,0.94,0.97,1,20,0.95,791.9204791038,2071.8718371849
960,960,-34521.7782,0.95,0.97,0.9,35,0.98,795.9604335727,1950.3347129972
961,961,80321.0523,0.99,0.96,1,40,0.99,807.8711302208,2084.3841307111
962,962,-558158.4443,0.93,0.99,0.9,20,0.92,796.3787670893,1931.5662727079
963,963,256927.9227,0.96,0.92,0.9,45,0.99,778.7547819057,1953.4627863787
964,964,542809.3879,0.95,0.92,0.9,55,0.92,774.7148274369,1931.5662727079
965,965,-219845.1432,0.92,0.96,1,30,0.95,779.591448939,2071.8718371849
966,966,-19733.396,0.92,0.91,0.9,35,0.93,758.3458428033,1934.6943460895
967,967,517048.9445,0.95,0.92,1,55,0.93,774.7148274369,2065.6156904218
968,968,637664.4311,1.0,1.0,1,60,0.98,828.9075695983,2081.2560573295
969,969,-361111.2774,0.94,0.97,0.9,25,0.94,791.9204791038,1937.822419471
970,970,387997.6861,0.97,0.99,0.9,50,1.0,812.5385849646,1956.5908597603
971,971,-52897.6956,0.93,0.92,1,35,0.91,766.6349184992,2059.3595436587
972,972,106726.9201,0.99,1.0,0.9,40,0.98,824.8676151294,1950.3347129972
973,973,-75535.2334,0.99,1.0,1,35,0.97,824.8676151294,2078.127983948
974,974,-410028.2754,1.0,0.95,1,25,0.98,807.6619634625,2081.2560573295
975,975,651169.8117,0.95,0.99,1,60,0.92,804.458676027,2062.4876170403
976,976,513604.6562,0.93,0.94,1,55,0.99,775.1331609536,2084.3841307111
977,977,89033.2844,0.98,0.94,1,40,0.93,795.3329332977,2065.6156904218
978,978,-70289.6661,0.98,0.96,1,35,0.97,803.831175752,2078.127983948
979,979,-68452.2481,0.98,0.95,1,35,0.96,799.5820545249,2074.9999105665
980,980,-31696.3773,0.95,1.0,0.9,35,0.92,808.7077972541,1931.5662727079
981,981,-228411.1328,0.92,1.0,1,30,1.0,796.5879338476,2087.5122040926
982,982,92065.5496,0.95,0.93,1,40,0.96,778.9639486641,2074.9999105665
983,983,97398.7907,0.95,0.92,1,40,0.91,774.7148274369,2059.3595436587
984,984,528374.1971,1.0,0.96,0.9,55,0.96,811.9110846897,1944.0785662341
985,985,377482.6927,0.92,0.95,1,50,0.96,775.3423277119,2074.9999105665
986,986,539448.8,0.95,0.95,0.9,55,0.93,787.4621911184,1934.6943460895
987,987,-390720.3947,0.92,0.98,1,25,0.91,788.0896913933,2059.3595436587
988,988,-394530.8319,0.98,0.91,1,25,0.91,782.5855696162,2059.3595436587
989,989,-62172.2163,0.97,0.94,1,35,0.92,791.2929788289,2062.4876170403
990,990,402982.1092,0.91,1.0,0.9,50,0.92,792.5479793788,1931.5662727079
991,991,516278.5356,0.95,0.91,1,55,0.95,770.4657062098,2071.8718371849
992,992,541250.6447,0.96,0.92,0.9,55,0.92,778.7547819057,1931.5662727079
993,993,676723.0039,0.91,0.98,0.9,60,1.0,784.0497369245,1956.5908597603
994,994,-355656.5245,0.92,0.95,0.9,25,0.94,775.3423277119,1937.822419471
995,995,-600848.0941,0.97,0.93,1,20,0.97,787.0438576017,2078.127983948
996,996,677394.5332,0.98,0.92,0.9,60,0.92,786.8346908434,1931.5662727079
997,997,508321.4189,0.98,0.92,1,55,0.98,786.8346908434,2081.2560573295
998,998,504638.0288,0.96,1.0,1,55,0.98,812.747751723,2081.2560573295
999,999,651125.9616,0.93,0.97,1,60,0.98,787.880524635,2081.2560573295
