n,ID,D_ActivacionIncrem_Jaz,D_ActivacionIncrem_Abr,D_ActivacionIncrem_Gir,Opt_CalculoRagaliasIncrementales_Jaz,Opt_EscVentaCrudo,Opt_EscCAPEX_Perforacion,Opt_AlternativasFacilidades_ICV_AbrGir,Opt_CalculoRagaliasIncrementales_AbrGir,Unc_MultPreciobaseValorGas,Unc_MultCAPEXPerfo_UGEJaz,Unc_MultCAPEXFacilidades_Jaz,Unc_MultOPEX_UGEJaz,E_Brent,Total_VPN,volumen_Mbls,Capex,opex,flat
125,125.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.7,0.9,0.9,40.0,-487.99643886179615,165.6091073884545,849.6866837528191,3584.8945020839064,8.0
126,126.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,0.9,0.8,0.9,60.0,852.5588685540811,190.19516550018875,865.4990922247281,2355.6739842050215,4.0
127,127.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8,0.9,0.9,20.0,-1356.5305158487606,56.00568523776178,965.502603752819,1612.1948006562468,10.0
128,128.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.9,0.9,30.0,-537.4169072604391,190.19516550018875,1393.0266910213288,1516.5636235701313,2.0
129,129.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.7,0.9,60.0,626.1178055808708,190.19516550018875,885.863580696637,2355.6739842050215,4.0
130,130.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,0.9,0.7,1.0,40.0,-251.5660982028749,190.19516550018875,825.3685806966371,3270.0569296104945,6.0
131,131.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.7,0.8,0.9,40.0,-1.7664858478444416,190.19516550018875,1146.7001475745144,2355.6739842050215,4.0
132,132.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.8,0.8,0.9,35.0,-604.2131424623623,190.19516550018875,1176.2126675745146,4033.8947054748023,8.0
133,133.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,0.7,1.0,0.9,25.0,-682.0764668423742,56.00568523776178,824.77011528091,757.3331430573877,4.0
134,134.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.9,0.7,0.9,60.0,714.4070132608988,190.19516550018875,1085.1290041277005,1516.5636235701313,2.0
135,135.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.7,0.7,1.0,50.0,-49.33953975899651,190.19516550018875,769.425660696637,4109.167290245384,8.0
136,136.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.9,0.7,1.0,45.0,-551.4333359616172,161.05721187788086,909.000540696637,4265.251816881886,10.0
137,137.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.8,0.8,1.0,30.0,-241.56965066204853,190.19516550018875,879.3436122247281,2430.9465689756044,4.0
138,138.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8,1.0,40.0,-221.85540955378673,190.19516550018875,1076.4540922247281,2430.9465689756044,4.0
139,139.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,0.9,0.9,50.0,254.19370931869094,190.19516550018875,966.124603752819,3194.7843448399126,6.0
140,140.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.9,0.8,0.9,25.0,-764.5062331627319,124.32718118709913,1000.9130922247281,2093.551456743797,6.0
141,141.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.7,1.0,60.0,56.381618663008496,190.19516550018875,1238.5484041277002,4109.167290245384,8.0
142,142.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.9,0.9,1.0,35.0,-276.064450269817,190.19516550018875,1239.607291021329,1591.8362083407142,2.0
143,143.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.7,1.0,0.9,55.0,291.0005659044083,190.19516550018875,1195.8564344681429,2355.6739842050215,4.0
144,144.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7,1.0,0.9,30.0,-1079.1536659343128,56.00568523776178,930.09211528091,1612.1948006562468,10.0
145,145.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.9,1.0,0.9,45.0,-2.108110552507513,190.19516550018875,1081.17411528091,3194.7843448399126,6.0
146,146.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,0.8,0.7,1.0,20.0,-771.7105790040234,56.00568523776178,764.8735806966372,778.1581843157004,4.0
147,147.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,0.8,1.0,1.0,45.0,-303.87895048158066,190.19516550018875,885.2651152809101,4109.167290245384,8.0
148,148.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,45.0,-7.787219040674281,190.19516550018875,1376.7194344681432,1591.8362083407142,2.0
149,149.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.8,0.9,1.0,50.0,-119.02562585623663,190.19516550018875,1299.480291021329,4109.167290245384,8.0
150,150.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,0.8,1.0,30.0,-471.31625385880847,190.19516550018875,925.9940922247281,3270.0569296104945,6.0
151,151.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.9,1.0,1.0,35.0,-859.7415735860728,112.62482154714556,1029.39207528091,2454.2604599084875,8.0
152,152.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.8,0.7,0.9,40.0,257.99075875063767,190.19516550018875,1024.6340041277006,1516.5636235701313,2.0
153,153.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.9,0.9,0.9,25.0,-756.4726488812726,124.32718118709913,989.261563752819,2093.551456743797,6.0
154,154.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.0,-620.8372059287956,190.19516550018875,1527.801434468143,4109.167290245384,8.0
155,155.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9,0.9,0.9,50.0,349.7246486809467,190.19516550018875,1041.043603752819,1516.5636235701313,2.0
156,156.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,0.7,0.8,1.0,45.0,376.19774339660137,190.19516550018875,744.509092224728,2430.9465689756044,4.0
157,157.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,0.9,0.9,1.0,60.0,262.1911481447661,190.19516550018875,905.6296037528191,4948.277650880274,10.0
158,158.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.9,1.0,0.9,45.0,-186.857564829932,190.19516550018875,1452.260434468143,3194.7843448399126,6.0
159,159.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9,0.9,1.0,55.0,147.31774305168815,190.19516550018875,1041.043603752819,3270.0569296104945,6.0
160,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,1.0,25.0,-1382.0718164945793,56.00568523776178,1222.2411475745146,1633.0198419145595,10.0
161,161.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9,0.8,1.0,45.0,184.17203938984855,190.19516550018875,1000.9130922247281,1591.8362083407142,2.0
162,162.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.8,0.8,0.9,60.0,-77.85162198422559,190.19516550018875,1176.2126675745146,4873.005066109692,10.0
163,163.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.8,0.7,0.9,55.0,-165.58870235159614,190.19516550018875,1024.6340041277006,4873.005066109692,10.0
164,164.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,0.8,0.9,0.9,45.0,511.89049408477456,190.19516550018875,845.1346037528192,1516.5636235701313,2.0
165,165.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,0.7,1.0,0.9,20.0,-1108.995645374967,56.00568523776178,824.77011528091,1327.2409147899605,8.0
166,166.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.7,1.0,1.0,30.0,-210.15087404626397,190.19516550018875,1195.8564344681429,1591.8362083407142,2.0
167,167.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,0.9,1.0,20.0,-743.1722239149065,113.418486506286,966.124603752819,1442.8752502130271,4.0
168,168.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,0.7,0.8,0.9,50.0,567.9291624942681,190.19516550018875,744.509092224728,2355.6739842050215,4.0
169,169.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.9,0.7,0.9,45.0,-376.1050657909865,190.19516550018875,1085.1290041277005,4033.8947054748023,8.0
170,170.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,35.0,-823.7394286612002,165.6091073884545,1376.7194344681432,2891.021240748235,6.0
171,171.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.8,0.8,0.9,50.0,-30.006325551063,190.19516550018875,1176.2126675745146,4033.8947054748023,8.0
172,172.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.8,0.8,1.0,30.0,-342.25002060635666,190.19516550018875,1101.8731475745146,2430.9465689756044,4.0
173,173.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,0.8,1.0,1.0,55.0,58.08076610940782,190.19516550018875,885.2651152809101,4109.167290245384,8.0
174,174.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.9,0.9,1.0,35.0,-830.1491113356883,112.62482154714556,989.261563752819,2454.2604599084875,8.0
175,175.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.7,0.7,1.0,35.0,-479.4496507116479,190.19516550018875,964.1390041277003,4109.167290245384,8.0
176,176.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.8,0.7,1.0,20.0,-1004.1947222804288,56.00568523776178,1145.0020041277005,1063.112070181987,6.0
177,177.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.7,0.7,0.9,40.0,225.39732937108337,190.19516550018875,1069.4610041277003,1516.5636235701313,2.0
178,178.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.9,1.0,1.0,50.0,10.228628490979109,190.19516550018875,1400.478394468143,3270.0569296104945,6.0
179,179.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.9,0.9,35.0,-78.46810960231855,190.19516550018875,1300.102291021329,1516.5636235701313,2.0
180,180.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.9,0.7,0.9,30.0,-1050.4046998464687,56.00568523776178,1168.7609641277006,1612.1948006562468,10.0
181,181.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.9,1.0,40.0,-344.21501075152986,190.19516550018875,1393.0266910213288,3270.0569296104945,6.0
182,182.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9,1.0,0.9,50.0,141.14157300371699,190.19516550018875,1081.17411528091,2355.6739842050215,4.0
183,183.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7,1.0,35.0,-371.5798944669367,190.19516550018875,1069.4610041277003,2430.9465689756044,4.0
184,184.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,0.8,0.9,0.9,30.0,-400.7452736800251,190.19516550018875,845.1346037528192,3194.7843448399126,6.0
185,185.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,0.7,0.9,1.0,45.0,350.0320105505711,190.19516550018875,784.6396037528191,2430.9465689756044,4.0
186,186.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.9,0.9,1.0,55.0,-4.338357052341174,190.19516550018875,1041.043603752819,4948.277650880274,10.0
187,187.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.9,20.0,-1506.7535262335255,56.00568523776178,1470.2658344681429,1612.1948006562468,10.0
188,188.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.7,0.8,0.9,25.0,-178.64195543153483,190.19516550018875,809.556172224728,1516.5636235701313,2.0
189,189.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.8,0.8,0.9,25.0,-798.6824402663766,124.32718118709913,1101.8731475745146,2093.551456743797,6.0
190,190.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.8,1.0,50.0,534.3888300617032,190.19516550018875,1076.4540922247281,1591.8362083407142,2.0
191,191.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,1.0,20.0,-1211.0435830257145,56.00568523776178,1222.2411475745146,1063.112070181987,6.0
192,192.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,55.0,110.58368663816759,190.19516550018875,1156.7151152809101,4109.167290245384,8.0
193,193.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.8,0.7,0.9,35.0,-1031.2236641092925,56.00568523776178,1098.9735241277006,1612.1948006562468,10.0
194,194.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.8,1.0,0.9,20.0,-978.899331508246,118.92485339664279,1376.7194344681432,1466.7775236246512,4.0
195,195.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.8,0.9,0.9,45.0,98.3787049723788,190.19516550018875,919.474123752819,3194.7843448399126,6.0
196,196.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.8,1.0,1.0,25.0,-763.8536480005924,190.19516550018875,1330.6909544681432,1591.8362083407142,2.0
197,197.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,0.9,0.7,0.9,35.0,-438.5795175247545,190.19516550018875,825.3685806966371,3194.7843448399126,6.0
198,198.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.9,0.9,55.0,554.4947803536428,190.19516550018875,1059.049003752819,2355.6739842050215,4.0
199,199.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,0.7,0.9,0.9,55.0,-52.9848092964076,190.19516550018875,784.6396037528191,4873.005066109692,10.0
200,200.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.7,0.8,1.0,35.0,-873.0836699838004,56.00568523776178,809.556172224728,1633.0198419145595,10.0
201,201.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.9,1.0,0.9,40.0,-611.3842916406469,165.6091073884545,1029.39207528091,3584.8945020839064,8.0
202,202.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.9,1.0,0.9,55.0,351.8074798145543,190.19516550018875,1452.260434468143,2355.6739842050215,4.0
203,203.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.9,0.9,1.0,60.0,95.59160879823521,190.19516550018875,1239.607291021329,4948.277650880274,10.0
204,204.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.7,0.9,45.0,-464.7803697313574,190.19516550018875,1220.5430041277004,4033.8947054748023,8.0
205,205.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.7,0.7,0.9,25.0,-744.4589451430857,56.00568523776178,964.1390041277003,757.3331430573877,4.0
206,206.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.9,40.0,-602.4061663095326,190.19516550018875,1470.2658344681429,3194.7843448399126,6.0
207,207.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,60.0,533.179317939943,190.19516550018875,1006.2551152809101,2430.9465689756044,4.0
208,208.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.7,1.0,35.0,-721.257609703209,165.6091073884545,1220.5430041277004,2891.021240748235,6.0
209,209.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7,0.8,0.9,60.0,819.5853616914583,190.19516550018875,849.8310922247281,1516.5636235701313,2.0
210,210.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.7,1.0,1.0,30.0,-472.8289796551909,190.19516550018875,1260.9035144681432,1591.8362083407142,2.0
211,211.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.9,1.0,1.0,25.0,-1342.23546237765,56.00568523776178,1400.478394468143,1633.0198419145595,10.0
212,212.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.7,0.7,0.9,40.0,251.22297183930067,190.19516550018875,1029.1860841277005,1516.5636235701313,2.0
213,213.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.9,0.7,1.0,40.0,-27.70790764037266,190.19516550018875,1168.7609641277006,2430.9465689756044,4.0
214,214.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.7,1.0,30.0,-334.8578378125199,190.19516550018875,1036.323580696637,2430.9465689756044,4.0
215,215.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,35.0,-1218.1208632781004,56.00568523776178,1375.0212910213293,1612.1948006562468,10.0
216,216.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.8,1.0,60.0,-26.590257418261356,190.19516550018875,1018.9184922247282,4948.277650880274,10.0
217,217.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.9,0.8,0.9,45.0,-284.3688953501031,190.19516550018875,1246.0001075745145,3194.7843448399126,6.0
218,218.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,0.9,0.7,1.0,40.0,-435.69360218253195,165.6091073884545,825.3685806966371,4403.291064456688,10.0
219,219.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.7,1.0,60.0,458.2656477191399,190.19516550018875,1238.5484041277002,3270.0569296104945,6.0
220,220.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,0.7,0.9,0.9,25.0,-951.4577105927182,56.00568523776178,784.6396037528191,1327.2409147899605,8.0
221,221.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,0.9,0.7,1.0,40.0,337.55321210969504,190.19516550018875,825.3685806966371,1591.8362083407142,2.0
222,222.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.8,0.7,1.0,25.0,-208.054428568414,190.19516550018875,839.2131006966371,1591.8362083407142,2.0
223,223.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7,0.7,1.0,40.0,-715.9947605410383,116.63605138586409,809.700580696637,3064.226785437347,10.0
224,224.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.8,0.9,30.0,-824.4077327748657,126.56375949276351,1076.4540922247281,2702.0641404252447,8.0
225,225.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.7,1.0,0.9,40.0,-441.20963067777217,190.19516550018875,1260.9035144681432,4033.8947054748023,8.0
226,226.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.7,0.9,45.0,-720.8998225970354,163.03839425156465,1220.5430041277004,4263.470874722068,10.0
227,227.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.7,1.0,0.9,60.0,278.782122171761,190.19516550018875,889.81719528091,4873.005066109692,10.0
228,228.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.7,1.0,55.0,280.9700407394805,190.19516550018875,1238.5484041277002,3270.0569296104945,6.0
229,229.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.8,0.9,1.0,20.0,-912.2197817293328,56.00568523776178,965.502603752819,1063.112070181987,6.0
230,230.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.8,0.9,0.9,20.0,-1212.28455401833,56.00568523776178,1253.4518110213291,1327.2409147899605,8.0
231,231.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7,1.0,0.9,25.0,-509.6596492701599,190.19516550018875,930.09211528091,1516.5636235701313,2.0
232,232.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.9,0.8,0.9,35.0,-404.21735004725616,190.19516550018875,1162.3681475745145,2355.6739842050215,4.0
233,233.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.9,1.0,0.9,60.0,250.45695714507858,190.19516550018875,1316.8464344681431,4033.8947054748023,8.0
234,234.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.9,1.0,55.0,216.22475295666464,190.19516550018875,1300.102291021329,2430.9465689756044,4.0
235,235.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.9,0.7,0.9,40.0,-46.45963823496671,190.19516550018875,1220.5430041277004,2355.6739842050215,4.0
236,236.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.7,0.8,1.0,25.0,-853.2681875342809,56.00568523776178,1106.4252275745146,778.1581843157004,4.0
237,237.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9,0.8,0.9,60.0,365.6228788936978,190.19516550018875,1000.9130922247281,3194.7843448399126,6.0
238,238.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.7,0.9,0.9,35.0,-608.5021758844945,190.19516550018875,1183.664371021329,4033.8947054748023,8.0
239,239.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,30.0,-595.0885122641723,190.19516550018875,1450.5622910213292,1591.8362083407142,2.0
240,240.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.8,0.7,0.9,45.0,-224.3038521195626,190.19516550018875,839.2131006966371,4873.005066109692,10.0
241,241.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.9,0.8,0.9,25.0,-576.3223595679328,190.19516550018875,1162.3681475745145,2355.6739842050215,4.0
242,242.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8,0.9,60.0,685.7176806746857,190.19516550018875,1076.4540922247281,1516.5636235701313,2.0
243,243.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.8,1.0,1.0,40.0,-538.3842490810924,165.6091073884545,959.6046352809101,4403.291064456688,10.0
244,244.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.9,0.9,0.9,50.0,200.5117033088836,190.19516550018875,989.261563752819,2355.6739842050215,4.0
245,245.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.9,1.0,50.0,-107.84715110299469,190.19516550018875,1223.939291021329,3270.0569296104945,6.0
246,246.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.8,0.9,1.0,30.0,-921.8571679713614,56.00568523776178,919.474123752819,1633.0198419145595,10.0
247,247.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.8,0.9,45.0,-541.0363402927885,163.03839425156465,925.9940922247281,4263.470874722068,10.0
248,248.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8,1.0,55.0,128.8165217532773,190.19516550018875,1076.4540922247281,3270.0569296104945,6.0
249,249.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.8,0.8,1.0,30.0,-420.27247672835654,190.19516550018875,1222.2411475745146,2430.9465689756044,4.0
250,250.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,0.9,0.9,0.9,40.0,-520.9808739786226,165.6091073884545,905.6296037528191,3584.8945020839064,8.0
251,251.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.7,0.7,1.0,55.0,532.7702525642924,190.19516550018875,769.425660696637,3270.0569296104945,6.0
252,252.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.8,0.8,0.9,20.0,-1293.4926789034037,56.00568523776178,879.3436122247281,1612.1948006562468,10.0
253,253.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.9,0.9,0.9,45.0,-128.61889423019196,190.19516550018875,989.261563752819,4033.8947054748023,8.0
254,254.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,20.0,-625.8981022164261,190.19516550018875,1156.7151152809101,1591.8362083407142,2.0
255,255.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.7,0.7,0.9,60.0,724.5016716619591,190.19516550018875,769.425660696637,3194.7843448399126,6.0
256,256.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.9,1.0,1.0,55.0,337.1948113548454,190.19516550018875,1029.39207528091,2430.9465689756044,4.0
257,257.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.8,0.9,35.0,-466.77914227939704,190.19516550018875,1315.7875475745145,3194.7843448399126,6.0
258,258.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.7,0.9,25.0,-966.4078679590518,56.00568523776178,1036.323580696637,1327.2409147899605,8.0
259,259.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.7,1.0,0.9,20.0,-667.9873233084267,190.19516550018875,1301.178434468143,1516.5636235701313,2.0
260,260.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.8,0.8,0.9,40.0,283.58266665202257,190.19516550018875,925.372092224728,1516.5636235701313,2.0
261,261.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,0.7,0.9,1.0,30.0,-184.64170179290127,190.19516550018875,784.6396037528191,2430.9465689756044,4.0
262,262.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.9,1.0,1.0,60.0,881.1383727136927,190.19516550018875,1081.17411528091,1591.8362083407142,2.0
263,263.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.9,0.9,60.0,331.7229717024162,190.19516550018875,1059.049003752819,3194.7843448399126,6.0
264,264.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.7,0.8,1.0,55.0,323.00704015160795,190.19516550018875,809.556172224728,4109.167290245384,8.0
265,265.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.9,0.8,0.9,60.0,101.12727912727946,190.19516550018875,1246.0001075745145,4873.005066109692,10.0
266,266.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.7,0.7,1.0,30.0,-815.7745482063592,56.00568523776178,769.425660696637,1633.0198419145595,10.0
267,267.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.9,0.9,30.0,-483.8144184980422,190.19516550018875,1299.480291021329,1516.5636235701313,2.0
