n,ID,D_ActivacionIncrem_Nar,D_ActivacionIncrem_Unr,Opt_CalculoRagaliasIncrementales_Nar,Opt_CalculoRagaliasIncrementales_Unr,Unc_MultPreciobaseValorGas,Opt_EscCAPEX_Perforacion,Opt_EscVentaCrudo,Unc_MultCAPEXPerfo_UGEUnr,Unc_MultOPEX_UGEUnr,Unc_MultCAPEXFacilidades_Nar,E_Brent,Total_VPN,volumen_Mbls,Capex,opex,flat
153,153.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.9,0.9,0.9,25.0,-468.43667114413194,4.435883168136524,721.304727672471,111.39564096181242,6.0
154,154.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,40.0,-503.71264407412804,9.617224844721495,821.2151640805233,290.3096560096349,8.0
155,155.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,50.0,-336.3108890587324,23.078289705525684,756.6286476724712,405.69329469753785,2.0
156,156.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.7,1.0,0.8,45.0,-239.33201166906477,23.078289705525684,540.6031312644187,552.2048910064627,4.0
157,157.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.9,1.0,0.9,60.0,-303.33060350931663,23.078289705525684,646.4746476724711,894.5465430375071,10.0
158,158.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.9,0.9,1.0,45.0,-417.99507103979096,23.078289705525684,794.4181640805233,633.9210627182342,6.0
159,159.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.9,55.0,-379.07198992446894,23.078289705525684,756.6286476724712,666.3187750168108,6.0
160,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.8,25.0,-487.46875669527685,4.435883168136524,692.0421312644187,156.1198730509215,10.0
161,161.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.8,45.0,-356.5518830609778,23.078289705525684,718.8391312644187,438.0910069961145,2.0
162,162.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8,0.9,0.8,60.0,-344.25451856079405,19.95577521581524,660.6430912644187,720.0221203166622,10.0
163,163.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.8,0.9,0.7,55.0,-300.2006035925726,15.616849859709033,536.8546148563664,539.1868779709895,10.0
164,164.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.8,0.9,0.9,45.0,-240.0263022413188,23.078289705525684,612.4336476724711,405.69329469753785,2.0
165,165.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.7,0.9,1.0,20.0,-437.8326220473516,4.435883168136524,616.1821640805234,130.80380415115704,8.0
166,166.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.7,1.0,1.0,30.0,-352.46221596899704,18.312927771802244,616.1821640805234,330.1829304114267,2.0
167,167.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.9,20.0,-447.2196125078912,4.435883168136524,680.515647672471,97.89538348288765,4.0
168,168.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.7,0.9,0.8,50.0,-196.3095213551694,23.078289705525684,540.6031312644187,519.8071787078861,4.0
169,169.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9,0.9,0.7,45.0,-350.0018862688769,10.457588273626918,570.8956148563664,303.1229190481048,8.0
170,170.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,35.0,-491.0456790422435,4.435883168136524,767.6211640805233,117.30354667223224,6.0
171,171.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.8,0.9,0.8,50.0,-336.4273823671272,22.29896888868372,660.6430912644187,716.5823377216565,8.0
172,172.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.8,1.0,0.8,30.0,-355.99494558949306,9.617224844721495,574.6441312644188,205.98698603477175,4.0
173,173.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.8,1.0,1.0,55.0,-346.6596960873893,19.359945033123836,650.2231640805235,628.3084732156171,8.0
174,174.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,1.0,0.9,35.0,-473.03995891995805,4.435883168136524,721.304727672471,136.71170986157688,8.0
175,175.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.7,1.0,0.7,35.0,-326.6284426114502,4.435883168136524,502.8136148563663,136.71170986157688,8.0
176,176.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.8,1.0,0.7,20.0,-442.22650533691643,4.435883168136524,654.2526148563663,117.30354667223224,6.0
177,177.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.7,0.9,0.7,40.0,-283.4867716907888,23.078289705525684,627.4556148563663,405.69329469753785,2.0
178,178.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.9,1.0,1.0,50.0,-372.3778616841878,23.078289705525684,759.0942440805235,666.3187750168108,6.0
179,179.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.9,0.9,35.0,-348.47539712780434,23.078289705525684,680.515647672471,405.69329469753785,2.0
180,180.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.9,0.9,0.7,30.0,-432.0994619982367,4.435883168136524,645.7256948563663,150.21196734050164,10.0
181,181.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.9,40.0,-430.0808722684679,16.098655575530614,744.1768476724711,431.73428251103377,6.0
182,182.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,50.0,-392.3816482391256,23.078289705525684,794.4181640805233,519.8071787078861,4.0
183,183.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,0.7,35.0,-396.12852491588217,4.569773722482594,627.4556148563663,100.64684203887646,4.0
184,184.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.8,0.9,0.9,30.0,-390.7076132790069,4.435883168136524,612.4336476724711,111.39564096181242,6.0
185,185.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.7,1.0,0.9,45.0,-262.1135079807148,23.078289705525684,578.3926476724711,552.2048910064627,4.0
186,186.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.9,1.0,0.9,55.0,-404.60441434594645,19.359945033123836,756.6286476724712,720.1186602013825,10.0
187,187.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.9,1.0,20.0,-536.3645649911825,4.435883168136524,781.9663640805235,150.21196734050164,10.0
188,188.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.7,0.9,0.8,25.0,-388.8341827421617,12.39118903747125,637.7709712644187,197.17454623551333,2.0
189,189.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.8,0.9,0.8,25.0,-378.8462125669997,4.435883168136524,574.6441312644188,111.39564096181242,6.0
190,190.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.8,50.0,-298.538748941949,23.078289705525684,745.6361312644187,438.0910069961145,2.0
191,191.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.8,20.0,-478.2429732178721,4.435883168136524,692.0421312644187,117.30354667223224,6.0
192,192.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,55.0,-410.5495725786559,23.078289705525684,821.2151640805233,780.4326590271588,8.0
193,193.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8,0.9,0.7,35.0,-420.333915109189,4.435883168136524,622.8535748563663,150.21196734050164,10.0
194,194.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.8,0.9,1.0,20.0,-497.3624868660601,4.435883168136524,767.6211640805233,91.98747777246781,4.0
195,195.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.8,0.9,0.9,45.0,-359.3333673855771,23.078289705525684,698.432607672471,633.9210627182342,6.0
196,196.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8,1.0,1.0,25.0,-473.36240495661184,4.435883168136524,736.2221240805234,78.48722029354303,2.0
197,197.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9,0.9,0.7,35.0,-368.2640864757897,4.435883168136524,570.8956148563664,111.39564096181242,6.0
198,198.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.9,0.9,55.0,-287.36503504860946,23.078289705525684,744.1768476724711,519.8071787078861,4.0
199,199.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.7,0.9,0.9,55.0,-324.9590063654525,15.616849859709033,578.3926476724711,539.1868779709895,10.0
200,200.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.7,1.0,0.8,35.0,-432.17055642941096,4.435883168136524,637.7709712644187,156.1198730509215,10.0
201,201.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,0.9,1.0,40.0,-481.7657917646828,4.435883168136524,759.0942440805235,130.80380415115704,8.0
202,202.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.9,0.9,1.0,55.0,-317.86589298540247,23.078289705525684,794.4181640805233,519.8071787078861,4.0
203,203.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.9,1.0,0.9,60.0,-303.33060350931663,23.078289705525684,646.4746476724711,894.5465430375071,10.0
204,204.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.7,45.0,-417.8060431677926,10.457588273626918,681.0496148563664,303.1229190481048,8.0
205,205.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.7,0.9,0.7,25.0,-338.42215843571137,4.435883168136524,502.8136148563663,91.98747777246781,4.0
206,206.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.9,1.0,40.0,-479.95738586727305,9.617224844721495,781.9663640805235,235.98188941621245,6.0
207,207.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,60.0,-288.14469872605747,23.078289705525684,718.3051640805235,552.2048910064627,4.0
208,208.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.7,35.0,-439.20381124198786,4.435883168136524,681.0496148563664,117.30354667223224,6.0
209,209.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.9,0.8,60.0,-213.68423529204875,23.078289705525684,665.2451312644187,405.69329469753785,2.0
210,210.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.7,1.0,1.0,30.0,-448.36188649825857,4.435883168136524,713.3500040805234,78.48722029354303,2.0
211,211.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.9,1.0,1.0,25.0,-514.4996144001119,4.435883168136524,759.0942440805235,156.1198730509215,10.0
212,212.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.7,0.9,0.7,40.0,-266.53138375890273,23.078289705525684,599.9814548563663,405.69329469753785,2.0
213,213.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.9,1.0,0.7,40.0,-337.58402506613976,23.078289705525684,645.7256948563663,552.2048910064627,4.0
214,214.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.7,30.0,-438.3248171618729,9.617224844721495,707.8466148563664,205.98698603477175,4.0
215,215.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,35.0,-501.7771150750529,4.435883168136524,756.6286476724712,150.21196734050164,10.0
216,216.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.8,60.0,-381.51165550796753,18.312927771802244,706.3873312644187,673.6067643528023,10.0
217,217.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,0.9,0.8,45.0,-391.75051049619253,16.95437678922671,683.5152112644187,435.99354957637496,6.0
218,218.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.9,1.0,0.7,40.0,-367.3904662511713,4.435883168136524,570.8956148563664,156.1198730509215,10.0
219,219.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.7,60.0,-251.27388042230297,23.078289705525684,668.5978148563663,666.3187750168108,6.0
220,220.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.7,0.9,0.9,25.0,-404.13103013605894,4.435883168136524,578.3926476724711,130.80380415115704,8.0
221,221.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.9,1.0,0.7,40.0,-258.2903897823344,23.078289705525684,570.8956148563664,438.0910069961145,2.0
222,222.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.8,1.0,0.7,25.0,-388.17405501256684,8.126778234860332,622.8535748563663,138.64089491435095,2.0
223,223.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,0.7,40.0,-415.4243524500041,4.435883168136524,627.4556148563663,156.1198730509215,10.0
224,224.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,0.8,30.0,-483.11042438991063,4.435883168136524,745.6361312644187,130.80380415115704,8.0
225,225.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.7,0.9,1.0,40.0,-430.44037012398553,12.063173059093632,713.3500040805234,352.1861672983064,8.0
226,226.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.7,45.0,-434.37393125246734,4.435883168136524,681.0496148563664,150.21196734050164,10.0
227,227.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.7,0.9,1.0,60.0,-334.353093797535,23.078289705525684,713.3500040805234,862.1488307389305,10.0
228,228.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.7,55.0,-284.69383801512555,23.078289705525684,668.5978148563663,666.3187750168108,6.0
229,229.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.8,1.0,0.9,20.0,-487.7894979602165,4.435883168136524,729.8316476724711,117.30354667223224,6.0
230,230.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.8,0.9,0.9,20.0,-475.3492834235881,4.435883168136524,698.432607672471,130.80380415115704,8.0
231,231.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.9,1.0,25.0,-473.101802162505,4.435883168136524,740.8241640805232,72.57931458312319,2.0
232,232.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9,0.9,0.8,35.0,-375.787928981548,9.617224844721495,608.6851312644187,193.82055442878087,4.0
233,233.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.9,0.9,1.0,60.0,-283.2203042311507,23.078289705525684,684.2641640805234,748.0349467285823,8.0
234,234.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.9,55.0,-298.78316000723015,23.078289705525684,680.515647672471,552.2048910064627,4.0
235,235.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.9,0.9,0.7,40.0,-349.78127682892034,23.078289705525684,681.0496148563664,519.8071787078861,4.0
236,236.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.7,1.0,0.8,25.0,-423.79192901312524,4.435883168136524,637.7709712644187,97.89538348288765,4.0
237,237.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.8,60.0,-313.2680032989235,23.078289705525684,718.8391312644187,633.9210627182342,6.0
238,238.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.7,0.9,0.9,35.0,-428.5085737659491,4.435883168136524,675.560487672471,130.80380415115704,8.0
239,239.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,30.0,-492.04364152257733,4.435883168136524,783.425647672471,78.48722029354303,2.0
240,240.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.8,0.9,0.7,45.0,-374.6521932463606,11.838663262163552,622.8535748563663,397.677328729982,10.0
241,241.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.9,0.9,0.8,25.0,-389.5778628788959,4.435883168136524,608.6851312644187,91.98747777246781,4.0
242,242.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.8,60.0,-263.1920986961313,23.078289705525684,745.6361312644187,405.69329469753785,2.0
243,243.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.8,1.0,1.0,40.0,-467.65890474247294,4.435883168136524,736.2221240805234,156.1198730509215,10.0
244,244.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,0.9,0.9,50.0,-347.8003674436221,23.078289705525684,721.304727672471,519.8071787078861,4.0
245,245.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,0.9,50.0,-379.81245008968494,20.369443467053202,703.0346476724711,570.7189213763774,6.0
246,246.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.8,1.0,0.9,30.0,-466.7175996301086,4.435883168136524,698.432607672471,156.1198730509215,10.0
247,247.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.9,0.8,45.0,-410.1558605156217,4.435883168136524,642.7261312644187,150.21196734050164,10.0
248,248.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,55.0,-372.7931147475132,23.078289705525684,745.6361312644187,666.3187750168108,6.0
249,249.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.8,1.0,0.8,30.0,-428.1010712041346,9.617224844721495,692.0421312644187,205.98698603477175,4.0
250,250.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9,0.9,0.9,40.0,-412.9799230379707,4.435883168136524,646.4746476724711,130.80380415115704,8.0
251,251.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.7,1.0,0.7,55.0,-242.45256943899417,23.078289705525684,599.9814548563663,666.3187750168108,6.0
252,252.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8,0.9,0.8,20.0,-475.8756982197673,4.435883168136524,660.6430912644187,150.21196734050164,10.0
253,253.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.9,0.9,0.9,45.0,-406.3279968839163,17.228584059626538,721.304727672471,524.1210025154976,8.0
254,254.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,20.0,-523.4303574642072,4.435883168136524,821.2151640805233,78.48722029354303,2.0
255,255.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.7,0.9,0.7,60.0,-199.43007912509867,23.078289705525684,599.9814548563663,633.9210627182342,6.0
256,256.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,1.0,1.0,55.0,-346.7644388835222,23.078289705525684,759.0942440805235,552.2048910064627,4.0
257,257.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.9,0.8,35.0,-428.6388095448815,12.063173059093632,706.3873312644187,298.65957472303137,6.0
258,258.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,0.7,25.0,-471.24902367790327,4.435883168136524,707.8466148563664,130.80380415115704,8.0
259,259.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.7,0.9,1.0,20.0,-470.7869261928422,4.435883168136524,740.8241640805232,72.57931458312319,2.0
260,260.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.8,0.9,0.8,40.0,-322.77088913713294,23.078289705525684,692.0421312644187,405.69329469753785,2.0
261,261.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.7,1.0,0.9,30.0,-357.971852050723,9.617224844721495,578.3926476724711,205.98698603477175,4.0
262,262.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.9,1.0,1.0,60.0,-260.75920524490954,23.078289705525684,794.4181640805233,438.0910069961145,2.0
263,263.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.9,0.9,60.0,-328.3301379854304,23.078289705525684,744.1768476724711,633.9210627182342,6.0
264,264.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.7,1.0,0.8,55.0,-298.5233286193873,23.078289705525684,637.7709712644187,780.4326590271588,8.0
265,265.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.9,0.9,0.8,60.0,-316.950946891656,23.078289705525684,683.5152112644187,862.1488307389305,10.0
266,266.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.7,1.0,0.7,30.0,-407.0741841480981,4.435883168136524,599.9814548563663,156.1198730509215,10.0
267,267.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.9,0.9,30.0,-452.1623658820616,8.126778234860332,729.8316476724711,128.32602250183683,2.0
268,268.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.8,0.9,1.0,60.0,-315.14425378750224,23.078289705525684,736.2221240805234,748.0349467285823,8.0
269,269.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.7,30.0,-399.9623077623532,4.435883168136524,604.9366148563663,136.71170986157688,8.0
270,270.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.7,1.0,0.7,40.0,-339.0162581196368,4.435883168136524,502.8136148563663,156.1198730509215,10.0
271,271.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,0.9,30.0,-482.8275362725898,4.435883168136524,703.0346476724711,156.1198730509215,10.0
272,272.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,0.9,0.8,20.0,-459.7373024629065,4.435883168136524,683.5152112644187,91.98747777246781,4.0
273,273.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.7,1.0,0.7,20.0,-329.1699107948073,4.435883168136524,502.8136148563663,78.48722029354303,2.0
274,274.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.9,0.8,50.0,-392.07456132760683,10.457588273626918,642.7261312644187,349.1238657952245,10.0
275,275.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8,0.9,1.0,20.0,-481.1469326889722,4.435883168136524,736.2221240805234,72.57931458312319,2.0
276,276.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,50.0,-433.56414393346296,14.616883262425365,740.8241640805232,453.1712795827561,8.0
277,277.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.9,0.9,1.0,60.0,-295.93541377746953,23.078289705525684,759.0942440805235,633.9210627182342,6.0
278,278.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9,0.9,0.9,30.0,-400.86083011784007,8.126778234860332,646.4746476724711,128.32602250183683,2.0
279,279.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,20.0,-563.7485797818017,4.435883168136524,821.2151640805233,130.80380415115704,8.0
280,280.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.8,1.0,0.8,45.0,-279.57587805751353,23.078289705525684,660.6430912644187,438.0910069961145,2.0
281,281.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.7,0.9,0.9,40.0,-444.6168056367162,4.435883168136524,703.0346476724711,150.21196734050164,10.0
282,282.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9,0.9,0.9,45.0,-335.21595262138254,23.078289705525684,646.4746476724711,519.8071787078861,4.0
283,283.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.7,35.0,-401.15972477844184,16.098655575530614,681.0496148563664,284.1553270835871,2.0
284,284.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.9,40.0,-425.7908662587639,4.971077571091431,680.515647672471,130.61760539633434,6.0
285,285.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,1.0,0.8,20.0,-493.09168894576015,4.435883168136524,683.5152112644187,156.1198730509215,10.0
286,286.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55.0,-451.77106397141915,19.359945033123836,821.2151640805233,628.3084732156171,8.0
287,287.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.7,0.9,0.9,30.0,-379.1870212863812,21.34758413565328,675.560487672471,368.20023131139914,2.0
288,288.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,50.0,-319.87975880541165,23.078289705525684,781.9663640805235,438.0910069961145,2.0
289,289.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9,0.9,0.7,45.0,-289.6529599980826,23.078289705525684,570.8956148563664,519.8071787078861,4.0
290,290.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,25.0,-542.7290804801357,4.435883168136524,821.2151640805233,136.71170986157688,8.0
291,291.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.9,1.0,0.7,25.0,-369.9319344345284,4.435883168136524,570.8956148563664,97.89538348288765,4.0
292,292.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.9,0.7,40.0,-427.5017256884433,4.435883168136524,668.5978148563663,130.80380415115704,8.0
293,293.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.7,0.9,0.8,55.0,-322.5767882524788,20.369443467053202,637.7709712644187,738.3378044627453,10.0
294,294.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.9,1.0,0.9,60.0,-282.75645018689255,23.078289705525684,721.304727672471,666.3187750168108,6.0
295,295.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.8,1.0,0.9,35.0,-316.468750148037,23.078289705525684,612.4336476724711,438.0910069961145,2.0
296,296.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.7,0.9,0.9,25.0,-404.13103013605894,4.435883168136524,578.3926476724711,130.80380415115704,8.0
297,297.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,0.9,35.0,-445.721046028542,19.359945033123836,783.425647672471,418.5813267168312,4.0
298,298.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.8,0.9,1.0,20.0,-517.5083659431076,4.435883168136524,767.6211640805233,130.80380415115704,8.0
299,299.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.8,1.0,0.9,55.0,-323.87819977573935,19.359945033123836,612.4336476724711,628.3084732156171,8.0
300,300.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.8,0.9,1.0,20.0,-468.7101514362955,4.435883168136524,650.2231640805235,150.21196734050164,10.0
301,301.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.7,0.9,1.0,55.0,-301.1945256528712,23.078289705525684,713.3500040805234,633.9210627182342,6.0
302,302.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.9,1.0,0.8,45.0,-392.43848104390975,15.812521094471935,683.5152112644187,495.2225300111676,8.0
303,303.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.9,0.9,1.0,30.0,-500.44395093318656,4.435883168136524,759.0942440805235,150.21196734050164,10.0
304,304.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,1.0,0.9,25.0,-504.95308965776746,4.435883168136524,721.304727672471,156.1198730509215,10.0
305,305.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,0.9,0.8,20.0,-479.88318153995397,4.435883168136524,683.5152112644187,130.80380415115704,8.0
306,306.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.7,50.0,-351.6526088765073,20.369443467053202,668.5978148563663,668.4105627781189,8.0
307,307.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.9,0.9,0.7,60.0,-282.67997219511636,23.078289705525684,681.0496148563664,748.0349467285823,8.0
308,308.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.9,0.8,55.0,-258.59259618235,23.078289705525684,642.7261312644187,633.9210627182342,6.0
309,309.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.9,1.0,55.0,-378.6555923676165,21.34758413565328,718.3051640805235,678.7630148993577,8.0
310,310.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,30.0,-476.6994675148486,4.435883168136524,707.8466148563664,136.71170986157688,8.0
