n,ID,D_ActivacionIncrem_Nar,D_ActivacionIncrem_Unr,Opt_CalculoRagaliasIncrementales_Nar,Opt_CalculoRagaliasIncrementales_Unr,Unc_MultPreciobaseValorGas,Opt_EscCAPEX_Perforacion,Opt_EscVentaCrudo,Unc_MultCAPEXPerfo_UGEUnr,Unc_MultOPEX_UGEUnr,Unc_MultCAPEXFacilidades_Nar,E_Brent,Total_VPN,volumen_Mbls,Capex,opex,flat
311,311.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.9,0.8,25.0,-391.7952458949406,12.39118903747125,642.7261312644187,197.17454623551333,2.0
312,312.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.7,0.9,0.7,35.0,-399.90096907453517,4.435883168136524,627.4556148563663,130.80380415115704,8.0
313,313.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,45.0,-386.2334677862492,23.078289705525684,783.425647672471,405.69329469753785,2.0
314,314.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.7,0.9,0.8,45.0,-331.1742028796867,10.457588273626918,540.6031312644187,303.1229190481048,8.0
315,315.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.8,20.0,-454.6569348118125,4.435883168136524,642.7261312644187,156.1198730509215,10.0
316,316.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.8,20.0,-444.58399527328874,4.435883168136524,642.7261312644187,136.71170986157688,8.0
317,317.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,60.0,-349.88092371178374,23.078289705525684,707.8466148563664,780.4326590271588,8.0
318,318.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.9,1.0,0.9,50.0,-303.5919929574756,23.078289705525684,646.4746476724711,666.3187750168108,6.0
319,319.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.7,0.9,1.0,25.0,-426.9125264477089,4.435883168136524,616.1821640805234,130.80380415115704,8.0
320,320.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.9,55.0,-395.9843253903809,19.359945033123836,729.8316476724711,628.3084732156171,8.0
321,321.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,20.0,-524.4644623354576,4.435883168136524,756.6286476724712,130.80380415115704,8.0
322,322.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.9,0.7,30.0,-424.05603624348345,4.435883168136524,627.4556148563663,130.80380415115704,8.0
323,323.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,1.0,0.7,30.0,-448.4700014348247,4.435883168136524,645.7256948563663,156.1198730509215,10.0
324,324.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8,1.0,1.0,55.0,-399.388235494161,19.359945033123836,736.2221240805234,628.3084732156171,8.0
325,325.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.7,0.9,0.8,60.0,-181.42427474350632,23.078289705525684,665.2451312644187,405.69329469753785,2.0
326,326.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.9,0.8,55.0,-297.87280160570265,23.078289705525684,706.3873312644187,633.9210627182342,6.0
327,327.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.9,1.0,0.8,20.0,-461.3647437062131,4.435883168136524,718.8391312644187,78.48722029354303,2.0
328,328.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.9,1.0,45.0,-376.9864465459047,23.078289705525684,781.9663640805235,519.8071787078861,4.0
329,329.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.7,0.9,1.0,60.0,-275.5811028522058,23.078289705525684,713.3500040805234,519.8071787078861,4.0
330,330.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.8,40.0,-442.11375486911606,9.617224844721495,718.8391312644187,235.98188941621245,6.0
331,331.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8,0.9,0.7,40.0,-409.4138195095461,4.435883168136524,622.8535748563663,150.21196734050164,10.0
332,332.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,50.0,-433.56414393346296,14.616883262425365,740.8241640805232,453.1712795827561,8.0
333,333.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,35.0,-482.87620332680774,9.617224844721495,783.425647672471,193.82055442878087,4.0
334,334.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,1.0,1.0,30.0,-506.74155083125095,4.435883168136524,759.0942440805235,136.71170986157688,8.0
335,335.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.7,1.0,0.9,40.0,-414.46789642650936,9.617224844721495,675.560487672471,290.3096560096349,8.0
336,336.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.7,1.0,0.7,25.0,-341.5577263029939,4.435883168136524,502.8136148563663,97.89538348288765,4.0
337,337.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.7,1.0,0.9,35.0,-372.0722546279843,23.078289705525684,703.0346476724711,438.0910069961145,2.0
338,338.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.7,1.0,0.8,60.0,-282.05875895845065,23.078289705525684,665.2451312644187,780.4326590271588,8.0
339,339.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,0.9,1.0,30.0,-513.6789225024921,4.435883168136524,759.0942440805235,150.21196734050164,10.0
340,340.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.8,0.9,0.9,60.0,-311.74034368372213,23.078289705525684,729.8316476724711,748.0349467285823,8.0
341,341.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.7,40.0,-419.5080790588166,4.971077571091431,668.5978148563663,130.61760539633434,6.0
342,342.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.9,1.0,1.0,25.0,-470.5989668062272,8.126778234860332,759.0942440805235,138.64089491435095,2.0
343,343.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.8,1.0,0.7,45.0,-276.1719679537334,23.078289705525684,654.2526148563663,438.0910069961145,2.0
344,344.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.9,0.9,0.7,40.0,-248.68785706126155,23.078289705525684,570.8956148563664,405.69329469753785,2.0
345,345.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9,1.0,0.8,40.0,-403.4069341321269,4.435883168136524,608.6851312644187,156.1198730509215,10.0
346,346.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.9,0.8,40.0,-441.49996249054215,4.435883168136524,692.0421312644187,130.80380415115704,8.0
347,347.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.9,0.9,0.8,55.0,-305.5921632308457,23.078289705525684,718.8391312644187,633.9210627182342,6.0
348,348.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.9,1.0,0.9,35.0,-413.8006149355904,4.435883168136524,646.4746476724711,136.71170986157688,8.0
349,349.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.9,1.0,1.0,55.0,-326.2427945450461,23.078289705525684,684.2641640805234,780.4326590271588,8.0
350,350.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.9,0.9,0.9,60.0,-171.10021798713584,23.078289705525684,646.4746476724711,405.69329469753785,2.0
351,351.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.7,60.0,-223.9079812497872,23.078289705525684,681.0496148563664,405.69329469753785,2.0
352,352.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.8,1.0,0.7,55.0,-342.5388005879522,19.359945033123836,654.2526148563663,720.1186602013825,10.0
353,353.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.8,45.0,-346.9493503399051,23.078289705525684,718.8391312644187,405.69329469753785,2.0
354,354.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.8,0.9,0.9,30.0,-390.7076132790069,4.435883168136524,612.4336476724711,111.39564096181242,6.0
355,355.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.9,1.0,0.7,35.0,-392.93598454973034,17.228584059626538,681.0496148563664,387.15225840156336,4.0
356,356.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.8,0.9,0.7,55.0,-233.01878291575835,23.078289705525684,654.2526148563663,519.8071787078861,4.0
357,357.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.7,45.0,-357.4571168969983,23.078289705525684,681.0496148563664,519.8071787078861,4.0
358,358.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,0.9,0.9,45.0,-347.9310621677015,23.078289705525684,721.304727672471,405.69329469753785,2.0
359,359.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,1.0,0.8,55.0,-334.4907091289654,23.078289705525684,683.5152112644187,666.3187750168108,6.0
360,360.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,0.9,0.7,55.0,-235.5281543587565,23.078289705525684,645.7256948563663,405.69329469753785,2.0
361,361.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.7,0.9,0.7,60.0,-162.06840270001697,23.078289705525684,627.4556148563663,405.69329469753785,2.0
362,362.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.7,1.0,0.8,25.0,-381.3230696609096,4.435883168136524,540.6031312644187,156.1198730509215,10.0
363,363.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.9,1.0,20.0,-476.9384804907825,4.435883168136524,718.3051640805235,111.39564096181242,6.0
364,364.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,45.0,-314.0195109748819,23.078289705525684,718.3051640805235,438.0910069961145,2.0
365,365.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9,0.9,0.8,20.0,-423.80586958636803,4.435883168136524,608.6851312644187,111.39564096181242,6.0
366,366.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.7,1.0,0.7,60.0,-158.34929373001492,23.078289705525684,502.8136148563663,552.2048910064627,4.0
367,367.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.8,55.0,-428.09346778825255,15.616849859709033,745.6361312644187,539.1868779709895,10.0
368,368.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,0.9,0.8,45.0,-435.3556430802638,4.435883168136524,683.5152112644187,150.21196734050164,10.0
369,369.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.8,25.0,-480.68993088564105,4.435883168136524,718.8391312644187,111.39564096181242,6.0
370,370.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.8,1.0,0.9,35.0,-449.4042365044371,9.617224844721495,729.8316476724711,248.14832102220333,6.0
371,371.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.9,1.0,1.0,55.0,-305.6686412226218,23.078289705525684,759.0942440805235,552.2048910064627,4.0
372,372.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.8,1.0,0.7,30.0,-440.5321932146784,4.435883168136524,654.2526148563663,156.1198730509215,10.0
373,373.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.9,45.0,-469.50225094952253,8.126778234860332,756.6286476724712,245.11740728197987,8.0
374,374.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,40.0,-516.7740836543425,4.435883168136524,794.4181640805233,156.1198730509215,10.0
375,375.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.9,0.7,30.0,-406.59937325876155,8.126778234860332,654.2526148563663,128.32602250183683,2.0
376,376.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.7,1.0,0.7,50.0,-348.2642670666269,14.616883262425365,599.9814548563663,453.1712795827561,8.0
377,377.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,0.8,60.0,-356.22577486372217,18.312927771802244,665.2451312644187,673.6067643528023,10.0
378,378.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.9,35.0,-455.0015983077244,17.228584059626538,783.425647672471,387.15225840156336,4.0
379,379.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.8,0.9,0.8,60.0,-236.29199829545908,23.078289705525684,660.6430912644187,633.9210627182342,6.0
380,380.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.7,0.9,0.7,50.0,-306.87929546469667,10.457588273626918,502.8136148563663,349.1238657952245,10.0
381,381.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.9,0.8,20.0,-424.46458035974064,4.435883168136524,642.7261312644187,72.57931458312319,2.0
382,382.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.8,0.9,1.0,60.0,-301.2325771266288,23.078289705525684,767.6211640805233,633.9210627182342,6.0
383,383.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.7,55.0,-366.923953901775,19.359945033123836,681.0496148563664,628.3084732156171,8.0
384,384.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.7,1.0,0.7,55.0,-209.1633065702509,23.078289705525684,599.9814548563663,552.2048910064627,4.0
385,385.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.8,45.0,-457.15542756411736,4.435883168136524,718.8391312644187,150.21196734050164,10.0
386,386.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,20.0,-498.53965871413413,4.435883168136524,707.8466148563664,136.71170986157688,8.0
387,387.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,30.0,-471.46882872808493,4.435883168136524,718.3051640805235,117.30354667223224,6.0
388,388.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.9,1.0,0.7,40.0,-337.58402506613976,23.078289705525684,645.7256948563663,552.2048910064627,4.0
389,389.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.9,1.0,1.0,40.0,-392.7775733063453,16.098655575530614,684.2641640805234,431.73428251103377,6.0
390,390.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.8,0.9,1.0,30.0,-446.86996023701,4.435883168136524,650.2231640805235,150.21196734050164,10.0
391,391.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.9,1.0,0.8,25.0,-490.7364062606654,4.435883168136524,718.8391312644187,156.1198730509215,10.0
392,392.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.9,0.9,60.0,-314.53266063866386,23.078289705525684,680.515647672471,862.1488307389305,10.0
393,393.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.8,0.9,0.8,40.0,-370.0817667388128,18.312927771802244,660.6430912644187,477.4621501895063,6.0
394,394.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.9,0.8,50.0,-331.29275919852535,23.078289705525684,706.3873312644187,633.9210627182342,6.0
395,395.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.7,1.0,0.8,45.0,-332.3544814875314,21.34758413565328,637.7709712644187,604.6508985310101,6.0
396,396.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.8,0.9,0.9,25.0,-463.6608949547675,4.435883168136524,729.8316476724711,91.98747777246781,4.0
397,397.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.7,1.0,0.8,25.0,-410.5569574438196,4.435883168136524,637.7709712644187,97.89538348288765,4.0
398,398.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,0.9,40.0,-494.1246690407988,4.435883168136524,783.425647672471,150.21196734050164,10.0
399,399.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.7,1.0,0.9,60.0,-229.11287639288554,23.078289705525684,675.560487672471,438.0910069961145,2.0
400,400.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.7,0.9,1.0,55.0,-179.06001537941535,23.078289705525684,616.1821640805234,405.69329469753785,2.0
401,401.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.8,1.0,1.0,35.0,-468.50606080359194,4.435883168136524,736.2221240805234,136.71170986157688,8.0
402,402.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,0.7,40.0,-428.55913252500426,12.063173059093632,707.8466148563664,352.1861672983064,8.0
403,403.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.8,45.0,-365.24796940351496,23.078289705525684,745.6361312644187,552.2048910064627,4.0
404,404.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.8,60.0,-339.65717775404534,23.078289705525684,692.0421312644187,780.4326590271588,8.0
405,405.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.9,1.0,0.7,50.0,-359.3719705016504,20.369443467053202,681.0496148563664,668.4105627781189,8.0
406,406.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.9,1.0,50.0,-270.99702066098644,23.078289705525684,718.3051640805235,405.69329469753785,2.0
407,407.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,0.7,40.0,-366.2838979636145,23.078289705525684,707.8466148563664,519.8071787078861,4.0
408,408.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,25.0,-549.534370453271,4.435883168136524,794.4181640805233,156.1198730509215,10.0
409,409.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,0.9,50.0,-345.0069754012694,23.078289705525684,783.425647672471,519.8071787078861,4.0
410,410.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.7,0.9,0.7,50.0,-144.51672508520494,23.078289705525684,502.8136148563663,405.69329469753785,2.0
411,411.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,40.0,-452.862368580118,16.098655575530614,781.9663640805235,431.73428251103377,6.0
412,412.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.9,0.7,50.0,-277.03759225568,23.078289705525684,604.9366148563663,519.8071787078861,4.0
413,413.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.9,1.0,0.7,50.0,-337.5721860177969,20.369443467053202,645.7256948563663,668.4105627781189,8.0
414,414.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.8,35.0,-431.2375652463558,18.312927771802244,745.6361312644187,305.7502332188184,2.0
415,415.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.9,1.0,1.0,20.0,-439.1235794305974,4.435883168136524,684.2641640805234,78.48722029354303,2.0
416,416.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8,1.0,0.9,30.0,-439.6608130453191,4.435883168136524,698.432607672471,78.48722029354303,2.0
417,417.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.7,0.9,0.7,30.0,-344.48590988233434,4.435883168136524,502.8136148563663,150.21196734050164,10.0
418,418.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,0.8,60.0,-323.1545566193511,23.078289705525684,665.2451312644187,780.4326590271588,8.0
419,419.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,30.0,-521.7360453419691,4.435883168136524,821.2151640805233,117.30354667223224,6.0
420,420.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.8,0.9,1.0,25.0,-487.2106841355952,4.435883168136524,736.2221240805234,130.80380415115704,8.0
421,421.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8,1.0,0.9,55.0,-276.6132568444185,23.078289705525684,698.432607672471,438.0910069961145,2.0
422,422.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.7,1.0,1.0,60.0,-213.33101647847417,23.078289705525684,713.3500040805234,438.0910069961145,2.0
423,423.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.7,20.0,-414.8915914538968,4.435883168136524,604.9366148563663,97.89538348288765,4.0
424,424.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,0.9,1.0,45.0,-464.35074761888893,10.457588273626918,759.0942440805235,303.1229190481048,8.0
425,425.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9,0.9,0.8,45.0,-389.3512706652017,4.435883168136524,608.6851312644187,150.21196734050164,10.0
426,426.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.7,1.0,0.9,50.0,-393.827259689927,14.616883262425365,675.560487672471,453.1712795827561,8.0
427,427.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.9,0.9,40.0,-395.43144261923464,23.078289705525684,744.1768476724711,405.69329469753785,2.0
428,428.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.9,0.9,1.0,50.0,-417.87058233299115,22.29896888868372,794.4181640805233,716.5823377216565,8.0
429,429.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.7,40.0,-320.190777293655,23.078289705525684,604.9366148563663,438.0910069961145,2.0
430,430.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.8,0.9,0.7,25.0,-408.79325566212145,4.435883168136524,622.8535748563663,111.39564096181242,6.0
431,431.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.8,1.0,0.8,40.0,-334.5539587823691,15.616849859709033,574.6441312644188,345.73330841108884,4.0
432,432.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.7,50.0,-212.25506444710922,23.078289705525684,604.9366148563663,438.0910069961145,2.0
433,433.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.9,1.0,30.0,-502.47346471695715,4.435883168136524,740.8241640805232,150.21196734050164,10.0
434,434.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.9,55.0,-298.78316000723015,23.078289705525684,680.515647672471,552.2048910064627,4.0
435,435.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.8,0.9,1.0,40.0,-362.9162199553411,18.312927771802244,650.2231640805235,477.4621501895063,6.0
436,436.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.9,0.7,25.0,-461.5516925163442,4.435883168136524,654.2526148563663,150.21196734050164,10.0
437,437.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.7,0.9,1.0,20.0,-470.7869261928422,4.435883168136524,740.8241640805232,72.57931458312319,2.0
438,438.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,60.0,-385.84138361401085,23.078289705525684,783.425647672471,748.0349467285823,8.0
439,439.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9,0.9,0.9,20.0,-426.44148682097057,4.435883168136524,646.4746476724711,72.57931458312319,2.0
440,440.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9,1.0,0.7,50.0,-299.45054283685766,20.369443467053202,570.8956148563664,570.7189213763774,6.0
441,441.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.9,0.8,50.0,-339.0992939906825,23.078289705525684,706.3873312644187,519.8071787078861,4.0
442,442.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.7,1.0,1.0,20.0,-490.34795677459164,4.435883168136524,713.3500040805234,117.30354667223224,6.0
443,443.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.7,30.0,-467.1342180513957,4.435883168136524,681.0496148563664,150.21196734050164,10.0
444,444.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.8,1.0,0.7,20.0,-403.501230368628,4.435883168136524,536.8546148563664,156.1198730509215,10.0
445,445.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.7,20.0,-471.15564392351513,4.435883168136524,668.5978148563663,156.1198730509215,10.0
446,446.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.9,0.9,0.8,25.0,-409.7237419559435,4.435883168136524,608.6851312644187,130.80380415115704,8.0
447,447.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.8,0.9,0.8,45.0,-368.54668081478167,4.435883168136524,574.6441312644188,150.21196734050164,10.0
448,448.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,40.0,-473.69590184643033,4.435883168136524,740.8241640805232,136.71170986157688,8.0
449,449.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9,0.9,1.0,50.0,-324.5774913402099,23.078289705525684,684.2641640805234,519.8071787078861,4.0
450,450.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.8,1.0,0.8,55.0,-331.9813376859676,23.078289705525684,692.0421312644187,780.4326590271588,8.0
451,451.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.8,0.9,1.0,50.0,-303.77290148978994,23.078289705525684,650.2231640805235,519.8071787078861,4.0
452,452.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.7,1.0,0.7,35.0,-370.3832348145568,9.617224844721495,599.9814548563663,248.14832102220333,6.0
453,453.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.9,1.0,0.8,50.0,-326.8148690608877,23.078289705525684,683.5152112644187,666.3187750168108,6.0
454,454.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.9,0.7,35.0,-358.9482055306231,18.312927771802244,627.4556148563663,305.7502332188184,2.0
455,455.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.7,0.9,0.7,20.0,-405.6329284030537,4.435883168136524,599.9814548563663,111.39564096181242,6.0
456,456.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.8,1.0,0.9,30.0,-386.9322736385475,4.435883168136524,612.4336476724711,78.48722029354303,2.0
457,457.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,0.9,0.7,20.0,-457.10168522830395,4.435883168136524,645.7256948563663,130.80380415115704,8.0
458,458.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.9,1.0,1.0,20.0,-525.4197099997546,4.435883168136524,759.0942440805235,156.1198730509215,10.0
459,459.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,0.7,50.0,-332.7332456467126,23.078289705525684,707.8466148563664,633.9210627182342,6.0
460,460.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.7,0.9,0.7,45.0,-299.6899519035666,23.078289705525684,599.9814548563663,633.9210627182342,6.0
461,461.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.8,45.0,-335.31554464031024,21.34758413565328,642.7261312644187,604.6508985310101,6.0
462,462.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.8,0.9,1.0,25.0,-486.44239126641736,4.435883168136524,767.6211640805233,91.98747777246781,4.0
463,463.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,1.0,0.8,45.0,-424.9209701540191,8.126778234860332,683.5152112644187,245.11740728197987,8.0
464,464.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.8,20.0,-518.1855871585018,4.435883168136524,745.6361312644187,130.80380415115704,8.0
465,465.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,25.0,-540.1199274090327,4.435883168136524,783.425647672471,150.21196734050164,10.0
466,466.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9,1.0,1.0,40.0,-448.96992675542685,4.435883168136524,684.2641640805234,156.1198730509215,10.0
467,467.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.7,35.0,-472.716743586447,4.435883168136524,707.8466148563664,150.21196734050164,10.0
468,468.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.9,0.9,20.0,-454.1569841791325,4.435883168136524,680.515647672471,111.39564096181242,6.0
