,ID,VPN,I_SENSI_CAPEX_FACIL ,I_SENSI_CAPEX_PERFO,Unc_MultPreciobaseValorGas,E_Brent,Unc_MultCAPEXPerfo_palagua,D_CANT_TALADROS_INFILL,D_CANT_TALADROS_WF,D_TIPO_COMPLET_INFILL_WF,D_TIPO_COMPLET_V,D_DLLO_INFILL_B_123,D_DLLO_INFILL_B_456,D_DLLO_INFILL_B_7,D_DLLO_INFILL_B_CAIPAL,D_DLLO_INFILL_B_89,D_DLLO_PILOTO,D_CAPEX_FACILIDADES,VOL_TEC_TOTAL_OIL,VOL_TEC_INCREMENTAL,VOL_TEC_TOTAL_GAS,VOL_TEC_TOTAL_WATER,D_DLLO_IAV_456,D_DLLO_IAV_7,D_DLLO_IAV_123,D_DLLO_WF_CAIPAL,D_DLLO_WF_456,D_DLLO_WF_7,D_DLLO_WF_123,D_DLLO_WF_89,EFI_55,Lif_Cost_55,Dev_Cost_55,Vol_tol_le_55,Total_capex,Total_opex,flat
153,153,28335.6565,0.7,0.8,1,50,1.0,2,1,0,0,1,1,1,0,1,1,0,48.706168582838544,32.55823440540689,28.233751440736256,873.836248195625,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.31155473034624104,11.5039,14.9454,31229.86674829459,501.135662721,1078.1864182,4
154,154,-54464.8151,0.7,0.8,1,60,0.9,2,1,0,0,1,1,1,0,1,1,0,89.0879622773746,69.21277302347174,35.90828547529288,1069.4456109164414,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.11719154663724335,9.9278,22.3247,70791.4878943607,1656.0935256283,1230.0079703,2
155,155,39909.5476,0.7,0.7,1,50,0.9,2,1,0,0,1,1,1,0,1,1,0,47.529526218473244,27.420486317298213,28.183718016484576,730.6317826420262,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.40338116949258923,10.5257,14.0316,27395.95088266213,415.4697364287,902.7082126,10
156,156,-22167.9246,0.7,0.8,1,60,0.9,2,1,0,0,1,1,1,0,1,1,0,75.81985357215902,58.58190870455125,28.319568993213757,755.8850230967562,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1485119866153449,9.5057,23.6754,57940.19027963193,1423.6347335823,1159.0933409,2
157,157,-376139.2759,0.8,1.0,1,40,1.0,2,1,0,0,1,1,1,0,1,1,0,87.69467609628717,69.68965660330352,35.338912837672886,1071.5155072067562,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,10.4202,24.588,64627.60177114292,1662.0199503727,1519.4589912,4
158,158,-194646.5801,0.8,0.7,1,40,0.9,2,1,0,0,1,1,1,0,1,1,0,83.96857619433946,62.26481828884807,31.49769425003923,860.543439187552,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0014,20.5499,55688.511598360434,1189.0105353978,1420.2008996,6
159,159,-113411.0084,0.8,0.8,1,40,1.0,2,1,0,0,1,1,1,0,1,1,0,55.058844317132895,37.889309879828076,32.837530046643266,1134.2274208709164,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,10.767,17.6635,34900.8641176806,664.9744131741,1136.8427752,2
160,160,-34640.0915,0.9,1.0,1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,65.84481951238631,47.11872163935423,32.85412900485016,1010.5562900845581,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.13295220316725287,14.7681,19.7499,49944.32598660978,1046.6138208652,1264.310355,4
161,161,-80264.5923,0.9,0.9,1,50,0.9,2,1,0,0,1,1,1,0,1,1,0,59.74409422247474,43.544044861747835,23.925821985556713,592.8819612735691,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.313,22.8776,42643.92789028055,1017.1848367968,1047.319675,2
162,162,89931.978,1.0,0.8,1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,54.98351290284346,36.737884823782025,32.737320430255146,970.1275533643513,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5812545320388313,14.9717,13.3404,39367.247522780686,565.7820070862,1115.9678447,4
163,163,-118992.4678,0.9,1.0,1,30,0.9,2,1,0,0,1,1,1,0,1,1,0,50.286861070761255,30.77563352674139,29.699426487724587,915.7549879990842,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.8575,16.2011,27229.34536614961,474.9481064939,935.2454937,8
164,164,71908.3344,0.8,0.9,1,60,0.9,2,1,0,0,1,1,1,0,1,1,0,65.12858820486304,46.47670600371515,29.429982001484863,812.8009838468188,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3977908603602843,11.8384,18.2795,46086.36044523618,886.1062016322,1152.73806,6
165,165,-111407.7242,1.0,0.8,1,40,0.9,2,1,0,0,1,1,1,0,1,1,0,57.38746119359254,36.83310233824645,33.60671088677718,1133.276041049142,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.9747,17.2937,35835.4417374094,668.5912659662,987.2069147,10
166,166,-71435.3977,0.9,0.9,1,30,0.9,2,1,0,0,1,1,1,0,1,1,0,45.808692143362904,27.002601966534556,26.297136470785965,616.7024094958153,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.5419,14.0611,25489.27561058438,386.3758664372,863.897897,4
167,167,-289523.1178,1.0,0.8,1,40,0.9,2,1,0,0,1,1,1,0,1,1,0,74.29732787026099,56.826417673869535,30.03964436688078,883.5338907353188,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,9.6468,24.6339,52405.608554313665,1344.5810265173,1231.6493062,4
168,168,128681.8778,0.9,1.0,1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,55.013170165683015,34.25266238420164,32.658966760115845,911.5276979834533,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7718075884161532,10.6754,13.4453,33949.49790253125,493.0012241424,1080.367988,4
169,169,-377082.5362,0.9,0.7,1,30,1.0,2,1,0,0,1,1,1,0,1,1,0,73.23578773450043,51.22212324723891,35.87488719495752,1036.6975422236385,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,9.1813,27.2578,38053.170772142854,1100.0347141067,1600.2320452,10
170,170,-50765.5309,1.0,0.7,1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,70.78348907064003,54.419648626617686,30.31423636758977,873.8013568280116,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.08528021234064402,14.219,23.9121,49657.0821965326,1241.4856426998,1606.6033376,10
171,171,-87912.1093,0.9,0.7,1,40,1.0,2,1,0,0,1,1,1,0,1,1,0,77.63994442100935,57.80879987934769,32.692928241780564,852.4031413688224,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,8.3467,16.2783,56210.48267518167,956.8290710578,1220.70385,2
172,172,-288426.1371,1.0,0.7,1,40,0.9,2,1,0,0,1,1,1,0,1,1,0,76.033360158944,58.34496332716277,34.47282599880175,1037.2215762951275,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.8112,23.657,53135.834342752845,1324.2867696088,1264.207352,6
173,173,-62355.9419,1.0,0.7,1,50,1.0,2,1,0,0,1,1,1,0,1,1,0,69.74037715153638,51.546798080018974,30.494690441291116,864.8514694422302,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.01927180097355747,11.7489,20.2034,45251.31930259053,958.4125512225,1500.6486044,8
174,174,-336519.58,1.0,1.0,1,30,1.0,2,1,0,0,1,1,1,0,1,1,0,65.77684023733804,47.41094099539573,28.130441407550375,722.6248875129133,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.493,23.406,39570.235400934005,971.052554779,1489.8036648,8
175,175,-140339.9443,0.8,0.9,1,40,0.9,2,1,0,0,1,1,1,0,1,1,0,60.27557496266356,42.057828181392324,25.50508924708604,580.0423055172555,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.8642,21.9623,36205.49447007249,833.3649671763,1223.5914557,8
176,176,-171019.566,0.9,0.9,1,30,1.0,2,1,0,0,1,1,1,0,1,1,0,49.30161134620964,32.01091507127824,29.362273278480316,827.4474783493406,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.9528,17.7109,28756.63143567645,546.7807056547,1085.7961653,6
177,177,-41497.1355,0.7,0.7,1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,62.72872209511559,46.31770409851253,34.203409795749536,1008.6089296018649,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.10817759012121554,14.2065,21.0462,46351.66531473308,1042.7062147281,1286.9755709,6
178,178,-376668.0446,0.7,0.7,1,30,1.0,2,1,0,0,1,1,1,0,1,1,0,80.06950307516125,57.59491469818818,35.10175745313856,837.7169320316679,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,9.4264,23.2818,48042.082040763315,1173.6293743113,1502.7957225,8
179,179,76793.7847,0.9,1.0,1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,60.357642918775674,44.1270420907702,30.14831436719836,839.3017442260671,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4126277215504873,11.9211,17.6777,43657.980978347456,816.2087457033,1183.4555201,2
180,180,-127957.0348,0.7,0.9,1,50,0.9,2,1,0,0,1,1,1,0,1,1,0,78.39561887830071,57.357607405851496,31.14233831781575,844.0272556633635,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,10.5756,22.2678,57139.28395079299,1327.2755102018,1226.4411904,4
181,181,65064.3708,1.0,0.7,1,60,0.9,2,1,0,0,1,1,1,0,1,1,0,85.10302704116775,65.79817963307717,36.47285802931225,1051.437219004048,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.36080484403364543,14.1454,16.7912,67493.60119906365,1192.591980832,1484.9481417,10
182,182,-388303.2281,0.8,0.8,1,30,1.0,2,1,0,0,1,1,1,0,1,1,0,90.04682576504602,71.90880423654042,36.61131259081651,1045.188401005906,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0268,20.1762,66117.6365344777,1396.5268109204,1385.5298007,4
183,183,16486.7183,0.7,0.8,1,50,0.9,2,1,0,0,1,1,1,0,1,1,0,56.431083881130036,36.654687546663794,33.36388073522503,968.0139636118124,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.2872292772665628,11.6521,13.3835,39103.77540287473,564.1117774099,945.7327108,2
184,184,-53456.5742,0.7,0.8,1,50,0.9,2,1,0,0,1,1,1,0,1,1,0,71.83555385934514,53.90484883675397,34.0597565089506,1012.9027176691894,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.08570937330358414,10.5029,17.6863,56432.207091058786,1056.5207039984,1055.7150854,2
185,185,30693.1879,0.9,0.8,1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,72.07867574172411,49.32863118688702,32.6373229003286,880.1229694576484,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.2885795523517156,12.7431,19.0397,49526.42192255746,991.27589134,1343.6487759,6
186,186,-218945.5127,0.7,0.8,1,40,1.0,2,1,0,0,1,1,1,0,1,1,0,71.87416602349178,54.91537996654031,32.121959934510365,839.2138231218887,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,10.2217,20.8603,51853.24537719462,1134.9158636145,1292.8847401,2
187,187,-101201.6586,0.7,0.7,1,40,0.9,2,1,0,0,1,1,1,0,1,1,0,89.00012511899794,70.73962690442929,35.83594086266757,1046.344391353912,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,8.7827,15.4038,69969.54146830172,1127.9519942917,1208.3543097,4
188,188,-75564.3003,0.7,0.9,1,50,0.9,2,1,0,0,1,1,1,0,1,1,0,82.35894950322644,62.90129508845809,35.50466734006972,1026.0194934735514,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05775081349713868,12.0481,17.7295,65258.42112288217,1215.9713539953,1281.2253952,10
189,189,-39004.4713,0.7,1.0,1,50,0.9,2,1,0,0,1,1,1,0,1,1,0,79.43560447662944,62.4750451187646,35.476518339092536,1208.7802278170843,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.11806042147454601,10.7548,17.4329,62338.71202990228,1146.23540033,1235.6495417,4
190,190,-325076.6599,0.8,0.9,1,40,0.9,2,1,0,0,1,1,1,0,1,1,0,77.04536632573684,60.88982941072322,28.518377219841575,720.4210389866483,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.2265,27.0807,49986.27091530479,1409.2303140403,1645.7337073,10
191,191,30862.8086,0.8,0.7,1,50,1.0,2,1,0,0,1,1,1,0,1,1,0,51.55583396956303,32.341751613329706,30.685185543899813,914.7565629692998,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3293544672858117,11.4366,14.3002,31859.173675531223,491.4026535921,1076.5274423,2
192,192,-391000.8878,0.7,1.0,1,30,0.9,2,1,0,0,1,1,1,0,1,1,0,92.94116784016472,72.86597694158746,38.606192062195326,1067.6573485523647,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,7.3108,20.5699,67483.77839126255,1456.7130110189,1223.5324883,2
193,193,-159276.2478,1.0,0.8,1,50,1.0,2,1,0,0,1,1,1,0,1,1,0,78.73836263237129,58.3075053105008,36.69452948449705,1065.5358242948469,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,14.0967,21.2204,58336.224544391705,1308.6838960319,1517.5970858,4
194,194,-35349.6048,1.0,1.0,1,40,1.0,2,1,0,0,1,1,1,0,1,1,0,47.78866133519445,28.700121173273264,27.237382334248707,761.0961818928315,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.3387,15.8418,25196.448066455494,429.1112114011,1092.0186129,10
195,195,-106925.8489,0.7,0.8,1,40,1.0,2,1,0,0,1,1,1,0,1,1,0,95.84585260077488,70.6460031744775,38.91677018707792,1038.4713475204242,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,7.949,16.5984,64864.26307732525,1126.6541134632,1439.651929,6
196,196,-41720.1007,0.7,1.0,1,50,0.9,2,1,0,0,1,1,1,0,1,1,0,103.48457944908395,85.90967965894254,37.736803131924994,1238.4084496349642,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.13408422523670288,12.0431,16.7862,85614.78007325453,1500.9210428292,1618.8539848,10
197,197,-202933.6747,0.7,0.7,1,50,1.0,2,1,0,0,1,1,1,0,1,1,0,64.08661926651169,42.69088804554163,26.49438167912705,685.4502240604306,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13.4932,29.8273,37376.66713758946,1165.9246727955,1600.027647,6
198,198,-84278.5305,0.8,0.9,1,40,1.0,2,1,0,0,1,1,1,0,1,1,0,58.830554126452846,37.741918059034504,31.032238765821102,935.6456363107711,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.6428,18.4205,32941.502418588425,645.4484800963,1184.4004803,6
199,199,-316944.6654,0.8,0.7,1,40,1.0,2,1,0,0,1,1,1,0,1,1,0,53.99264645175048,35.91537339459997,24.42816602274666,656.1860010571297,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.5579,34.4599,27953.577129574893,1013.6450791939,1611.4819448,10
200,200,-59668.5524,0.9,0.9,1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,62.21239453814222,41.764011959437966,24.250006388558823,659.660708583529,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03014855749857845,13.6404,26.4279,37409.44423678526,1028.7003029378,1522.1639075,8
201,201,-370542.8361,1.0,0.9,1,40,0.9,2,1,0,0,1,1,1,0,1,1,0,73.18332479467938,53.73411098668048,25.139535028589716,692.0475635482209,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.9024,29.9534,43711.000591728865,1355.0258735572,1691.3459311,10
202,202,69414.8682,1.0,0.9,1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,58.88887241580423,37.77941223856784,34.83249580438222,966.0437398936765,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.4700594187009796,13.5989,14.5732,40692.84625567966,639.8967779975,1114.0330216,4
203,203,532.5876,0.7,1.0,1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,70.36254453612031,51.3622917078424,23.846129246739377,511.5676372195334,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.18438362282207155,10.528,23.5501,51877.10302268297,1263.4581756358,1292.126964,2
204,204,-78061.4925,0.7,1.0,1,50,0.9,2,1,0,0,1,1,1,0,1,1,0,78.98229664198442,59.11405450195241,29.94207106295788,752.7887653305529,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.01151715451001064,12.6826,20.018,54457.45541004835,1132.6398769097,1516.3268264,8
205,205,-223067.8634,1.0,0.8,1,50,0.9,2,1,0,0,1,1,1,0,1,1,0,92.78927932977476,74.30640279629166,38.686313123651,1231.909513354844,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,14.5343,20.9699,76686.96169408041,1693.0885842504,1615.2272154,10
206,206,82912.3889,0.8,0.8,1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,42.65789717438397,22.23217719124155,23.833988178978082,522.8108380721883,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6507000798850506,10.0949,16.6513,20633.723825232868,370.3899413233,1031.1814088,6
207,207,-85775.7791,0.8,0.9,1,50,0.9,2,1,0,0,1,1,1,0,1,1,0,93.95580437364977,73.21278627441858,31.566172411149363,754.947812388122,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.021171106525994837,10.2078,21.0319,66437.40301829888,1443.1226502013,1605.3793996,10
208,208,-370963.6704,0.9,0.9,1,40,0.9,2,1,0,0,1,1,1,0,1,1,0,74.16922257802803,53.48743295677207,35.28432697222317,1051.11043055582,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,9.1314,30.4459,45985.46142065535,1478.8778559549,1261.5837518,4
209,209,-148498.622,0.9,0.7,1,40,1.0,2,1,0,0,1,1,1,0,1,1,0,70.0948800315655,50.383194312951744,29.36598739161709,829.739070012045,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.1566,19.4592,46282.60625922085,941.427731739,1354.225122,4
210,210,-55373.3775,0.9,0.7,1,50,1.0,2,1,0,0,1,1,1,0,1,1,0,77.18416164460177,55.55851516076487,34.523983615354815,1017.5171148257248,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.059411537853374746,9.1292,19.8533,53295.17107772262,1114.0821116538,1297.8686786,2
211,211,64807.181,0.8,0.8,1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,89.96969321411373,69.26647955228262,36.62592348097705,1049.2454166563587,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.34425819680837066,15.1479,17.5913,68888.36864591745,1270.3603302527,1788.6517697,10
212,212,28234.4817,1.0,0.7,1,50,1.0,2,1,0,0,1,1,1,0,1,1,0,48.96742535742242,29.95085332552178,24.457156940102376,611.9883617487939,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.27812477978534705,8.9201,18.2463,25486.426975298647,493.8476295997,1218.6847193,10
213,213,-451544.2486,1.0,0.9,1,30,1.0,2,1,0,0,1,1,1,0,1,1,0,92.86245853393115,73.34165798580302,38.595837119817425,1068.7785303864193,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,9.2625,23.1647,59925.79871856216,1458.755096253,1691.9237781,8
214,214,-325957.3412,0.7,0.9,1,30,1.0,2,1,0,0,1,1,1,0,1,1,0,66.89240711164369,49.865784712913765,27.89887236208785,727.3284142206677,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.1376,22.9997,41888.27621488035,1008.0013474231,1423.7520457,6
215,215,-157414.8264,0.9,1.0,1,30,0.9,2,1,0,0,1,1,1,0,1,1,0,52.2633492809137,35.518764115163265,31.267046799903532,970.3519351906161,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.4157,17.0221,30485.589086060907,558.2329543043,950.7979136,4
216,216,-85329.3498,0.9,0.7,1,50,0.9,2,1,0,0,1,1,1,0,1,1,0,79.35935263442134,57.73452738015001,34.8663922424262,840.0637225696456,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.02664475544280715,11.1354,18.6543,60165.600862431675,1179.056227798,1184.5225103,4
217,217,-85475.0781,1.0,0.9,1,40,1.0,2,1,0,0,1,1,1,0,1,1,0,54.85276651066785,37.057256995173645,32.50630443081503,1134.5135138243622,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,10.9391,16.0067,34379.26665153349,593.2926629002,1136.9133056,2
218,218,-117473.3295,0.9,0.9,1,50,1.0,2,1,0,0,1,1,1,0,1,1,0,68.59638308227463,48.10412060112648,28.314171796290577,617.4738167973092,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.6897,23.7034,45591.76881844687,1128.1243485358,1322.7153435,4
219,219,-201191.2278,0.7,0.7,1,40,0.9,2,1,0,0,1,1,1,0,1,1,0,83.44709710540485,65.66088066700414,33.044663632178406,899.1612751987471,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,8.4056,20.2452,63167.760561652176,1334.220065398,1186.8494561,2
220,220,-362475.5276,0.8,1.0,1,30,1.0,2,1,0,0,1,1,1,0,1,1,0,63.072810430340404,44.772899274608136,31.27464213715156,810.6457685025727,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.1834,24.1154,39710.22811789306,1010.1245227417,1202.3665636,2
221,221,-51065.1734,1.0,0.7,1,50,1.0,2,1,0,0,1,1,1,0,1,1,0,70.68039911411664,53.206635997346766,31.289290352514374,866.7961717069121,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0453797768777277,11.5662,20.2721,45433.779841680764,967.1796272717,1568.244687,10
222,222,-36699.9127,0.8,0.9,1,60,0.9,2,1,0,0,1,1,1,0,1,1,0,90.58623371829734,70.22679115998098,36.750626032965094,1068.984746481221,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1461415363096984,9.7447,21.9986,71934.58373779074,1659.467979192,1228.6783513,2
223,223,-264256.7227,0.9,0.7,1,40,0.9,2,1,0,0,1,1,1,0,1,1,0,80.28706020232431,61.1632039836802,33.60347309535775,907.7955196098848,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8.8354,23.3317,57059.89479783251,1392.2843619046,1224.7443619,4
224,224,-58854.2139,1.0,0.8,1,40,0.9,2,1,0,0,1,1,1,0,1,1,0,46.239923924318354,27.464044467442548,26.193595913156486,763.7039646237187,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.7754,17.5896,25201.284593159995,476.1195804829,893.0224169,2
225,225,-133194.8665,0.8,0.7,1,50,1.0,2,1,0,0,1,1,1,0,1,1,0,69.22436425514081,52.716135975097124,33.08893463363091,1023.6395141736047,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,12.221,21.1441,51714.77624611343,1156.0215968359,1307.0709849,4
226,226,-131526.9423,0.8,0.8,1,40,1.0,2,1,0,0,1,1,1,0,1,1,0,67.6953848836802,47.108168102586795,29.88629908434976,687.2777694574252,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9.6429,18.895,45775.068795121515,908.1756563615,1199.9151136,2
227,227,-5688.1694,1.0,0.7,1,50,1.0,2,1,0,0,1,1,1,0,1,1,0,45.69364624300143,25.1540370211536,25.791778364842777,633.4091960030134,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.14373835764112766,9.9959,18.6743,22575.930875162652,453.3446205644,1055.6732581,6
228,228,-114188.3991,0.8,0.7,1,40,1.0,2,1,0,0,1,1,1,0,1,1,0,71.21243760275671,53.89536149901146,30.825623294343103,804.7082944718576,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0655,17.6683,50630.74132749434,937.1391636766,1329.2681926,4
229,229,-4242.8824,0.7,0.9,1,50,1.0,2,1,0,0,1,1,1,0,1,1,0,99.42241937181655,75.11967041188761,33.57521233330462,714.7336816299188,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.17799155927501922,8.3349,18.6433,73920.30935691661,1426.2217654334,1434.3139738,4
230,230,63418.4457,1.0,0.7,1,60,0.9,2,1,0,0,1,1,1,0,1,1,0,56.784117760551794,36.69952800716486,33.61554698155216,968.0214613728416,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.4472743686448304,10.9534,15.4486,38311.0027679826,638.3076757094,945.6647988,2
231,231,-157647.0091,1.0,0.9,1,50,1.0,2,1,0,0,1,1,1,0,1,1,0,68.80108968065164,48.60582254984534,25.090221102178408,674.0270056090449,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.701,25.2585,45207.37783757385,1184.5957121528,1498.5047996,6
232,232,22501.3438,1.0,1.0,1,60,0.9,2,1,0,0,1,1,1,0,1,1,0,74.42469199327687,56.20478820962609,28.990291361947875,846.2194547861706,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.2545292944902947,13.0125,20.0086,55726.03816275762,1160.2636912233,1333.3931582,6
233,233,-216657.792,0.8,0.9,1,50,0.9,2,1,0,0,1,1,1,0,1,1,0,80.63276524478204,61.517030641302554,29.856688011983067,863.6185899272804,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,12.7664,25.613,56341.828667262205,1497.637792122,1551.8549039,8
234,234,-162444.171,0.7,0.8,1,50,1.0,2,1,0,0,1,1,1,0,1,1,0,75.42841963948246,56.51299770997126,32.76675473311741,897.6702051096821,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,12.2281,24.325,50487.60366505034,1285.8293154643,1583.5374302,10
235,235,-230813.6586,0.7,0.7,1,50,0.9,2,1,0,0,1,1,1,0,1,1,0,82.87931632500968,63.33120268530652,32.28492424673197,897.6019540007305,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,12.6773,26.2896,55436.66074125429,1517.0964003967,1640.8147845,10
236,236,-266720.5757,1.0,0.9,1,30,1.0,2,1,0,0,1,1,1,0,1,1,0,59.79665400962351,41.482371263375455,31.837092787552514,995.522212108035,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.4493,20.4735,36482.532521819754,793.8015897241,1196.9339187,4
237,237,-461521.9944,0.8,0.7,1,40,1.0,2,1,0,0,1,1,1,0,1,1,0,73.57365141739628,55.14558119104289,33.60243850092148,1068.2659011214037,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,11.0087,31.1978,49871.18813920732,1637.14947323,1423.0291889,2
238,238,39273.5399,0.7,1.0,1,50,1.0,2,1,0,0,1,1,1,0,1,1,0,44.632345499129414,25.45649269235815,26.321481453698297,652.483806347552,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3965829206555674,10.6209,14.4133,24074.365213377496,374.3751320565,1029.9743792,4
239,239,47429.951,0.9,0.9,1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,78.57884507929874,59.250570213149416,32.55060920549835,879.1829288644445,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.3273582355915416,16.292,17.5562,58992.26694289139,1083.1039931985,1670.7323611,10
240,240,92250.1597,0.7,0.8,1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,46.87093187442727,28.3451431158607,27.06197787402125,632.8904436916607,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6360164186681704,12.1649,14.8529,28412.96272385089,454.3458178761,1033.1130548,2
