n,ID,D_ActivacionIAV_Mor,D_ActivacionICV_Mor,Opt_CalculoRagaliasIncrementales_Mor,Unc_MultPreciobaseValorGas,Opt_EscCAPEX_Perforacion,Opt_EscVentaCrudo,Unc_MultCAPEXFacilidadesIAV_Mor,Unc_MultCAPEXFacilidadesICV_Mor,Unc_MultCAPEXPerfo_UGE_Mor,Unc_MultOPEX_Mor,E_Brent,Total_VPN,volumen_Mbls,Capex,opex
152,152.0,1.0,1.0,2.0,0.4,1.0,2.0,1.0,1.0,0.7,0.8,55.0,-587.5088387296423,130.58794234320223,3317.199600605181,2695.897202538948
153,153.0,1.0,1.0,2.0,0.8,3.0,1.0,0.9,0.9,0.8,0.7,65.0,-707.7509909888026,89.76944496161494,2654.5755405446635,2267.3014057325654
154,154.0,1.0,1.0,2.0,0.8,2.0,2.0,0.9,0.9,1.0,0.9,55.0,-1181.4496019270168,89.76944496161494,3518.0799405446633,2408.628391759586
155,155.0,1.0,1.0,2.0,0.1,1.0,1.0,0.8,0.8,0.9,0.8,55.0,-584.3886559506288,130.58794234320223,3466.655480484145,1448.6884342069175
156,156.0,1.0,1.0,2.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,45.0,-1507.0613953421519,130.58794234320223,4033.8606006051814,1706.9264787309778
157,157.0,1.0,1.0,2.0,0.7,2.0,1.0,1.0,1.0,0.7,0.9,65.0,-894.584032954382,99.93630214573125,3071.064480605181,2618.3171114474944
158,158.0,1.0,1.0,2.0,0.7,3.0,2.0,0.9,0.9,0.8,0.7,55.0,-531.7138774832086,119.96669715945328,2654.5755405446635,3320.861015668198
159,159.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.8,1.0,45.0,-1823.1260466995,52.38197966632623,3556.0866006051815,1283.627474944131
160,160.0,1.0,1.0,2.0,1.0,2.0,2.0,0.8,0.8,1.0,0.8,55.0,-1241.377241426444,77.404691278589,3353.920880484145,2147.875439163296
161,161.0,1.0,1.0,2.0,0.6,1.0,2.0,0.7,0.7,0.7,1.0,65.0,-574.8729833328517,130.58794234320223,2824.7224204236268,3785.6077592843617
162,162.0,1.0,1.0,2.0,0.4,3.0,2.0,0.7,0.7,0.8,1.0,55.0,-201.43606847039055,130.58794234320223,2326.257420423627,2954.135247063008
163,163.0,1.0,1.0,2.0,0.9,2.0,1.0,0.8,0.8,1.0,0.9,65.0,-1036.3052806083465,87.79537208254564,3353.920880484145,2531.914739074005
164,164.0,1.0,1.0,2.0,0.7,3.0,2.0,1.0,1.0,0.9,0.7,45.0,-1062.9350752551995,79.01200480610302,2965.452600605181,1639.4580769054007
165,165.0,1.0,1.0,2.0,0.2,2.0,1.0,0.9,0.9,1.0,1.0,65.0,-431.956833440034,130.58794234320223,3518.0799405446633,2122.6627348416546
166,166.0,1.0,1.0,2.0,0.1,3.0,1.0,1.0,1.0,0.8,0.7,55.0,-207.48261095621996,130.58794234320223,2818.734600605181,1319.5694119448876
167,167.0,1.0,1.0,2.0,0.5,1.0,1.0,0.7,0.7,1.0,0.8,65.0,-951.9653056100357,130.58794234320223,3541.383420423627,3111.6334586496246
168,168.0,1.0,1.0,2.0,0.4,1.0,2.0,0.7,0.7,0.8,0.7,55.0,-691.4915483432252,130.58794234320223,3063.6094204236274,2566.7781802769177
169,169.0,1.0,1.0,2.0,1.0,2.0,1.0,0.9,0.9,1.0,1.0,55.0,-1555.7706316504502,66.12130743186812,3518.0799405446633,1774.6017647306892
170,170.0,1.0,1.0,2.0,0.7,3.0,2.0,0.7,0.7,0.9,1.0,65.0,-478.5245872771615,111.1019126142698,2472.975420423627,3221.2098128548946
171,171.0,1.0,1.0,2.0,0.1,2.0,2.0,0.8,0.8,0.8,0.9,55.0,-189.69544760237048,130.58794234320223,2946.471200484145,1577.807456468948
172,172.0,1.0,1.0,2.0,0.9,2.0,2.0,0.7,0.7,1.0,0.7,65.0,-969.35817400117,90.2139868922699,3189.7618204236273,2510.2660133068616
173,173.0,1.0,1.0,2.0,0.1,3.0,2.0,0.9,0.9,0.7,0.8,55.0,66.04925524764994,130.58794234320223,2507.857540544663,1448.6884342069175
174,174.0,1.0,1.0,2.0,0.2,1.0,2.0,0.7,0.7,0.7,0.7,65.0,121.63217366962554,130.58794234320223,2824.7224204236268,1735.3056680555642
175,175.0,1.0,1.0,2.0,0.4,2.0,1.0,0.8,0.8,0.9,0.8,65.0,-394.14075946883077,130.58794234320223,3150.196040484145,2695.897202538948
176,176.0,1.0,1.0,2.0,0.6,1.0,2.0,1.0,1.0,0.7,1.0,65.0,-519.7147804787845,130.58794234320223,3317.199600605181,3785.6077592843617
177,177.0,1.0,1.0,2.0,0.2,1.0,2.0,1.0,1.0,0.8,0.8,65.0,-436.2383176962807,130.58794234320223,3556.0866006051815,1864.4246903175942
178,178.0,1.0,1.0,2.0,0.9,1.0,1.0,1.0,1.0,1.0,0.9,65.0,-1636.817783216868,77.404691278589,4033.8606006051814,2033.36230666152
179,179.0,1.0,1.0,2.0,0.3,2.0,2.0,0.9,0.9,0.9,0.8,55.0,-718.1732811425529,130.58794234320223,3314.3551005446634,2280.160946428271
180,180.0,1.0,1.0,2.0,0.4,3.0,1.0,0.8,0.8,0.7,0.9,55.0,-344.46146221339336,130.58794234320223,2343.698480484145,2825.016224800978
181,181.0,1.0,1.0,2.0,0.1,1.0,1.0,0.8,0.8,0.9,0.7,55.0,-739.3113170229554,130.58794234320223,3466.655480484145,1319.5694119448876
182,182.0,1.0,1.0,2.0,1.0,1.0,2.0,0.9,0.9,1.0,0.9,55.0,-1763.8436205883227,68.90193226572049,3869.7015405446637,1839.8955237710124
183,183.0,1.0,1.0,2.0,0.4,2.0,1.0,0.7,0.7,1.0,0.9,55.0,-1018.1035337177962,127.66028995263277,3189.7618204236273,2721.9149697484
184,184.0,1.0,1.0,2.0,0.6,2.0,1.0,1.0,1.0,0.8,0.7,55.0,-1189.1161882391068,90.2139868922699,3274.7893206051813,1839.7432269498067
185,185.0,1.0,1.0,2.0,0.8,3.0,1.0,1.0,1.0,0.9,0.7,65.0,-624.0134798360245,115.69454427575643,2965.452600605181,3469.404425723866
186,186.0,1.0,1.0,2.0,0.5,3.0,2.0,0.9,0.9,0.9,0.7,45.0,-975.2366238816,99.04983837448052,2801.2935405446633,1890.0044814962653
187,187.0,1.0,1.0,2.0,0.8,3.0,2.0,0.8,0.8,0.7,0.9,45.0,-1016.3858555962966,63.93268598001005,2343.698480484145,1391.815241562431
188,188.0,1.0,1.0,2.0,0.4,1.0,1.0,0.7,0.7,0.7,0.7,55.0,-738.0355077799301,130.58794234320223,2824.7224204236268,2566.7781802769177
189,189.0,1.0,1.0,2.0,1.0,3.0,2.0,0.9,0.9,0.9,0.7,55.0,-1087.0794561905352,70.85427533892505,2801.2935405446633,1822.8542985845722
190,190.0,1.0,1.0,2.0,0.5,3.0,1.0,1.0,1.0,1.0,0.8,55.0,-785.8591077812601,130.58794234320223,3112.170600605181,3111.6334586496246
191,191.0,1.0,1.0,2.0,0.2,3.0,2.0,0.9,0.9,1.0,1.0,55.0,-290.07504336981594,130.58794234320223,2948.011540544663,2122.6627348416546
192,192.0,1.0,1.0,2.0,0.2,2.0,1.0,1.0,1.0,0.8,1.0,55.0,-616.35377251929,130.58794234320223,3274.7893206051813,2122.6627348416546
193,193.0,1.0,1.0,2.0,0.1,2.0,2.0,0.7,0.7,1.0,1.0,45.0,-672.3832508832711,130.58794234320223,3189.7618204236273,1706.9264787309778
194,194.0,1.0,1.0,2.0,1.0,2.0,1.0,0.7,0.7,1.0,0.8,55.0,-1526.1508503399737,60.93331026846043,3189.7618204236273,1497.4217803905774
195,195.0,1.0,1.0,2.0,0.7,3.0,1.0,0.9,0.9,0.9,0.8,55.0,-845.2704563289718,90.2139868922699,2801.2935405446633,2134.4933444358294
196,196.0,1.0,1.0,2.0,0.4,3.0,1.0,0.7,0.7,1.0,0.7,55.0,-441.84654639859934,130.58794234320223,2619.6934204236272,2566.7781802769177
197,197.0,1.0,1.0,2.0,0.6,2.0,1.0,0.7,0.7,1.0,0.7,55.0,-951.3165432552984,119.96669715945328,3189.7618204236273,2958.6248491157594
198,198.0,1.0,1.0,2.0,0.8,2.0,2.0,1.0,1.0,1.0,0.7,55.0,-1436.4502275472275,77.9143539830844,3682.2390006051814,1772.107323889247
199,199.0,1.0,1.0,2.0,0.1,1.0,2.0,0.8,0.8,0.8,1.0,55.0,-548.9179388690459,130.58794234320223,3227.768480484145,1706.9264787309778
200,200.0,1.0,1.0,2.0,0.5,3.0,1.0,0.9,0.9,0.8,1.0,45.0,-1005.0974794649604,77.404691278589,2654.5755405446635,1408.1857576301604
201,201.0,1.0,1.0,2.0,0.3,2.0,2.0,1.0,1.0,0.7,1.0,45.0,-974.971930470908,127.66028995263277,3071.064480605181,2445.3823266490635
202,202.0,1.0,1.0,2.0,0.4,1.0,2.0,0.8,0.8,1.0,1.0,55.0,-1134.5946840464867,130.58794234320223,3705.542480484145,2954.135247063008
203,203.0,1.0,1.0,2.0,0.6,1.0,1.0,0.7,0.7,0.7,0.8,55.0,-776.9841803030863,111.1019126142698,2824.7224204236268,2704.4088611800084
204,204.0,1.0,1.0,2.0,0.9,1.0,1.0,0.9,0.9,1.0,1.0,55.0,-1862.951524347156,63.93268598001005,3869.7015405446637,1560.5723532661873
205,205.0,1.0,1.0,2.0,1.0,1.0,1.0,0.7,0.7,0.7,0.8,55.0,-1308.4625258515655,60.93331026846043,2824.7224204236268,1497.4217803905774
206,206.0,1.0,1.0,2.0,0.3,3.0,2.0,0.7,0.7,0.9,0.9,55.0,-353.6270371207444,130.58794234320223,2472.975420423627,2409.279968690301
207,207.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.7,0.9,55.0,-1420.0813355830046,68.90193226572049,3317.199600605181,1839.8955237710124
208,208.0,1.0,1.0,2.0,0.5,3.0,1.0,0.7,0.7,0.9,0.9,55.0,-529.1402959836984,127.66028995263277,2472.975420423627,3122.738720336279
209,209.0,1.0,1.0,2.0,0.8,2.0,2.0,0.7,0.7,1.0,1.0,65.0,-962.1200184552038,95.436170704721,3189.7618204236273,2749.1131471002905
210,210.0,1.0,1.0,2.0,0.8,2.0,1.0,1.0,1.0,0.7,0.7,55.0,-1049.2382100679395,79.01200480610302,3071.064480605181,1816.0784339484767
211,211.0,1.0,1.0,2.0,0.1,1.0,2.0,0.7,0.7,0.7,1.0,55.0,-363.9013444878898,130.58794234320223,2824.7224204236268,1706.9264787309778
212,212.0,1.0,1.0,2.0,0.7,1.0,2.0,0.8,0.8,0.9,0.8,55.0,-1020.280560739744,111.1019126142698,3466.655480484145,3023.0113884202383
213,213.0,1.0,1.0,2.0,1.0,2.0,1.0,0.9,0.9,0.8,0.8,65.0,-934.1932312376757,79.56374863167103,3110.630260544663,2254.2407578281163
214,214.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,0.7,55.0,-1297.8863363663652,130.58794234320223,4033.8606006051814,2982.5144363875947
215,215.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.9,0.7,55.0,-1126.900623511948,130.58794234320223,3794.973600605181,2982.5144363875947
216,216.0,1.0,1.0,2.0,0.2,2.0,1.0,1.0,1.0,0.7,1.0,65.0,-194.80608412394665,130.58794234320223,3071.064480605181,2122.6627348416546
217,217.0,1.0,1.0,2.0,0.5,1.0,2.0,0.7,0.7,0.9,0.7,55.0,-703.4150331322304,130.58794234320223,3302.496420423627,2982.5144363875947
218,218.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,55.0,-1582.4418972653948,58.508503492874055,3317.199600605181,1487.4053213601946
219,219.0,1.0,1.0,2.0,0.1,2.0,1.0,0.7,0.7,0.7,0.9,55.0,-195.21578809604094,130.58794234320223,2578.5873004236273,1577.807456468948
220,220.0,1.0,1.0,2.0,0.1,1.0,1.0,0.8,0.8,0.9,0.8,55.0,-584.3886559506288,130.58794234320223,3466.655480484145,1448.6884342069175
221,221.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,0.9,1.0,45.0,-1349.7181106407002,60.12499419562551,2965.452600605181,1545.8625242348296
222,222.0,1.0,1.0,2.0,0.3,3.0,2.0,0.9,0.9,1.0,1.0,55.0,-385.02356373244976,130.58794234320223,2948.011540544663,2538.398990952331
223,223.0,1.0,1.0,2.0,0.6,2.0,2.0,0.9,0.9,0.7,0.8,55.0,-823.11336972848,109.13859191897987,2906.9054205446632,2625.2787523939005
224,224.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,55.0,-1417.3294861243028,66.12130743186812,3317.199600605181,1774.6017647306892
225,225.0,1.0,1.0,2.0,0.8,3.0,2.0,0.9,0.9,1.0,0.7,65.0,-459.24808884366473,130.58794234320223,2948.011540544663,4229.723204719625
226,226.0,1.0,1.0,2.0,0.5,1.0,2.0,0.8,0.8,0.8,0.9,55.0,-712.4551744479313,130.58794234320223,3227.768480484145,3240.752480911655
227,227.0,1.0,1.0,2.0,0.2,3.0,1.0,1.0,1.0,0.7,0.8,45.0,-582.4755244995208,130.58794234320223,2672.0166006051813,1864.4246903175942
228,228.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.9,0.7,55.0,-1651.003505249445,70.85427533892505,3794.973600605181,1822.8542985845722
229,229.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.9,0.7,55.0,-1441.10456751268,73.94929829919676,3478.514160605181,1945.0635496778928
230,230.0,1.0,1.0,2.0,0.9,1.0,2.0,0.9,0.9,0.8,1.0,45.0,-1695.3465821664136,58.508503492874055,3391.9275405446633,1375.6026122407486
231,231.0,1.0,1.0,2.0,0.7,3.0,2.0,0.8,0.8,0.7,0.8,45.0,-924.5574563810313,73.94929829919676,2343.698480484145,1522.2231887730215
232,232.0,1.0,1.0,2.0,0.7,1.0,2.0,1.0,1.0,1.0,1.0,55.0,-1392.546571026048,101.2290504822933,4033.8606006051814,2760.42774410101
233,233.0,1.0,1.0,2.0,0.6,2.0,1.0,0.7,0.7,0.7,0.8,55.0,-864.7781576124042,84.26963300998734,2578.5873004236273,1700.075457838073
234,234.0,1.0,1.0,2.0,0.9,3.0,1.0,0.9,0.9,0.8,0.8,65.0,-820.6168674240851,77.404691278589,2654.5755405446635,1977.6543003201014
235,235.0,1.0,1.0,2.0,0.6,1.0,1.0,0.9,0.9,0.7,0.9,55.0,-969.05946470686,106.29108532121222,3153.0405405446627,2604.9534079552836
236,236.0,1.0,1.0,2.0,0.9,1.0,2.0,0.8,0.8,0.8,0.9,65.0,-1037.338426789062,82.74649910419797,3227.768480484145,2284.662586128542
237,237.0,1.0,1.0,2.0,0.3,3.0,2.0,0.8,0.8,1.0,1.0,55.0,-527.9790269515644,130.58794234320223,2783.8524804841454,2538.398990952331
238,238.0,1.0,1.0,2.0,0.8,3.0,2.0,0.8,0.8,0.7,0.7,55.0,-683.6928510726553,77.9143539830844,2343.698480484145,1772.107323889247
239,239.0,1.0,1.0,2.0,0.9,3.0,2.0,0.7,0.7,0.9,0.9,55.0,-694.2626804103129,77.404691278589,2472.975420423627,2033.36230666152
240,240.0,1.0,1.0,2.0,1.0,2.0,1.0,0.8,0.8,1.0,0.8,45.0,-1720.569479022459,52.38197966632623,3353.920880484145,1219.5823817212572
241,241.0,1.0,1.0,2.0,0.8,3.0,1.0,0.7,0.7,0.8,0.7,45.0,-1126.9772853596678,58.508503492874055,2326.257420423627,1152.9864340715817
242,242.0,1.0,1.0,2.0,0.8,2.0,2.0,0.8,0.8,0.8,1.0,45.0,-1389.394587733037,63.20979733698361,2946.471200484145,1409.4329927834892
243,243.0,1.0,1.0,2.0,0.5,2.0,2.0,0.8,0.8,0.7,0.7,45.0,-954.9352080688495,99.04983837448052,2742.746360484145,1890.0044814962653
244,244.0,1.0,1.0,2.0,0.1,1.0,2.0,0.7,0.7,0.7,0.9,65.0,152.39866170921857,130.58794234320223,2824.7224204236268,1577.807456468948
245,245.0,1.0,1.0,2.0,0.3,3.0,2.0,0.8,0.8,0.8,0.9,65.0,157.94580464290064,130.58794234320223,2490.4164804841457,2409.279968690301
246,246.0,1.0,1.0,2.0,0.7,2.0,2.0,1.0,1.0,0.9,0.9,45.0,-1579.9066796700356,70.85427533892505,3478.514160605181,1474.997984945687
247,247.0,1.0,1.0,2.0,0.4,2.0,1.0,0.9,0.9,1.0,0.9,65.0,-595.5131888922729,130.58794234320223,3518.0799405446633,2825.016224800978
248,248.0,1.0,1.0,2.0,0.2,2.0,1.0,1.0,1.0,1.0,1.0,45.0,-1239.2994753474302,130.58794234320223,3682.2390006051814,2122.6627348416546
249,249.0,1.0,1.0,2.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,65.0,-800.1418425213927,130.58794234320223,4033.8606006051814,1706.9264787309778
250,250.0,1.0,1.0,2.0,0.3,3.0,2.0,0.8,0.8,0.7,0.7,55.0,-207.53505664864818,130.58794234320223,2343.698480484145,2151.041924166241
251,251.0,1.0,1.0,2.0,0.3,1.0,1.0,1.0,1.0,0.8,0.8,55.0,-1019.5819817851353,130.58794234320223,3556.0866006051815,2280.160946428271
252,252.0,1.0,1.0,2.0,0.7,1.0,1.0,0.7,0.7,0.9,0.8,55.0,-1372.2346795544627,77.404691278589,3302.496420423627,1637.2120226337122
253,253.0,1.0,1.0,2.0,0.7,1.0,2.0,0.7,0.7,0.7,0.7,55.0,-883.2638430576337,95.436170704721,2824.7224204236268,2269.1810887325983
254,254.0,1.0,1.0,2.0,0.3,2.0,2.0,0.8,0.8,0.9,0.7,55.0,-409.10611587491775,130.58794234320223,3150.196040484145,2151.041924166241
255,255.0,1.0,1.0,2.0,0.9,2.0,1.0,0.9,0.9,1.0,1.0,55.0,-1657.6303848679852,63.93268598001005,3518.0799405446633,1560.5723532661873
256,256.0,1.0,1.0,2.0,0.4,1.0,1.0,0.8,0.8,0.7,1.0,55.0,-710.0238788488773,130.58794234320223,2988.881480484145,2954.135247063008
257,257.0,1.0,1.0,2.0,0.4,2.0,2.0,1.0,1.0,0.8,0.7,55.0,-752.4087977168903,130.58794234320223,3274.7893206051813,2566.7781802769177
258,258.0,1.0,1.0,2.0,0.4,3.0,1.0,0.7,0.7,0.9,1.0,55.0,-461.96034686018004,130.58794234320223,2472.975420423627,2954.135247063008
259,259.0,1.0,1.0,2.0,0.7,3.0,1.0,0.7,0.7,0.7,0.9,55.0,-737.6640436069915,77.404691278589,2179.539420423627,1692.920028975131
260,260.0,1.0,1.0,2.0,0.8,1.0,2.0,0.9,0.9,0.8,1.0,55.0,-1353.6849605201896,77.404691278589,3391.9275405446633,1918.849174159744
261,261.0,1.0,1.0,2.0,0.3,1.0,2.0,0.9,0.9,0.7,0.7,55.0,-390.88322475108913,130.58794234320223,3153.0405405446627,2151.041924166241
262,262.0,1.0,1.0,2.0,0.9,1.0,2.0,0.9,0.9,0.9,0.9,55.0,-1548.7112238013958,74.54606869299404,3630.8145405446635,1914.2652504359296
263,263.0,1.0,1.0,2.0,0.5,2.0,1.0,0.8,0.8,0.7,0.9,45.0,-1195.1385619003663,75.70171885222204,2742.746360484145,1304.5176683997522
264,264.0,1.0,1.0,2.0,0.4,1.0,2.0,1.0,1.0,0.7,0.7,55.0,-555.5377764533185,130.58794234320223,3317.199600605181,2566.7781802769177
265,265.0,1.0,1.0,2.0,0.1,3.0,1.0,0.7,0.7,1.0,0.8,45.0,-657.1551249296615,130.58794234320223,2619.6934204236272,1448.6884342069175
266,266.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,1.0,0.7,0.8,45.0,-1322.813269702652,77.404691278589,3071.064480605181,1296.769744947323
267,267.0,1.0,1.0,2.0,0.9,2.0,2.0,0.9,0.9,0.9,1.0,55.0,-1175.8143462559915,77.404691278589,3314.3551005446634,2089.0703130029387
268,268.0,1.0,1.0,2.0,0.7,2.0,1.0,0.8,0.8,0.9,1.0,55.0,-1321.8524294382396,76.26200830265213,3150.196040484145,1706.2345509460445
269,269.0,1.0,1.0,2.0,0.9,2.0,1.0,0.9,0.9,0.8,0.7,55.0,-1163.6968537245996,77.404691278589,3110.630260544663,1921.946293978683
270,270.0,1.0,1.0,2.0,0.3,1.0,1.0,0.7,0.7,0.7,0.8,55.0,-472.7298737531563,130.58794234320223,2824.7224204236268,2280.160946428271
271,271.0,1.0,1.0,2.0,0.2,3.0,1.0,0.9,0.9,0.8,0.7,55.0,-230.73088584537453,130.58794234320223,2654.5755405446635,1735.3056680555642
272,272.0,1.0,1.0,2.0,0.1,2.0,1.0,0.7,0.7,1.0,0.8,55.0,-466.32277952093347,130.58794234320223,3189.7618204236273,1448.6884342069175
273,273.0,1.0,1.0,2.0,0.2,2.0,2.0,0.9,0.9,1.0,1.0,55.0,-787.2169560996035,130.58794234320223,3518.0799405446633,2122.6627348416546
274,274.0,1.0,1.0,2.0,0.1,2.0,2.0,0.7,0.7,0.8,0.8,65.0,-29.265077762941942,130.58794234320223,2782.312140423627,1448.6884342069175
275,275.0,1.0,1.0,2.0,0.1,2.0,1.0,0.9,0.9,1.0,0.9,55.0,-820.0142792076281,130.58794234320223,3518.0799405446633,1577.807456468948
276,276.0,1.0,1.0,2.0,0.3,2.0,1.0,0.8,0.8,0.8,1.0,55.0,-782.9269618909209,130.58794234320223,2946.471200484145,2538.398990952331
277,277.0,1.0,1.0,2.0,0.3,3.0,2.0,1.0,1.0,0.9,0.9,55.0,-344.53588693182974,130.58794234320223,2965.452600605181,2409.279968690301
278,278.0,1.0,1.0,2.0,0.4,2.0,2.0,0.7,0.7,1.0,0.8,55.0,-577.0949564480012,130.58794234320223,3189.7618204236273,2695.897202538948
279,279.0,1.0,1.0,2.0,0.2,3.0,2.0,1.0,1.0,0.7,0.7,55.0,-243.60225208256708,130.58794234320223,2672.0166006051813,1735.3056680555642
280,280.0,1.0,1.0,2.0,0.9,2.0,1.0,1.0,1.0,0.7,1.0,65.0,-860.7415983013495,83.79852469307862,3071.064480605181,2398.650985471421
281,281.0,1.0,1.0,2.0,0.2,3.0,2.0,0.9,0.9,0.8,0.8,65.0,208.03364964827398,130.58794234320223,2654.5755405446635,1864.4246903175942
282,282.0,1.0,1.0,2.0,0.5,1.0,2.0,0.7,0.7,0.9,1.0,45.0,-1199.5763830309231,101.2290504822933,3302.496420423627,2215.9942121054937
283,283.0,1.0,1.0,2.0,0.8,1.0,2.0,0.8,0.8,0.9,0.8,55.0,-1132.2959674591511,95.87431963506812,3466.655480484145,2613.4778995410493
284,284.0,1.0,1.0,2.0,0.6,3.0,2.0,0.8,0.8,0.8,0.7,55.0,-372.0490165635913,130.58794234320223,2490.4164804841457,3398.250692498271
285,285.0,1.0,1.0,2.0,0.4,2.0,2.0,0.8,0.8,1.0,0.8,45.0,-1229.0186355967485,117.15803714958743,3353.920880484145,2256.8176275150954
286,286.0,1.0,1.0,2.0,0.3,2.0,1.0,0.8,0.8,1.0,0.9,55.0,-765.281467450201,130.58794234320223,3353.920880484145,2409.279968690301
287,287.0,1.0,1.0,2.0,0.5,3.0,1.0,1.0,1.0,0.8,0.7,55.0,-800.8408880220901,118.23761052642041,2818.734600605181,2535.160222474264
288,288.0,1.0,1.0,2.0,0.5,1.0,2.0,0.8,0.8,0.7,1.0,55.0,-620.690808470165,130.58794234320223,2988.881480484145,3369.8715031736847
289,289.0,1.0,1.0,2.0,0.3,1.0,1.0,0.8,0.8,0.9,0.7,55.0,-755.2942716080746,130.58794234320223,3466.655480484145,2151.041924166241
290,290.0,1.0,1.0,2.0,0.2,1.0,1.0,0.7,0.7,0.8,0.8,55.0,-495.5203543454255,130.58794234320223,3063.6094204236274,1864.4246903175942
291,291.0,1.0,1.0,2.0,0.6,1.0,2.0,0.8,0.8,1.0,0.8,55.0,-1042.844327347726,130.58794234320223,3705.542480484145,3527.3697147603016
292,292.0,1.0,1.0,2.0,0.7,2.0,2.0,0.8,0.8,0.7,1.0,55.0,-916.5228037178862,79.01200480610302,2742.746360484145,1812.2218958784879
293,293.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,1.0,0.9,1.0,55.0,-1301.8237546310763,95.87431963506812,3478.514160605181,2025.719762516256
294,294.0,1.0,1.0,2.0,0.6,3.0,2.0,0.9,0.9,0.9,0.9,65.0,-247.57216567991156,130.58794234320223,2801.2935405446633,3656.4887370223314
295,295.0,1.0,1.0,2.0,0.3,1.0,1.0,1.0,1.0,1.0,1.0,55.0,-1140.4615276726684,130.58794234320223,4033.8606006051814,2538.398990952331
296,296.0,1.0,1.0,2.0,0.2,2.0,1.0,0.9,0.9,1.0,0.7,55.0,-861.8364545695944,130.58794234320223,3518.0799405446633,1735.3056680555642
297,297.0,1.0,1.0,2.0,0.1,1.0,1.0,0.9,0.9,0.8,1.0,55.0,-591.0044252287996,130.58794234320223,3391.9275405446633,1706.9264787309778
298,298.0,1.0,1.0,2.0,0.9,2.0,2.0,0.8,0.8,0.9,0.7,65.0,-928.312676066463,90.2139868922699,3150.196040484145,2510.2660133068616
299,299.0,1.0,1.0,2.0,1.0,2.0,1.0,0.9,0.9,0.7,0.8,45.0,-1438.4035358608926,52.38197966632623,2906.9054205446632,1219.5823817212572
300,300.0,1.0,1.0,2.0,0.2,3.0,2.0,0.9,0.9,0.7,0.8,55.0,-208.84588236441698,130.58794234320223,2507.857540544663,1864.4246903175942
301,301.0,1.0,1.0,2.0,0.3,3.0,2.0,0.8,0.8,0.7,0.8,55.0,-41.940074446820056,130.58794234320223,2343.698480484145,2280.160946428271
302,302.0,1.0,1.0,2.0,0.1,2.0,1.0,0.7,0.7,0.7,0.9,55.0,-195.21578809604094,130.58794234320223,2578.5873004236273,1577.807456468948
303,303.0,1.0,1.0,2.0,0.6,1.0,2.0,0.9,0.9,0.8,0.8,55.0,-854.6068969698082,130.58794234320223,3391.9275405446633,3527.3697147603016
304,304.0,1.0,1.0,2.0,1.0,3.0,1.0,0.7,0.7,0.8,0.9,55.0,-1036.8358710150392,58.508503492874055,2326.257420423627,1450.467498343621
305,305.0,1.0,1.0,2.0,0.9,1.0,1.0,1.0,1.0,0.9,1.0,45.0,-2040.535780138912,45.618047621683765,3794.973600605181,999.5421573997149
306,306.0,1.0,1.0,2.0,0.4,2.0,2.0,1.0,1.0,0.8,0.7,45.0,-1100.5595203564387,127.66028995263277,3274.7893206051813,2473.3327547713147
307,307.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.9,0.8,65.0,-925.0215765360155,97.69713597956785,3478.514160605181,3209.841937822181
308,308.0,1.0,1.0,2.0,0.4,1.0,2.0,0.9,0.9,0.9,0.9,55.0,-801.3830383734443,130.58794234320223,3630.8145405446635,2825.016224800978
309,309.0,1.0,1.0,2.0,1.0,3.0,1.0,0.7,0.7,0.7,0.7,55.0,-729.8187226947657,73.94929829919676,2179.539420423627,1945.0635496778928
310,310.0,1.0,1.0,2.0,0.4,2.0,2.0,0.9,0.9,0.8,0.7,45.0,-1021.4560964439917,127.66028995263277,3110.630260544663,2473.3327547713147
311,311.0,1.0,1.0,2.0,0.3,3.0,1.0,1.0,1.0,0.8,0.8,65.0,-105.85948707749046,130.58794234320223,2818.734600605181,2280.160946428271
312,312.0,1.0,1.0,2.0,0.2,2.0,2.0,0.8,0.8,1.0,0.7,65.0,-347.59000363875856,130.58794234320223,3353.920880484145,1735.3056680555642
313,313.0,1.0,1.0,2.0,0.5,2.0,2.0,0.9,0.9,0.7,1.0,55.0,-561.8433578534024,130.58794234320223,2906.9054205446632,3369.8715031736847
314,314.0,1.0,1.0,2.0,0.2,1.0,1.0,0.7,0.7,0.9,0.9,55.0,-846.9823923614135,130.58794234320223,3302.496420423627,1993.5437125796243
