date ,Condicion ,CAMPO,PRODUCCION_MMBTU
may-27,BASICA ,GIRASOL,1885.627696
jun-27,BASICA ,GIRASOL,1863.555104
jul-27,BASICA ,GIRASOL,1846.565063
ago-27,BASICA ,GIRASOL,1829.522516
sep-27,BASICA ,GIRASOL,1812.858117
oct-27,BASICA ,GIRASOL,1796.413478
nov-27,BASICA ,GIRASOL,1780.106765
dic-27,BASICA ,GIRASOL,1764.014408
ene-28,BASICA ,GIRASOL,1741.832435
feb-28,BASICA ,GIRASOL,1725.994116
mar-28,BASICA ,GIRASOL,1710.762479
abr-28,BASICA ,GIRASOL,1695.435917
may-28,BASICA ,GIRASOL,1676.577902
jun-28,BASICA ,GIRASOL,1652.001834
jul-28,BASICA ,GIRASOL,1633.264735
ago-28,BASICA ,GIRASOL,1618.753093
sep-28,BASICA ,GIRASOL,1601.001273
oct-28,BASICA ,GIRASOL,1587.057722
nov-28,BASICA ,GIRASOL,1573.227584
dic-28,BASICA ,GIRASOL,1556.485262
ene-29,BASICA ,GIRASOL,1542.828895
feb-29,BASICA ,GIRASOL,1529.785736
mar-29,BASICA ,GIRASOL,1516.960869
abr-29,BASICA ,GIRASOL,1501.567983
may-29,BASICA ,GIRASOL,1482.78947
jun-29,BASICA ,GIRASOL,1467.912435
jul-29,BASICA ,GIRASOL,1450.258183
ago-29,BASICA ,GIRASOL,1437.832524
sep-29,BASICA ,GIRASOL,1423.99503
oct-29,BASICA ,GIRASOL,1412.016197
nov-29,BASICA ,GIRASOL,1400.125996
dic-29,BASICA ,GIRASOL,1386.713787
ene-30,BASICA ,GIRASOL,1371.510124
feb-30,BASICA ,GIRASOL,1360.353061
mar-30,BASICA ,GIRASOL,1349.367035
abr-30,BASICA ,GIRASOL,1338.152778
may-30,BASICA ,GIRASOL,1327.066471
jun-30,BASICA ,GIRASOL,1316.067901
jul-30,BASICA ,GIRASOL,1305.20154
ago-30,BASICA ,GIRASOL,1294.284449
sep-30,BASICA ,GIRASOL,1283.605156
oct-30,BASICA ,GIRASOL,1268.081878
nov-30,BASICA ,GIRASOL,1257.704594
dic-30,BASICA ,GIRASOL,1247.444753
ene-31,BASICA ,GIRASOL,1235.808791
feb-31,BASICA ,GIRASOL,1225.082926
mar-31,BASICA ,GIRASOL,1215.427101
abr-31,BASICA ,GIRASOL,1203.022247
may-31,BASICA ,GIRASOL,1193.325414
jun-31,BASICA ,GIRASOL,1183.70319
jul-31,BASICA ,GIRASOL,1174.189002
ago-31,BASICA ,GIRASOL,1164.631025
sep-31,BASICA ,GIRASOL,1155.272719
oct-31,BASICA ,GIRASOL,1146.026975
nov-31,BASICA ,GIRASOL,1136.848838
dic-31,BASICA ,GIRASOL,1124.573337
ene-32,BASICA ,GIRASOL,1112.982533
feb-32,BASICA ,GIRASOL,1104.269366
mar-32,BASICA ,GIRASOL,1085.488019
abr-32,BASICA ,GIRASOL,1076.019279
may-32,BASICA ,GIRASOL,1065.679001
jun-32,BASICA ,GIRASOL,1057.399408
jul-32,BASICA ,GIRASOL,1049.204987
ago-32,BASICA ,GIRASOL,1040.972797
sep-32,BASICA ,GIRASOL,1032.91418
oct-32,BASICA ,GIRASOL,1024.203396
nov-32,BASICA ,GIRASOL,1008.062198
dic-32,BASICA ,GIRASOL,1000.370125
ene-33,BASICA ,GIRASOL,992.6359412
feb-33,BASICA ,GIRASOL,984.4715781
mar-33,BASICA ,GIRASOL,977.2001026
abr-33,BASICA ,GIRASOL,969.7746081
may-33,BASICA ,GIRASOL,960.2341351
jun-33,BASICA ,GIRASOL,952.9811833
jul-33,BASICA ,GIRASOL,945.7969921
ago-33,BASICA ,GIRASOL,935.846031
sep-33,BASICA ,GIRASOL,922.8793885
oct-33,BASICA ,GIRASOL,915.9942639
nov-33,BASICA ,GIRASOL,909.1582403
dic-33,BASICA ,GIRASOL,901.9156101
ene-34,BASICA ,GIRASOL,895.1234096
feb-34,BASICA ,GIRASOL,887.8055418
mar-34,BASICA ,GIRASOL,876.2066305
abr-34,BASICA ,GIRASOL,869.7610623
may-34,BASICA ,GIRASOL,860.3161987
jun-34,BASICA ,GIRASOL,852.0283146
jul-34,BASICA ,GIRASOL,845.471295
ago-34,BASICA ,GIRASOL,837.2329298
sep-34,BASICA ,GIRASOL,831.1772759
oct-34,BASICA ,GIRASOL,818.9563052
nov-34,BASICA ,GIRASOL,808.4376045
dic-34,BASICA ,GIRASOL,802.7019192
ene-35,BASICA ,GIRASOL,796.9362983
feb-35,BASICA ,GIRASOL,791.0511882
mar-35,BASICA ,GIRASOL,783.844837
abr-35,BASICA ,GIRASOL,778.3165032
may-35,BASICA ,GIRASOL,772.8416848
jun-35,BASICA ,GIRASOL,767.4014303
jul-35,BASICA ,GIRASOL,762.0119176
ago-35,BASICA ,GIRASOL,740.08773
sep-35,BASICA ,GIRASOL,731.2190181
oct-35,BASICA ,GIRASOL,724.5031981
nov-35,BASICA ,GIRASOL,716.5952971
dic-35,BASICA ,GIRASOL,708.5865111
ene-36,BASICA ,GIRASOL,703.6744731
feb-36,BASICA ,GIRASOL,698.9187841
mar-36,BASICA ,GIRASOL,694.2128685
abr-36,BASICA ,GIRASOL,689.4723378
may-36,BASICA ,GIRASOL,682.9100045
jun-36,BASICA ,GIRASOL,677.8984742
jul-36,BASICA ,GIRASOL,673.3019311
ago-36,BASICA ,GIRASOL,668.6763258
sep-36,BASICA ,GIRASOL,664.1413886
oct-36,BASICA ,GIRASOL,659.6478647
nov-36,BASICA ,GIRASOL,653.1694596
dic-36,BASICA ,GIRASOL,648.4056568
ene-37,BASICA ,GIRASOL,643.1443764
feb-37,BASICA ,GIRASOL,638.930589
mar-37,BASICA ,GIRASOL,634.7632528
abr-37,BASICA ,GIRASOL,630.5099209
may-37,BASICA ,GIRASOL,626.2918104
jun-37,BASICA ,GIRASOL,618.2559067
jul-37,BASICA ,GIRASOL,614.1526241
ago-37,BASICA ,GIRASOL,610.0269803
sep-37,BASICA ,GIRASOL,605.9802287
oct-37,BASICA ,GIRASOL,601.9712608
nov-37,BASICA ,GIRASOL,597.9855925
dic-37,BASICA ,GIRASOL,592.3458441
ene-38,BASICA ,GIRASOL,587.07203
feb-38,BASICA ,GIRASOL,582.4803907
mar-38,BASICA ,GIRASOL,575.47312
abr-38,BASICA ,GIRASOL,562.0286284
may-38,BASICA ,GIRASOL,558.4326711
jun-38,BASICA ,GIRASOL,554.8572649
jul-38,BASICA ,GIRASOL,551.3116025
ago-38,BASICA ,GIRASOL,547.7471928
sep-38,BASICA ,GIRASOL,542.1986631
oct-38,BASICA ,GIRASOL,532.065255
nov-38,BASICA ,GIRASOL,524.6404286
dic-38,BASICA ,GIRASOL,521.3678883
ene-39,BASICA ,GIRASOL,518.0761403
feb-39,BASICA ,GIRASOL,514.9197036
mar-39,BASICA ,GIRASOL,511.7986944
abr-39,BASICA ,GIRASOL,508.6102713
may-39,BASICA ,GIRASOL,505.4468329
jun-39,BASICA ,GIRASOL,502.3027885
jul-39,BASICA ,GIRASOL,499.1821621
ago-39,BASICA ,GIRASOL,496.0457144
sep-39,BASICA ,GIRASOL,492.5938142
oct-39,BASICA ,GIRASOL,488.2104851
nov-39,BASICA ,GIRASOL,485.1970412
dic-39,BASICA ,GIRASOL,482.2067323
ene-40,BASICA ,GIRASOL,476.0593167
feb-40,BASICA ,GIRASOL,473.1699593
mar-40,BASICA ,GIRASOL,470.3076529
abr-40,BASICA ,GIRASOL,466.1979923
may-40,BASICA ,GIRASOL,463.350824
jun-40,BASICA ,GIRASOL,460.5172341
jul-40,BASICA ,GIRASOL,457.7060597
ago-40,BASICA ,GIRASOL,454.8806562
sep-40,BASICA ,GIRASOL,449.7706446
oct-40,BASICA ,GIRASOL,444.1659077
nov-40,BASICA ,GIRASOL,435.8617155
dic-40,BASICA ,GIRASOL,430.8942652
ene-41,BASICA ,GIRASOL,428.3035469
feb-41,BASICA ,GIRASOL,425.8217047
mar-41,BASICA ,GIRASOL,423.362549
abr-41,BASICA ,GIRASOL,420.8543114
may-41,BASICA ,GIRASOL,418.3627789
jun-41,BASICA ,GIRASOL,415.8831126
jul-41,BASICA ,GIRASOL,413.4245248
ago-41,BASICA ,GIRASOL,410.950007
sep-41,BASICA ,GIRASOL,408.519431
oct-41,BASICA ,GIRASOL,406.1105794
nov-41,BASICA ,GIRASOL,403.3424933
dic-41,BASICA ,GIRASOL,400.9655071
ene-42,BASICA ,GIRASOL,398.2057862
feb-42,BASICA ,GIRASOL,394.1082504
mar-42,BASICA ,GIRASOL,391.8655259
abr-42,BASICA ,GIRASOL,387.6130976
may-42,BASICA ,GIRASOL,385.3592652
jun-42,BASICA ,GIRASOL,383.1153673
jul-42,BASICA ,GIRASOL,380.888402
ago-42,BASICA ,GIRASOL,378.6491298
sep-42,BASICA ,GIRASOL,376.4474426
oct-42,BASICA ,GIRASOL,374.2651948
nov-42,BASICA ,GIRASOL,372.0920058
dic-42,BASICA ,GIRASOL,369.9359843
ene-43,BASICA ,GIRASOL,367.7682615
feb-43,BASICA ,GIRASOL,365.6860615
mar-43,BASICA ,GIRASOL,363.6257575
abr-43,BASICA ,GIRASOL,361.1534953
may-43,BASICA ,GIRASOL,359.0660605
jun-43,BASICA ,GIRASOL,356.9926401
jul-43,BASICA ,GIRASOL,354.9317303
ago-43,BASICA ,GIRASOL,352.8618599
sep-43,BASICA ,GIRASOL,348.6886164
oct-43,BASICA ,GIRASOL,346.32108
nov-43,BASICA ,GIRASOL,344.3345967
dic-43,BASICA ,GIRASOL,342.3626884
ene-44,BASICA ,GIRASOL,340.3801874
feb-44,BASICA ,GIRASOL,337.1193706
mar-44,BASICA ,GIRASOL,332.784099
abr-44,BASICA ,GIRASOL,330.8944713
may-44,BASICA ,GIRASOL,327.1422532
jun-44,BASICA ,GIRASOL,323.3131775
jul-44,BASICA ,GIRASOL,321.5013152
ago-44,BASICA ,GIRASOL,319.6789138
sep-44,BASICA ,GIRASOL,317.8881074
oct-44,BASICA ,GIRASOL,316.108169
nov-44,BASICA ,GIRASOL,314.3383395
dic-44,BASICA ,GIRASOL,312.5815576
ene-45,BASICA ,GIRASOL,308.079835
feb-45,BASICA ,GIRASOL,306.4114002
mar-45,BASICA ,GIRASOL,304.7581334
abr-45,BASICA ,GIRASOL,303.0700969
may-45,BASICA ,GIRASOL,301.3909056
jun-45,BASICA ,GIRASOL,299.724239
jul-45,BASICA ,GIRASOL,298.0686002
ago-45,BASICA ,GIRASOL,296.3995663
sep-45,BASICA ,GIRASOL,294.7614924
oct-45,BASICA ,GIRASOL,293.1358721
nov-45,BASICA ,GIRASOL,291.1499985
dic-45,BASICA ,GIRASOL,289.087032
ene-46,BASICA ,GIRASOL,278.7930958
feb-46,BASICA ,GIRASOL,277.3276839
mar-46,BASICA ,GIRASOL,275.5051097
abr-46,BASICA ,GIRASOL,274.0228171
may-46,BASICA ,GIRASOL,272.5505364
jun-46,BASICA ,GIRASOL,271.0852943
jul-46,BASICA ,GIRASOL,269.632252
ago-46,BASICA ,GIRASOL,268.16625
sep-46,BASICA ,GIRASOL,266.7268386
oct-46,BASICA ,GIRASOL,265.2981027
nov-46,BASICA ,GIRASOL,263.8741112
dic-46,BASICA ,GIRASOL,262.4611352
ene-47,BASICA ,GIRASOL,258.956637
feb-47,BASICA ,GIRASOL,257.2436206
mar-47,BASICA ,GIRASOL,255.914486
abr-47,BASICA ,GIRASOL,254.5544907
may-47,BASICA ,GIRASOL,253.2028165
jun-47,BASICA ,GIRASOL,251.8601891
jul-47,BASICA ,GIRASOL,250.5269647
ago-47,BASICA ,GIRASOL,249.1827922
sep-47,BASICA ,GIRASOL,247.4949982
oct-47,BASICA ,GIRASOL,246.1860714
nov-47,BASICA ,GIRASOL,241.5396716
dic-47,BASICA ,GIRASOL,239.8967614
ene-48,BASICA ,GIRASOL,236.5282253
feb-48,BASICA ,GIRASOL,235.3058622
mar-48,BASICA ,GIRASOL,234.0934871
abr-48,BASICA ,GIRASOL,232.8703804
may-48,BASICA ,GIRASOL,231.6564976
jun-48,BASICA ,GIRASOL,230.4481287
jul-48,BASICA ,GIRASOL,229.2456314
ago-48,BASICA ,GIRASOL,228.0375307
sep-48,BASICA ,GIRASOL,226.8478499
oct-48,BASICA ,GIRASOL,225.6665934
nov-48,BASICA ,GIRASOL,224.4907911
dic-48,BASICA ,GIRASOL,223.3241292
ene-49,BASICA ,GIRASOL,222.1484773
feb-49,BASICA ,GIRASOL,220.133316
mar-49,BASICA ,GIRASOL,219.0224785
abr-49,BASICA ,GIRASOL,217.5213465
may-49,BASICA ,GIRASOL,216.3972151
jun-49,BASICA ,GIRASOL,215.278059
jul-49,BASICA ,GIRASOL,214.1653464
ago-49,BASICA ,GIRASOL,213.0468641
sep-49,BASICA ,GIRASOL,209.9783406
oct-49,BASICA ,GIRASOL,208.9000551
nov-49,BASICA ,GIRASOL,207.8274311
dic-49,BASICA ,GIRASOL,206.3945833
ene-50,BASICA ,GIRASOL,205.3235302
feb-50,BASICA ,GIRASOL,203.154686
mar-50,BASICA ,GIRASOL,201.7736691
abr-50,BASICA ,GIRASOL,200.7432441
may-50,BASICA ,GIRASOL,199.7205956
jun-50,BASICA ,GIRASOL,198.7012766
jul-50,BASICA ,GIRASOL,196.7545617
ago-50,BASICA ,GIRASOL,195.7433523
sep-50,BASICA ,GIRASOL,194.3827946
oct-50,BASICA ,GIRASOL,192.4563005
nov-50,BASICA ,GIRASOL,191.1182989
dic-50,BASICA ,GIRASOL,190.157008
ene-51,BASICA ,GIRASOL,188.402798
feb-51,BASICA ,GIRASOL,187.4808082
mar-51,BASICA ,GIRASOL,186.1982614
abr-51,BASICA ,GIRASOL,185.2665142
may-51,BASICA ,GIRASOL,184.3423441
jun-51,BASICA ,GIRASOL,183.4209362
jul-51,BASICA ,GIRASOL,182.2134904
ago-51,BASICA ,GIRASOL,180.9284084
sep-51,BASICA ,GIRASOL,180.0287183
oct-51,BASICA ,GIRASOL,179.1339366
nov-51,BASICA ,GIRASOL,178.2433163
dic-51,BASICA ,GIRASOL,177.3590687
ene-52,BASICA ,GIRASOL,176.4689842
feb-52,BASICA ,GIRASOL,175.6037466
mar-52,BASICA ,GIRASOL,174.7441206
abr-52,BASICA ,GIRASOL,173.8778967
may-52,BASICA ,GIRASOL,85.48140592
jun-52,BASICA ,GIRASOL,56.58191946
jul-52,BASICA ,GIRASOL,42.14270127
ago-52,BASICA ,GIRASOL,33.55031533
sep-52,BASICA ,GIRASOL,27.82356169
oct-52,BASICA ,GIRASOL,23.73306116
nov-52,BASICA ,GIRASOL,20.66585132
dic-52,BASICA ,GIRASOL,18.28044334
ene-53,BASICA ,GIRASOL,16.37136633
feb-53,BASICA ,GIRASOL,14.81243357
mar-53,BASICA ,GIRASOL,13.51383667
abr-53,BASICA ,GIRASOL,12.41362503
may-53,BASICA ,GIRASOL,11.47087914
jun-53,BASICA ,GIRASOL,10.65415823
jul-53,BASICA ,GIRASOL,9.939672617
ago-53,BASICA ,GIRASOL,9.308990044
sep-53,BASICA ,GIRASOL,8.749131836
oct-53,BASICA ,GIRASOL,8.228940266
nov-53,BASICA ,GIRASOL,7.652654741
dic-53,BASICA ,GIRASOL,7.253014255
ene-54,BASICA ,GIRASOL,6.889392121
feb-54,BASICA ,GIRASOL,6.55881329
mar-54,BASICA ,GIRASOL,6.240469954
abr-54,BASICA ,GIRASOL,5.961966071
may-54,BASICA ,GIRASOL,5.608586543
jun-54,BASICA ,GIRASOL,5.36127943
jul-54,BASICA ,GIRASOL,5.137484475
ago-54,BASICA ,GIRASOL,4.936419396
sep-54,BASICA ,GIRASOL,4.749083136
oct-54,BASICA ,GIRASOL,4.57400365
nov-54,BASICA ,GIRASOL,4.409985481
dic-54,BASICA ,GIRASOL,4.255966847
ene-55,BASICA ,GIRASOL,4.110880162
feb-55,BASICA ,GIRASOL,3.974890905
mar-55,BASICA ,GIRASOL,3.819577497
abr-55,BASICA ,GIRASOL,3.698776553
may-55,BASICA ,GIRASOL,3.574661254
jun-55,BASICA ,GIRASOL,3.466558102
jul-55,BASICA ,GIRASOL,3.363963139
ago-55,BASICA ,GIRASOL,3.266229342
sep-55,BASICA ,GIRASOL,3.173432661
oct-55,BASICA ,GIRASOL,3.085004623
nov-55,BASICA ,GIRASOL,2.894514821
dic-55,BASICA ,GIRASOL,2.808842732
ene-56,BASICA ,GIRASOL,2.73490609
feb-56,BASICA ,GIRASOL,2.664486114
mar-56,BASICA ,GIRASOL,2.59702344
abr-56,BASICA ,GIRASOL,2.532291584
may-56,BASICA ,GIRASOL,2.47018588
jun-56,BASICA ,GIRASOL,2.410544513
jul-56,BASICA ,GIRASOL,2.35328934
ago-56,BASICA ,GIRASOL,2.298089561
sep-56,BASICA ,GIRASOL,2.245118976
oct-56,BASICA ,GIRASOL,2.194107784
nov-56,BASICA ,GIRASOL,2.040916849
dic-56,BASICA ,GIRASOL,1.995960551
ene-57,BASICA ,GIRASOL,1.952521564
feb-57,BASICA ,GIRASOL,1.898343954
mar-57,BASICA ,GIRASOL,1.858440538
abr-57,BASICA ,GIRASOL,1.819655747
may-57,BASICA ,GIRASOL,1.782198238
jun-57,BASICA ,GIRASOL,1.71447861
jul-57,BASICA ,GIRASOL,1.68011106
ago-57,BASICA ,GIRASOL,1.646764905
sep-57,BASICA ,GIRASOL,1.608965181
oct-57,BASICA ,GIRASOL,1.577855677
nov-57,BASICA ,GIRASOL,1.538051329
dic-57,BASICA ,GIRASOL,1.509022535
ene-58,BASICA ,GIRASOL,1.480762698
feb-58,BASICA ,GIRASOL,1.453552269
mar-58,BASICA ,GIRASOL,1.427141725
abr-58,BASICA ,GIRASOL,1.40133073
may-58,BASICA ,GIRASOL,1.376255096
jun-58,BASICA ,GIRASOL,1.351850801
jul-58,BASICA ,GIRASOL,1.328135167
ago-58,BASICA ,GIRASOL,1.304989937
sep-58,BASICA ,GIRASOL,1.282530836
oct-58,BASICA ,GIRASOL,1.256011088
nov-58,BASICA ,GIRASOL,1.156829391
dic-58,BASICA ,GIRASOL,1.137614266
ene-59,BASICA ,GIRASOL,1.118802076
feb-59,BASICA ,GIRASOL,1.100654882
mar-59,BASICA ,GIRASOL,1.082963721
abr-59,BASICA ,GIRASOL,1.065581748
may-59,BASICA ,GIRASOL,1.048640265
jun-59,BASICA ,GIRASOL,1.032094252
jul-59,BASICA ,GIRASOL,1.011776417
ago-59,BASICA ,GIRASOL,0.983853289
sep-59,BASICA ,GIRASOL,0.955820698
oct-59,BASICA ,GIRASOL,0.913006867
nov-59,BASICA ,GIRASOL,0.899294108
dic-59,BASICA ,GIRASOL,0.885897062
ene-60,BASICA ,GIRASOL,0.87275835
feb-60,BASICA ,GIRASOL,0.859990647
mar-60,BASICA ,GIRASOL,0.847509034
abr-60,BASICA ,GIRASOL,0.835258824
may-60,BASICA ,GIRASOL,0.823285821
jun-60,BASICA ,GIRASOL,0.811544192
jul-60,BASICA ,GIRASOL,0.800067716
ago-60,BASICA ,GIRASOL,0.788793491
sep-60,BASICA ,GIRASOL,0.777791799
oct-60,BASICA ,GIRASOL,0.767025918
nov-60,BASICA ,GIRASOL,0.756467657
dic-60,BASICA ,GIRASOL,0.710379116
ene-20,BASICA ,ABARCO,3597.791497
feb-20,BASICA ,ABARCO,3597.791497
mar-20,BASICA ,ABARCO,3597.791497
abr-20,BASICA ,ABARCO,3597.791497
may-20,BASICA ,ABARCO,3597.791497
jun-20,BASICA ,ABARCO,3597.791497
jul-20,BASICA ,ABARCO,3597.791497
ago-20,BASICA ,ABARCO,3597.791497
sep-20,BASICA ,ABARCO,3597.791497
oct-20,BASICA ,ABARCO,3597.791497
nov-20,BASICA ,ABARCO,3597.791497
dic-20,BASICA ,ABARCO,3597.791497
ene-21,BASICA ,ABARCO,3596.352381
feb-21,BASICA ,ABARCO,3594.91384
mar-21,BASICA ,ABARCO,3593.475874
abr-21,BASICA ,ABARCO,3592.038484
may-21,BASICA ,ABARCO,3590.601668
jun-21,BASICA ,ABARCO,3589.165428
jul-21,BASICA ,ABARCO,3587.729762
ago-21,BASICA ,ABARCO,3586.29467
sep-21,BASICA ,ABARCO,3584.860152
oct-21,BASICA ,ABARCO,3583.426208
nov-21,BASICA ,ABARCO,3581.992837
dic-21,BASICA ,ABARCO,3580.56004
ene-22,BASICA ,ABARCO,3579.127816
feb-22,BASICA ,ABARCO,3577.696165
mar-22,BASICA ,ABARCO,3576.265087
abr-22,BASICA ,ABARCO,3574.834581
may-22,BASICA ,ABARCO,3573.404647
jun-22,BASICA ,ABARCO,3571.975285
jul-22,BASICA ,ABARCO,3570.546495
ago-22,BASICA ,ABARCO,3569.118276
sep-22,BASICA ,ABARCO,3567.690629
oct-22,BASICA ,ABARCO,3566.263553
nov-22,BASICA ,ABARCO,3564.837047
dic-22,BASICA ,ABARCO,3563.411112
ene-23,BASICA ,ABARCO,3561.985748
feb-23,BASICA ,ABARCO,3560.560954
mar-23,BASICA ,ABARCO,3559.136729
abr-23,BASICA ,ABARCO,3557.713075
may-23,BASICA ,ABARCO,3556.289989
jun-23,BASICA ,ABARCO,3554.867473
jul-23,BASICA ,ABARCO,3553.445526
ago-23,BASICA ,ABARCO,3552.024148
sep-23,BASICA ,ABARCO,3550.603338
oct-23,BASICA ,ABARCO,3549.183097
nov-23,BASICA ,ABARCO,3547.763424
dic-23,BASICA ,ABARCO,3546.344318
ene-24,BASICA ,ABARCO,3504.683652
feb-24,BASICA ,ABARCO,3464.296126
mar-24,BASICA ,ABARCO,3424.923353
abr-24,BASICA ,ABARCO,3385.072376
may-24,BASICA ,ABARCO,3345.948027
jun-24,BASICA ,ABARCO,3307.027218
jul-24,BASICA ,ABARCO,3268.81114
ago-24,BASICA ,ABARCO,3230.422447
sep-24,BASICA ,ABARCO,3192.873494
oct-24,BASICA ,ABARCO,3155.998986
nov-24,BASICA ,ABARCO,3116.860291
dic-24,BASICA ,ABARCO,3080.905836
ene-25,BASICA ,ABARCO,3044.801645
feb-25,BASICA ,ABARCO,3010.231806
mar-25,BASICA ,ABARCO,2976.67687
abr-25,BASICA ,ABARCO,2942.20296
may-25,BASICA ,ABARCO,2908.339165
jun-25,BASICA ,ABARCO,2874.698134
jul-25,BASICA ,ABARCO,2841.64907
ago-25,BASICA ,ABARCO,2808.477159
sep-25,BASICA ,ABARCO,2762.356941
oct-25,BASICA ,ABARCO,2730.885274
nov-25,BASICA ,ABARCO,2699.627746
dic-25,BASICA ,ABARCO,2668.91247
ene-26,BASICA ,ABARCO,2638.083773
feb-26,BASICA ,ABARCO,2608.614094
mar-26,BASICA ,ABARCO,2579.941452
abr-26,BASICA ,ABARCO,2550.528742
may-26,BASICA ,ABARCO,2521.619544
jun-26,BASICA ,ABARCO,2492.924202
jul-26,BASICA ,ABARCO,2464.716559
ago-26,BASICA ,ABARCO,2436.413307
sep-26,BASICA ,ABARCO,2408.763949
oct-26,BASICA ,ABARCO,2381.584109
nov-26,BASICA ,ABARCO,2354.6156
dic-26,BASICA ,ABARCO,2328.09979
ene-27,BASICA ,ABARCO,2301.496385
feb-27,BASICA ,ABARCO,2276.104033
mar-27,BASICA ,ABARCO,2251.357318
abr-27,BASICA ,ABARCO,2226.001972
may-27,BASICA ,ABARCO,2197.666137
jun-27,BASICA ,ABARCO,2173.040086
jul-27,BASICA ,ABARCO,2148.820299
ago-27,BASICA ,ABARCO,2124.523144
sep-27,BASICA ,ABARCO,2100.805159
oct-27,BASICA ,ABARCO,2077.471909
nov-27,BASICA ,ABARCO,2054.333105
dic-27,BASICA ,ABARCO,2026.586681
ene-28,BASICA ,ABARCO,2003.860255
feb-28,BASICA ,ABARCO,1981.930061
mar-28,BASICA ,ABARCO,1960.434277
abr-28,BASICA ,ABARCO,1938.785875
may-28,BASICA ,ABARCO,1917.481476
jun-28,BASICA ,ABARCO,1896.366794
jul-28,BASICA ,ABARCO,1875.584968
ago-28,BASICA ,ABARCO,1854.743728
sep-28,BASICA ,ABARCO,1834.405755
oct-28,BASICA ,ABARCO,1814.384231
nov-28,BASICA ,ABARCO,1716.49927
dic-28,BASICA ,ABARCO,1698.289787
ene-29,BASICA ,ABARCO,1680.021527
feb-29,BASICA ,ABARCO,1662.599626
mar-29,BASICA ,ABARCO,1645.563445
abr-29,BASICA ,ABARCO,1628.136794
may-29,BASICA ,ABARCO,1610.979821
jun-29,BASICA ,ABARCO,1593.970171
jul-29,BASICA ,ABARCO,1577.218978
ago-29,BASICA ,ABARCO,1560.41746
sep-29,BASICA ,ABARCO,1544.012548
oct-29,BASICA ,ABARCO,1522.799939
nov-29,BASICA ,ABARCO,1506.454514
dic-29,BASICA ,ABARCO,1488.471037
ene-30,BASICA ,ABARCO,1465.464438
feb-30,BASICA ,ABARCO,1448.572813
mar-30,BASICA ,ABARCO,1433.669246
abr-30,BASICA ,ABARCO,1415.852221
may-30,BASICA ,ABARCO,1401.34146
jun-30,BASICA ,ABARCO,1381.221383
jul-30,BASICA ,ABARCO,1361.414754
ago-30,BASICA ,ABARCO,1329.471134
sep-30,BASICA ,ABARCO,1316.079468
oct-30,BASICA ,ABARCO,1302.880362
nov-30,BASICA ,ABARCO,1281.936395
dic-30,BASICA ,ABARCO,1269.208763
ene-31,BASICA ,ABARCO,1256.430559
feb-31,BASICA ,ABARCO,1244.249804
mar-31,BASICA ,ABARCO,1232.31133
abr-31,BASICA ,ABARCO,1220.106937
may-31,BASICA ,ABARCO,1206.048417
jun-31,BASICA ,ABARCO,1194.170763
jul-31,BASICA ,ABARCO,1180.273306
ago-31,BASICA ,ABARCO,1168.571061
sep-31,BASICA ,ABARCO,1157.138816
oct-31,BASICA ,ABARCO,1145.868542
nov-31,BASICA ,ABARCO,1134.691818
dic-31,BASICA ,ABARCO,1112.182973
ene-32,BASICA ,ABARCO,1098.108166
feb-32,BASICA ,ABARCO,1087.335656
mar-32,BASICA ,ABARCO,1075.982344
abr-32,BASICA ,ABARCO,1063.745825
may-32,BASICA ,ABARCO,1053.693447
jun-32,BASICA ,ABARCO,1043.721256
jul-32,BASICA ,ABARCO,1033.882162
ago-32,BASICA ,ABARCO,1019.992817
sep-32,BASICA ,ABARCO,1010.407261
oct-32,BASICA ,ABARCO,1000.538823
nov-32,BASICA ,ABARCO,984.4167005
dic-32,BASICA ,ABARCO,975.2960147
ene-33,BASICA ,ABARCO,966.1371988
feb-33,BASICA ,ABARCO,956.9958278
mar-33,BASICA ,ABARCO,911.9806026
abr-33,BASICA ,ABARCO,899.0175013
may-33,BASICA ,ABARCO,890.692965
jun-33,BASICA ,ABARCO,882.4327985
jul-33,BASICA ,ABARCO,874.2825465
ago-33,BASICA ,ABARCO,866.1017205
sep-33,BASICA ,ABARCO,858.1054098
oct-33,BASICA ,ABARCO,850.2154201
nov-33,BASICA ,ABARCO,842.3915107
dic-33,BASICA ,ABARCO,832.7648459
ene-34,BASICA ,ABARCO,825.0526383
feb-34,BASICA ,ABARCO,817.2913298
mar-34,BASICA ,ABARCO,810.0699622
abr-34,BASICA ,ABARCO,802.6938904
may-34,BASICA ,ABARCO,792.9752685
jun-34,BASICA ,ABARCO,784.3611145
jul-34,BASICA ,ABARCO,776.0719948
ago-34,BASICA ,ABARCO,765.1941437
sep-34,BASICA ,ABARCO,758.352211
oct-34,BASICA ,ABARCO,751.5979932
nov-34,BASICA ,ABARCO,742.2277387
dic-34,BASICA ,ABARCO,735.6747953
ene-35,BASICA ,ABARCO,729.0949745
feb-35,BASICA ,ABARCO,722.8201747
mar-35,BASICA ,ABARCO,716.6489345
abr-35,BASICA ,ABARCO,708.6216794
may-35,BASICA ,ABARCO,699.9823584
jun-35,BASICA ,ABARCO,689.9425202
jul-35,BASICA ,ABARCO,683.9867593
ago-35,BASICA ,ABARCO,678.0071529
sep-35,BASICA ,ABARCO,671.7547507
