date ,Condicion ,CAMPO,PRODUCCION_MMBTU
nov-53,BASICA ,MORICHE,10.37695716
dic-53,BASICA ,MORICHE,9.884414765
ene-54,BASICA ,MORICHE,9.308378101
feb-54,BASICA ,MORICHE,8.909467887
mar-54,BASICA ,MORICHE,8.51295297
abr-54,BASICA ,MORICHE,8.15562077
may-54,BASICA ,MORICHE,7.835635405
jun-54,BASICA ,MORICHE,7.482556753
jul-54,BASICA ,MORICHE,7.193093743
ago-54,BASICA ,MORICHE,6.931642097
sep-54,BASICA ,MORICHE,6.643602584
oct-54,BASICA ,MORICHE,6.385903476
nov-54,BASICA ,MORICHE,6.150727747
dic-54,BASICA ,MORICHE,5.938497673
ene-55,BASICA ,MORICHE,5.725131579
feb-55,BASICA ,MORICHE,5.545575731
mar-55,BASICA ,MORICHE,5.375098189
abr-55,BASICA ,MORICHE,5.21293933
may-55,BASICA ,MORICHE,4.989924414
jun-55,BASICA ,MORICHE,4.801632436
jul-55,BASICA ,MORICHE,4.628915858
ago-55,BASICA ,MORICHE,4.482379627
sep-55,BASICA ,MORICHE,4.336374018
oct-55,BASICA ,MORICHE,4.211645437
nov-55,BASICA ,MORICHE,4.099191364
dic-55,BASICA ,MORICHE,3.991989913
ene-56,BASICA ,MORICHE,3.868876237
feb-56,BASICA ,MORICHE,3.770570104
mar-56,BASICA ,MORICHE,3.669979736
abr-56,BASICA ,MORICHE,3.572094741
may-56,BASICA ,MORICHE,3.471201851
jun-56,BASICA ,MORICHE,3.388295877
jul-56,BASICA ,MORICHE,3.308189961
ago-56,BASICA ,MORICHE,3.230866454
sep-56,BASICA ,MORICHE,3.156373073
oct-56,BASICA ,MORICHE,3.085006482
nov-56,BASICA ,MORICHE,3.009729837
dic-56,BASICA ,MORICHE,2.887494622
ene-57,BASICA ,MORICHE,2.795684468
feb-57,BASICA ,MORICHE,2.725920904
mar-57,BASICA ,MORICHE,2.662296188
abr-57,BASICA ,MORICHE,2.606441343
may-57,BASICA ,MORICHE,2.546671639
jun-57,BASICA ,MORICHE,2.475482801
jul-57,BASICA ,MORICHE,2.42494726
ago-57,BASICA ,MORICHE,2.364746476
sep-57,BASICA ,MORICHE,2.288020713
oct-57,BASICA ,MORICHE,2.232509749
nov-57,BASICA ,MORICHE,2.188782558
dic-57,BASICA ,MORICHE,2.146578351
ene-58,BASICA ,MORICHE,2.105131935
feb-58,BASICA ,MORICHE,2.065651616
mar-58,BASICA ,MORICHE,2.027130368
abr-58,BASICA ,MORICHE,1.989434088
may-58,BASICA ,MORICHE,1.952578499
jun-58,BASICA ,MORICHE,1.916954805
jul-58,BASICA ,MORICHE,1.861291002
ago-58,BASICA ,MORICHE,1.818277545
sep-58,BASICA ,MORICHE,1.764962239
oct-58,BASICA ,MORICHE,1.733635876
nov-58,BASICA ,MORICHE,1.659019128
dic-58,BASICA ,MORICHE,1.62578202
ene-59,BASICA ,MORICHE,1.58856276
feb-59,BASICA ,MORICHE,1.559129268
mar-59,BASICA ,MORICHE,1.499141151
abr-59,BASICA ,MORICHE,1.465719628
may-59,BASICA ,MORICHE,1.44120331
jun-59,BASICA ,MORICHE,1.401743547
jul-59,BASICA ,MORICHE,1.378664148
ago-59,BASICA ,MORICHE,1.356211321
sep-59,BASICA ,MORICHE,1.292445809
oct-59,BASICA ,MORICHE,1.271863663
nov-59,BASICA ,MORICHE,1.247754135
dic-59,BASICA ,MORICHE,1.228023449
ene-60,BASICA ,MORICHE,1.204775047
feb-60,BASICA ,MORICHE,1.186034805
mar-60,BASICA ,MORICHE,1.150411499
abr-60,BASICA ,MORICHE,1.129010171
may-60,BASICA ,MORICHE,1.100234879
jun-60,BASICA ,MORICHE,1.079945146
jul-60,BASICA ,MORICHE,1.047989893
ago-60,BASICA ,MORICHE,1.032245294
sep-60,BASICA ,MORICHE,1.013215333
oct-60,BASICA ,MORICHE,0.991251246
nov-60,BASICA ,MORICHE,0.93699526
dic-60,BASICA ,MORICHE,0.923285801
ene-20,INCREMENTAL,NARE_SUR,0
feb-20,INCREMENTAL,NARE_SUR,0
mar-20,INCREMENTAL,NARE_SUR,0
abr-20,INCREMENTAL,NARE_SUR,0
may-20,INCREMENTAL,NARE_SUR,0
jun-20,INCREMENTAL,NARE_SUR,0
jul-20,INCREMENTAL,NARE_SUR,0
ago-20,INCREMENTAL,NARE_SUR,0
sep-20,INCREMENTAL,NARE_SUR,0
oct-20,INCREMENTAL,NARE_SUR,0
nov-20,INCREMENTAL,NARE_SUR,0
dic-20,INCREMENTAL,NARE_SUR,0
ene-21,INCREMENTAL,NARE_SUR,0
feb-21,INCREMENTAL,NARE_SUR,0
mar-21,INCREMENTAL,NARE_SUR,0
abr-21,INCREMENTAL,NARE_SUR,0
may-21,INCREMENTAL,NARE_SUR,0
jun-21,INCREMENTAL,NARE_SUR,0
jul-21,INCREMENTAL,NARE_SUR,0
ago-21,INCREMENTAL,NARE_SUR,0
sep-21,INCREMENTAL,NARE_SUR,0
oct-21,INCREMENTAL,NARE_SUR,0
nov-21,INCREMENTAL,NARE_SUR,0
dic-21,INCREMENTAL,NARE_SUR,0
ene-22,INCREMENTAL,NARE_SUR,0
feb-22,INCREMENTAL,NARE_SUR,0
mar-22,INCREMENTAL,NARE_SUR,0
abr-22,INCREMENTAL,NARE_SUR,0
may-22,INCREMENTAL,NARE_SUR,0
jun-22,INCREMENTAL,NARE_SUR,0
jul-22,INCREMENTAL,NARE_SUR,0
ago-22,INCREMENTAL,NARE_SUR,0
sep-22,INCREMENTAL,NARE_SUR,0
oct-22,INCREMENTAL,NARE_SUR,0
nov-22,INCREMENTAL,NARE_SUR,0
dic-22,INCREMENTAL,NARE_SUR,0
ene-23,INCREMENTAL,NARE_SUR,37.03703704
feb-23,INCREMENTAL,NARE_SUR,94.27102491
mar-23,INCREMENTAL,NARE_SUR,171.7019636
abr-23,INCREMENTAL,NARE_SUR,269.3298531
may-23,INCREMENTAL,NARE_SUR,387.1546935
jun-23,INCREMENTAL,NARE_SUR,525.1764847
jul-23,INCREMENTAL,NARE_SUR,683.3952268
ago-23,INCREMENTAL,NARE_SUR,861.8109196
sep-23,INCREMENTAL,NARE_SUR,1060.423563
oct-23,INCREMENTAL,NARE_SUR,1279.233158
nov-23,INCREMENTAL,NARE_SUR,1518.239703
dic-23,INCREMENTAL,NARE_SUR,1757.246249
ene-24,INCREMENTAL,NARE_SUR,1996.252794
feb-24,INCREMENTAL,NARE_SUR,2235.259339
mar-24,INCREMENTAL,NARE_SUR,2472.340911
abr-24,INCREMENTAL,NARE_SUR,2707.528376
may-24,INCREMENTAL,NARE_SUR,2940.851862
jun-24,INCREMENTAL,NARE_SUR,3172.340784
jul-24,INCREMENTAL,NARE_SUR,3402.02386
ago-24,INCREMENTAL,NARE_SUR,3629.929139
sep-24,INCREMENTAL,NARE_SUR,3856.084018
oct-24,INCREMENTAL,NARE_SUR,4080.515264
nov-24,INCREMENTAL,NARE_SUR,4303.249035
dic-24,INCREMENTAL,NARE_SUR,4487.273855
ene-25,INCREMENTAL,NARE_SUR,4649.454799
feb-25,INCREMENTAL,NARE_SUR,4789.816298
mar-25,INCREMENTAL,NARE_SUR,4908.382241
abr-25,INCREMENTAL,NARE_SUR,5005.175992
may-25,INCREMENTAL,NARE_SUR,5080.220405
jun-25,INCREMENTAL,NARE_SUR,5133.537839
jul-25,INCREMENTAL,NARE_SUR,5165.150172
ago-25,INCREMENTAL,NARE_SUR,5175.078814
sep-25,INCREMENTAL,NARE_SUR,5163.344723
oct-25,INCREMENTAL,NARE_SUR,5129.968414
nov-25,INCREMENTAL,NARE_SUR,5095.166924
dic-25,INCREMENTAL,NARE_SUR,5058.959923
ene-26,INCREMENTAL,NARE_SUR,5021.366675
feb-26,INCREMENTAL,NARE_SUR,4984.331025
mar-26,INCREMENTAL,NARE_SUR,4947.840591
abr-26,INCREMENTAL,NARE_SUR,4911.883357
may-26,INCREMENTAL,NARE_SUR,4876.447661
jun-26,INCREMENTAL,NARE_SUR,4841.522178
jul-26,INCREMENTAL,NARE_SUR,4807.095913
ago-26,INCREMENTAL,NARE_SUR,4773.158184
sep-26,INCREMENTAL,NARE_SUR,4739.698614
oct-26,INCREMENTAL,NARE_SUR,4706.707119
nov-26,INCREMENTAL,NARE_SUR,4674.173899
dic-26,INCREMENTAL,NARE_SUR,4642.089425
ene-27,INCREMENTAL,NARE_SUR,4610.444434
feb-27,INCREMENTAL,NARE_SUR,4579.229915
mar-27,INCREMENTAL,NARE_SUR,4548.437105
abr-27,INCREMENTAL,NARE_SUR,4518.057476
may-27,INCREMENTAL,NARE_SUR,4488.082732
jun-27,INCREMENTAL,NARE_SUR,4458.504796
jul-27,INCREMENTAL,NARE_SUR,4429.315808
ago-27,INCREMENTAL,NARE_SUR,4400.508112
sep-27,INCREMENTAL,NARE_SUR,4372.074256
oct-27,INCREMENTAL,NARE_SUR,4344.006979
nov-27,INCREMENTAL,NARE_SUR,4316.299208
dic-27,INCREMENTAL,NARE_SUR,4288.944054
ene-28,INCREMENTAL,NARE_SUR,4261.9348
feb-28,INCREMENTAL,NARE_SUR,4235.264901
mar-28,INCREMENTAL,NARE_SUR,4208.927977
abr-28,INCREMENTAL,NARE_SUR,4182.917808
may-28,INCREMENTAL,NARE_SUR,4157.228326
jun-28,INCREMENTAL,NARE_SUR,4131.853616
jul-28,INCREMENTAL,NARE_SUR,4106.787906
ago-28,INCREMENTAL,NARE_SUR,4082.025565
sep-28,INCREMENTAL,NARE_SUR,4057.5611
oct-28,INCREMENTAL,NARE_SUR,4033.38915
nov-28,INCREMENTAL,NARE_SUR,4009.504479
dic-28,INCREMENTAL,NARE_SUR,3985.901981
ene-29,INCREMENTAL,NARE_SUR,3962.576666
feb-29,INCREMENTAL,NARE_SUR,3939.523665
mar-29,INCREMENTAL,NARE_SUR,3916.73822
abr-29,INCREMENTAL,NARE_SUR,3894.215684
may-29,INCREMENTAL,NARE_SUR,3871.95152
jun-29,INCREMENTAL,NARE_SUR,3849.941291
jul-29,INCREMENTAL,NARE_SUR,3828.180666
ago-29,INCREMENTAL,NARE_SUR,3806.665407
sep-29,INCREMENTAL,NARE_SUR,3785.391377
oct-29,INCREMENTAL,NARE_SUR,3764.354527
nov-29,INCREMENTAL,NARE_SUR,3743.550902
dic-29,INCREMENTAL,NARE_SUR,3722.976633
ene-30,INCREMENTAL,NARE_SUR,3702.627936
feb-30,INCREMENTAL,NARE_SUR,3682.501112
mar-30,INCREMENTAL,NARE_SUR,3662.59254
abr-30,INCREMENTAL,NARE_SUR,3642.89868
may-30,INCREMENTAL,NARE_SUR,3623.416067
jun-30,INCREMENTAL,NARE_SUR,3604.14131
jul-30,INCREMENTAL,NARE_SUR,3585.071092
ago-30,INCREMENTAL,NARE_SUR,3566.202166
sep-30,INCREMENTAL,NARE_SUR,3547.531352
oct-30,INCREMENTAL,NARE_SUR,3529.055538
nov-30,INCREMENTAL,NARE_SUR,3510.771677
dic-30,INCREMENTAL,NARE_SUR,3492.676785
ene-31,INCREMENTAL,NARE_SUR,3474.767941
feb-31,INCREMENTAL,NARE_SUR,3457.042282
mar-31,INCREMENTAL,NARE_SUR,3439.497004
abr-31,INCREMENTAL,NARE_SUR,3422.129362
may-31,INCREMENTAL,NARE_SUR,3404.936664
jun-31,INCREMENTAL,NARE_SUR,3387.916274
jul-31,INCREMENTAL,NARE_SUR,3371.065608
ago-31,INCREMENTAL,NARE_SUR,3354.382134
sep-31,INCREMENTAL,NARE_SUR,3337.86337
oct-31,INCREMENTAL,NARE_SUR,3321.506883
nov-31,INCREMENTAL,NARE_SUR,3305.310288
dic-31,INCREMENTAL,NARE_SUR,3289.271246
ene-32,INCREMENTAL,NARE_SUR,3273.387464
feb-32,INCREMENTAL,NARE_SUR,3257.656694
mar-32,INCREMENTAL,NARE_SUR,3242.07673
abr-32,INCREMENTAL,NARE_SUR,3226.64541
may-32,INCREMENTAL,NARE_SUR,3211.36061
jun-32,INCREMENTAL,NARE_SUR,3196.22025
jul-32,INCREMENTAL,NARE_SUR,3181.222288
ago-32,INCREMENTAL,NARE_SUR,3166.36472
sep-32,INCREMENTAL,NARE_SUR,3151.645579
oct-32,INCREMENTAL,NARE_SUR,3137.062936
nov-32,INCREMENTAL,NARE_SUR,3122.614896
dic-32,INCREMENTAL,NARE_SUR,3108.299602
ene-33,INCREMENTAL,NARE_SUR,3094.115227
feb-33,INCREMENTAL,NARE_SUR,3080.059981
mar-33,INCREMENTAL,NARE_SUR,3066.132105
abr-33,INCREMENTAL,NARE_SUR,3052.329872
may-33,INCREMENTAL,NARE_SUR,3038.651586
jun-33,INCREMENTAL,NARE_SUR,3025.095581
jul-33,INCREMENTAL,NARE_SUR,3011.660223
ago-33,INCREMENTAL,NARE_SUR,2998.343903
sep-33,INCREMENTAL,NARE_SUR,2985.145045
oct-33,INCREMENTAL,NARE_SUR,2972.062098
nov-33,INCREMENTAL,NARE_SUR,2959.093539
dic-33,INCREMENTAL,NARE_SUR,2946.237872
ene-34,INCREMENTAL,NARE_SUR,2933.493625
feb-34,INCREMENTAL,NARE_SUR,2920.859355
mar-34,INCREMENTAL,NARE_SUR,2908.333642
abr-34,INCREMENTAL,NARE_SUR,2895.915088
may-34,INCREMENTAL,NARE_SUR,2883.602324
jun-34,INCREMENTAL,NARE_SUR,2871.394
jul-34,INCREMENTAL,NARE_SUR,2859.288791
ago-34,INCREMENTAL,NARE_SUR,2847.285394
sep-34,INCREMENTAL,NARE_SUR,2835.382527
oct-34,INCREMENTAL,NARE_SUR,2823.578931
nov-34,INCREMENTAL,NARE_SUR,2811.873367
dic-34,INCREMENTAL,NARE_SUR,2800.264617
ene-35,INCREMENTAL,NARE_SUR,2788.751482
feb-35,INCREMENTAL,NARE_SUR,2777.332784
mar-35,INCREMENTAL,NARE_SUR,2766.007364
abr-35,INCREMENTAL,NARE_SUR,2754.774082
may-35,INCREMENTAL,NARE_SUR,2743.631816
jun-35,INCREMENTAL,NARE_SUR,2732.579463
jul-35,INCREMENTAL,NARE_SUR,2721.615938
ago-35,INCREMENTAL,NARE_SUR,2710.740171
sep-35,INCREMENTAL,NARE_SUR,2699.951112
oct-35,INCREMENTAL,NARE_SUR,2689.247726
nov-35,INCREMENTAL,NARE_SUR,2678.628995
dic-35,INCREMENTAL,NARE_SUR,2668.093918
ene-36,INCREMENTAL,NARE_SUR,2657.641509
feb-36,INCREMENTAL,NARE_SUR,2647.270796
mar-36,INCREMENTAL,NARE_SUR,2636.980824
abr-36,INCREMENTAL,NARE_SUR,2626.770653
may-36,INCREMENTAL,NARE_SUR,2616.639356
jun-36,INCREMENTAL,NARE_SUR,2606.586022
jul-36,INCREMENTAL,NARE_SUR,2596.609754
ago-36,INCREMENTAL,NARE_SUR,2586.709666
sep-36,INCREMENTAL,NARE_SUR,2576.884888
oct-36,INCREMENTAL,NARE_SUR,2567.134564
nov-36,INCREMENTAL,NARE_SUR,2557.457848
dic-36,INCREMENTAL,NARE_SUR,2547.85391
ene-37,INCREMENTAL,NARE_SUR,2538.32193
feb-37,INCREMENTAL,NARE_SUR,2528.861102
mar-37,INCREMENTAL,NARE_SUR,2519.47063
abr-37,INCREMENTAL,NARE_SUR,2510.149732
may-37,INCREMENTAL,NARE_SUR,2500.897636
jun-37,INCREMENTAL,NARE_SUR,2491.713583
jul-37,INCREMENTAL,NARE_SUR,2482.596823
ago-37,INCREMENTAL,NARE_SUR,2473.546619
sep-37,INCREMENTAL,NARE_SUR,2464.562244
oct-37,INCREMENTAL,NARE_SUR,2455.64298
nov-37,INCREMENTAL,NARE_SUR,2446.788123
dic-37,INCREMENTAL,NARE_SUR,2437.996975
ene-38,INCREMENTAL,NARE_SUR,2429.268851
feb-38,INCREMENTAL,NARE_SUR,2420.603075
mar-38,INCREMENTAL,NARE_SUR,2411.99898
abr-38,INCREMENTAL,NARE_SUR,2403.455909
may-38,INCREMENTAL,NARE_SUR,2394.973215
jun-38,INCREMENTAL,NARE_SUR,2386.550259
jul-38,INCREMENTAL,NARE_SUR,2378.186411
ago-38,INCREMENTAL,NARE_SUR,2369.881051
sep-38,INCREMENTAL,NARE_SUR,2361.633566
oct-38,INCREMENTAL,NARE_SUR,2353.443353
nov-38,INCREMENTAL,NARE_SUR,2345.309818
dic-38,INCREMENTAL,NARE_SUR,2337.232372
ene-39,INCREMENTAL,NARE_SUR,2329.210437
feb-39,INCREMENTAL,NARE_SUR,2321.243442
mar-39,INCREMENTAL,NARE_SUR,2313.330823
abr-39,INCREMENTAL,NARE_SUR,2305.472027
may-39,INCREMENTAL,NARE_SUR,2297.666504
jun-39,INCREMENTAL,NARE_SUR,2289.913714
jul-39,INCREMENTAL,NARE_SUR,2282.213124
ago-39,INCREMENTAL,NARE_SUR,2274.564208
sep-39,INCREMENTAL,NARE_SUR,2266.966447
oct-39,INCREMENTAL,NARE_SUR,2259.419329
nov-39,INCREMENTAL,NARE_SUR,2251.922349
dic-39,INCREMENTAL,NARE_SUR,2244.475008
ene-40,INCREMENTAL,NARE_SUR,2237.076814
feb-40,INCREMENTAL,NARE_SUR,2229.727283
mar-40,INCREMENTAL,NARE_SUR,2222.425934
abr-40,INCREMENTAL,NARE_SUR,2215.172295
may-40,INCREMENTAL,NARE_SUR,2207.9659
jun-40,INCREMENTAL,NARE_SUR,2200.806289
jul-40,INCREMENTAL,NARE_SUR,2193.693005
ago-40,INCREMENTAL,NARE_SUR,2186.625601
sep-40,INCREMENTAL,NARE_SUR,2179.603635
oct-40,INCREMENTAL,NARE_SUR,2172.626668
nov-40,INCREMENTAL,NARE_SUR,2165.694269
dic-40,INCREMENTAL,NARE_SUR,2158.806012
ene-41,INCREMENTAL,NARE_SUR,2151.961476
feb-41,INCREMENTAL,NARE_SUR,2145.160246
mar-41,INCREMENTAL,NARE_SUR,2138.401913
abr-41,INCREMENTAL,NARE_SUR,2131.68607
may-41,INCREMENTAL,NARE_SUR,2125.012318
jun-41,INCREMENTAL,NARE_SUR,2118.380262
jul-41,INCREMENTAL,NARE_SUR,2111.789513
ago-41,INCREMENTAL,NARE_SUR,2105.239685
sep-41,INCREMENTAL,NARE_SUR,2098.730398
oct-41,INCREMENTAL,NARE_SUR,2092.261276
nov-41,INCREMENTAL,NARE_SUR,2085.831949
dic-41,INCREMENTAL,NARE_SUR,2079.44205
ene-42,INCREMENTAL,NARE_SUR,2073.091217
feb-42,INCREMENTAL,NARE_SUR,2066.779093
mar-42,INCREMENTAL,NARE_SUR,2060.505324
abr-42,INCREMENTAL,NARE_SUR,2054.269562
may-42,INCREMENTAL,NARE_SUR,2048.071461
jun-42,INCREMENTAL,NARE_SUR,2041.910683
jul-42,INCREMENTAL,NARE_SUR,2035.786889
ago-42,INCREMENTAL,NARE_SUR,2029.699748
sep-42,INCREMENTAL,NARE_SUR,2023.648932
oct-42,INCREMENTAL,NARE_SUR,2017.634116
nov-42,INCREMENTAL,NARE_SUR,2011.654979
dic-42,INCREMENTAL,NARE_SUR,2005.711205
ene-43,INCREMENTAL,NARE_SUR,1999.80248
feb-43,INCREMENTAL,NARE_SUR,1993.928496
mar-43,INCREMENTAL,NARE_SUR,1988.088946
abr-43,INCREMENTAL,NARE_SUR,1982.283528
may-43,INCREMENTAL,NARE_SUR,1976.511944
jun-43,INCREMENTAL,NARE_SUR,1970.773899
jul-43,INCREMENTAL,NARE_SUR,1965.0691
ago-43,INCREMENTAL,NARE_SUR,1959.39726
sep-43,INCREMENTAL,NARE_SUR,1953.758093
oct-43,INCREMENTAL,NARE_SUR,1948.151317
nov-43,INCREMENTAL,NARE_SUR,1942.576655
dic-43,INCREMENTAL,NARE_SUR,1937.033831
ene-44,INCREMENTAL,NARE_SUR,1931.522572
feb-44,INCREMENTAL,NARE_SUR,1926.04261
mar-44,INCREMENTAL,NARE_SUR,1920.593679
abr-44,INCREMENTAL,NARE_SUR,1915.175515
may-44,INCREMENTAL,NARE_SUR,1909.787858
jun-44,INCREMENTAL,NARE_SUR,1904.430452
jul-44,INCREMENTAL,NARE_SUR,1899.103041
ago-44,INCREMENTAL,NARE_SUR,1893.805376
sep-44,INCREMENTAL,NARE_SUR,1888.537206
oct-44,INCREMENTAL,NARE_SUR,1883.298287
nov-44,INCREMENTAL,NARE_SUR,1878.088375
dic-44,INCREMENTAL,NARE_SUR,1872.907229
ene-45,INCREMENTAL,NARE_SUR,1867.754612
feb-45,INCREMENTAL,NARE_SUR,1862.630289
mar-45,INCREMENTAL,NARE_SUR,1857.534027
abr-45,INCREMENTAL,NARE_SUR,1852.465597
may-45,INCREMENTAL,NARE_SUR,1847.42477
jun-45,INCREMENTAL,NARE_SUR,1842.411321
jul-45,INCREMENTAL,NARE_SUR,1837.425028
ago-45,INCREMENTAL,NARE_SUR,1832.465672
sep-45,INCREMENTAL,NARE_SUR,1827.533033
oct-45,INCREMENTAL,NARE_SUR,1822.626896
nov-45,INCREMENTAL,NARE_SUR,1817.747049
dic-45,INCREMENTAL,NARE_SUR,1812.89328
ene-46,INCREMENTAL,NARE_SUR,1808.065381
feb-46,INCREMENTAL,NARE_SUR,1803.263145
mar-46,INCREMENTAL,NARE_SUR,1798.486369
abr-46,INCREMENTAL,NARE_SUR,1793.734849
may-46,INCREMENTAL,NARE_SUR,1789.008387
jun-46,INCREMENTAL,NARE_SUR,1784.306784
jul-46,INCREMENTAL,NARE_SUR,1779.629844
ago-46,INCREMENTAL,NARE_SUR,1774.977375
sep-46,INCREMENTAL,NARE_SUR,1770.349183
oct-46,INCREMENTAL,NARE_SUR,1765.745081
nov-46,INCREMENTAL,NARE_SUR,1761.164879
dic-46,INCREMENTAL,NARE_SUR,1756.608392
ene-47,INCREMENTAL,NARE_SUR,1752.075436
feb-47,INCREMENTAL,NARE_SUR,1747.56583
mar-47,INCREMENTAL,NARE_SUR,1743.079393
abr-47,INCREMENTAL,NARE_SUR,1738.615947
may-47,INCREMENTAL,NARE_SUR,1734.175316
jun-47,INCREMENTAL,NARE_SUR,1729.757325
jul-47,INCREMENTAL,NARE_SUR,1725.361801
ago-47,INCREMENTAL,NARE_SUR,1720.988574
sep-47,INCREMENTAL,NARE_SUR,1716.637473
oct-47,INCREMENTAL,NARE_SUR,1712.308332
nov-47,INCREMENTAL,NARE_SUR,1708.000984
dic-47,INCREMENTAL,NARE_SUR,1703.715265
ene-48,INCREMENTAL,NARE_SUR,1699.451013
feb-48,INCREMENTAL,NARE_SUR,1695.208066
mar-48,INCREMENTAL,NARE_SUR,1690.986266
abr-48,INCREMENTAL,NARE_SUR,1686.785453
may-48,INCREMENTAL,NARE_SUR,1682.605473
jun-48,INCREMENTAL,NARE_SUR,1678.446171
jul-48,INCREMENTAL,NARE_SUR,1674.307393
ago-48,INCREMENTAL,NARE_SUR,1670.188987
sep-48,INCREMENTAL,NARE_SUR,1666.090805
oct-48,INCREMENTAL,NARE_SUR,1662.012696
nov-48,INCREMENTAL,NARE_SUR,1657.954514
dic-48,INCREMENTAL,NARE_SUR,1653.916112
ene-49,INCREMENTAL,NARE_SUR,1649.897348
feb-49,INCREMENTAL,NARE_SUR,1645.898077
mar-49,INCREMENTAL,NARE_SUR,1641.918158
abr-49,INCREMENTAL,NARE_SUR,1637.95745
may-49,INCREMENTAL,NARE_SUR,1634.015816
jun-49,INCREMENTAL,NARE_SUR,1630.093118
jul-49,INCREMENTAL,NARE_SUR,1626.189218
ago-49,INCREMENTAL,NARE_SUR,1622.303983
sep-49,INCREMENTAL,NARE_SUR,1618.437279
oct-49,INCREMENTAL,NARE_SUR,1614.588973
nov-49,INCREMENTAL,NARE_SUR,1610.758934
dic-49,INCREMENTAL,NARE_SUR,1606.947033
ene-50,INCREMENTAL,NARE_SUR,1603.153141
feb-50,INCREMENTAL,NARE_SUR,1599.377131
mar-50,INCREMENTAL,NARE_SUR,1595.618876
abr-50,INCREMENTAL,NARE_SUR,1591.878251
may-50,INCREMENTAL,NARE_SUR,1588.155133
jun-50,INCREMENTAL,NARE_SUR,1584.449398
jul-50,INCREMENTAL,NARE_SUR,1580.760926
ago-50,INCREMENTAL,NARE_SUR,1577.089596
sep-50,INCREMENTAL,NARE_SUR,1573.435288
oct-50,INCREMENTAL,NARE_SUR,1569.797885
nov-50,INCREMENTAL,NARE_SUR,1566.17727
dic-50,INCREMENTAL,NARE_SUR,1562.573325
ene-51,INCREMENTAL,NARE_SUR,1558.985937
feb-51,INCREMENTAL,NARE_SUR,1555.414992
mar-51,INCREMENTAL,NARE_SUR,1551.860376
abr-51,INCREMENTAL,NARE_SUR,1548.321978
may-51,INCREMENTAL,NARE_SUR,1544.799687
jun-51,INCREMENTAL,NARE_SUR,1541.293394
jul-51,INCREMENTAL,NARE_SUR,1537.802989
ago-51,INCREMENTAL,NARE_SUR,1534.328364
sep-51,INCREMENTAL,NARE_SUR,1530.869414
oct-51,INCREMENTAL,NARE_SUR,1527.426031
nov-51,INCREMENTAL,NARE_SUR,1523.998112
dic-51,INCREMENTAL,NARE_SUR,1456.075962
ene-52,INCREMENTAL,NARE_SUR,1388.309677
feb-52,INCREMENTAL,NARE_SUR,1320.698543
mar-52,INCREMENTAL,NARE_SUR,1253.24185
abr-52,INCREMENTAL,NARE_SUR,1185.938895
may-52,INCREMENTAL,NARE_SUR,1118.788979
jun-52,INCREMENTAL,NARE_SUR,1051.791405
jul-52,INCREMENTAL,NARE_SUR,984.9454861
ago-52,INCREMENTAL,NARE_SUR,918.2505353
sep-52,INCREMENTAL,NARE_SUR,851.7058727
oct-52,INCREMENTAL,NARE_SUR,785.3108221
nov-52,INCREMENTAL,NARE_SUR,719.0647121
dic-52,INCREMENTAL,NARE_SUR,652.966876
ene-53,INCREMENTAL,NARE_SUR,587.0166512
feb-53,INCREMENTAL,NARE_SUR,521.2133797
mar-53,INCREMENTAL,NARE_SUR,455.556408
abr-53,INCREMENTAL,NARE_SUR,390.0450868
may-53,INCREMENTAL,NARE_SUR,324.6787711
jun-53,INCREMENTAL,NARE_SUR,259.4568203
jul-53,INCREMENTAL,NARE_SUR,194.3785979
ago-53,INCREMENTAL,NARE_SUR,129.4434718
sep-53,INCREMENTAL,NARE_SUR,64.65081377
oct-53,INCREMENTAL,NARE_SUR,0
nov-53,INCREMENTAL,NARE_SUR,0
dic-53,INCREMENTAL,NARE_SUR,0
ene-54,INCREMENTAL,NARE_SUR,0
feb-54,INCREMENTAL,NARE_SUR,0
mar-54,INCREMENTAL,NARE_SUR,0
abr-54,INCREMENTAL,NARE_SUR,0
may-54,INCREMENTAL,NARE_SUR,0
jun-54,INCREMENTAL,NARE_SUR,0
jul-54,INCREMENTAL,NARE_SUR,0
ago-54,INCREMENTAL,NARE_SUR,0
sep-54,INCREMENTAL,NARE_SUR,0
oct-54,INCREMENTAL,NARE_SUR,0
nov-54,INCREMENTAL,NARE_SUR,0
dic-54,INCREMENTAL,NARE_SUR,0
ene-55,INCREMENTAL,NARE_SUR,0
feb-55,INCREMENTAL,NARE_SUR,0
mar-55,INCREMENTAL,NARE_SUR,0
abr-55,INCREMENTAL,NARE_SUR,0
may-55,INCREMENTAL,NARE_SUR,0
jun-55,INCREMENTAL,NARE_SUR,0
jul-55,INCREMENTAL,NARE_SUR,0
ago-55,INCREMENTAL,NARE_SUR,0
sep-55,INCREMENTAL,NARE_SUR,0
oct-55,INCREMENTAL,NARE_SUR,0
nov-55,INCREMENTAL,NARE_SUR,0
dic-55,INCREMENTAL,NARE_SUR,0
ene-56,INCREMENTAL,NARE_SUR,0
feb-56,INCREMENTAL,NARE_SUR,0
mar-56,INCREMENTAL,NARE_SUR,0
abr-56,INCREMENTAL,NARE_SUR,0
may-56,INCREMENTAL,NARE_SUR,0
jun-56,INCREMENTAL,NARE_SUR,0
jul-56,INCREMENTAL,NARE_SUR,0
ago-56,INCREMENTAL,NARE_SUR,0
