n,ID,D_ActivacionIncrem_Jaz,D_ActivacionIncrem_Abr,D_ActivacionIncrem_Gir,Opt_CalculoRagaliasIncrementales_Jaz,Opt_EscVentaCrudo,Opt_EscCAPEX_Perforacion,Opt_AlternativasFacilidades_ICV_AbrGir,Opt_CalculoRagaliasIncrementales_AbrGir,Unc_MultPreciobaseValorGas,Unc_MultCAPEXPerfo_UGEJaz,Unc_MultCAPEXFacilidades_Jaz,Unc_MultOPEX_UGEJaz,E_Brent,Total_VPN,volumen_Mbls,Capex,opex,flat
552,552.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.9,0.9,35.0,-684.375373615671,22.074667526002244,685.0246037528191,677.3319573880829,8.0
553,553.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.7,0.8,1.0,50.0,126.83498847658441,107.28334889774962,547.7390922247281,967.2414684130537,2.0
554,554.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,1.0,0.9,0.8,0.9,35.0,-375.25439140963266,100.22517557504405,500.1350922247281,1408.258852912478,4.0
555,555.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.9,0.9,40.0,-367.6762912585418,107.28334889774962,685.0246037528191,2703.5291047250935,8.0
556,556.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,0.7,0.9,0.9,45.0,280.5867358242636,107.28334889774962,554.5274837528191,929.6467339315336,2.0
557,557.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,0.7,1.0,0.9,60.0,21.567349087898187,107.28334889774962,540.5981152809101,2112.23498112724,6.0
558,558.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.7,0.9,1.0,60.0,46.008335436522295,107.28334889774962,554.5274837528191,2741.1238392066134,8.0
559,559.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.8,1.0,1.0,20.0,-639.2032772312197,22.074667526002244,622.27983528091,381.5526777971929,4.0
560,560.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,0.9,0.9,1.0,45.0,-307.6379435905549,105.70624730605883,540.2656037528191,2693.017854688147,8.0
561,561.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.9,0.9,1.0,35.0,-267.3215687624531,107.28334889774962,609.7711637528191,967.2414684130537,2.0
562,562.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,0.8,1.0,0.9,30.0,-209.56714548041103,107.28334889774962,560.4971152809101,1520.9408575293871,4.0
563,563.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.8,0.9,1.0,25.0,-408.5135674857777,107.28334889774962,620.254603752819,967.0939422463871,2.0
564,564.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.8,0.9,35.0,-745.4505003795099,22.074667526002244,644.8940922247282,829.1203880110872,10.0
565,565.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,0.9,0.7,1.0,20.0,-427.4919308102161,22.074667526002244,460.0045806966371,381.5526777971929,4.0
566,566.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.7,0.9,0.9,45.0,-668.2416809418146,22.074667526002244,587.869603752819,829.1203880110872,10.0
567,567.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.0,-727.1437108622326,22.074667526002244,725.1551152809101,685.1295390432012,8.0
568,568.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.9,0.8,1.0,60.0,-138.15083516859522,107.28334889774962,612.5090922247281,2149.82971560876,6.0
569,569.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.9,0.9,30.0,-778.2829075509859,22.074667526002244,685.0246037528191,677.3319573880829,8.0
570,570.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.8,1.0,25.0,-431.3561898411298,105.31286268931478,644.8940922247282,1524.404217250283,4.0
571,571.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.7,0.9,25.0,-631.1474040373386,22.074667526002244,479.9035806966371,677.3319573880829,8.0
572,572.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.8,0.9,1.0,35.0,-274.5547487322099,107.28334889774962,620.254603752819,967.2414684130537,2.0
573,573.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,0.7,0.9,45.0,-588.4235551569802,22.074667526002244,479.9035806966371,829.1203880110872,10.0
574,574.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,0.7,0.9,0.9,60.0,-98.79134944200867,107.28334889774962,500.4676037528191,2703.5291047250935,8.0
575,575.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.8,1.0,60.0,553.2089981818438,107.28334889774962,644.8940922247282,967.2414684130537,2.0
576,576.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.9,0.8,1.0,30.0,-645.5411198902646,22.074667526002244,569.6406522247281,685.1295390432012,8.0
577,577.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,0.8,1.0,55.0,-52.02699020846962,107.28334889774962,520.034092224728,3332.417962804467,10.0
578,578.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,0.9,0.7,0.9,45.0,-311.1448056538558,103.27775006678681,460.0045806966371,2020.6281911041622,6.0
579,579.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.8,0.7,1.0,40.0,-437.58161024313813,80.66104765383493,501.88830069663703,2037.596350367157,8.0
580,580.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,0.7,1.0,1.0,35.0,-84.6122649228159,107.28334889774962,540.5981152809101,967.2414684130537,2.0
581,581.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,0.9,0.9,0.9,40.0,-172.4825892252982,107.28334889774962,609.7711637528191,929.6467339315336,2.0
582,582.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,40.0,-153.8025331684165,107.28334889774962,600.2951152809101,1558.5355920109073,4.0
583,583.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,0.9,0.8,1.0,40.0,-167.5323964093581,107.28334889774962,612.5090922247281,2149.82971560876,6.0
584,584.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,0.8,0.8,0.9,45.0,-429.5417287737376,98.85987866875949,542.0188122247281,2468.373039537723,8.0
585,585.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.7,0.8,1.0,60.0,48.937716020289464,107.28334889774962,547.7390922247281,1558.5355920109073,4.0
586,586.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,0.9,0.8,0.9,60.0,11.681802752930283,107.28334889774962,612.5090922247281,3294.823228322946,10.0
587,587.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,30.0,-731.5068708504367,22.074667526002244,685.0246037528191,685.1295390432012,8.0
588,588.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.7,0.8,0.9,30.0,-317.26615376828755,103.27775006678681,460.33709222472805,1454.8515867317396,4.0
589,589.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.9,0.9,0.9,45.0,-575.4039803081491,79.22265472990578,652.6396037528191,2407.7577990839536,10.0
590,590.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,0.8,1.0,1.0,20.0,-797.7776642504298,22.074667526002244,660.3851152809101,685.1295390432012,8.0
591,591.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,2.0,1.0,0.7,0.9,0.9,35.0,-636.7621006669139,22.074667526002244,500.4676037528191,829.1203880110872,10.0
592,592.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,0.8,0.8,1.0,25.0,-809.4000677151535,22.074667526002244,542.0188122247281,836.9179696662056,10.0
593,593.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,0.9,1.0,0.9,20.0,-510.9773381242639,26.590134359482544,580.3961152809101,427.3158949293005,4.0
594,594.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.9,0.9,1.0,30.0,-582.7536307422157,22.074667526002244,609.7711637528191,533.3411084201972,6.0
595,595.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.9,0.8,0.9,55.0,-586.6470428082081,39.369419263007885,612.5090922247281,1288.120998659137,10.0
596,596.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,0.9,0.9,1.0,35.0,-116.75632200134214,107.28334889774962,540.2656037528191,967.2414684130537,2.0
597,597.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.7,0.9,1.0,45.0,272.0941525196844,107.28334889774962,554.5274837528191,967.2414684130537,2.0
598,598.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,0.7,0.7,1.0,30.0,-340.5543945765832,101.98924907953972,474.266460696637,1470.2558828139563,4.0
599,599.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,0.7,0.9,1.0,25.0,-519.9470854304665,22.074667526002244,587.869603752819,381.5526777971929,4.0
600,600.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.8,0.9,20.0,-631.4106749750679,22.074667526002244,644.8940922247282,373.7550961420745,4.0
601,601.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.7,1.0,0.9,35.0,-137.13914657420014,107.28334889774962,628.00011528091,1520.9408575293871,4.0
602,602.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.7,0.8,0.9,20.0,-487.359615317368,26.590134359482544,547.7390922247281,427.3158949293005,4.0
603,603.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,0.7,0.8,1.0,55.0,89.2855648846227,107.28334889774962,514.3969722247281,1558.5355920109073,4.0
604,604.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.8,0.9,40.0,-93.28838818445111,107.28334889774962,520.034092224728,1520.9408575293871,4.0
605,605.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.7,0.9,1.0,35.0,-115.89637762995771,107.28334889774962,587.869603752819,967.2414684130537,2.0
606,606.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,0.8,0.9,1.0,50.0,123.43143708374168,107.28334889774962,520.3666037528191,2149.82971560876,6.0
607,607.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,20.0,-662.418392332109,22.074667526002244,652.6396037528191,381.5526777971929,4.0
608,608.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,0.8,0.8,0.9,45.0,149.1935046117153,107.28334889774962,542.0188122247281,929.6467339315336,2.0
609,609.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.8,0.9,1.0,50.0,-86.56283151566002,107.28334889774962,620.254603752819,2741.1238392066134,8.0
610,610.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.8,0.9,1.0,20.0,-497.75652955358925,22.074667526002244,582.149323752819,229.76424717418868,2.0
611,611.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,0.8,0.8,0.9,35.0,-230.55076974431046,107.28334889774962,542.0188122247281,2112.23498112724,6.0
612,612.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,0.8,1.0,0.9,60.0,151.4787338194719,107.28334889774962,560.4971152809101,1520.9408575293871,4.0
613,613.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,0.7,1.0,20.0,-378.6241374492604,78.23144437675305,479.9035806966371,694.4676013021412,2.0
614,614.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.7,0.9,0.9,30.0,-165.31739792910653,107.28334889774962,500.4676037528191,929.6467339315336,2.0
615,615.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,0.9,1.0,45.0,-257.31039429478943,107.28334889774962,560.1646037528191,2149.82971560876,6.0
616,616.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.8,1.0,0.9,45.0,-628.9118580582625,31.063215397439986,660.3851152809101,866.7748770075423,8.0
617,617.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,0.9,0.8,0.9,20.0,-758.3641810560264,22.074667526002244,612.5090922247281,677.3319573880829,8.0
618,618.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.7,1.0,0.9,50.0,-317.6412758301161,107.28334889774962,628.00011528091,2112.23498112724,6.0
619,619.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.9,0.8,1.0,30.0,-248.46901064358994,107.28334889774962,612.5090922247281,967.2414684130537,2.0
620,620.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,1.0,0.7,0.9,1.0,45.0,-515.1551310595169,29.40342607886987,500.4676037528191,841.1899046653716,8.0
621,621.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.9,0.9,40.0,-663.2402867540443,22.074667526002244,637.393003752819,829.1203880110872,10.0
622,622.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,0.7,1.0,0.9,55.0,517.1380103925899,107.28334889774962,540.5981152809101,929.6467339315336,2.0
623,623.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.7,0.8,0.9,30.0,-585.1771968368869,22.074667526002244,547.7390922247281,525.5435267650787,6.0
624,624.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,0.9,0.8,0.9,25.0,-362.9488125996314,106.10900631115182,569.6406522247281,1500.881664715076,4.0
625,625.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,1.0,0.7,0.8,1.0,20.0,-739.543239767231,22.074667526002244,460.33709222472805,836.9179696662056,10.0
626,626.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.7,0.9,1.0,20.0,-523.187030351558,22.074667526002244,587.869603752819,229.76424717418868,2.0
627,627.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.9,1.0,55.0,-9.670761545731033,107.28334889774962,685.0246037528191,2149.82971560876,6.0
628,628.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.7,0.9,1.0,20.0,-839.7107104858335,22.074667526002244,554.5274837528191,836.9179696662056,10.0
629,629.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,2.0,1.0,0.7,0.7,1.0,45.0,-496.8455172270068,22.074667526002244,420.20658069663705,836.9179696662056,10.0
630,630.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,0.8,0.9,35.0,-117.9737897889706,107.28334889774962,597.2624922247281,1520.9408575293871,4.0
631,631.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.8,0.9,35.0,-177.10615925914973,107.28334889774962,644.8940922247282,929.6467339315336,2.0
632,632.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,0.8,0.9,1.0,30.0,-188.18964603161163,107.28334889774962,520.3666037528191,967.2414684130537,2.0
633,633.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,0.9,0.9,25.0,-229.30653854734916,107.28334889774962,637.393003752819,929.6467339315336,2.0
634,634.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.9,0.7,0.9,60.0,258.61506126248173,107.28334889774962,460.0045806966371,2112.23498112724,6.0
635,635.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,0.9,1.0,1.0,40.0,-0.18724068785906933,107.28334889774962,580.3961152809101,1558.5355920109073,4.0
636,636.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,0.7,1.0,1.0,35.0,-711.3402310979897,22.074667526002244,594.65799528091,836.9179696662056,10.0
637,637.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.7,0.9,30.0,-592.8640011214262,22.074667526002244,479.9035806966371,829.1203880110872,10.0
638,638.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.7,0.9,25.0,-544.7267434946,22.074667526002244,557.1319806966371,373.7550961420745,4.0
639,639.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.9,0.9,50.0,-181.57196453435415,107.28334889774962,560.1646037528191,2703.5291047250935,8.0
640,640.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,0.7,1.0,0.9,50.0,-173.45832672521917,107.28334889774962,540.5981152809101,3294.823228322946,10.0
641,641.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.8,1.0,1.0,30.0,-726.7076981776623,22.074667526002244,560.4971152809101,836.9179696662056,10.0
642,642.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.8,1.0,1.0,40.0,-52.31865855591329,107.28334889774962,660.3851152809101,1558.5355920109073,4.0
643,643.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,0.7,0.9,1.0,40.0,-480.2876204637209,83.97021315471582,554.5274837528191,2579.0985166871696,10.0
644,644.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,1.0,0.8,0.8,1.0,60.0,-94.76283975057171,107.28334889774962,480.2360922247281,2741.1238392066134,8.0
645,645.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,0.7,0.9,45.0,96.11353839570265,107.28334889774962,479.9035806966371,929.6467339315336,2.0
646,646.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9,1.0,25.0,-788.321634448462,22.074667526002244,685.0246037528191,685.1295390432012,8.0
647,647.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,40.0,-43.192145142919024,107.28334889774962,644.8940922247282,1558.5355920109073,4.0
648,648.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.9,0.7,0.9,45.0,-84.97316564710019,107.28334889774962,460.0045806966371,2112.23498112724,6.0
649,649.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.7,0.8,0.9,30.0,-508.9307354499433,22.074667526002244,514.3969722247281,525.5435267650787,6.0
650,650.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.9,1.0,45.0,-67.43618834792402,107.28334889774962,637.393003752819,2149.82971560876,6.0
651,651.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,35.0,-720.1415850066277,27.718476742601244,725.1551152809101,982.2513509311592,10.0
652,652.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.9,50.0,-115.04868070482514,107.28334889774962,677.52351528091,2703.5291047250935,8.0
653,653.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8,0.9,1.0,55.0,-262.66607997979867,107.28334889774962,620.254603752819,3332.417962804467,10.0
654,654.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.7,0.8,0.9,35.0,-265.89033250371125,107.28334889774962,547.7390922247281,1520.9408575293871,4.0
655,655.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.9,0.7,1.0,25.0,-599.9935229102482,22.074667526002244,572.3785806966371,533.3411084201972,6.0
656,656.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.7,0.8,1.0,35.0,-243.6828462656875,107.28334889774962,547.7390922247281,2149.82971560876,6.0
657,657.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,0.7,0.7,1.0,20.0,-478.42323347806894,22.074667526002244,474.266460696637,381.5526777971929,4.0
658,658.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9,0.9,0.9,40.0,-36.033194377836516,107.28334889774962,652.6396037528191,929.6467339315336,2.0
659,659.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.7,1.0,50.0,98.47388959239602,107.28334889774962,557.1319806966371,2149.82971560876,6.0
660,660.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60.0,-426.1104142290704,105.70624730605883,725.1551152809101,3273.9874557046587,10.0
661,661.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.7,0.7,0.9,40.0,-405.90332898345605,83.50440590664688,474.266460696637,2080.4214050255223,8.0
662,662.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.7,0.9,1.0,40.0,19.45612953525761,107.28334889774962,554.5274837528191,967.2414684130537,2.0
663,663.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,0.9,0.7,1.0,30.0,-223.4061355823797,107.28334889774962,572.3785806966371,967.2414684130537,2.0
664,664.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,0.9,0.7,1.0,60.0,-81.91840025736869,107.28334889774962,460.0045806966371,2741.1238392066134,8.0
665,665.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.7,0.9,0.9,30.0,-705.4372481014947,22.074667526002244,587.869603752819,677.3319573880829,8.0
666,666.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,0.9,0.8,1.0,25.0,-648.7810648113561,22.074667526002244,569.6406522247281,533.3411084201972,6.0
667,667.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,0.9,0.7,1.0,40.0,-83.97325395202182,107.28334889774962,460.0045806966371,967.2414684130537,2.0
668,668.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,0.7,1.0,1.0,50.0,359.9181358872701,107.28334889774962,594.65799528091,967.2414684130537,2.0
669,669.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8,0.7,0.9,35.0,-649.6758288543206,22.074667526002244,539.9935806966371,829.1203880110872,10.0
670,670.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,0.7,0.9,1.0,35.0,-550.6049568294882,22.074667526002244,500.4676037528191,685.1295390432012,8.0
671,671.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.9,30.0,-639.9270500424262,22.074667526002244,692.7701152809101,525.5435267650787,6.0
672,672.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,0.8,0.8,0.9,45.0,-190.78570179202447,107.28334889774962,542.0188122247281,1520.9408575293871,4.0
673,673.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7,0.9,60.0,-275.51920210174075,107.28334889774962,604.7635806966371,2703.5291047250935,8.0
674,674.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.8,0.9,1.0,60.0,-142.7480274596585,107.28334889774962,620.254603752819,2149.82971560876,6.0
675,675.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.7,0.7,1.0,20.0,-594.0508020018888,22.074667526002244,507.60858069663703,533.3411084201972,6.0
676,676.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.7,1.0,50.0,-22.202642671639044,107.28334889774962,557.1319806966371,1558.5355920109073,4.0
677,677.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,0.7,0.7,0.9,30.0,-271.9226094990957,107.28334889774962,474.266460696637,929.6467339315336,2.0
678,678.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,0.8,0.8,0.9,45.0,-634.4054143064837,22.074667526002244,542.0188122247281,829.1203880110872,10.0
679,679.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,2.0,1.0,0.9,0.8,0.9,60.0,230.5232042837352,107.28334889774962,500.1350922247281,929.6467339315336,2.0
680,680.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,0.8,0.8,0.9,30.0,-638.8458602709297,22.074667526002244,542.0188122247281,829.1203880110872,10.0
681,681.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.8,0.9,30.0,-695.6916010390444,22.074667526002244,644.8940922247282,677.3319573880829,8.0
682,682.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,2.0,1.0,0.9,1.0,1.0,20.0,-607.8798799222926,22.074667526002244,580.3961152809101,381.5526777971929,4.0
683,683.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,0.9,0.8,0.9,30.0,-782.9847456050373,22.074667526002244,569.6406522247281,829.1203880110872,10.0
684,684.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.8,0.7,0.9,25.0,-605.638625856667,22.074667526002244,539.9935806966371,677.3319573880829,8.0
685,685.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.8,1.0,35.0,-271.6771310184143,107.28334889774962,597.2624922247281,1558.5355920109073,4.0
686,686.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,0.8,1.0,50.0,72.75338545255983,107.28334889774962,597.2624922247281,2149.82971560876,6.0
687,687.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.8,0.7,0.9,30.0,-679.6772639684458,22.074667526002244,501.88830069663703,829.1203880110872,10.0
688,688.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.9,0.9,1.0,45.0,-553.7580430089288,78.23144437675305,609.7711637528191,2405.2540302940274,10.0
689,689.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,40.0,-405.39142349509416,107.28334889774962,725.1551152809101,2149.82971560876,6.0
690,690.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,0.8,1.0,1.0,35.0,-595.1314194896809,22.074667526002244,560.4971152809101,685.1295390432012,8.0
691,691.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.9,1.0,60.0,274.4924639903362,107.28334889774962,637.393003752819,2149.82971560876,6.0
692,692.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.9,1.0,20.0,-560.3755762159115,22.074667526002244,637.393003752819,229.76424717418868,2.0
693,693.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,0.9,0.8,1.0,35.0,-104.53276931702999,107.28334889774962,569.6406522247281,967.2414684130537,2.0
694,694.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.8,0.8,0.9,20.0,-796.2241927189763,22.074667526002244,542.0188122247281,829.1203880110872,10.0
695,695.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.9,40.0,-515.0593763356527,38.38813089554506,580.1240922247281,803.3065539922673,6.0
