n,ID,VPN,Unc_Mult_CAPEX_FACIL,Unc_Mult_CAPEX_PERFO,Unc_MultPreciobaseValorGas,E_Brent,Unc_MultOpex,Total_capex,Total_opex
209,209,181022.2443,0.92,0.96,0.8,40,0.91,59.0826096734,422731.1099078
210,210,164889.9853,0.96,0.94,0.1,40,0.99,60.0578404426,422763.5209361
211,211,163499.0839,1.0,0.92,1,40,0.92,61.0330712118,422736.200236
212,212,584690.9641,0.98,0.93,0.8,60,0.95,60.5454558272,422748.5802302
213,213,-30105.2428,0.91,0.92,0.1,30,0.91,57.677285369,422728.5802914
214,214,485380.7696,0.94,0.98,0.6,55,0.94,60.3445694661,422743.4899021
215,215,44196.9878,0.98,0.99,0.3,35,0.99,62.0941446434,422764.2436837
216,216,499124.2971,0.92,0.93,0.5,55,0.92,58.3082652654,422734.3933671
217,217,69703.4774,0.92,0.93,1,35,0.98,58.3082652654,422762.4057195
218,218,176608.5832,0.91,0.99,0.7,40,0.94,59.4840889878,422743.8512758
219,219,179594.1293,0.93,0.93,0.1,40,0.94,58.681130359,422741.6830332
220,220,-66642.1097,0.99,0.95,0.3,30,0.99,61.4345505262,422764.2436837
221,221,380296.0518,0.96,0.95,0.7,50,0.94,60.3159552453,422743.8512758
222,222,264807.7565,0.98,0.94,0.9,45,1.0,60.8035706299,422770.7795069
223,223,161904.4392,0.94,1.0,0.7,40,0.99,60.8607990715,422765.6891788
224,224,-56239.9704,0.96,0.99,0.5,30,0.92,61.3484144561,422734.3933671
225,225,67904.3816,0.91,0.98,0.1,35,0.96,59.2259741852,422750.4181944
226,226,53243.3211,0.97,0.98,0.8,35,0.94,61.463164747,422744.2126496
227,227,495765.9749,0.91,0.95,0.2,55,0.96,58.4516297771,422750.7795681
228,228,380454.0781,0.96,0.92,0.1,50,0.98,59.5416108372,422759.1533556
229,229,571962.9044,0.99,1.0,0.4,60,0.96,62.7251245397,422751.5023157
230,230,389990.8239,0.91,0.94,0.5,50,0.99,58.1935149744,422764.9664312
231,231,489830.8421,0.93,0.94,0.9,55,0.98,58.9392451617,422762.0443457
232,232,601726.7637,0.91,0.95,0.2,60,0.94,58.4516297771,422742.044407
233,233,381036.3344,0.96,0.96,0.7,50,0.91,60.574070048,422730.7485341
234,234,496447.5423,0.91,0.95,0.8,55,0.95,58.4516297771,422748.5802302
235,235,54477.8001,0.96,0.97,0.3,35,0.97,60.8321848507,422755.5085225
236,236,389900.2658,0.91,0.94,0.8,50,0.99,58.1935149744,422766.0505526
237,237,-55941.4702,0.95,0.97,1,30,0.97,60.459319757,422758.0381389
238,238,575699.5701,1.0,0.97,1,60,0.93,62.3236452253,422740.5678166
239,239,171575.9186,0.97,0.93,0.4,40,0.91,60.1725907336,422729.6644127
240,240,161987.7861,0.98,0.92,0.6,40,0.99,60.2873410245,422765.327805
241,241,-47726.8533,0.95,0.93,1,30,0.95,59.4268605463,422749.3029777
242,242,-32555.8511,0.91,0.92,0.9,30,0.93,57.677285369,422740.2064428
243,243,590663.0081,0.92,0.98,0.5,60,0.99,59.5988392788,422764.9664312
244,244,482896.1705,0.95,0.94,0.5,55,1.0,59.684975349,422769.3340118
245,245,169949.4893,0.93,1.0,0.1,40,0.94,60.4879339778,422741.6830332
246,246,486728.9563,0.93,0.97,0.8,55,0.97,59.7135895698,422757.3153914
247,247,277945.8802,0.95,0.94,0.5,45,0.95,59.684975349,422747.4961089
248,248,144596.3253,1.0,1.0,0.2,40,1.0,63.0979896333,422768.2498905
249,249,263056.3158,0.98,1.0,0.2,45,0.94,62.352259446,422742.044407
250,250,70017.9507,0.93,0.93,1,35,0.95,58.681130359,422749.3029777
251,251,75085.9335,0.93,0.91,0.2,35,0.93,58.1649007536,422737.6768264
252,252,63951.1293,0.95,0.95,0.6,35,0.93,59.9430901517,422739.1223215
253,253,386427.8901,0.92,1.0,0.3,50,0.92,60.1150688842,422733.6706196
254,254,590703.0705,0.95,0.94,0.1,60,0.96,59.684975349,422750.4181944
255,255,77970.1475,0.91,0.92,0.8,35,0.94,57.677285369,422744.2126496
256,256,52317.0701,0.99,0.94,0.6,35,0.95,61.1764357235,422747.8574827
257,257,277999.1561,0.95,0.97,0.4,45,0.91,60.459319757,422729.6644127
258,258,473505.4324,1.0,0.91,0.7,55,1.0,60.7749564091,422770.0567594
259,259,591414.8239,0.95,0.94,0.6,60,0.95,59.684975349,422747.8574827
260,260,365678.4814,1.0,0.95,0.5,50,0.98,61.8074156199,422760.5988507
261,261,368732.8556,0.98,0.96,0.3,50,0.99,61.3198002353,422764.2436837
262,262,162233.6366,0.98,0.97,0.6,40,0.92,61.577915038,422734.7547409
263,263,76809.9971,0.92,0.91,0.2,35,0.94,57.79203566,422742.044407
264,264,-62161.7434,1.0,0.93,0.2,30,0.95,61.2911860145,422746.4119876
265,265,379287.8824,0.98,0.91,0.7,50,0.95,60.0292262218,422748.2188564
266,266,469663.6617,1.0,0.99,1,55,0.92,62.8398748306,422736.200236
267,267,587323.9484,0.98,0.91,0.9,60,0.95,60.0292262218,422748.941604
268,268,482400.791,0.93,0.99,0.6,55,0.99,60.2298191751,422765.327805
269,269,385131.7331,0.93,0.96,0.1,50,0.96,59.4554747671,422750.4181944
270,270,-48755.2961,0.95,0.96,0.5,30,0.92,60.2012049544,422734.3933671
271,271,483710.2125,0.97,0.92,0.4,55,0.96,59.9144759309,422751.5023157
272,272,67892.2663,0.91,0.95,0.3,35,1.0,58.4516297771,422768.6112643
273,273,585981.3238,0.96,0.98,0.7,60,0.92,61.0902996534,422735.1161147
274,274,-48292.3387,0.91,1.0,0.2,30,0.97,59.7422037905,422755.1471487
275,275,48564.3043,0.99,0.93,0.7,35,1.0,60.9183209209,422770.0567594
276,276,385108.6432,0.93,0.93,0.1,50,1.0,58.681130359,422767.8885167
277,277,381629.491,0.95,0.96,0.7,50,0.94,60.2012049544,422743.8512758
278,278,62719.9114,0.93,1.0,0.1,35,0.93,60.4879339778,422737.3154526
279,279,593252.9128,0.91,1.0,0.5,60,0.96,59.7422037905,422751.8636895
280,280,488133.807,0.94,0.92,0.8,55,1.0,58.79588065,422770.4181332
281,281,63358.6926,0.94,0.99,0.2,35,0.91,60.6026842688,422728.9416652
282,282,579289.504,0.98,0.99,0.8,60,0.92,62.0941446434,422735.4774884
283,283,582176.8699,0.99,0.93,0.3,60,0.95,60.9183209209,422746.7733613
284,284,593115.5671,0.92,1.0,0.7,60,0.93,60.1150688842,422739.4836952
285,285,-38529.1155,0.94,0.91,0.5,30,0.92,58.5377658473,422734.3933671
286,286,-61946.1204,0.97,0.95,0.6,30,1.0,60.688820339,422769.6953856
287,287,476276.4532,0.99,0.93,0.1,55,0.97,60.9183209209,422754.785775
288,288,364318.5642,0.99,0.98,0.6,50,0.98,62.2088949343,422760.9602244
289,289,-51589.9583,0.96,0.93,0.6,30,0.96,59.7997256399,422752.2250632
290,290,164247.7789,0.97,0.96,0.8,40,0.94,60.9469351416,422744.2126496
