n,ID,D_ActivacionIncrem_Nar,D_ActivacionIncrem_Unr,Opt_CalculoRagaliasIncrementales_Nar,Opt_CalculoRagaliasIncrementales_Unr,Unc_MultPreciobaseValorGas,Opt_EscCAPEX_Perforacion,Opt_EscVentaCrudo,Unc_MultCAPEXPerfo_UGEUnr,Unc_MultOPEX_UGEUnr,Unc_MultCAPEXFacilidades_Nar,E_Brent,Total_VPN,volumen_Mbls,Capex,opex
184,184.0,1.0,1.0,1.0,1.0,0.1,3.0,1.0,1.0,1.0,0.7,30.0,-370.0350045844948,11.036907577547803,604.9366148563663,163.42691035007562
185,185.0,1.0,1.0,1.0,1.0,0.5,3.0,2.0,1.0,1.0,1.0,60.0,-265.9711485518907,23.078289705525684,718.3051640805235,628.468961850303
186,186.0,1.0,1.0,1.0,1.0,0.4,1.0,2.0,0.7,0.9,0.8,50.0,-274.5397085274263,23.078289705525684,665.2451312644187,535.1728817788191
187,187.0,1.0,1.0,1.0,1.0,0.6,3.0,1.0,0.7,0.9,0.7,40.0,-306.84885720429156,10.930340600310041,502.8136148563663,264.15410453168437
188,188.0,1.0,1.0,1.0,1.0,0.6,3.0,1.0,0.7,1.0,1.0,40.0,-382.9784603784716,6.576605908635223,616.1821640805234,166.58255659989092
189,189.0,1.0,1.0,1.0,1.0,0.1,2.0,1.0,0.8,0.9,0.8,50.0,-261.4600771806192,23.078289705525684,660.6430912644187,352.4777784600971
190,190.0,1.0,1.0,1.0,1.0,0.6,2.0,2.0,0.9,1.0,0.9,50.0,-352.3295046353721,23.078289705525684,721.304727672471,689.3673296232106
191,191.0,1.0,1.0,1.0,1.0,0.2,2.0,1.0,0.8,0.9,1.0,60.0,-257.283309263118,23.078289705525684,736.2221240805234,413.3761462330045
192,192.0,1.0,1.0,1.0,1.0,0.3,2.0,1.0,0.9,1.0,1.0,40.0,-432.2633985225353,17.228584059626538,759.0942440805235,350.9456035835528
193,193.0,1.0,1.0,1.0,1.0,0.4,1.0,2.0,1.0,1.0,0.9,30.0,-482.33553269462755,9.617224844721495,783.425647672471,202.8468901689825
194,194.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.9,1.0,30.0,-485.417043728394,4.435883168136524,718.3051640805235,144.49233681894896
195,195.0,1.0,1.0,1.0,1.0,0.3,2.0,2.0,0.7,1.0,0.8,40.0,-316.9266138574142,23.078289705525684,637.7709712644187,506.6722263044884
196,196.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.8,0.9,0.9,30.0,-474.21145273728035,4.435883168136524,729.8316476724711,107.96386264888082
197,197.0,1.0,1.0,1.0,1.0,0.4,2.0,1.0,0.8,1.0,0.8,50.0,-322.36307383622415,23.078289705525684,660.6430912644187,567.5705940773958
198,198.0,1.0,1.0,1.0,1.0,0.3,2.0,2.0,0.7,1.0,0.7,40.0,-294.14511754576426,23.078289705525684,599.9814548563663,506.6722263044884
199,199.0,1.0,1.0,1.0,1.0,0.6,2.0,1.0,0.7,0.9,0.7,30.0,-395.1904510474,4.435883168136524,599.9814548563663,107.96386264888082
200,200.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,0.7,1.0,0.8,50.0,-301.2423958933432,23.078289705525684,665.2451312644187,628.468961850303
201,201.0,1.0,1.0,1.0,1.0,0.2,3.0,1.0,0.7,0.9,0.9,50.0,-227.80859887992142,23.078289705525684,578.3926476724711,413.3761462330045
202,202.0,1.0,1.0,1.0,1.0,0.1,2.0,1.0,0.8,1.0,0.8,50.0,-271.062609901692,23.078289705525684,660.6430912644187,384.8754907586737
203,203.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.9,0.9,0.8,30.0,-472.6628377086408,4.435883168136524,718.8391312644187,117.09598119139785
204,204.0,1.0,1.0,1.0,1.0,0.9,3.0,1.0,0.7,1.0,0.7,30.0,-353.06409296115,4.435883168136524,502.8136148563663,141.26812398685178
205,205.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,0.9,1.0,1.0,40.0,-419.3457250532011,23.078289705525684,794.4181640805233,384.8754907586737
206,206.0,1.0,1.0,1.0,1.0,0.4,1.0,2.0,0.9,0.9,1.0,60.0,-286.2680282344694,23.078289705525684,794.4181640805233,535.1728817788191
207,207.0,1.0,1.0,1.0,1.0,0.7,3.0,2.0,0.9,1.0,0.8,60.0,-233.80387536785852,23.078289705525684,608.6851312644187,750.2656973961177
208,208.0,1.0,1.0,1.0,1.0,0.2,2.0,1.0,0.9,1.0,0.8,50.0,-302.2431874052466,23.078289705525684,683.5152112644187,445.773858531581
209,209.0,1.0,1.0,1.0,1.0,0.8,2.0,1.0,1.0,1.0,0.8,40.0,-450.9691128998109,4.435883168136524,706.3873312644187,132.13600544433473
210,210.0,1.0,1.0,1.0,1.0,0.1,3.0,2.0,1.0,1.0,0.7,40.0,-262.90587140885526,23.078289705525684,604.9366148563663,384.8754907586737
211,211.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.7,1.0,0.7,40.0,-335.9541619101807,4.435883168136524,502.8136148563663,150.40024252936882
212,212.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.9,1.0,1.0,40.0,-504.2514671482538,4.435883168136524,794.4181640805233,132.13600544433473
213,213.0,1.0,1.0,1.0,1.0,0.1,1.0,2.0,0.7,1.0,0.8,30.0,-366.5803298480241,22.29896888868372,665.2451312644187,368.54435855765735
214,214.0,1.0,1.0,1.0,1.0,0.6,3.0,1.0,0.9,0.9,0.8,60.0,-248.19698566284217,23.078289705525684,608.6851312644187,656.9696173246339
215,215.0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,0.9,0.9,0.8,40.0,-398.7117726435406,20.369443467053202,718.8391312644187,404.21187017950035
216,216.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.8,0.9,0.7,60.0,-240.2392842626999,23.078289705525684,622.8535748563663,596.0712495517265
217,217.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.7,1.0,0.9,40.0,-381.5171545334807,4.435883168136524,578.3926476724711,150.40024252936882
218,218.0,1.0,1.0,1.0,1.0,0.7,2.0,2.0,1.0,0.9,0.7,30.0,-428.9270082025422,4.435883168136524,668.5978148563663,117.09598119139785
219,219.0,1.0,1.0,1.0,1.0,0.1,2.0,2.0,0.8,1.0,0.9,40.0,-319.58822373808675,23.078289705525684,698.432607672471,384.8754907586737
220,220.0,1.0,1.0,1.0,1.0,0.3,2.0,2.0,1.0,0.9,0.9,30.0,-438.5545860839303,14.9190934620702,744.1768476724711,276.26631489986926
221,221.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.7,0.9,0.7,40.0,-395.0359079283168,4.435883168136524,627.4556148563663,117.09598119139785
222,222.0,1.0,1.0,1.0,1.0,0.9,3.0,1.0,0.9,1.0,0.7,30.0,-394.6732726619901,4.435883168136524,570.8956148563664,141.26812398685178
223,223.0,1.0,1.0,1.0,1.0,0.7,1.0,2.0,0.9,1.0,0.7,30.0,-439.7819376949677,4.435883168136524,681.0496148563664,123.00388690181768
224,224.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,0.7,0.9,0.9,50.0,-297.4659715520342,23.078289705525684,675.560487672471,596.0712495517265
225,225.0,1.0,1.0,1.0,1.0,0.1,3.0,1.0,0.8,0.9,1.0,30.0,-388.75499438319815,13.682790068623277,650.2231640805235,188.65580964804477
226,226.0,1.0,1.0,1.0,1.0,0.8,3.0,1.0,0.9,1.0,0.8,30.0,-412.7245088253238,4.435883168136524,608.6851312644187,132.13600544433473
227,227.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.7,0.9,0.7,50.0,-258.6537005869888,23.078289705525684,627.4556148563663,413.3761462330045
228,228.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,0.7,1.0,1.0,60.0,-252.66065241252235,23.078289705525684,740.8241640805232,384.8754907586737
229,229.0,1.0,1.0,1.0,1.0,0.4,3.0,2.0,1.0,1.0,0.8,40.0,-337.1806835019232,21.34758413565328,642.7261312644187,513.2896307532426
230,230.0,1.0,1.0,1.0,1.0,0.5,3.0,1.0,0.8,1.0,1.0,30.0,-423.29213115325496,4.435883168136524,650.2231640805235,104.73964981678361
231,231.0,1.0,1.0,1.0,1.0,0.9,3.0,2.0,0.7,0.9,1.0,60.0,-262.3554648589336,23.078289705525684,616.1821640805234,839.6647206433558
232,232.0,1.0,1.0,1.0,1.0,0.2,1.0,2.0,1.0,0.9,0.9,60.0,-246.01997838553152,23.078289705525684,783.425647672471,413.3761462330045
233,233.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.7,0.9,0.8,50.0,-365.7312697621725,16.098655575530614,665.2451312644187,453.04079077038733
234,234.0,1.0,1.0,1.0,1.0,0.8,2.0,1.0,0.8,0.9,0.9,60.0,-337.09460691705164,22.29896888868372,698.432607672471,744.4005195773591
235,235.0,1.0,1.0,1.0,1.0,0.3,2.0,1.0,0.9,0.9,0.7,30.0,-409.16051631987233,4.435883168136524,645.7256948563663,80.5675070213297
236,236.0,1.0,1.0,1.0,1.0,0.8,3.0,2.0,0.7,1.0,1.0,30.0,-403.4433501784781,4.435883168136524,616.1821640805234,132.13600544433473
237,237.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.9,0.9,1.0,60.0,-367.13943092437074,21.34758413565328,759.0942440805235,812.6830929742241
238,238.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.9,1.0,0.7,60.0,-262.437760437732,19.70101240444786,570.8956148563664,758.5359520751812
239,239.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.8,0.9,1.0,30.0,-487.53242875229773,4.435883168136524,767.6211640805233,89.69962556384674
240,240.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.8,0.9,1.0,40.0,-468.104061604303,10.930340600310041,767.6211640805233,264.15410453168437
241,241.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.9,1.0,30.0,-485.417043728394,4.435883168136524,718.3051640805235,144.49233681894896
242,242.0,1.0,1.0,1.0,1.0,0.9,3.0,2.0,1.0,0.9,0.7,50.0,-321.22404295472484,16.009966495689934,604.9366148563663,524.7146807754795
243,243.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.9,0.9,1.0,50.0,-389.5041112420057,23.078289705525684,759.0942440805235,596.0712495517265
244,244.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.9,1.0,0.8,60.0,-286.70373615413314,23.078289705525684,683.5152112644187,628.468961850303
245,245.0,1.0,1.0,1.0,1.0,0.1,3.0,1.0,1.0,1.0,0.9,40.0,-349.5646616930555,23.078289705525684,680.515647672471,384.8754907586737
246,246.0,1.0,1.0,1.0,1.0,0.8,2.0,1.0,0.7,1.0,0.8,50.0,-369.72371704934096,12.289556844116472,637.7709712644187,370.93767619824644
247,247.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,0.7,1.0,1.0,30.0,-448.7052761320107,4.435883168136524,713.3500040805234,104.73964981678361
248,248.0,1.0,1.0,1.0,1.0,0.2,3.0,2.0,1.0,0.9,0.7,30.0,-337.8534450764492,19.95577521581524,604.9366148563663,343.7898439395031
249,249.0,1.0,1.0,1.0,1.0,0.2,2.0,1.0,0.9,1.0,0.9,30.0,-453.1288166621384,4.435883168136524,721.304727672471,77.3432941892325
250,250.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8,0.9,0.8,50.0,-398.49636555954856,10.930340600310041,660.6430912644187,357.192967442045
251,251.0,1.0,1.0,1.0,1.0,0.2,2.0,2.0,0.8,1.0,0.7,40.0,-291.12538575963083,23.078289705525684,622.8535748563663,445.773858531581
252,252.0,1.0,1.0,1.0,1.0,0.6,2.0,2.0,1.0,0.9,0.8,60.0,-267.1859832757145,23.078289705525684,706.3873312644187,656.9696173246339
253,253.0,1.0,1.0,1.0,1.0,0.3,2.0,1.0,0.9,0.9,0.9,30.0,-454.7235089431722,4.435883168136524,721.304727672471,80.5675070213297
254,254.0,1.0,1.0,1.0,1.0,0.1,3.0,1.0,0.9,0.9,0.8,60.0,-169.3970277994802,23.078289705525684,608.6851312644187,352.4777784600971
255,255.0,1.0,1.0,1.0,1.0,0.8,2.0,1.0,0.9,0.9,0.8,50.0,-390.57861965212163,13.585846960861314,683.5152112644187,399.6035767734475
256,256.0,1.0,1.0,1.0,1.0,0.6,3.0,2.0,0.9,1.0,1.0,50.0,-329.10662853195987,23.078289705525684,684.2641640805234,689.3673296232106
257,257.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.8,50.0,-374.74590231348236,23.078289705525684,745.6361312644187,567.5705940773958
258,258.0,1.0,1.0,1.0,1.0,0.7,3.0,2.0,0.8,1.0,0.8,60.0,-212.9992855174386,23.078289705525684,574.6441312644188,750.2656973961177
259,259.0,1.0,1.0,1.0,1.0,0.6,3.0,2.0,0.8,1.0,0.9,40.0,-349.6613816693247,13.682790068623277,612.4336476724711,359.3542877479627
260,260.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.9,0.8,30.0,-465.4252038696171,4.971077571091431,745.6361312644187,110.2310108907268
261,261.0,1.0,1.0,1.0,1.0,0.3,3.0,1.0,0.8,0.9,1.0,30.0,-410.69604298933996,4.435883168136524,650.2231640805235,80.5675070213297
262,262.0,1.0,1.0,1.0,1.0,0.6,1.0,2.0,0.7,0.9,0.9,30.0,-444.4738600332807,4.435883168136524,703.0346476724711,107.96386264888082
263,263.0,1.0,1.0,1.0,1.0,0.2,3.0,1.0,0.8,0.9,0.9,60.0,-184.27639911417847,23.078289705525684,612.4336476724711,413.3761462330045
264,264.0,1.0,1.0,1.0,1.0,0.2,1.0,2.0,0.7,0.9,1.0,60.0,-221.86862922160182,23.078289705525684,740.8241640805232,413.3761462330045
265,265.0,1.0,1.0,1.0,1.0,0.7,1.0,2.0,0.7,1.0,0.7,40.0,-372.0173496952752,11.036907577547803,627.4556148563663,304.6318982329067
266,266.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.7,50.0,-418.7938132463636,9.252881896266334,681.0496148563664,312.0182333490807
267,267.0,1.0,1.0,1.0,1.0,0.9,3.0,2.0,0.9,1.0,0.7,40.0,-359.5997578912569,4.569773722482594,570.8956148563664,145.41662028738244
268,268.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.7,0.9,0.9,40.0,-428.8199441579588,10.930340600310041,703.0346476724711,264.15410453168437
269,269.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,40.0,-435.8483461878954,23.078289705525684,821.2151640805233,384.8754907586737
270,270.0,1.0,1.0,1.0,1.0,0.5,3.0,1.0,0.8,1.0,0.7,50.0,-264.15642355614125,21.34758413565328,536.8546148563664,568.0900097057902
271,271.0,1.0,1.0,1.0,1.0,0.4,3.0,1.0,1.0,0.9,0.7,30.0,-388.6909939035463,4.435883168136524,604.9366148563663,89.69962556384674
272,272.0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,0.8,0.9,0.8,40.0,-382.2091515088465,20.369443467053202,692.0421312644187,404.21187017950035
273,273.0,1.0,1.0,1.0,1.0,0.7,3.0,1.0,0.8,0.9,0.8,60.0,-244.49255045726625,23.078289705525684,574.6441312644188,717.8679850975411
274,274.0,1.0,1.0,1.0,1.0,0.2,3.0,1.0,0.8,1.0,1.0,50.0,-280.9972177630644,23.078289705525684,650.2231640805235,445.773858531581
275,275.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.7,1.0,1.0,50.0,-419.4065225958288,14.823148120062866,740.8241640805232,428.83477603322774
276,276.0,1.0,1.0,1.0,1.0,0.1,3.0,2.0,0.8,1.0,0.8,30.0,-310.9768253680768,22.29896888868372,574.6441312644188,368.54435855765735
277,277.0,1.0,1.0,1.0,1.0,0.7,3.0,2.0,0.7,0.9,0.8,50.0,-249.42230193301566,22.29896888868372,540.6031312644187,686.2722664963071
278,278.0,1.0,1.0,1.0,1.0,0.1,2.0,1.0,0.8,1.0,0.8,50.0,-271.062609901692,23.078289705525684,660.6430912644187,384.8754907586737
279,279.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,50.0,-413.3902976152838,21.34758413565328,781.9663640805235,568.0900097057902
280,280.0,1.0,1.0,1.0,1.0,0.8,2.0,2.0,0.8,1.0,0.9,50.0,-371.6728669299767,17.228584059626538,698.432607672471,556.7890121506418
281,281.0,1.0,1.0,1.0,1.0,0.2,3.0,1.0,0.9,0.9,0.9,60.0,-203.0219715208488,23.078289705525684,646.4746476724711,413.3761462330045
282,282.0,1.0,1.0,1.0,1.0,0.8,3.0,1.0,0.7,1.0,0.7,50.0,-287.4895143392097,12.289556844116472,502.8136148563663,370.93767619824644
283,283.0,1.0,1.0,1.0,1.0,0.3,2.0,1.0,0.7,1.0,0.8,30.0,-406.91673478138364,4.435883168136524,637.7709712644187,86.47541273174954
284,284.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.9,1.0,1.0,30.0,-521.3613981992231,4.435883168136524,794.4181640805233,123.00388690181768
285,285.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,30.0,-515.1685274679793,4.435883168136524,821.2151640805233,104.73964981678361
286,286.0,1.0,1.0,1.0,1.0,0.6,3.0,1.0,0.7,0.9,0.9,30.0,-381.3007372722187,4.435883168136524,578.3926476724711,107.96386264888082
287,287.0,1.0,1.0,1.0,1.0,0.1,2.0,2.0,0.8,1.0,0.7,40.0,-274.02523111478683,23.078289705525684,622.8535748563663,384.8754907586737
288,288.0,1.0,1.0,1.0,1.0,0.6,3.0,2.0,0.8,1.0,0.9,30.0,-392.0059234206158,4.435883168136524,612.4336476724711,113.87176835930065
289,289.0,1.0,1.0,1.0,1.0,0.6,1.0,2.0,0.8,1.0,1.0,30.0,-486.89354534690705,4.435883168136524,767.6211640805233,113.87176835930065
290,290.0,1.0,1.0,1.0,1.0,0.8,3.0,1.0,1.0,0.9,0.7,60.0,-280.41225458782014,22.29896888868372,604.9366148563663,744.4005195773591
291,291.0,1.0,1.0,1.0,1.0,0.7,2.0,1.0,0.7,0.9,1.0,50.0,-394.3388744535863,16.098655575530614,713.3500040805234,453.04079077038733
292,292.0,1.0,1.0,1.0,1.0,0.7,3.0,2.0,1.0,0.9,1.0,60.0,-290.56892512050564,23.078289705525684,718.3051640805235,717.8679850975411
293,293.0,1.0,1.0,1.0,1.0,0.5,3.0,1.0,0.7,1.0,1.0,40.0,-371.2860779152118,10.930340600310041,616.1821640805234,254.73836771144352
294,294.0,1.0,1.0,1.0,1.0,0.3,3.0,1.0,1.0,1.0,0.8,50.0,-294.14355948544835,23.078289705525684,642.7261312644187,506.6722263044884
295,295.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,40.0,-484.6516159562807,4.435883168136524,745.6361312644187,150.40024252936882
296,296.0,1.0,1.0,1.0,1.0,0.3,2.0,2.0,1.0,1.0,0.7,40.0,-336.38638612189567,23.078289705525684,668.5978148563663,506.6722263044884
297,297.0,1.0,1.0,1.0,1.0,0.8,3.0,1.0,0.9,0.9,0.9,50.0,-367.35574354870937,13.585846960861314,646.4746476724711,399.6035767734475
298,298.0,1.0,1.0,1.0,1.0,0.2,1.0,2.0,1.0,1.0,0.7,50.0,-276.6682990512438,23.078289705525684,707.8466148563664,445.773858531581
299,299.0,1.0,1.0,1.0,1.0,0.9,2.0,1.0,0.9,0.9,0.8,50.0,-402.57704910141774,10.930340600310041,683.5152112644187,333.9332517144548
300,300.0,1.0,1.0,1.0,1.0,0.6,2.0,1.0,0.8,1.0,0.9,30.0,-457.96943439669303,4.435883168136524,698.432607672471,113.87176835930065
301,301.0,1.0,1.0,1.0,1.0,0.6,1.0,2.0,0.9,1.0,0.9,50.0,-374.1292891192256,23.078289705525684,756.6286476724712,689.3673296232106
302,302.0,1.0,1.0,1.0,1.0,0.6,2.0,1.0,0.8,0.9,0.9,30.0,-454.8338665294105,4.435883168136524,698.432607672471,107.96386264888082
303,303.0,1.0,1.0,1.0,1.0,0.6,2.0,2.0,0.9,1.0,0.9,60.0,-285.4895894497268,23.078289705525684,721.304727672471,689.3673296232106
304,304.0,1.0,1.0,1.0,1.0,0.2,2.0,2.0,0.9,1.0,0.8,40.0,-327.9873049299912,23.078289705525684,683.5152112644187,445.773858531581
305,305.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.7,60.0,-346.74453847134185,19.70101240444786,707.8466148563664,758.5359520751812
306,306.0,1.0,1.0,1.0,1.0,0.7,3.0,2.0,1.0,0.9,0.8,40.0,-373.77844623151583,12.39118903747125,642.7261312644187,331.685770598228
307,307.0,1.0,1.0,1.0,1.0,0.9,3.0,2.0,0.9,1.0,0.8,40.0,-382.3812542029069,4.569773722482594,608.6851312644187,145.41662028738244
308,308.0,1.0,1.0,1.0,1.0,0.3,1.0,2.0,0.9,1.0,1.0,50.0,-345.61032149634354,23.078289705525684,794.4181640805233,506.6722263044884
309,309.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.8,60.0,-382.66959136627736,16.098655575530614,718.8391312644187,566.060016343606
310,310.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.8,1.0,0.9,60.0,-359.30228882525347,19.70101240444786,729.8316476724711,758.5359520751812
311,311.0,1.0,1.0,1.0,1.0,0.3,3.0,2.0,0.7,1.0,0.7,30.0,-299.4483931872438,12.39118903747125,502.8136148563663,239.12393847371362
312,312.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.9,0.9,1.0,60.0,-412.9871555185444,18.929612245231564,794.4181640805233,648.4288600097419
313,313.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.7,0.9,0.8,50.0,-365.7312697621725,16.098655575530614,665.2451312644187,453.04079077038733
314,314.0,1.0,1.0,1.0,1.0,0.9,2.0,1.0,0.7,0.9,1.0,30.0,-477.7257204272988,4.435883168136524,713.3500040805234,135.36021827643194
315,315.0,1.0,1.0,1.0,1.0,0.7,1.0,2.0,0.7,0.9,1.0,30.0,-471.98561649324677,4.435883168136524,740.8241640805232,117.09598119139785
316,316.0,1.0,1.0,1.0,1.0,0.1,3.0,2.0,0.8,0.9,0.8,40.0,-234.47565529859236,23.078289705525684,574.6441312644188,352.4777784600971
317,317.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.9,1.0,0.9,30.0,-474.928601145992,4.435883168136524,756.6286476724712,77.3432941892325
318,318.0,1.0,1.0,1.0,1.0,0.8,3.0,1.0,0.8,1.0,0.9,60.0,-294.19499166705026,20.369443467053202,612.4336476724711,689.1967244390538
319,319.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.9,0.9,0.9,50.0,-405.6691668956941,13.682790068623277,721.304727672471,464.30750144943
320,320.0,1.0,1.0,1.0,1.0,0.9,2.0,2.0,0.9,0.9,0.8,30.0,-447.0886019521143,4.435883168136524,683.5152112644187,135.36021827643194
321,321.0,1.0,1.0,1.0,1.0,0.5,3.0,2.0,1.0,1.0,1.0,50.0,-332.8110637375359,23.078289705525684,718.3051640805235,628.468961850303
322,322.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.7,1.0,0.8,60.0,-281.5008676679699,14.9190934620702,540.6031312644187,534.6991730476664
323,323.0,1.0,1.0,1.0,1.0,0.8,2.0,1.0,0.9,0.9,0.9,50.0,-413.3601159637716,13.585846960861314,721.304727672471,399.6035767734475
324,324.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.8,1.0,0.7,40.0,-356.7587517606007,4.435883168136524,536.8546148563664,150.40024252936882
325,325.0,1.0,1.0,1.0,1.0,0.3,2.0,1.0,0.8,0.9,0.7,60.0,-206.03897497301193,23.078289705525684,622.8535748563663,474.2745140059118
326,326.0,1.0,1.0,1.0,1.0,0.2,3.0,1.0,0.9,1.0,0.8,50.0,-256.2388149901843,23.078289705525684,608.6851312644187,445.773858531581
327,327.0,1.0,1.0,1.0,1.0,0.1,2.0,1.0,0.7,1.0,0.8,30.0,-389.85543774336594,11.036907577547803,637.7709712644187,163.42691035007562
328,328.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,0.9,0.9,0.8,50.0,-297.34028452318324,23.078289705525684,718.8391312644187,352.4777784600971
329,329.0,1.0,1.0,1.0,1.0,0.3,3.0,1.0,0.8,1.0,0.7,30.0,-345.48712192167244,4.435883168136524,536.8546148563664,86.47541273174954
330,330.0,1.0,1.0,1.0,1.0,0.1,1.0,2.0,1.0,1.0,0.7,30.0,-393.3066969404567,22.29896888868372,707.8466148563664,368.54435855765735
331,331.0,1.0,1.0,1.0,1.0,0.9,3.0,1.0,0.8,1.0,0.9,50.0,-364.6420542403971,10.930340600310041,612.4336476724711,347.77723062180416
332,332.0,1.0,1.0,1.0,1.0,0.2,3.0,2.0,0.9,0.9,0.8,40.0,-272.38039979385627,23.078289705525684,608.6851312644187,413.3761462330045
333,333.0,1.0,1.0,1.0,1.0,0.1,3.0,2.0,0.8,0.9,0.9,50.0,-190.80574676156573,23.078289705525684,612.4336476724711,352.4777784600971
334,334.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,0.8,1.0,0.8,60.0,-326.2012087929806,23.078289705525684,692.0421312644187,750.2656973961177
335,335.0,1.0,1.0,1.0,1.0,0.6,3.0,2.0,1.0,1.0,0.9,50.0,-327.1297220707299,23.078289705525684,680.515647672471,689.3673296232106
336,336.0,1.0,1.0,1.0,1.0,0.8,3.0,2.0,0.7,1.0,0.7,40.0,-305.58950227073245,10.930340600310041,502.8136148563663,324.5175148942139
337,337.0,1.0,1.0,1.0,1.0,0.7,1.0,2.0,0.8,0.9,0.7,30.0,-420.14374869299104,4.435883168136524,654.2526148563663,117.09598119139785
338,338.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.9,0.7,50.0,-395.0924554557684,10.930340600310041,654.2526148563663,357.192967442045
339,339.0,1.0,1.0,1.0,1.0,0.2,1.0,2.0,0.9,0.9,0.9,40.0,-362.96605300442195,23.078289705525684,756.6286476724712,413.3761462330045
340,340.0,1.0,1.0,1.0,1.0,0.9,2.0,1.0,0.8,1.0,0.7,40.0,-404.7570310190562,4.435883168136524,622.8535748563663,141.26812398685178
341,341.0,1.0,1.0,1.0,1.0,0.7,2.0,2.0,0.7,0.9,1.0,50.0,-354.4380009547968,22.29896888868372,713.3500040805234,686.2722664963071
342,342.0,1.0,1.0,1.0,1.0,0.2,3.0,1.0,1.0,0.9,1.0,40.0,-379.84377992847686,23.078289705525684,718.3051640805235,413.3761462330045
343,343.0,1.0,1.0,1.0,1.0,0.4,2.0,2.0,1.0,1.0,0.7,40.0,-353.67939261362574,21.34758413565328,668.5978148563663,513.2896307532426
344,344.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,0.7,0.9,1.0,40.0,-404.6148140874138,18.312927771802244,740.8241640805232,443.0220528425354
345,345.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.8,1.0,1.0,40.0,-464.59680853301694,4.435883168136524,736.2221240805234,150.40024252936882
346,346.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.8,1.0,0.8,40.0,-438.4114021175867,4.435883168136524,692.0421312644187,150.40024252936882
347,347.0,1.0,1.0,1.0,1.0,0.5,3.0,1.0,1.0,1.0,1.0,30.0,-464.901310854095,4.435883168136524,718.3051640805235,104.73964981678361
348,348.0,1.0,1.0,1.0,1.0,0.4,1.0,2.0,0.7,0.9,1.0,40.0,-386.9426163363715,23.078289705525684,740.8241640805232,535.1728817788191
349,349.0,1.0,1.0,1.0,1.0,0.7,2.0,2.0,1.0,1.0,0.8,40.0,-420.08472665117057,11.036907577547803,706.3873312644187,304.6318982329067
