n,ID,VPN,Unc_Mult_CAPEX_FACIL,Unc_Mult_CAPEX_PERFO,Unc_MultPreciobaseValorGas,E_Brent,Unc_MultOpex,Total_capex,Total_opex
213,213,600933.8382,0.95,0.9,1.0,60,0.9,58.6525161382,422727.4650748
214,214,361774.284,1.0,0.98,0.2,50,0.98,62.581760028,422759.5147293
215,215,379258.6176,1.0,0.9,0.6,50,0.9,60.5168416064,422726.0195797
216,216,369996.9725,0.98,0.98,0.6,50,0.95,61.8360298407,422747.8574827
217,217,147180.7901,1.0,0.98,0.7,40,1.0,62.581760028,422770.0567594
218,218,587525.3741,0.95,0.95,0.5,60,0.98,59.9430901517,422760.5988507
219,219,-69976.6293,1.0,0.98,0.8,30,0.95,62.581760028,422748.5802302
220,220,594275.9126,0.95,0.95,1.0,60,0.9,59.9430901517,422727.4650748
221,221,390440.5458,0.9,0.95,0.1,50,1.0,58.0787646834,422767.8885167
222,222,-52054.1187,0.98,0.9,1.0,30,0.95,59.7711114191,422749.3029777
223,223,153558.12,1.0,0.95,0.1,40,0.98,61.8074156199,422759.1533556
224,224,398956.464,0.9,0.9,0.6,50,0.98,56.78819067,422760.9602244
225,225,575414.8017,0.98,0.98,0.9,60,0.98,61.8360298407,422762.0443457
226,226,579620.8593,0.98,0.95,0.2,60,0.98,61.0616854326,422759.5147293
227,227,596771.3505,0.95,0.9,0.5,60,0.95,58.6525161382,422747.4961089
228,228,600933.8382,0.95,0.9,1.0,60,0.9,58.6525161382,422727.4650748
229,229,390440.5458,0.9,0.95,0.1,50,1.0,58.0787646834,422767.8885167
230,230,370246.1965,0.95,1.0,0.8,50,1.0,61.2336641651,422770.4181332
231,231,172029.6455,0.9,1.0,0.2,40,1.0,59.3693386969,422768.2498905
232,232,570070.0056,1.0,1.0,0.7,60,0.95,63.0979896333,422748.2188564
233,233,603727.0228,0.9,0.98,0.6,60,0.9,58.8531090915,422726.0195797
234,234,579622.914,0.98,1.0,1.0,60,0.9,62.352259446,422727.4650748
235,235,364229.8602,0.98,1.0,0.9,50,0.98,62.352259446,422762.0443457
236,236,364320.4183,0.98,1.0,0.6,50,0.98,62.352259446,422760.9602244
237,237,378973.4169,0.95,0.95,0.6,50,0.98,59.9430901517,422760.9602244
238,238,365912.5802,1.0,1.0,0.7,50,0.9,63.0979896333,422726.3809535
239,239,371393.5589,0.98,1.0,0.2,50,0.9,62.352259446,422724.5740846
240,240,147078.1022,1.0,0.98,1.0,40,1.0,62.581760028,422771.1408807
241,241,162102.5893,0.98,0.95,0.1,40,0.95,61.0616854326,422746.0506138
242,242,175394.6982,0.95,0.95,0.2,40,0.9,59.9430901517,422724.5740846
243,243,610096.472,0.9,0.9,0.5,60,0.95,56.78819067,422747.4961089
244,244,388623.8106,0.9,1.0,0.7,50,0.95,59.3693386969,422748.2188564
245,245,603438.5463,0.9,0.95,0.5,60,0.95,58.0787646834,422747.4961089
246,246,377930.7405,0.98,0.95,0.6,50,0.9,61.0616854326,422726.0195797
247,247,385955.9994,0.95,0.95,0.5,50,0.9,59.9430901517,422725.6582059
248,248,176721.1058,0.9,0.98,0.5,40,0.98,58.8531090915,422760.5988507
249,249,388623.8106,0.9,1.0,0.7,50,0.95,59.3693386969,422748.2188564
250,250,-56199.6932,0.95,0.95,1.0,30,1.0,59.9430901517,422771.1408807
251,251,583325.4849,1.0,0.9,0.9,60,0.95,60.5168416064,422748.941604
252,252,359614.4313,1.0,0.98,0.7,50,1.0,62.581760028,422770.0567594
253,253,-68637.3769,1.0,0.95,0.6,30,0.98,61.8074156199,422760.9602244
254,254,163587.2119,0.98,0.9,1.0,40,1.0,59.7711114191,422771.1408807
255,255,375349.791,1.0,0.9,0.5,50,0.95,60.5168416064,422747.4961089
256,256,-69266.7774,0.98,0.98,0.2,30,1.0,61.8360298407,422768.2498905
257,257,-60560.8908,0.95,0.98,0.6,30,1.0,60.7174345597,422769.6953856
258,258,584432.6737,0.98,0.9,0.6,60,1.0,59.7711114191,422769.6953856
259,259,385782.2726,0.95,0.9,0.1,50,0.98,58.6525161382,422759.1533556
260,260,358899.8116,1.0,1.0,0.9,50,0.98,63.0979896333,422762.0443457
261,261,593059.5094,0.98,0.9,0.6,60,0.9,59.7711114191,422726.0195797
262,262,372426.9651,1.0,0.9,0.2,50,0.98,60.5168416064,422759.5147293
263,263,-40362.1629,0.9,0.98,0.4,30,0.95,58.8531090915,422747.1347351
264,264,-57671.1772,1.0,0.9,0.3,30,0.95,60.5168416064,422746.7733613
265,265,405969.2326,0.9,0.9,0.4,50,0.9,56.78819067,422725.2968321
266,266,372600.6919,1.0,0.95,0.6,50,0.9,61.8074156199,422726.0195797
267,267,156376.3201,1.0,0.95,0.8,40,0.95,61.8074156199,422748.5802302
268,268,599064.7564,0.9,0.95,0.7,60,1.0,58.0787646834,422770.0567594
269,269,583440.0607,0.95,0.98,0.8,60,0.98,60.7174345597,422761.682972
270,270,596885.9262,0.9,0.98,0.4,60,0.98,58.8531090915,422760.2374769
271,271,183980.7869,0.9,0.95,0.3,40,0.95,58.0787646834,422746.7733613
272,272,579590.6733,0.98,0.95,0.3,60,0.98,61.0616854326,422759.8761031
273,273,157339.2451,1.0,0.98,0.8,40,0.9,62.581760028,422726.7423272
274,274,-48255.4386,0.95,0.9,0.1,30,1.0,58.6525161382,422767.8885167
275,275,583425.3131,0.95,1.0,0.6,60,0.95,61.2336641651,422747.8574827
276,276,-73300.4347,1.0,0.98,0.9,30,0.98,62.581760028,422762.0443457
277,277,583334.7551,0.95,1.0,0.9,60,0.95,61.2336641651,422748.941604
278,278,596976.4843,0.9,0.98,0.1,60,0.98,58.8531090915,422759.1533556
279,279,184704.1067,0.9,0.98,1.0,40,0.9,58.8531090915,422727.4650748
280,280,361532.7959,1.0,0.98,1.0,50,0.98,62.581760028,422762.4057195
281,281,173951.0428,0.98,0.9,0.5,40,0.9,59.7711114191,422725.6582059
282,282,-52475.2505,0.95,1.0,0.2,30,0.9,61.2336641651,422724.5740846
283,283,375748.0911,0.98,0.9,0.2,50,1.0,59.7711114191,422768.2498905
284,284,569979.4475,1.0,1.0,1.0,60,0.95,63.0979896333,422749.3029777
285,285,365678.4814,1.0,0.95,0.5,50,0.98,61.8074156199,422760.5988507
286,286,182153.8712,0.9,1.0,0.4,40,0.9,59.3693386969,422725.2968321
287,287,565816.9598,1.0,1.0,0.5,60,1.0,63.0979896333,422769.3340118
288,288,362432.2397,0.98,1.0,0.2,50,1.0,62.352259446,422768.2498905
289,289,168567.0667,1.0,0.9,0.2,40,0.9,60.5168416064,422724.5740846
290,290,149219.327,1.0,0.98,0.7,40,0.98,62.581760028,422761.3215982
291,291,575369.8682,0.98,1.0,0.8,60,0.95,62.352259446,422748.5802302
292,292,146361.0276,1.0,1.0,1.0,40,0.98,63.0979896333,422762.4057195
293,293,-76322.8941,1.0,1.0,0.9,30,0.98,63.0979896333,422762.0443457
294,294,149253.5563,1.0,0.98,0.6,40,0.98,62.581760028,422760.9602244
295,295,184772.5653,0.9,0.98,0.8,40,0.9,58.8531090915,422726.7423272
