n,ID,D_ActivacionIncrem_Jaz,D_ActivacionIncrem_Abr,D_ActivacionIncrem_Gir,Opt_CalculoRagaliasIncrementales_Jaz,Opt_EscVentaCrudo,Opt_EscCAPEX_Perforacion,Opt_AlternativasFacilidades_ICV_AbrGir,Opt_CalculoRagaliasIncrementales_AbrGir,Unc_MultPreciobaseValorGas,Unc_MultCAPEXPerfo_UGEJaz,Unc_MultCAPEXFacilidades_Jaz,Unc_MultOPEX_UGEJaz,E_Brent,Total_VPN,volumen_Mbls,Capex,opex
168,168.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.4,0.8,0.9,1.0,20.0,-1008.058353152314,56.00568523776178,1179.1122910213292,748.5643023738442
169,169.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.8,0.7,0.7,1.0,35.0,-648.3885998057016,76.65202721380695,769.425660696637,1679.9924932082304
170,170.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8,0.7,1.0,1.0,60.0,198.1037591060988,190.19516550018875,930.09211528091,4314.04553416218
171,171.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.3,0.8,0.9,0.9,25.0,-341.9764593340521,190.19516550018875,919.474123752819,2012.9481453563756
172,172.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.9,0.8,1.0,1.0,30.0,-939.6466695706739,56.00568523776178,885.2651152809101,1423.9566646122394
173,173.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.9,0.7,1.0,1.0,20.0,-1371.339356553491,56.00568523776178,1195.8564344681429,1423.9566646122394
174,174.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,0.9,20.0,-1111.5544583872336,56.00568523776178,1470.2658344681429,862.8177335632103
175,175.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.5,0.8,1.0,1.0,45.0,9.059062786447885,190.19516550018875,1256.3514344681432,2978.5506517410463
176,176.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.7,1.0,1.0,0.9,55.0,-154.41144816541234,190.19516550018875,1470.2658344681429,3793.6079885845534
177,177.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.2,0.8,1.0,1.0,45.0,251.9932252819365,190.19516550018875,885.2651152809101,1643.0557693199135
178,178.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.8,0.8,1.0,0.9,25.0,-1256.816845679142,56.00568523776178,1330.6909544681432,1268.0531509062475
179,179.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.5,0.7,0.7,0.9,45.0,321.3478644618456,190.19516550018875,704.3785806966371,2903.2780669704653
180,180.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.5,0.8,0.8,0.9,25.0,-677.5762864208666,135.48321153713508,1101.8731475745146,2019.688981101272
181,181.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.9,0.9,0.9,45.0,96.88937529929659,190.19516550018875,1375.0212910213293,1122.6182237422863
182,182.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.7,1.0,0.8,1.0,25.0,-1120.5491151088374,56.00568523776178,1222.8631475745144,1153.7997197168813
183,183.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.8,1.0,0.8,0.9,45.0,-312.1335781058005,190.19516550018875,925.9940922247281,4238.772949391597
184,184.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.1,0.7,0.9,1.0,30.0,-75.05005782598643,190.19516550018875,1118.617291021329,1197.8908085128685
185,185.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,0.8,1.0,1.0,60.0,493.34238908644716,190.19516550018875,1330.6909544681432,2978.5506517410463
186,186.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.6,0.9,0.8,1.0,20.0,-965.1524942810322,56.00568523776178,865.4990922247281,1018.7212472692021
187,187.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.7,0.7,1.0,45.0,-230.10305781113692,190.19516550018875,809.700580696637,5204.37545577627
188,188.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.8,0.8,1.0,60.0,120.31125732436189,190.19516550018875,1176.2126675745146,5204.37545577627
189,189.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7,1.0,1.0,1.0,25.0,-1116.3543547256318,56.00568523776178,1156.7151152809101,1153.7997197168813
190,190.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.8,0.8,0.9,55.0,540.5504549107478,190.19516550018875,1222.2411475745146,1122.6182237422863
191,191.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.4,0.9,1.0,0.9,35.0,-274.9867536473374,190.19516550018875,1316.8464344681431,2458.11310616342
192,192.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.7,1.0,1.0,1.0,20.0,-979.2632485947041,56.00568523776178,1006.2551152809101,1153.7997197168813
193,193.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.1,0.7,0.7,1.0,45.0,328.43430005479,190.19516550018875,964.1390041277003,1197.8908085128685
194,194.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.3,0.9,0.8,1.0,50.0,424.80292113415345,190.19516550018875,1162.3681475745145,2088.2207301269577
195,195.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.7,0.8,0.8,1.0,50.0,-128.51673032486124,190.19516550018875,1101.8731475745146,3868.8805733551358
196,196.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.2,0.8,1.0,0.9,45.0,252.0671911836,190.19516550018875,1330.6909544681432,1567.7831845493306
197,197.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.9,0.7,1.0,0.9,30.0,-1017.8122478864204,76.65202721380695,1301.178434468143,1826.4454375241146
198,198.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.6,0.8,0.9,0.9,30.0,-874.7678438336949,76.65202721380695,1179.1122910213292,1302.358448129603
199,199.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.3,1.0,0.8,1.0,55.0,400.3641255911374,190.19516550018875,1076.4540922247281,2088.2207301269577
200,200.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.9,0.9,0.8,1.0,60.0,286.8313861206411,190.19516550018875,1000.9130922247281,4759.210494969224
201,201.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.7,0.8,0.9,35.0,-655.8987457483948,155.62807854289963,1146.7001475745144,2732.1231465701503
202,202.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.7,1.0,1.0,45.0,-473.91113020353845,190.19516550018875,1260.9035144681432,5204.37545577627
203,203.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8,0.9,0.8,0.9,35.0,-796.6140954844911,76.65202721380695,1000.9130922247281,1651.7497743926106
204,204.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.5,0.9,0.9,0.9,35.0,-157.4402434454078,190.19516550018875,905.6296037528191,2903.2780669704653
205,205.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.7,1.0,0.9,1.0,40.0,-480.6829531526945,190.19516550018875,1450.5622910213292,3868.8805733551358
206,206.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.3,0.9,0.9,0.9,25.0,-561.9460768558866,190.19516550018875,1323.239251021329,2012.9481453563756
207,207.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.7,0.9,40.0,-874.3123186256732,76.65202721380695,1145.0020041277005,2001.141100655618
208,208.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.2,0.8,0.8,1.0,45.0,156.92009734334832,190.19516550018875,1101.8731475745146,1643.0557693199135
209,209.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.1,0.9,0.7,1.0,55.0,959.4624426302196,190.19516550018875,825.3685806966371,1197.8908085128685
210,210.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.7,0.8,0.8,1.0,45.0,-17.142235107612432,190.19516550018875,925.372092224728,3868.8805733551358
211,211.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,0.9,0.8,0.9,40.0,-154.03224213815952,190.19516550018875,1246.0001075745145,2903.2780669704653
212,212.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.3,0.9,0.9,1.0,20.0,-877.625675880466,140.5888252081979,1375.0212910213293,1502.8617524025005
213,213.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7,0.8,0.7,1.0,60.0,324.7090603210748,190.19516550018875,885.2415806966371,3868.8805733551358
214,214.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.2,0.8,0.7,0.9,55.0,740.2773043489208,190.19516550018875,1098.9735241277006,1567.7831845493306
215,215.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.9,0.8,1.0,0.9,60.0,138.55569492068398,190.19516550018875,1330.6909544681432,4683.937910198643
216,216.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9,25.0,-1317.3703690787281,56.00568523776178,1156.7151152809101,1538.2100958016053
217,217.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.7,1.0,0.7,1.0,55.0,275.79865676115963,190.19516550018875,1036.323580696637,3868.8805733551358
218,218.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.1,1.0,0.7,1.0,55.0,827.9754914714919,190.19516550018875,1036.323580696637,1197.8908085128685
219,219.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.6,0.7,0.7,1.0,35.0,-548.4696114751533,152.15204559618388,964.1390041277003,2718.6991602245153
220,220.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.9,0.8,0.9,30.0,-1214.2896899009922,56.00568523776178,1246.0001075745145,1538.2100958016053
221,221.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.7,0.8,1.0,30.0,-872.7907089612265,76.65202721380695,1146.7001475745144,1330.6011669452225
222,222.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.3,0.9,0.7,1.0,20.0,-875.378778789195,56.00568523776178,1085.1290041277005,613.485829926165
223,223.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.1,1.0,0.9,0.9,30.0,-277.21739671336127,190.19516550018875,1059.049003752819,1122.6182237422863
224,224.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,0.8,1.0,1.0,55.0,84.84015590252514,190.19516550018875,885.2651152809101,5204.37545577627
225,225.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.7,0.9,0.8,1.0,50.0,-163.6474017064892,190.19516550018875,1162.3681475745145,3868.8805733551358
226,226.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.1,1.0,0.7,0.9,20.0,-658.6954922783951,135.48321153713508,978.7879806966371,763.8405686755063
227,227.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7,0.9,0.9,1.0,45.0,-309.0869595566599,190.19516550018875,1041.043603752819,3868.8805733551358
228,228.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.1,1.0,0.9,0.9,50.0,266.382846590403,190.19516550018875,1393.0266910213288,1122.6182237422863
229,229.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.1,0.8,0.9,1.0,30.0,-209.77184212787762,190.19516550018875,919.474123752819,1197.8908085128685
230,230.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.6,1.0,0.9,0.9,20.0,-978.2730895768633,56.00568523776178,1116.584603752819,997.8962060108895
231,231.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.3,0.7,0.8,1.0,30.0,-289.0466590154309,190.19516550018875,744.509092224728,2088.2207301269577
232,232.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.7,0.8,1.0,60.0,283.1882913618836,190.19516550018875,849.8310922247281,5204.37545577627
233,233.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.2,0.9,0.7,0.9,40.0,167.64915183542234,190.19516550018875,1168.7609641277006,1567.7831845493306
234,234.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.8,0.7,0.9,45.0,230.68352953101382,190.19516550018875,1145.0020041277005,1122.6182237422863
235,235.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.9,0.9,1.0,1.0,60.0,49.747016851373125,190.19516550018875,1452.260434468143,4759.210494969224
236,236.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.6,0.7,1.0,1.0,30.0,-729.9567991160492,76.65202721380695,889.81719528091,1330.6011669452225
237,237.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.2,0.8,1.0,1.0,20.0,-972.4051855645918,56.00568523776178,1330.6909544681432,478.4073574784861
238,238.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.3,0.8,0.8,1.0,40.0,105.19793810941759,190.19516550018875,1101.8731475745146,2088.2207301269577
239,239.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.1,0.8,0.8,0.9,60.0,865.1602315927245,190.19516550018875,925.372092224728,1122.6182237422863
240,240.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,0.9,1.0,0.9,20.0,-1064.6567631230005,56.00568523776178,1400.478394468143,862.8177335632103
241,241.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.7,1.0,1.0,0.9,20.0,-1124.6002767134032,56.00568523776178,1006.2551152809101,1132.9746784585684
242,242.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,60.0,1.3927639726533831,190.19516550018875,1376.7194344681432,5204.37545577627
243,243.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.8,1.0,0.9,45.0,-340.1574570578847,190.19516550018875,1005.6331152809101,5129.102871005686
244,244.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.2,0.7,0.8,1.0,50.0,544.9657568566907,190.19516550018875,1106.4252275745146,1643.0557693199135
245,245.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.5,1.0,0.7,0.9,20.0,-739.2666790411172,56.00568523776178,885.863580696637,862.8177335632103
246,246.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.8,0.7,1.0,50.0,54.78356530396485,190.19516550018875,1098.9735241277006,2978.5506517410463
247,247.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.1,1.0,0.7,0.9,20.0,-809.8553573302603,135.48321153713508,1238.5484041277002,763.8405686755063
248,248.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.1,0.7,1.0,1.0,20.0,-841.1154197937343,117.35960669795288,1260.9035144681432,697.4196567195733
249,249.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.6,0.7,0.7,1.0,40.0,-184.5866659270944,190.19516550018875,704.3785806966371,3423.7156125480915
250,250.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.9,1.0,1.0,1.0,60.0,7.862024476746454,190.19516550018875,1099.17951528091,4759.210494969224
251,251.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9,1.0,1.0,0.9,40.0,-815.2399892773067,115.02198370795362,1156.7151152809101,2734.589713600162
252,252.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.2,0.7,0.8,0.9,30.0,-149.89015726397227,190.19516550018875,1106.4252275745146,1567.7831845493306
253,253.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.2,0.7,1.0,1.0,45.0,278.5678018008322,190.19516550018875,1260.9035144681432,1643.0557693199135
254,254.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.6,1.0,0.7,1.0,25.0,-746.5088063020658,76.65202721380695,978.7879806966371,1330.6011669452225
255,255.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.3,0.9,0.9,0.9,20.0,-664.8078863719903,157.03991085352746,1041.043603752819,1644.2348793114904
256,256.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.5,0.7,1.0,0.9,55.0,413.1751838751032,190.19516550018875,1195.8564344681429,2903.2780669704653
257,257.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.7,1.0,25.0,-1192.6091008920246,56.00568523776178,1238.5484041277002,1559.0351370599183
258,258.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.2,0.7,0.8,0.9,50.0,601.1371630646579,190.19516550018875,1041.3781475745143,1567.7831845493306
259,259.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.9,0.9,1.0,55.0,102.07347548277274,190.19516550018875,1323.239251021329,2978.5506517410463
260,260.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.4,0.8,1.0,1.0,25.0,-715.3569449470082,56.00568523776178,885.2651152809101,748.5643023738442
261,261.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.4,1.0,0.9,0.9,30.0,-806.4011810033898,162.37515352012838,1393.0266910213288,2098.3815274033846
262,262.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.2,0.9,1.0,0.9,40.0,54.14529109386138,190.19516550018875,945.76011528091,1567.7831845493306
263,263.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.8,0.9,1.0,30.0,-765.9979065398818,159.0801564826352,1299.480291021329,2106.7702088611813
264,264.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.9,0.9,0.9,55.0,36.749931587610526,190.19516550018875,989.261563752819,5129.102871005686
265,265.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7,1.0,0.8,0.9,30.0,-918.8988537527772,56.00568523776178,1076.4540922247281,1132.9746784585684
266,266.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6,1.0,1.0,1.0,55.0,71.66154872222845,190.19516550018875,1156.7151152809101,3423.7156125480915
267,267.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.8,0.7,1.0,1.0,35.0,-953.1086509166626,76.65202721380695,1260.9035144681432,1679.9924932082304
268,268.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.2,0.7,0.8,0.9,55.0,708.1900853584909,190.19516550018875,744.509092224728,1567.7831845493306
269,269.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.8,0.7,1.0,0.9,20.0,-1211.467193745953,56.00568523776178,1301.178434468143,1268.0531509062475
270,270.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.7,0.7,0.9,30.0,-957.6781946820499,56.00568523776178,1069.4610041277003,1268.0531509062475
271,271.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.4,0.8,0.7,1.0,40.0,9.998081324264366,190.19516550018875,1098.9735241277006,2533.3856909340016
272,272.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.1,1.0,0.9,1.0,60.0,1049.3921024212736,190.19516550018875,966.124603752819,1197.8908085128685
273,273.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.2,0.9,1.0,1.0,25.0,-549.1892966924001,190.19516550018875,1452.260434468143,1643.0557693199135
274,274.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.8,0.9,1.0,1.0,35.0,-521.1308379290608,154.93932060621034,945.76011528091,3508.668174093705
275,275.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.9,1.0,1.0,40.0,-762.6781817827689,162.37515352012838,1452.260434468143,3322.2459927029736
276,276.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.9,1.0,0.9,50.0,79.06044893610161,190.19516550018875,1452.260434468143,2903.2780669704653
277,277.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.9,0.9,0.9,25.0,-1393.4218911192213,56.00568523776178,1323.239251021329,1538.2100958016053
278,278.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.2,0.7,0.8,1.0,20.0,-775.8366231630193,56.00568523776178,1041.3781475745143,478.4073574784861
279,279.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.8,0.8,0.8,1.0,20.0,-1065.9056507025266,56.00568523776178,805.0040922247281,1288.8781921645602
280,280.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,0.9,0.8,1.0,20.0,-1091.2785199465357,56.00568523776178,865.4990922247281,1559.0351370599183
281,281.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.3,1.0,0.7,1.0,45.0,71.94959844750936,190.19516550018875,1036.323580696637,2088.2207301269577
282,282.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.4,0.8,1.0,1.0,55.0,190.48428833071975,190.19516550018875,1330.6909544681432,2533.3856909340016
283,283.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.7,0.9,1.0,0.9,50.0,-292.4555381065361,190.19516550018875,1400.478394468143,3793.6079885845534
284,284.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.1,1.0,0.9,1.0,50.0,469.5067183035514,190.19516550018875,1393.0266910213288,1197.8908085128685
285,285.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.6,0.8,0.9,1.0,55.0,434.4101858825385,190.19516550018875,919.474123752819,3423.7156125480915
286,286.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.3,1.0,1.0,0.9,20.0,-919.6146617145712,157.03991085352746,1470.2658344681429,1644.2348793114904
287,287.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.6,0.8,0.7,1.0,45.0,2.434492565257897,190.19516550018875,1098.9735241277006,3423.7156125480915
288,288.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.6,0.8,1.0,1.0,60.0,633.240941747063,190.19516550018875,885.2651152809101,3423.7156125480915
289,289.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,0.7,0.7,1.0,30.0,-725.5132677509879,56.00568523776178,704.3785806966371,1559.0351370599183
290,290.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.9,0.8,0.8,1.0,50.0,-217.07256274187773,190.19516550018875,879.3436122247281,4759.210494969224
291,291.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.6,1.0,0.9,1.0,45.0,-389.0082380104084,190.19516550018875,1393.0266910213288,3423.7156125480915
292,292.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.2,1.0,1.0,1.0,25.0,-576.6124271676442,190.19516550018875,1006.2551152809101,1643.0557693199135
293,293.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.7,1.0,1.0,1.0,20.0,-979.2632485947041,56.00568523776178,1006.2551152809101,1153.7997197168813
294,294.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.9,1.0,0.9,1.0,50.0,-211.21841585483233,190.19516550018875,1300.102291021329,4759.210494969224
295,295.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.6,0.7,0.8,1.0,55.0,395.85296077856844,190.19516550018875,1041.3781475745143,3423.7156125480915
296,296.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.2,0.9,1.0,1.0,55.0,333.5964831543639,190.19516550018875,1400.478394468143,1643.0557693199135
297,297.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7,0.8,0.8,0.9,50.0,-43.224365828448384,190.19516550018875,925.372092224728,3793.6079885845534
298,298.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.6,1.0,0.9,0.9,55.0,149.23152673545232,190.19516550018875,1059.049003752819,3348.44302777751
299,299.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.9,0.9,30.0,-1213.2867533580943,56.00568523776178,1450.5622910213292,1268.0531509062475
300,300.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.8,1.0,20.0,-1498.763113106784,56.00568523776178,1373.3231475745145,1423.9566646122394
301,301.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8,0.9,0.9,25.0,-1185.621172626134,56.00568523776178,965.502603752819,1538.2100958016053
302,302.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.5,0.7,1.0,0.9,25.0,-739.8088213528796,135.48321153713508,1195.8564344681429,2019.688981101272
303,303.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.7,0.8,0.9,1.0,35.0,-588.0371834652387,190.19516550018875,1299.480291021329,3868.8805733551358
304,304.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.7,0.7,0.7,0.9,45.0,135.99618450463902,190.19516550018875,704.3785806966371,3793.6079885845534
305,305.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.6,1.0,1.0,0.9,20.0,-1270.0959016421045,56.00568523776178,1377.341434468143,997.8962060108895
306,306.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.1,0.9,0.9,0.9,35.0,-91.95336259390335,190.19516550018875,1041.043603752819,1122.6182237422863
307,307.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.7,0.7,0.8,0.9,30.0,-736.3990495913625,56.00568523776178,809.556172224728,1132.9746784585684
308,308.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.8,0.9,40.0,-745.5272034225309,76.65202721380695,925.9940922247281,2001.141100655618
309,309.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.8,0.9,45.0,-431.2474156329125,190.19516550018875,1222.8631475745144,5129.102871005686
310,310.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.3,1.0,0.7,0.9,35.0,-179.72187432349307,190.19516550018875,1296.0840041277004,2012.9481453563756
311,311.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.9,0.9,0.7,0.9,45.0,-209.28919666545994,190.19516550018875,960.7825806966371,4683.937910198643
312,312.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.6,1.0,0.8,0.9,20.0,-1062.5360410166836,56.00568523776178,1018.9184922247282,997.8962060108895
313,313.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.3,0.7,1.0,1.0,35.0,-345.66181268842087,190.19516550018875,1195.8564344681429,2088.2207301269577
314,314.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.7,0.8,1.0,0.9,50.0,200.59605988466797,190.19516550018875,885.2651152809101,3793.6079885845534
315,315.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.7,0.7,0.9,55.0,41.887467993593226,190.19516550018875,1029.1860841277005,5129.102871005686
316,316.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6,0.9,0.7,1.0,60.0,372.25729345158504,190.19516550018875,960.7825806966371,3423.7156125480915
