n,ID,VPN,I_SENSI_CAPEX_FACIL ,I_SENSI_CAPEX_PERFO,Unc_MultPreciobaseValorGas,E_Brent,Unc_MultCAPEXPerfo_palagua,D_CANT_TALADROS_INFILL,D_CANT_TALADROS_WF,D_TIPO_COMPLET_INFILL_WF,D_TIPO_COMPLET_V,D_DLLO_INFILL_B_123,D_DLLO_INFILL_B_456,D_DLLO_INFILL_B_7,D_DLLO_INFILL_B_CAIPAL,D_DLLO_INFILL_B_89,D_DLLO_PILOTO,D_CAPEX_FACILIDADES,VOL_TEC_TOTAL_OIL,VOL_TEC_INCREMENTAL,VOL_TEC_TOTAL_GAS,VOL_TEC_TOTAL_WATER,D_DLLO_IAV_456,D_DLLO_IAV_7,D_DLLO_IAV_123,D_DLLO_WF_CAIPAL,D_DLLO_WF_456,D_DLLO_WF_7,D_DLLO_WF_123,D_DLLO_WF_89,EFI_55,Lif_Cost_55,Dev_Cost_55,Vol_tol_le_55,Total_capex,Total_opex
564,564,-367855.9001,0.9,1.0,0.6,25,1.0,2,1,0,0,1,1,1,0,1,1,0,73.16487482432962,53.362552321210444,30.228777600419733,833.8495401375926,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0766,21.8024,42990.838216105694,982.3469806684,1469.8888527
565,565,-573680.0287,1.0,0.9,0.3,25,1.0,2,1,0,0,1,1,1,0,1,1,0,82.10712144261016,63.53182234254663,30.998735704198598,863.571733072301,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0676,25.7526,55986.61829691832,1502.7044757208,1447.4287666
566,566,-360389.4744,0.8,0.8,0.7,45,0.9,2,1,0,0,1,1,1,0,1,1,0,63.59699151640116,43.560737910002764,26.232781697078888,715.70846219369,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12.3667,37.5262,35362.79653595016,1386.066234229,1537.7471984
567,567,-170718.2726,0.9,0.9,0.1,30,1.0,2,1,0,0,1,1,1,0,1,1,0,58.89856352806311,36.142097349180915,34.32957163629219,964.4671340468573,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.3344,16.4143,33245.174915668205,587.3593737521,1109.5448171
568,568,-235523.8269,0.8,0.8,0.2,20,0.9,2,1,0,0,1,1,1,0,1,1,0,51.09194396650703,29.64573017715246,29.832368223054996,655.7291926638534,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.4762,17.621,27300.135925445957,516.4186275025,883.6902178
569,569,-43620.572,0.9,0.7,0.6,45,0.9,2,1,0,0,1,1,1,0,1,1,0,56.37187159800865,36.13987769964263,32.989656782335615,1132.6178861386074,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.040098417731119065,10.5298,15.2979,35734.19260366097,589.768765849,981.2749045
570,570,-391344.5139,0.7,0.9,0.8,35,1.0,2,1,0,0,1,1,1,0,1,1,0,76.18353601344069,59.227092964486374,34.706583341571104,1038.0796890208658,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.8901,25.6568,49086.80450305573,1328.0900291789,1529.0791903
571,571,-517183.8876,0.8,1.0,0.4,30,1.0,2,1,0,0,1,1,1,0,1,1,0,86.47873301936292,65.02100371669401,34.037471994115286,924.1490905063476,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.2564,26.2969,57124.68565997401,1567.4271540769,1510.8753552
572,572,21349.2543,0.7,0.7,0.4,50,1.0,2,1,0,0,1,1,1,0,1,1,0,43.94112686368095,25.991249895030958,25.13352400305677,635.0624711647365,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2834597615529486,10.8653,15.9494,23764.631696281416,407.4670342307,1049.1985987
573,573,21979.1889,1.0,0.7,0.3,55,1.0,2,1,0,0,1,1,1,0,1,1,0,64.37075267344765,45.92140258010534,32.145938467460454,809.709281300738,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.26084429533424314,12.1604,17.23,45535.12891110372,830.1801932929,1223.666448
574,574,-285830.4319,0.9,1.0,0.3,45,1.0,2,1,0,0,1,1,1,0,1,1,0,87.66865584494437,67.15520051923896,35.1904235288168,869.1570025817916,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,11.3226,23.2832,66876.26701147965,1625.8373028544,1454.897661
575,575,-72570.1224,0.8,0.7,0.8,55,0.9,2,1,0,0,1,1,1,0,1,1,0,76.09679763577842,56.249113989073706,32.95406646363297,843.2198554546393,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.061208014913306054,14.7993,19.215,58468.51022315927,1178.1229017907,1374.9300909
576,576,-323967.0674,0.7,1.0,0.2,35,0.9,2,1,0,0,1,1,1,0,1,1,0,54.22645812501044,33.57577253907306,23.946877597939597,655.5225700040152,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.8607,32.4398,29748.616614031213,1012.3613828338,1070.2716289
577,577,-466849.6961,0.8,0.7,0.3,30,1.0,2,1,0,0,1,1,1,0,1,1,0,77.23625857213068,59.14487080550839,33.803601503458225,1044.3011475343812,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,9.2401,25.3462,51796.54895097126,1378.3163224883,1375.706271
578,578,-97592.5866,0.8,0.8,0.8,60,1.0,2,1,0,0,1,1,1,0,1,1,0,79.39524587059674,61.448359090248374,33.315727055605755,853.970558026987,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.03852702929419447,17.1264,21.5788,64158.915687392335,1449.3110499325,1628.161004
579,579,-55230.7128,0.8,0.8,0.9,35,1.0,2,1,0,0,1,1,1,0,1,1,0,40.879528829294706,22.276332175917563,22.97954819264631,653.5917268947628,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.4693,15.7106,20251.944782966068,342.0705199751,1077.8750689
580,580,7334.8142,0.8,0.9,0.2,50,0.9,2,1,0,0,1,1,1,0,1,1,0,49.372270155771794,27.493410436785915,27.548957339799717,760.4527401110199,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.23007479637347336,9.7991,16.3128,27078.01176249272,474.5747445593,893.723144
581,581,47060.4384,0.8,0.7,0.6,45,0.9,2,1,0,0,1,1,1,0,1,1,0,37.22703744121907,18.29213806202812,20.974138100951997,444.7061829200581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5234234616642139,6.3616,13.431,16515.94902927579,240.3789152332,852.664752
582,582,-462885.0331,0.7,0.8,1.0,30,0.9,2,1,0,0,1,1,1,0,1,1,0,69.07323574927338,45.0931482591634,33.633634517931924,887.162531163079,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.4075,35.0797,32985.91856430833,1223.6946695398,1414.9326607
583,583,-420725.3389,0.7,0.9,0.4,25,0.9,2,1,0,0,1,1,1,0,1,1,0,63.233217229197805,42.40030101715382,28.729673452361517,732.4477335905792,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.2131,30.5704,33751.79505486926,1085.5458989755,1226.48455
584,584,-4975.7548,0.9,0.7,0.7,50,0.9,2,1,0,0,1,1,1,0,1,1,0,54.093416838988325,33.01783445649996,31.796875277101194,766.8748393442676,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.20023315221439286,11.9784,14.4042,35606.35516755437,552.1040702513,926.6600433
585,585,84322.0369,0.9,0.9,0.1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,85.01933154488604,64.91756769632067,37.01576385806743,1189.6648747766944,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.39100875951630454,10.7997,17.4457,67874.72735563279,1247.5795498467,1272.2772638
586,586,-230409.6419,0.9,1.0,0.8,40,1.0,2,1,0,0,1,1,1,0,1,1,0,81.41216534664383,59.63436685235175,36.98953941428967,1197.7399129569549,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.2178,22.6438,50213.597932125995,1201.1578308462,1532.5065245
587,587,-273078.8913,1.0,0.9,0.6,25,0.9,2,1,0,0,1,1,1,0,1,1,0,64.98538534579893,45.10471659509804,32.45856454717412,954.1559063113473,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.6694,19.8136,37090.15990595986,778.9309025371,1107.2026188
588,588,-293159.1775,0.9,0.8,0.6,30,0.9,2,1,0,0,1,1,1,0,1,1,0,70.35426642036396,49.162053187227244,29.316254410534526,617.3940368899167,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.5477,22.7467,41837.746498108165,996.3867008782,1254.5481956
589,589,26214.9816,0.7,0.9,0.4,45,0.9,2,1,0,0,1,1,1,0,1,1,0,40.250058747792565,23.04501551786051,23.053610351847926,591.2179762435646,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.32381471200195777,8.2763,14.3659,21033.16467970376,325.7571637162,863.3222993
590,590,-83633.3289,0.7,0.8,0.3,30,0.9,2,1,0,0,1,1,1,0,1,1,0,42.278051597768766,22.105021296013348,23.732960035412226,521.3420611914185,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.755,15.9409,20295.75680844696,347.7611005758,851.3097654
591,591,-288221.1985,0.7,0.8,1.0,55,0.9,2,1,0,0,1,1,1,0,1,1,0,74.43866371053849,56.811580860036216,34.40229245126079,1068.182174169432,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,12.5226,34.6895,44843.39808587413,1639.7320803544,1716.0622469
592,592,-84575.0083,0.9,1.0,0.3,35,0.9,2,1,0,0,1,1,1,0,1,1,0,48.47039113832359,28.139201258914994,27.34131967191607,760.6054127480334,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.9954,17.2806,25517.5661802602,473.9557978724,899.2646014
593,593,8332.2988,1.0,0.9,0.3,55,0.9,2,1,0,0,1,1,1,0,1,1,0,78.2059965754092,57.42837714199723,36.93218096629493,1187.6835728791839,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.23440073455858673,10.569,17.4972,59542.172594404234,1104.0679096555,1147.8540382
594,594,-280078.0498,0.9,0.9,0.6,35,1.0,2,1,0,0,1,1,1,0,1,1,0,78.40869058786646,58.166684091825886,31.24553672623364,845.2239108156181,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,10.1144,22.0186,50728.631192130764,1167.1612746441,1531.4292891
595,595,-67906.1126,0.7,0.9,0.2,40,1.0,2,1,0,0,1,1,1,0,1,1,0,59.66674659899337,40.45685306011557,35.57354646902874,1131.2961348334368,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.978,15.0857,38212.92598525851,623.4155494887,1136.8571717
596,596,-146439.6735,1.0,0.7,1.0,30,0.9,2,1,0,0,1,1,1,0,1,1,0,55.660226553652585,35.076886698209705,33.025911637659085,766.0450575589346,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.648,16.6313,31036.834792054706,555.5685534407,927.7678402
597,597,-93832.4376,0.7,1.0,0.4,35,0.9,2,1,0,0,1,1,1,0,1,1,0,57.603549050131946,37.33485193634698,34.104154135511685,966.3738501991589,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.9551,14.5216,35936.366931783334,562.9509047187,950.394119
598,598,-301289.828,0.8,1.0,0.6,20,1.0,2,1,0,0,1,1,1,0,1,1,0,52.22812149939011,34.444401336780686,30.99795410905859,971.1695186552679,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.4046,19.8831,27558.305772340387,587.2000019455,1124.1147785
599,599,-333498.5288,0.8,0.7,0.9,35,1.0,2,1,0,0,1,1,1,0,1,1,0,66.55626327430957,46.1694777769342,26.068230335337688,595.4095273738349,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.5051,27.8909,38091.031900719325,1108.8644112426,1612.1184717
600,600,-475301.8094,1.0,0.7,0.3,20,1.0,2,1,0,0,1,1,1,0,1,1,0,70.73368597203107,51.17019458509006,29.937371677133658,830.0658365026916,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.2247,23.6262,41549.66198094603,1030.2840783673,1324.3227063
601,601,-348479.6329,1.0,0.8,0.3,30,1.0,2,1,0,0,1,1,1,0,1,1,0,60.45377652004011,39.30822215311339,31.767574491070427,863.8327658339751,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.1114,26.0988,34338.20264534548,951.8902164381,1218.9789405
602,602,-271479.0458,0.9,1.0,0.6,20,1.0,2,1,0,0,1,1,1,0,1,1,0,50.180843603077605,31.5723758285267,29.683953486698044,824.8527982872395,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.2272,18.6726,27140.235849887096,542.781839031,1087.4034414
603,603,-130994.1179,0.7,0.7,0.4,50,1.0,2,1,0,0,1,1,1,0,1,1,0,82.10348383477488,61.34973735930319,34.50065300605578,995.8879322563572,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,11.4568,21.4,60886.96991631319,1365.608906993,1429.3292493
604,604,-250623.4514,1.0,0.9,0.6,25,1.0,2,1,0,0,1,1,1,0,1,1,0,55.719253450827146,36.37259835597258,23.123866113298227,485.43250314865503,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.015,18.3948,34070.625936006756,657.2240461023,1237.5129664
605,605,-16048.2801,0.8,1.0,0.1,35,1.0,2,1,0,0,1,1,1,0,1,1,0,38.57006548251838,17.432659051516083,21.32101791088526,443.13287427892914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040351442350499,8.907,12.6087,17641.453697005934,240.068134013,958.7827005
606,606,101769.3406,0.8,0.9,0.5,60,0.9,2,1,0,0,1,1,1,0,1,1,0,54.896003067325566,37.05409391340338,32.79558879094193,968.6489337604805,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.630426200025962,11.9136,13.4053,38866.205932664445,561.727952908,953.6381073
607,607,-332523.1274,0.9,0.7,0.1,20,1.0,2,1,0,0,1,1,1,0,1,1,0,52.803927348143006,33.048703327568816,23.698952042428548,631.5576262340971,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.2352,22.7196,28060.750282500558,671.9465694013,1116.4311339
608,608,-37093.9636,0.7,0.9,0.4,50,0.9,2,1,0,0,1,1,1,0,1,1,0,65.01891582537786,44.82015624630696,32.1542585507724,808.2020891729034,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.10732122854670308,12.2201,16.4851,47492.37809890063,828.4733631579,1068.7972598
609,609,-98574.4334,0.7,1.0,1.0,50,1.0,2,1,0,0,1,1,1,0,1,1,0,57.68801108001791,40.66474308932693,27.16597565383676,805.2927439573023,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.7961,24.7087,34124.1697783937,887.9150162884,1399.1820022
610,610,-255261.552,0.8,0.8,0.4,25,1.0,2,1,0,0,1,1,1,0,1,1,0,55.41334567003072,37.64948358345701,33.16599024519832,968.8713911909773,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.1499,18.5675,31929.94762253492,637.6068423428,1116.504755
611,611,-376585.912,0.9,0.8,0.8,30,0.9,2,1,0,0,1,1,1,0,1,1,0,91.13354957499305,72.01065361497677,38.686094576613065,1202.2607491658616,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6.9359,21.064,62041.746494784325,1376.2074897972,1333.3902878
612,612,-310084.8597,0.9,0.8,0.7,30,0.9,2,1,0,0,1,1,1,0,1,1,0,78.29381468015077,58.8457949429792,32.388963601410275,878.5600325121604,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,8.6338,21.5709,47808.553789828686,1079.2958932403,1390.9345816
613,613,-337979.3883,0.9,0.7,0.8,35,1.0,2,1,0,0,1,1,1,0,1,1,0,84.52204233189006,66.67487972310298,36.27913909245847,1217.4537366812758,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,9.995,22.725,55870.3013676543,1336.1998628426,1651.8185687
614,614,-29508.4485,0.7,0.7,0.6,60,0.9,2,1,0,0,1,1,1,0,1,1,0,64.99227207275356,44.4792584483218,29.758491213015336,847.8027014790539,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.13809402804723556,13.9979,20.7929,46254.26728362692,1011.2602066612,1172.5669929
615,615,-105994.5219,0.7,0.7,0.9,30,1.0,2,1,0,0,1,1,1,0,1,1,0,42.51535413231798,23.491119588605173,23.937951612622,619.0607317784562,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.4864,16.4401,21717.63247360861,383.4537821624,1071.0172872
616,616,-528679.4286,0.9,0.9,1.0,20,0.9,2,1,0,0,1,1,1,0,1,1,0,82.35091399620484,64.02076639730561,32.43263129847241,757.8004880476965,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,8.1032,27.8655,40705.45648204788,1188.6380355287,1670.4975985
617,617,-382901.5523,0.8,0.9,0.5,30,1.0,2,1,0,0,1,1,1,0,1,1,0,91.42959178840613,71.61017972899862,37.6621458341279,1067.412575760417,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,9.226,20.3682,61796.828823712785,1321.0098699064,1582.8932488
618,618,-43920.4195,1.0,0.7,0.5,60,1.0,2,1,0,0,1,1,1,0,1,1,0,63.78159283708269,41.39496205750342,29.965940668653833,725.6019482778865,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.09570985233011409,16.8182,21.8339,41776.094037346294,961.0571892242,1413.7070257
619,619,76141.9999,0.7,0.9,0.2,50,1.0,2,1,0,0,1,1,1,0,1,1,0,71.39682902707372,52.226306250146834,28.25283527214125,646.4438739665721,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4284953319049007,8.6969,15.0666,52120.81609902113,819.9536265137,1179.1871965
620,620,-592512.3716,1.0,0.9,0.2,25,0.9,2,1,0,0,1,1,1,0,1,1,0,91.87192221389472,72.77750188489796,38.123622570131616,1068.6673988244231,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,7.1101,24.3446,65179.62110510626,1665.5978395058,1234.8250577
621,621,-63702.577,0.9,0.8,0.6,50,0.9,2,1,0,0,1,1,1,0,1,1,0,70.31612372338131,54.00227603245281,29.209473057766616,837.629582404217,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.03597099897159378,10.7692,20.8626,49341.157256805425,1075.9372231139,1297.8281038
622,622,-416085.4512,1.0,0.9,0.5,30,1.0,2,1,0,0,1,1,1,0,1,1,0,84.49631379200363,65.22378368590707,33.1494671851175,872.5852456703064,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,9.8022,22.9786,53737.21683041245,1287.390872652,1585.4822744
623,623,-9145.9934,1.0,0.8,0.4,40,0.9,2,1,0,0,1,1,1,0,1,1,0,46.63089877142378,22.770764468593033,25.669959026559596,648.1998255873317,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.11421688014444872,6.9517,15.285,20644.446649401496,340.6316163281,868.1899795
624,624,-19931.394,1.0,0.8,0.7,50,0.9,2,1,0,0,1,1,1,0,1,1,0,74.43245179777016,56.57559187544641,30.38816029985052,735.9435139716826,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1400057527482221,11.1572,18.5467,52018.06027023974,1007.3486503498,1370.3726957
625,625,-395813.5687,0.9,0.8,0.9,30,1.0,2,1,0,0,1,1,1,0,1,1,0,72.63529485083966,53.4775595848419,28.0521864318539,736.4237904025515,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.1437,27.6629,41367.41644824315,1198.0742329571,1690.5423963
626,626,69688.0123,0.8,1.0,0.1,60,0.9,2,1,0,0,1,1,1,0,1,1,0,83.22894167968454,63.08129905339327,31.504167133966202,860.4841437668351,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.3482958140046064,9.5197,19.3736,64802.54097713781,1306.7495360278,1134.3450809
627,627,-80105.3405,1.0,1.0,0.4,35,1.0,2,1,0,0,1,1,1,0,1,1,0,47.219067979027955,27.23641934290559,26.53867620077738,761.3934575741545,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.4207,16.5742,24073.317222302503,428.2835896817,1069.1326322
628,628,57621.0688,0.7,1.0,0.4,55,0.9,2,1,0,0,1,1,1,0,1,1,0,45.8879256063397,29.255038354858684,26.488334519329793,763.9548199124146,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.46007540214509307,10.8505,15.4926,28569.360705819687,475.7589327644,905.6861021
629,629,-148843.688,0.9,0.9,0.5,35,0.9,2,1,0,0,1,1,1,0,1,1,0,50.97886890428516,31.565383160936122,30.107868395888794,770.0167818591842,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.7746,19.8554,28028.490755231487,598.49853735,923.8880268
630,630,-244660.2757,1.0,0.8,0.9,35,1.0,2,1,0,0,1,1,1,0,1,1,0,64.50440506757971,48.58980062304409,29.29791244893144,855.8955042680884,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0532,23.5082,38287.38824880478,946.277519305,1478.8841806
631,631,-190072.2711,0.9,0.7,0.9,45,1.0,2,1,0,0,1,1,1,0,1,1,0,105.37400913700674,86.46239585155672,39.08856363759573,1070.7922403399348,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,9.639,20.6469,77861.82977543035,1677.04983222,1767.1701499
632,632,-359752.8956,0.8,1.0,0.2,25,1.0,2,1,0,0,1,1,1,0,1,1,0,75.32986048573977,54.27910220772611,32.36154116873847,869.5233794047361,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,8.4278,19.8481,48331.58212580236,1006.0972265633,1288.9066722
633,633,-54384.6142,0.8,1.0,0.3,40,1.0,2,1,0,0,1,1,1,0,1,1,0,60.32722762304783,41.01914536791051,36.142238878313364,1130.033342410474,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,10.6481,13.6348,40345.33229794994,595.4356900851,1137.9160503
634,634,-259610.4352,0.9,0.9,1.0,20,1.0,2,1,0,0,1,1,1,0,1,1,0,49.24115327870673,29.226029778171256,29.06882546769952,655.3165168172912,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.1363,19.5868,24343.200601421388,510.8051348794,1078.0440847
635,635,-264779.3972,1.0,0.9,0.1,40,0.9,2,1,0,0,1,1,1,0,1,1,0,78.71709201808008,58.997864595297244,29.663328304850566,754.6873393165324,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.9037,23.7516,57927.87182251462,1429.4262859241,1102.2168829
636,636,-76748.9741,0.9,0.7,0.9,30,0.9,2,1,0,0,1,1,1,0,1,1,0,46.18783599980536,26.508091809852868,26.35286282685859,615.3224058191914,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.2445,14.8048,24201.656802512953,385.6371755216,893.3337961
637,637,88774.392,0.9,0.7,0.8,55,0.9,2,1,0,0,1,1,1,0,1,1,0,83.31267673714306,63.87509917612276,32.27082166030255,872.6613810253832,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.44105750101133084,13.0116,14.7578,65947.13631454074,1014.519462819,1360.5770723
638,638,-81607.5681,1.0,0.7,0.8,55,0.9,2,1,0,0,1,1,1,0,1,1,0,61.14889112198828,42.100738125633754,27.789279807878717,835.2639735758198,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,11.8875,26.9568,34174.752097592944,968.7834379213,1416.932761
639,639,120118.361,0.8,0.9,0.2,60,0.9,2,1,0,0,1,1,1,0,1,1,0,85.1051316844273,65.49273922303902,34.26444134340134,751.244505648017,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.4545135232709583,8.3747,18.4116,65402.53072749922,1257.6185915345,1154.2804551
640,640,-286101.7116,1.0,0.9,0.8,30,0.9,2,1,0,0,1,1,1,0,1,1,0,55.908576613831436,39.888843058689076,30.229649405372093,795.0999687175214,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.7031,24.4181,32251.753367757454,836.0796196246,1045.1339115
641,641,-184118.4982,0.7,0.8,0.8,40,1.0,2,1,0,0,1,1,1,0,1,1,0,66.13515946819766,45.92399045614126,29.82222201766934,707.4241993290879,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.3193,22.9041,40462.31274877471,975.0028030886,1402.4359165
642,642,-66674.7413,1.0,0.7,0.8,45,1.0,2,1,0,0,1,1,1,0,1,1,0,67.81358361838403,49.13934230621655,30.050500529431023,817.7621318733604,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,10.7794,18.8678,43153.22850830289,855.7785394534,1431.9463138
643,643,22366.5876,0.7,0.7,0.5,55,0.9,2,1,0,0,1,1,1,0,1,1,0,60.60332805956374,42.94895413304892,24.270200978307578,591.3060423175028,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.24875369108120712,11.6889,19.2329,40908.75119798176,820.3942691539,1207.4205697
644,644,-601576.2324,0.7,0.8,0.6,20,0.9,2,1,0,0,1,1,1,0,1,1,0,80.2834498347716,62.0528178392982,36.02472601478105,1041.5888089358973,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,6.8918,28.1971,46326.40924840356,1377.7234684788,1293.9217347
645,645,-218235.6016,0.9,1.0,0.1,45,0.9,2,1,0,0,1,1,1,0,1,1,0,83.5878837481649,65.99055680720505,35.628090092185765,1218.5282240222125,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,8.7066,22.1981,65095.14623590394,1519.0675842199,1164.0303473
646,646,-284369.1409,0.7,0.8,0.2,50,1.0,2,1,0,0,1,1,1,0,1,1,0,70.88926617834565,51.80769995475214,31.931118659395096,923.4374910960494,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,11.2129,30.868,47772.6021283272,1546.9513525097,1398.9045879
647,647,-149137.4332,0.8,0.7,0.3,45,1.0,2,1,0,0,1,1,1,0,1,1,0,64.59204751510495,46.51436247162316,30.116846641069426,848.8590697020429,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.5755,21.9315,43961.68055792731,1013.9003103102,1252.6002168
648,648,-86968.5097,1.0,0.8,0.2,55,1.0,2,1,0,0,1,1,1,0,1,1,0,73.71832825492801,55.814582723965,29.66989337173748,742.6804621565849,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.01920831459027398,11.3281,22.7054,55806.58790082218,1320.7668359479,1304.9244712
649,649,-53484.3956,0.9,0.8,0.1,40,0.9,2,1,0,0,1,1,1,0,1,1,0,53.42728571934307,34.495603183684196,32.01345787678021,823.3562917596182,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.4117,14.6157,34766.58027783967,547.3803364167,904.4297472
650,650,86706.3287,0.8,0.8,0.8,50,0.9,2,1,0,0,1,1,1,0,1,1,0,39.2875507442961,20.50281352171911,22.229219332927208,470.1793578133253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8352786044687585,7.2125,12.0353,18895.90959924069,246.2492529692,865.2118812
651,651,-687534.2509,0.9,0.7,0.1,20,0.9,2,1,0,0,1,1,1,0,1,1,0,91.75650288546441,73.35575464781928,38.26739220327614,1069.4758854187128,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,6.5687,24.5462,64573.62225893555,1665.1089931374,1181.2598831
