n,ID,D_ActivacionIAV_Mor,D_ActivacionICV_Mor,Opt_CalculoRagaliasIncrementales_Mor,Unc_MultPreciobaseValorGas,Opt_EscCAPEX_Perforacion,Opt_EscVentaCrudo,Unc_MultCAPEXFacilidadesIAV_Mor,Unc_MultCAPEXFacilidadesICV_Mor,Unc_MultCAPEXPerfo_UGE_Mor,Unc_MultOPEX_Mor,E_Brent,Total_VPN,volumen_Mbls,Capex,opex
322,322.0,1.0,0.0,1.0,0.5,2.0,2.0,0.9,0.9,0.9,1.0,30.0,-230.33923973711208,6.6084749817854815,353.20146534695607,74.67403937651005
323,323.0,1.0,0.0,1.0,0.4,3.0,2.0,0.9,0.9,0.9,1.0,30.0,-193.79786642195154,7.31875125910715,314.6400653469561,82.77537206375192
324,324.0,1.0,0.0,1.0,0.9,3.0,1.0,0.7,0.7,1.0,1.0,25.0,-226.06626156341704,2.336191878650031,294.67005082541027,18.30073999715825
325,325.0,1.0,0.0,1.0,0.7,2.0,1.0,0.8,0.8,0.7,0.9,40.0,-165.8706059035102,7.31875125910715,293.0222580861832,98.01775781283709
326,326.0,1.0,0.0,1.0,0.2,1.0,1.0,0.9,0.9,0.7,1.0,25.0,-240.32130489171792,5.063408075481224,329.25506534695603,35.372451994887385
327,327.0,1.0,0.0,1.0,0.5,2.0,2.0,0.7,0.7,1.0,1.0,40.0,-171.23435337705254,8.610257067672498,337.5160508254102,122.4779257629794
328,328.0,1.0,0.0,1.0,0.4,1.0,2.0,0.7,0.7,0.9,0.9,60.0,-53.23370510145642,11.60563302293498,339.62505082541026,191.2796274405349
329,329.0,1.0,0.0,1.0,0.7,1.0,2.0,1.0,1.0,0.9,0.9,55.0,-135.05035607835507,10.751127173934911,394.5550726077289,202.61986453456944
330,330.0,1.0,0.0,1.0,0.8,1.0,2.0,0.9,0.9,1.0,1.0,45.0,-212.046790007023,7.982795416418341,399.7400653469561,129.5422634535978
331,331.0,1.0,0.0,1.0,1.0,3.0,1.0,0.7,0.7,0.7,0.9,25.0,-185.1260130273773,2.336191878650031,244.72005082541028,18.773261936204296
332,332.0,1.0,0.0,1.0,1.0,2.0,1.0,0.7,0.7,0.9,0.9,30.0,-234.13736927615557,3.304230922637724,316.5814508254103,32.20119296134307
333,333.0,1.0,0.0,1.0,0.7,2.0,1.0,0.8,0.8,0.8,1.0,40.0,-187.43300728154742,6.6084749817854815,313.9568580861832,86.52601732917523
334,334.0,1.0,0.0,1.0,0.7,3.0,1.0,0.8,0.8,0.9,0.9,45.0,-144.60324552667208,7.982795416418341,296.3300580861832,114.99905819037711
335,335.0,1.0,0.0,1.0,0.8,2.0,1.0,0.7,0.7,0.9,1.0,60.0,-93.99762392768058,9.744629023205515,316.5814508254103,188.98875194017356
336,336.0,1.0,0.0,1.0,0.1,2.0,1.0,0.8,0.8,1.0,1.0,40.0,-188.8035335045466,9.744629023205515,355.8260580861831,111.49109940957814
337,337.0,1.0,0.0,1.0,0.2,1.0,1.0,0.7,0.7,0.8,0.9,40.0,-158.0694879975813,9.744629023205515,316.1300508254103,112.52019200914248
338,338.0,1.0,0.0,1.0,0.4,2.0,1.0,1.0,1.0,0.7,0.9,45.0,-150.2072709144644,9.744629023205515,329.6422726077289,134.66237844645542
339,339.0,1.0,0.0,1.0,0.1,1.0,2.0,0.8,0.8,1.0,1.0,55.0,-92.88963196590686,11.53015096905002,381.43005808618324,158.59701686085097
340,340.0,1.0,0.0,1.0,0.4,1.0,1.0,0.8,0.8,0.8,1.0,55.0,-105.72120475776586,11.53015096905002,334.4400580861832,201.90419459512694
341,341.0,1.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,0.8,0.9,35.0,-216.39506458907812,7.982795416418341,371.0600726077289,99.1092690117682
342,342.0,1.0,0.0,1.0,0.6,1.0,1.0,0.7,0.7,1.0,0.9,25.0,-278.08627498310045,3.304230922637724,363.12005082541026,23.99069084226162
343,343.0,1.0,0.0,1.0,0.1,3.0,2.0,1.0,1.0,0.7,0.9,35.0,-130.45513933732454,10.751127173934911,299.650072607729,123.64305230322225
344,344.0,1.0,0.0,1.0,0.4,1.0,2.0,0.9,0.9,0.8,0.9,30.0,-221.98075110491962,7.31875125910715,352.7500653469561,77.26488461684266
345,345.0,1.0,0.0,1.0,0.4,1.0,1.0,0.7,0.7,1.0,1.0,45.0,-187.816049579418,9.194281154186596,363.12005082541026,129.15556459407279
346,346.0,1.0,0.0,1.0,0.1,2.0,1.0,0.9,0.9,0.8,0.9,45.0,-130.55860174496254,11.499328970392527,332.2668653469561,142.8961944888502
347,347.0,1.0,0.0,1.0,0.5,3.0,1.0,0.8,0.8,0.9,1.0,60.0,-59.0096770989509,11.53015096905002,296.3300580861832,216.3399205065523
348,348.0,1.0,0.0,1.0,0.9,1.0,1.0,0.8,0.8,1.0,0.9,20.0,-303.4648090737371,1.7609146983568025,381.43005808618324,12.124155985637701
349,349.0,1.0,0.0,1.0,0.8,2.0,1.0,1.0,1.0,1.0,1.0,25.0,-302.0758175595983,2.336191878650031,392.44607260772887,17.0888473978099
350,350.0,1.0,0.0,1.0,0.3,2.0,2.0,1.0,1.0,0.7,1.0,50.0,-90.63402967182262,11.53015096905002,329.6422726077289,187.46846868370162
351,351.0,1.0,0.0,1.0,0.6,2.0,1.0,0.9,0.9,0.9,1.0,20.0,-277.31516844304474,1.7609146983568025,353.20146534695607,10.099099831341308
352,352.0,1.0,0.0,1.0,0.1,1.0,1.0,0.7,0.7,1.0,1.0,50.0,-135.54908745956203,11.499328970392527,363.12005082541026,157.16957988634184
353,353.0,1.0,0.0,1.0,0.9,3.0,1.0,1.0,1.0,1.0,0.9,40.0,-220.4484442608149,5.859528792858796,349.6000726077289,76.75401016731044
354,354.0,1.0,0.0,1.0,0.8,1.0,2.0,1.0,1.0,0.9,1.0,30.0,-275.0650762105256,5.063408075481224,394.5550726077289,59.191120435361604
355,355.0,1.0,0.0,1.0,0.3,3.0,1.0,0.8,0.8,0.7,1.0,55.0,-47.02462060608271,11.53015096905002,263.0300580861832,187.46846868370162
356,356.0,1.0,0.0,1.0,0.8,2.0,1.0,0.8,0.8,0.7,1.0,35.0,-196.6828671974517,4.204950471585056,293.0222580861832,43.70810505909942
357,357.0,1.0,0.0,1.0,0.2,3.0,1.0,0.8,0.8,0.7,1.0,40.0,-118.70540849177846,9.194281154186596,263.0300580861832,109.10751150035352
358,358.0,1.0,0.0,1.0,0.7,2.0,2.0,0.9,0.9,0.8,1.0,60.0,-69.57396429178524,11.557899957417797,332.2668653469561,246.62624069182704
359,359.0,1.0,0.0,1.0,0.9,2.0,1.0,0.8,0.8,0.9,1.0,50.0,-166.08263510708218,7.982795416418341,334.89145808618326,137.48715804290225
360,360.0,1.0,0.0,1.0,0.4,1.0,1.0,0.7,0.7,0.9,1.0,30.0,-240.3308423048878,5.063408075481224,339.62505082541026,43.31200814171212
361,361.0,1.0,0.0,1.0,0.9,3.0,1.0,0.7,0.7,0.8,0.9,20.0,-205.54558038983885,1.7609146983568025,261.3700508254103,12.124155985637701
362,362.0,1.0,0.0,1.0,0.7,1.0,1.0,0.8,0.8,1.0,0.9,20.0,-302.1980229741334,1.7609146983568025,381.43005808618324,10.438063687065187
363,363.0,1.0,0.0,1.0,0.7,2.0,1.0,0.8,0.8,0.8,1.0,60.0,-85.09660503830113,9.744629023205515,313.9568580861832,177.917658721517
364,364.0,1.0,0.0,1.0,0.3,2.0,1.0,1.0,1.0,0.9,0.9,50.0,-146.25324966100862,11.53015096905002,371.51147260772893,173.05233958875905
365,365.0,1.0,0.0,1.0,0.7,2.0,2.0,0.9,0.9,0.7,1.0,60.0,-54.558335837922954,11.557899957417797,311.33226534695604,246.62624069182704
366,366.0,1.0,0.0,1.0,0.3,3.0,1.0,0.8,0.8,1.0,0.9,20.0,-242.1181487243544,2.758594824312179,312.9800580861832,13.357041050131322
367,367.0,1.0,0.0,1.0,0.5,2.0,2.0,0.8,0.8,0.7,1.0,45.0,-105.10862114294919,9.744629023205515,293.0222580861832,155.77547228420408
368,368.0,1.0,0.0,1.0,0.6,3.0,1.0,0.8,0.8,1.0,0.9,30.0,-221.7101566791498,4.204950471585056,312.9800580861832,35.74893068154366
369,369.0,1.0,0.0,1.0,0.7,1.0,1.0,1.0,1.0,0.8,1.0,25.0,-283.3049594028705,2.758594824312179,371.0600726077289,20.821936001113706
370,370.0,1.0,0.0,1.0,0.1,2.0,2.0,0.9,0.9,1.0,1.0,55.0,-86.35591460047138,11.53015096905002,374.13606534695606,158.59701686085097
371,371.0,1.0,0.0,1.0,0.4,2.0,2.0,0.7,0.7,0.9,1.0,35.0,-174.3764902445502,7.982795416418341,316.5814508254103,97.76268509637995
372,372.0,1.0,0.0,1.0,0.8,1.0,2.0,0.9,0.9,0.9,0.9,45.0,-186.8540983788684,8.610257067672498,376.2450653469561,141.67185879581288
373,373.0,1.0,0.0,1.0,0.1,1.0,2.0,0.8,0.8,0.8,0.9,20.0,-239.59672407325013,5.859528792858796,334.4400580861832,37.19358035096624
374,374.0,1.0,0.0,1.0,0.9,1.0,1.0,0.7,0.7,1.0,1.0,25.0,-282.6365094973014,2.336191878650031,363.12005082541026,18.30073999715825
375,375.0,1.0,0.0,1.0,0.6,1.0,1.0,0.8,0.8,0.9,1.0,20.0,-282.53114637071684,1.7609146983568025,357.9350580861831,10.099099831341308
376,376.0,1.0,0.0,1.0,1.0,3.0,2.0,0.8,0.8,0.8,1.0,20.0,-212.92436499291028,2.336191878650031,279.68005808618324,19.512632596506606
377,377.0,1.0,0.0,1.0,0.5,1.0,1.0,0.8,0.8,1.0,1.0,60.0,-121.53919643884979,11.53015096905002,381.43005808618324,216.3399205065523
378,378.0,1.0,0.0,1.0,0.3,1.0,2.0,0.9,0.9,1.0,0.9,20.0,-299.24537423705505,4.204950471585056,399.7400653469561,26.778021002429124
379,379.0,1.0,0.0,1.0,0.2,2.0,1.0,0.7,0.7,0.9,0.9,20.0,-245.11187490492125,3.304230922637724,316.5814508254103,15.78018872318018
380,380.0,1.0,0.0,1.0,0.6,3.0,1.0,0.8,0.8,0.8,0.9,60.0,-47.29460721043172,11.557899957417797,279.68005808618324,217.6328988492168
381,381.0,1.0,0.0,1.0,0.5,2.0,1.0,0.9,0.9,0.7,0.9,45.0,-144.35489664831195,8.610257067672498,311.33226534695604,114.72180827370022
382,382.0,1.0,0.0,1.0,0.2,1.0,1.0,0.8,0.8,0.7,0.9,55.0,-69.00463716371418,11.53015096905002,310.94505808618317,158.61661367733376
383,383.0,1.0,0.0,1.0,0.2,1.0,1.0,0.8,0.8,1.0,1.0,30.0,-265.5025162627082,6.6084749817854815,381.43005808618324,56.89607244751225
384,384.0,1.0,0.0,1.0,0.8,1.0,1.0,0.9,0.9,0.9,0.9,60.0,-133.04358053831444,9.744629023205515,376.2450653469561,178.94675132108134
385,385.0,1.0,0.0,1.0,0.3,1.0,1.0,0.9,0.9,1.0,0.9,20.0,-312.5167162512278,2.758594824312179,399.7400653469561,13.357041050131322
386,386.0,1.0,0.0,1.0,0.1,2.0,1.0,0.9,0.9,0.7,1.0,20.0,-237.63190975161345,3.304230922637724,311.33226534695604,15.024778489369755
387,387.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.8,0.9,50.0,-121.65721500488894,8.610257067672498,316.30007260772896,159.63855914388802
388,388.0,1.0,0.0,1.0,0.4,3.0,1.0,0.9,0.9,0.9,0.9,50.0,-109.81369056167551,10.751127173934911,314.6400653469561,163.13145841889587
389,389.0,1.0,0.0,1.0,0.5,3.0,1.0,0.7,0.7,1.0,0.9,60.0,-53.102150495967976,11.557899957417797,294.67005082541027,203.19717293779146
390,390.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.9,30.0,-247.592631017905,3.304230922637724,334.4400580861832,32.20119296134307
391,391.0,1.0,0.0,1.0,0.6,2.0,1.0,0.7,0.7,1.0,0.9,45.0,-173.82780513418993,8.610257067672498,337.5160508254102,123.70515844773777
392,392.0,1.0,0.0,1.0,0.8,3.0,2.0,0.7,0.7,0.8,1.0,40.0,-124.94664099401218,7.31875125910715,261.3700508254103,110.44586965841118
393,393.0,1.0,0.0,1.0,1.0,3.0,1.0,0.7,0.7,0.7,1.0,25.0,-185.67058996603774,2.336191878650031,244.72005082541028,19.512632596506606
394,394.0,1.0,0.0,1.0,0.7,3.0,2.0,0.8,0.8,0.7,1.0,55.0,-45.98575749202553,9.744629023205515,263.0300580861832,177.917658721517
395,395.0,1.0,0.0,1.0,0.9,2.0,1.0,1.0,1.0,0.9,1.0,20.0,-293.0436671854394,1.7609146983568025,371.51147260772893,12.628238279200078
396,396.0,1.0,0.0,1.0,0.6,1.0,1.0,0.9,0.9,0.7,1.0,40.0,-193.57823921791714,7.31875125910715,329.25506534695603,96.61062086108154
397,397.0,1.0,0.0,1.0,0.5,1.0,1.0,0.9,0.9,0.7,1.0,35.0,-211.79402035365655,6.6084749817854815,329.25506534695603,74.67403937651005
398,398.0,1.0,0.0,1.0,0.8,1.0,1.0,0.9,0.9,0.8,1.0,50.0,-174.79676331342225,7.982795416418341,352.7500653469561,129.5422634535978
399,399.0,1.0,0.0,1.0,0.9,3.0,1.0,1.0,1.0,1.0,1.0,30.0,-256.97977330261375,3.304230922637724,349.6000726077289,31.445782727532645
400,400.0,1.0,0.0,1.0,1.0,2.0,2.0,0.8,0.8,0.8,0.9,20.0,-240.7077219385473,2.336191878650031,313.9568580861832,18.773261936204296
401,401.0,1.0,0.0,1.0,0.5,3.0,1.0,1.0,1.0,0.9,0.9,30.0,-231.7299130722543,5.063408075481224,332.95007260772894,44.53849663031823
402,402.0,1.0,0.0,1.0,0.7,1.0,1.0,0.8,0.8,0.8,1.0,35.0,-226.22368133173242,5.063408075481224,334.4400580861832,55.221342361949226
403,403.0,1.0,0.0,1.0,0.6,3.0,2.0,1.0,1.0,0.8,0.9,40.0,-150.63972883049755,8.610257067672498,316.30007260772896,123.70515844773777
404,404.0,1.0,0.0,1.0,0.6,3.0,2.0,1.0,1.0,0.9,0.9,20.0,-248.72870796306884,3.304230922637724,332.95007260772894,23.99069084226162
405,405.0,1.0,0.0,1.0,0.8,2.0,1.0,0.7,0.7,0.9,1.0,25.0,-243.28953646658147,2.336191878650031,316.5814508254103,17.0888473978099
406,406.0,1.0,0.0,1.0,0.6,2.0,2.0,0.9,0.9,0.7,1.0,50.0,-98.55605067110173,9.744629023205515,311.33226534695604,166.84656550286059
407,407.0,1.0,0.0,1.0,0.6,2.0,2.0,0.7,0.7,0.7,1.0,55.0,-49.118336255232386,10.751127173934911,274.71225082541025,201.7326458587521
408,408.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.8,1.0,25.0,-258.734650785289,3.304230922637724,350.57687260772894,33.498408257303005
409,409.0,1.0,0.0,1.0,0.2,1.0,2.0,0.9,0.9,0.8,0.9,30.0,-211.32933673991263,8.610257067672498,352.7500653469561,87.77175775158757
410,410.0,1.0,0.0,1.0,0.3,2.0,2.0,0.9,0.9,0.8,1.0,20.0,-244.83666738316714,4.204950471585056,332.2668653469561,28.756588927241854
411,411.0,1.0,0.0,1.0,0.1,1.0,2.0,1.0,1.0,1.0,1.0,25.0,-287.42799158989385,7.31875125910715,418.05007260772885,62.02249886775749
412,412.0,1.0,0.0,1.0,0.2,3.0,2.0,0.9,0.9,0.9,1.0,40.0,-130.2139460005419,9.744629023205515,314.6400653469561,122.56219262823461
413,413.0,1.0,0.0,1.0,0.9,2.0,1.0,0.7,0.7,0.9,1.0,55.0,-126.66061653522956,8.610257067672498,316.5814508254103,158.4113264591296
414,414.0,1.0,0.0,1.0,0.8,3.0,1.0,1.0,1.0,1.0,1.0,40.0,-219.54468183782348,5.859528792858796,349.6000726077289,75.39212606514778
415,415.0,1.0,0.0,1.0,0.8,3.0,2.0,0.7,0.7,0.7,1.0,25.0,-172.2423234595025,3.304230922637724,244.72005082541028,29.393157197762285
416,416.0,1.0,0.0,1.0,0.9,3.0,2.0,0.7,0.7,0.8,0.9,30.0,-171.8263186658369,4.204950471585056,261.3700508254103,44.719840360658196
417,417.0,1.0,0.0,1.0,0.1,1.0,1.0,0.7,0.7,1.0,0.9,50.0,-128.9076433725037,11.53015096905002,363.12005082541026,144.18088776590844
418,418.0,1.0,0.0,1.0,0.7,2.0,2.0,0.9,0.9,0.8,1.0,20.0,-251.85313604868736,3.304230922637724,332.2668653469561,27.340531667991918
419,419.0,1.0,0.0,1.0,0.5,1.0,2.0,0.7,0.7,0.9,0.9,20.0,-256.6974202825928,3.304230922637724,339.62505082541026,21.93806531249126
420,420.0,1.0,0.0,1.0,0.9,2.0,2.0,0.8,0.8,0.7,1.0,25.0,-212.31713724325655,3.304230922637724,293.0222580861832,31.445782727532645
421,421.0,1.0,0.0,1.0,0.7,1.0,2.0,0.7,0.7,0.8,0.9,55.0,-79.54087048621507,10.751127173934911,316.1300508254103,202.61986453456944
422,422.0,1.0,0.0,1.0,0.3,2.0,2.0,0.8,0.8,0.9,0.9,40.0,-149.0232062787005,9.744629023205515,334.89145808618326,123.59128522779896
423,423.0,1.0,0.0,1.0,0.2,3.0,1.0,0.7,0.7,0.9,1.0,40.0,-132.39775005581416,9.194281154186596,278.0200508254103,109.10751150035352
424,424.0,1.0,0.0,1.0,0.1,2.0,2.0,0.8,0.8,0.8,0.9,25.0,-200.25815325635747,7.982795416418341,313.9568580861832,67.32969065455036
425,425.0,1.0,0.0,1.0,0.5,3.0,1.0,0.9,0.9,0.9,1.0,20.0,-244.6391981760345,2.336191878650031,314.6400653469561,13.45316959976484
426,426.0,1.0,0.0,1.0,0.1,3.0,1.0,0.7,0.7,0.9,0.9,40.0,-118.76715360857598,10.751127173934911,278.0200508254103,123.64305230322225
427,427.0,1.0,0.0,1.0,0.1,2.0,1.0,0.8,0.8,0.9,1.0,50.0,-112.15481484525999,11.499328970392527,334.89145808618326,157.16957988634184
428,428.0,1.0,0.0,1.0,0.7,3.0,1.0,0.9,0.9,0.7,0.9,25.0,-209.35122654166176,3.304230922637724,281.34006534695607,26.04331637203198
429,429.0,1.0,0.0,1.0,0.3,1.0,1.0,0.8,0.8,1.0,0.9,40.0,-218.22173915363254,8.610257067672498,381.43005808618324,96.75510792562513
430,430.0,1.0,0.0,1.0,0.2,3.0,1.0,0.7,0.7,0.7,0.9,45.0,-71.80942198520299,11.365603480421356,244.72005082541028,153.22541928641436
431,431.0,1.0,0.0,1.0,0.3,2.0,2.0,0.9,0.9,0.9,1.0,40.0,-168.183380932202,9.744629023205515,353.20146534695607,133.63328584689114
432,432.0,1.0,0.0,1.0,0.7,2.0,2.0,0.9,0.9,1.0,0.9,55.0,-120.35398815603125,10.751127173934911,374.13606534695606,202.61986453456944
433,433.0,1.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,0.8,1.0,45.0,-179.85912409818368,8.610257067672498,350.57687260772894,122.4779257629794
434,434.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,40.0,-260.80226345429907,5.859528792858796,394.5550726077289,81.69906389435347
435,435.0,1.0,0.0,1.0,0.3,1.0,1.0,0.9,0.9,0.9,1.0,55.0,-129.39433056800019,11.53015096905002,376.2450653469561,187.46846868370162
436,436.0,1.0,0.0,1.0,0.6,1.0,2.0,1.0,1.0,1.0,1.0,55.0,-153.07016761071432,10.751127173934911,418.05007260772885,201.7326458587521
437,437.0,1.0,0.0,1.0,0.3,2.0,2.0,0.8,0.8,0.8,0.9,60.0,-28.420296586139127,11.60563302293498,313.9568580861832,176.8439015291096
438,438.0,1.0,0.0,1.0,0.4,1.0,1.0,0.9,0.9,0.9,1.0,40.0,-222.6621110013905,7.982795416418341,376.2450653469561,97.76268509637995
439,439.0,1.0,0.0,1.0,0.8,2.0,1.0,0.8,0.8,0.9,0.9,20.0,-264.3697631313732,1.7609146983568025,334.89145808618326,11.281109836351444
440,440.0,1.0,0.0,1.0,0.6,3.0,2.0,0.7,0.7,0.9,1.0,50.0,-75.76266834236084,9.744629023205515,278.0200508254103,166.84656550286059
441,441.0,1.0,0.0,1.0,0.1,3.0,2.0,0.7,0.7,0.8,0.9,35.0,-102.82932459241242,10.751127173934911,261.3700508254103,123.64305230322225
442,442.0,1.0,0.0,1.0,0.9,2.0,2.0,0.8,0.8,1.0,0.9,45.0,-177.96481325232168,7.982795416418341,355.8260580861831,130.88884736898603
443,443.0,1.0,0.0,1.0,0.1,1.0,2.0,1.0,1.0,0.8,0.9,50.0,-101.66194587255188,11.53015096905002,371.0600726077289,144.18088776590844
444,444.0,1.0,0.0,1.0,0.7,2.0,2.0,0.9,0.9,0.9,1.0,60.0,-84.65713430981481,11.557899957417797,353.20146534695607,246.62624069182704
445,445.0,1.0,0.0,1.0,0.1,2.0,1.0,0.9,0.9,0.8,1.0,35.0,-195.79935378930412,7.982795416418341,332.2668653469561,73.92800132846659
446,446.0,1.0,0.0,1.0,0.1,2.0,1.0,0.8,0.8,0.8,0.9,45.0,-117.00514571224592,11.499328970392527,313.9568580861832,142.8961944888502
447,447.0,1.0,0.0,1.0,0.3,1.0,2.0,0.9,0.9,0.8,0.9,30.0,-216.79074115412274,7.982795416418341,352.7500653469561,83.2194798331593
448,448.0,1.0,0.0,1.0,0.7,3.0,2.0,0.9,0.9,1.0,0.9,20.0,-250.12027099059677,3.304230922637724,331.29006534695606,26.04331637203198
449,449.0,1.0,0.0,1.0,0.2,2.0,2.0,1.0,1.0,0.9,0.9,25.0,-249.89925638087283,7.31875125910715,371.51147260772893,63.42963581951304
450,450.0,1.0,0.0,1.0,0.4,1.0,2.0,0.9,0.9,1.0,0.9,35.0,-235.53318290606586,8.610257067672498,399.7400653469561,105.73845809966267
451,451.0,1.0,0.0,1.0,0.5,1.0,2.0,0.7,0.7,0.9,0.9,20.0,-256.6974202825928,3.304230922637724,339.62505082541026,21.93806531249126
452,452.0,1.0,0.0,1.0,0.3,2.0,2.0,0.9,0.9,0.8,0.9,45.0,-113.84224758876059,11.53015096905002,332.2668653469561,173.05233958875905
453,453.0,1.0,0.0,1.0,0.7,3.0,1.0,0.7,0.7,0.9,0.9,55.0,-78.22574432943931,9.744629023205515,278.0200508254103,167.87565810242486
454,454.0,1.0,0.0,1.0,0.3,2.0,1.0,0.7,0.7,0.9,0.9,35.0,-191.0918438695852,7.982795416418341,316.5814508254103,83.2194798331593
455,455.0,1.0,0.0,1.0,0.4,3.0,2.0,0.8,0.8,1.0,0.9,55.0,-56.742080295579335,11.58296780105606,312.9800580861832,190.02495925879862
456,456.0,1.0,0.0,1.0,0.3,3.0,2.0,1.0,1.0,0.8,1.0,40.0,-136.38244432684402,9.744629023205515,316.30007260772896,133.63328584689114
457,457.0,1.0,0.0,1.0,0.8,2.0,2.0,1.0,1.0,0.9,0.9,30.0,-254.19770486834955,5.063408075481224,371.51147260772893,56.447830850555334
458,458.0,1.0,0.0,1.0,0.2,3.0,1.0,0.9,0.9,0.7,0.9,55.0,-46.594479584167985,11.53015096905002,281.34006534695607,158.61661367733376
459,459.0,1.0,0.0,1.0,0.2,3.0,1.0,0.7,0.7,1.0,0.9,60.0,-35.22752117034551,11.557899957417797,294.67005082541027,159.88999520351553
460,460.0,1.0,0.0,1.0,0.3,1.0,2.0,1.0,1.0,0.7,1.0,50.0,-103.96235990853376,11.53015096905002,347.5650726077289,187.46846868370162
461,461.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.9,0.9,60.0,-112.08635716948322,9.744629023205515,371.51147260772893,201.08893775839434
462,462.0,1.0,0.0,1.0,0.1,1.0,2.0,1.0,1.0,1.0,0.9,60.0,-86.35556274026156,11.60563302293498,418.05007260772885,147.97244970625897
463,463.0,1.0,0.0,1.0,0.6,2.0,2.0,1.0,1.0,1.0,1.0,35.0,-243.07930611710051,7.31875125910715,392.44607260772887,96.61062086108154
464,464.0,1.0,0.0,1.0,0.2,1.0,2.0,0.8,0.8,1.0,0.9,60.0,-69.26520735063043,11.60563302293498,381.43005808618324,162.40817561768426
465,465.0,1.0,0.0,1.0,0.2,2.0,1.0,0.8,0.8,0.9,1.0,55.0,-92.73867058291411,11.53015096905002,334.89145808618326,173.0327427722763
466,466.0,1.0,0.0,1.0,1.0,2.0,1.0,0.8,0.8,0.9,0.9,40.0,-214.10132674765975,5.859528792858796,334.89145808618326,81.69906389435347
467,467.0,1.0,0.0,1.0,0.1,2.0,1.0,1.0,1.0,0.9,0.9,25.0,-268.69407278746127,5.859528792858796,371.51147260772893,37.19358035096624
468,468.0,1.0,0.0,1.0,0.8,2.0,1.0,1.0,1.0,1.0,1.0,35.0,-276.2434733255787,4.204950471585056,392.44607260772887,43.70810505909942
469,469.0,1.0,0.0,1.0,0.4,3.0,1.0,0.8,0.8,1.0,1.0,20.0,-243.68588902339994,2.336191878650031,312.9800580861832,12.241277000416485
470,470.0,1.0,0.0,1.0,0.2,1.0,1.0,0.7,0.7,0.8,0.9,35.0,-185.97765248293618,7.982795416418341,316.1300508254103,75.27458524385483
471,471.0,1.0,0.0,1.0,0.4,2.0,1.0,0.8,0.8,0.7,0.9,20.0,-226.64726249796263,2.336191878650031,293.0222580861832,11.501906340114177
472,472.0,1.0,0.0,1.0,0.9,3.0,2.0,0.9,0.9,0.9,0.9,60.0,-65.264381119419,9.744629023205515,314.6400653469561,190.01784453973784
473,473.0,1.0,0.0,1.0,0.6,3.0,2.0,0.8,0.8,0.9,0.9,25.0,-207.25072248450383,4.204950471585056,296.3300580861832,35.74893068154366
474,474.0,1.0,0.0,1.0,0.9,2.0,1.0,0.7,0.7,1.0,0.9,40.0,-214.37340283721952,5.859528792858796,337.5160508254102,76.75401016731044
475,475.0,1.0,0.0,1.0,0.1,3.0,1.0,0.8,0.8,0.7,0.9,25.0,-181.6478468246236,5.859528792858796,263.0300580861832,37.19358035096624
476,476.0,1.0,0.0,1.0,0.8,1.0,1.0,0.7,0.7,0.9,0.9,25.0,-261.7892570485822,2.336191878650031,339.62505082541026,16.349476737507587
477,477.0,1.0,0.0,1.0,0.1,1.0,2.0,0.9,0.9,0.8,1.0,40.0,-151.71681341276033,11.365603480421356,352.7500653469561,152.6682450897211
478,478.0,1.0,0.0,1.0,0.3,2.0,1.0,0.7,0.7,0.8,0.9,45.0,-119.9231251377213,9.744629023205515,295.6468508254103,123.59128522779896
479,479.0,1.0,0.0,1.0,0.8,2.0,2.0,0.8,0.8,0.7,1.0,40.0,-149.80157215724918,7.31875125910715,293.0222580861832,110.44586965841118
480,480.0,1.0,0.0,1.0,0.2,2.0,1.0,0.8,0.8,0.8,1.0,20.0,-242.43565071483587,2.758594824312179,313.9568580861832,12.666327893733381
481,481.0,1.0,0.0,1.0,0.3,3.0,2.0,0.8,0.8,0.9,0.9,45.0,-87.81641862774325,11.53015096905002,296.3300580861832,173.05233958875905
482,482.0,1.0,0.0,1.0,1.0,3.0,2.0,0.8,0.8,0.8,0.9,60.0,-46.719513699432255,9.744629023205515,279.68005808618324,201.08893775839434
483,483.0,1.0,0.0,1.0,0.1,3.0,2.0,0.8,0.8,1.0,0.9,20.0,-221.86118688316748,5.859528792858796,312.9800580861832,37.19358035096624
484,484.0,1.0,0.0,1.0,0.5,1.0,2.0,0.9,0.9,0.8,1.0,55.0,-96.60439322257903,11.53015096905002,352.7500653469561,216.3399205065523
485,485.0,1.0,0.0,1.0,1.0,2.0,1.0,0.7,0.7,0.9,1.0,30.0,-235.06296160697343,3.304230922637724,316.5814508254103,33.498408257303005
486,486.0,1.0,0.0,1.0,0.6,2.0,2.0,0.8,0.8,0.8,0.9,25.0,-221.81832579028892,4.204950471585056,313.9568580861832,35.74893068154366
