n,ID,D_ActivacionIAV_Mor,D_ActivacionICV_Mor,Opt_CalculoRagaliasIncrementales_Mor,Unc_MultPreciobaseValorGas,Opt_EscCAPEX_Perforacion,Opt_EscVentaCrudo,Unc_MultCAPEXFacilidadesIAV_Mor,Unc_MultCAPEXFacilidadesICV_Mor,Unc_MultCAPEXPerfo_UGE_Mor,Unc_MultOPEX_Mor,E_Brent,Total_VPN,volumen_Mbls,Capex,opex
157,157.0,1.0,0.0,1.0,0.1,1.0,2.0,1.0,1.0,1.0,1.0,50.0,-144.42250804806216,11.53015096905002,418.05007260772885,158.59701686085097
158,158.0,1.0,0.0,1.0,0.7,1.0,2.0,0.9,0.9,0.7,1.0,45.0,-147.16839244819232,8.610257067672498,329.25506534695603,140.44462611105448
159,159.0,1.0,0.0,1.0,0.7,2.0,2.0,0.8,0.8,0.9,1.0,35.0,-203.48913575591203,6.6084749817854815,334.89145808618326,86.52601732917523
160,160.0,1.0,0.0,1.0,0.6,1.0,2.0,0.7,0.7,0.7,0.9,55.0,-55.891921262660134,11.58296780105606,292.63505082541025,218.89641108164923
161,161.0,1.0,0.0,1.0,0.8,2.0,2.0,0.7,0.7,0.7,1.0,30.0,-179.933175282798,5.063408075481224,274.71225082541025,59.191120435361604
162,162.0,1.0,0.0,1.0,0.3,1.0,2.0,0.9,0.9,0.7,0.9,35.0,-171.0471947670941,9.194281154186596,329.25506534695603,110.22559220654975
163,163.0,1.0,0.0,1.0,0.9,3.0,2.0,0.9,0.9,0.8,0.9,45.0,-128.86255433291413,7.982795416418341,297.9900653469561,130.88884736898603
164,164.0,1.0,0.0,1.0,0.3,1.0,2.0,0.9,0.9,0.8,0.9,25.0,-240.1912602804082,6.6084749817854815,352.7500653469561,58.317651974360146
165,165.0,1.0,0.0,1.0,0.5,3.0,2.0,0.9,0.9,1.0,1.0,45.0,-135.00820645567404,9.744629023205515,331.29006534695606,155.77547228420408
166,166.0,1.0,0.0,1.0,0.5,3.0,2.0,0.7,0.7,0.8,1.0,50.0,-57.185637448082275,10.751127173934911,261.3700508254103,188.56984382019425
167,167.0,1.0,0.0,1.0,0.8,2.0,2.0,0.8,0.8,0.7,1.0,60.0,-49.272926452981785,10.751127173934911,293.0222580861832,228.05824993586785
168,168.0,1.0,0.0,1.0,0.4,3.0,1.0,0.9,0.9,0.8,1.0,20.0,-229.99354745936424,2.336191878650031,297.9900653469561,12.241277000416485
169,169.0,1.0,0.0,1.0,0.8,2.0,1.0,0.7,0.7,0.7,1.0,35.0,-182.85454760446265,4.204950471585056,274.71225082541025,43.70810505909942
170,170.0,1.0,0.0,1.0,0.8,1.0,1.0,1.0,1.0,0.7,1.0,60.0,-114.058899026901,9.744629023205515,347.5650726077289,188.98875194017356
171,171.0,1.0,0.0,1.0,0.3,2.0,2.0,0.9,0.9,0.8,0.9,25.0,-223.26299581759827,6.6084749817854815,332.2668653469561,58.317651974360146
172,172.0,1.0,0.0,1.0,0.9,3.0,1.0,1.0,1.0,0.8,1.0,30.0,-229.45911214558893,3.304230922637724,316.30007260772896,31.445782727532645
173,173.0,1.0,0.0,1.0,0.9,3.0,1.0,1.0,1.0,0.7,1.0,20.0,-233.65408040857992,1.7609146983568025,299.650072607729,12.628238279200078
174,174.0,1.0,0.0,1.0,0.5,2.0,2.0,1.0,1.0,1.0,0.9,20.0,-296.43940385494847,3.304230922637724,392.44607260772887,21.93806531249126
175,175.0,1.0,0.0,1.0,0.5,3.0,2.0,1.0,1.0,0.8,1.0,45.0,-121.48147477500645,9.744629023205515,316.30007260772896,155.77547228420408
176,176.0,1.0,0.0,1.0,0.7,2.0,1.0,1.0,1.0,1.0,0.9,55.0,-165.7755503743385,9.744629023205515,392.44607260772887,167.87565810242486
177,177.0,1.0,0.0,1.0,0.2,3.0,1.0,1.0,1.0,0.8,1.0,45.0,-132.31149578107804,9.744629023205515,316.30007260772896,122.56219262823461
178,178.0,1.0,0.0,1.0,0.8,2.0,1.0,1.0,1.0,0.8,0.9,25.0,-266.9285959928387,2.336191878650031,350.57687260772894,16.349476737507587
179,179.0,1.0,0.0,1.0,0.5,3.0,2.0,0.7,0.7,0.7,0.9,45.0,-63.93471745020435,9.744629023205515,244.72005082541028,145.7334716651119
180,180.0,1.0,0.0,1.0,0.5,3.0,2.0,0.8,0.8,0.8,0.9,25.0,-189.42993467826787,5.063408075481224,279.68005808618324,44.53849663031823
181,181.0,1.0,0.0,1.0,0.1,1.0,1.0,0.9,0.9,0.9,0.9,45.0,-166.8047200943525,11.499328970392527,376.2450653469561,142.8961944888502
182,182.0,1.0,0.0,1.0,0.7,3.0,1.0,0.8,0.8,1.0,1.0,25.0,-237.91278302680973,2.758594824312179,312.9800580861832,20.821936001113706
183,183.0,1.0,0.0,1.0,0.8,3.0,1.0,0.8,0.8,1.0,0.9,45.0,-164.40162688939492,7.31875125910715,312.9800580861832,104.9353822115019
184,184.0,1.0,0.0,1.0,0.1,3.0,2.0,0.9,0.9,0.7,1.0,30.0,-151.46181262741845,8.610257067672498,281.34006534695607,86.54452506682918
185,185.0,1.0,0.0,1.0,0.5,2.0,2.0,1.0,1.0,0.8,1.0,60.0,-68.88342959439738,11.557899957417797,350.57687260772894,217.7547888689765
186,186.0,1.0,0.0,1.0,0.6,3.0,1.0,0.8,0.8,0.9,1.0,20.0,-231.61792323022098,1.7609146983568025,296.3300580861832,10.099099831341308
187,187.0,1.0,0.0,1.0,1.0,1.0,2.0,0.7,0.7,0.7,1.0,45.0,-137.06835613749442,7.31875125910715,292.63505082541025,124.2811184557408
188,188.0,1.0,0.0,1.0,1.0,2.0,2.0,0.8,0.8,0.8,1.0,60.0,-76.31771891708999,9.744629023205515,313.9568580861832,211.13093837748647
189,189.0,1.0,0.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,25.0,-322.13967014667213,2.758594824312179,418.05007260772885,20.821936001113706
190,190.0,1.0,0.0,1.0,0.1,1.0,1.0,0.8,0.8,0.8,0.9,55.0,-79.59071380248315,11.53015096905002,334.4400580861832,144.18088776590844
191,191.0,1.0,0.0,1.0,0.4,3.0,2.0,1.0,1.0,0.9,0.9,35.0,-179.03092398665834,8.610257067672498,332.95007260772894,105.73845809966267
192,192.0,1.0,0.0,1.0,0.7,3.0,2.0,1.0,1.0,1.0,1.0,20.0,-264.8741829144037,3.304230922637724,349.6000726077289,27.340531667991918
193,193.0,1.0,0.0,1.0,0.1,3.0,1.0,0.7,0.7,0.7,1.0,45.0,-71.30863842975234,11.31887660373043,244.72005082541028,151.08319184745073
194,194.0,1.0,0.0,1.0,0.3,3.0,2.0,0.8,0.8,0.9,1.0,50.0,-68.80336800303563,11.53015096905002,296.3300580861832,187.46846868370162
195,195.0,1.0,0.0,1.0,0.7,3.0,1.0,0.8,0.8,0.8,1.0,50.0,-109.44594658139442,8.610257067672498,279.68005808618324,140.44462611105448
196,196.0,1.0,0.0,1.0,0.2,2.0,2.0,1.0,1.0,0.8,0.9,45.0,-119.83023928152838,11.53015096905002,350.57687260772894,158.61661367733376
197,197.0,1.0,0.0,1.0,0.9,1.0,2.0,1.0,1.0,0.7,0.9,30.0,-239.15012042001075,4.204950471585056,347.5650726077289,44.719840360658196
198,198.0,1.0,0.0,1.0,0.6,3.0,1.0,0.9,0.9,0.8,0.9,30.0,-208.01781511511413,4.204950471585056,297.9900653469561,35.74893068154366
199,199.0,1.0,0.0,1.0,0.3,1.0,1.0,0.8,0.8,1.0,1.0,55.0,-134.71374603376879,11.53015096905002,381.43005808618324,187.46846868370162
200,200.0,1.0,0.0,1.0,0.9,1.0,2.0,0.8,0.8,0.9,1.0,60.0,-103.65392305717356,9.744629023205515,357.9350580861831,200.05984515883003
201,201.0,1.0,0.0,1.0,0.6,1.0,1.0,0.8,0.8,0.7,0.9,35.0,-198.90602976886515,6.6084749817854815,310.94505808618317,76.09561890335794
202,202.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.7,1.0,45.0,-163.74108351150298,7.31875125910715,329.6422726077289,124.2811184557408
203,203.0,1.0,0.0,1.0,0.8,1.0,1.0,0.8,0.8,0.9,0.9,35.0,-246.4683718325283,5.063408075481224,357.9350580861831,56.447830850555334
204,204.0,1.0,0.0,1.0,0.5,3.0,2.0,0.9,0.9,0.9,0.9,35.0,-171.07087722749398,7.982795416418341,314.6400653469561,99.1092690117682
205,205.0,1.0,0.0,1.0,0.7,1.0,2.0,0.9,0.9,1.0,1.0,40.0,-231.01191970046602,7.982795416418341,399.7400653469561,121.59736886429332
206,206.0,1.0,0.0,1.0,0.3,2.0,2.0,0.9,0.9,0.9,0.9,25.0,-240.5643181316479,6.6084749817854815,353.20146534695607,58.317651974360146
207,207.0,1.0,0.0,1.0,1.0,1.0,1.0,0.7,0.7,0.8,0.9,40.0,-199.89994930343096,5.859528792858796,316.1300508254103,81.69906389435347
208,208.0,1.0,0.0,1.0,0.2,3.0,1.0,0.8,0.8,0.8,1.0,45.0,-104.75820521806826,9.744629023205515,279.68005808618324,122.56219262823461
209,209.0,1.0,0.0,1.0,0.1,3.0,2.0,0.7,0.7,0.9,1.0,55.0,-21.606081156114566,11.53015096905002,278.0200508254103,158.59701686085097
210,210.0,1.0,0.0,1.0,0.7,1.0,2.0,0.8,0.8,0.8,1.0,45.0,-152.75742822710404,8.610257067672498,334.4400580861832,140.44462611105448
211,211.0,1.0,0.0,1.0,0.5,2.0,2.0,0.8,0.8,0.9,0.9,40.0,-162.09700940845275,9.194281154186596,334.89145808618326,130.27364530026898
212,212.0,1.0,0.0,1.0,0.3,1.0,2.0,0.9,0.9,0.9,1.0,20.0,-281.1822872178779,4.204950471585056,376.2450653469561,28.756588927241854
213,213.0,1.0,0.0,1.0,0.7,1.0,1.0,0.7,0.7,0.8,1.0,60.0,-88.02954121638118,9.744629023205515,316.1300508254103,177.917658721517
214,214.0,1.0,0.0,1.0,0.2,2.0,2.0,0.7,0.7,0.8,0.9,55.0,-34.09149663476142,11.58296780105606,295.6468508254103,161.15350743594797
215,215.0,1.0,0.0,1.0,0.9,2.0,2.0,1.0,1.0,0.8,0.9,60.0,-90.49474947101982,9.744629023205515,350.57687260772894,190.01784453973784
216,216.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,25.0,-324.462211475766,2.336191878650031,418.05007260772885,18.773261936204296
217,217.0,1.0,0.0,1.0,0.7,1.0,2.0,0.7,0.7,1.0,1.0,55.0,-122.30567197745647,9.744629023205515,363.12005082541026,177.917658721517
218,218.0,1.0,0.0,1.0,0.1,1.0,2.0,0.7,0.7,1.0,1.0,55.0,-81.06525760601738,11.53015096905002,363.12005082541026,158.59701686085097
219,219.0,1.0,0.0,1.0,0.6,3.0,1.0,0.7,0.7,0.7,1.0,35.0,-148.9583602394275,5.859528792858796,244.72005082541028,65.50201861106173
220,220.0,1.0,0.0,1.0,1.0,2.0,1.0,0.8,0.8,0.9,0.9,30.0,-247.96568886914469,3.304230922637724,334.89145808618326,32.20119296134307
221,221.0,1.0,0.0,1.0,0.6,1.0,1.0,0.8,0.8,0.7,1.0,30.0,-221.38260685005537,4.204950471585056,310.94505808618317,37.72749860635639
222,222.0,1.0,0.0,1.0,0.3,3.0,1.0,0.7,0.7,0.9,1.0,20.0,-215.21138701721233,2.758594824312179,278.0200508254103,14.297449515209447
223,223.0,1.0,0.0,1.0,0.1,2.0,1.0,0.9,0.9,1.0,0.9,30.0,-250.54534656376129,7.31875125910715,374.13606534695606,56.51201142084822
224,224.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.8,1.0,55.0,-100.04771202952125,9.194281154186596,316.30007260772896,189.29972387523057
225,225.0,1.0,0.0,1.0,0.7,3.0,1.0,0.8,0.8,0.9,1.0,50.0,-123.00401702877201,8.610257067672498,296.3300580861832,140.44462611105448
226,226.0,1.0,0.0,1.0,0.1,2.0,1.0,0.7,0.7,1.0,0.9,20.0,-260.9536451769662,3.304230922637724,337.5160508254102,13.727563193409818
227,227.0,1.0,0.0,1.0,0.7,1.0,1.0,0.9,0.9,0.9,1.0,45.0,-213.17924837876618,7.982795416418341,376.2450653469561,121.59736886429332
228,228.0,1.0,0.0,1.0,0.1,2.0,1.0,0.9,0.9,1.0,0.9,50.0,-135.04542888409838,11.53015096905002,374.13606534695606,144.18088776590844
229,229.0,1.0,0.0,1.0,0.1,2.0,1.0,0.9,0.9,0.8,1.0,30.0,-219.2556850212891,7.31875125910715,332.2668653469561,62.02249886775749
230,230.0,1.0,0.0,1.0,0.6,1.0,2.0,0.9,0.9,1.0,0.9,20.0,-305.2309668824765,3.304230922637724,399.7400653469561,23.99069084226162
231,231.0,1.0,0.0,1.0,0.3,3.0,1.0,0.8,0.8,0.7,1.0,30.0,-171.76538211702442,5.859528792858796,263.0300580861832,50.666857429932655
232,232.0,1.0,0.0,1.0,1.0,1.0,2.0,0.8,0.8,0.7,1.0,60.0,-74.06008321613848,9.744629023205515,310.94505808618317,211.13093837748647
233,233.0,1.0,0.0,1.0,0.2,2.0,2.0,0.7,0.7,0.9,0.9,40.0,-125.26319873921247,11.365603480421356,316.5814508254103,153.22541928641436
234,234.0,1.0,0.0,1.0,0.1,1.0,1.0,0.7,0.7,0.8,0.9,45.0,-120.02823301455801,11.499328970392527,316.1300508254103,142.8961944888502
235,235.0,1.0,0.0,1.0,0.9,1.0,2.0,1.0,1.0,0.9,1.0,60.0,-129.47514287986607,9.744629023205515,394.5550726077289,200.05984515883003
236,236.0,1.0,0.0,1.0,0.6,2.0,1.0,1.0,1.0,0.7,1.0,30.0,-234.22701463107487,4.204950471585056,329.6422726077289,37.72749860635639
237,237.0,1.0,0.0,1.0,0.2,2.0,1.0,1.0,1.0,0.8,1.0,20.0,-270.092289900814,2.758594824312179,350.57687260772894,12.666327893733381
238,238.0,1.0,0.0,1.0,0.3,3.0,2.0,0.8,0.8,0.8,1.0,40.0,-108.84100661423182,9.744629023205515,279.68005808618324,133.63328584689114
239,239.0,1.0,0.0,1.0,0.1,1.0,1.0,0.8,0.8,0.8,0.9,60.0,-55.68187239990422,11.557899957417797,334.4400580861832,145.45426929209023
240,240.0,1.0,0.0,1.0,0.5,2.0,2.0,1.0,1.0,0.9,0.9,20.0,-279.13808154089895,3.304230922637724,371.51147260772893,21.93806531249126
241,241.0,1.0,0.0,1.0,0.7,3.0,1.0,1.0,1.0,1.0,0.9,20.0,-273.2844142262272,1.7609146983568025,349.6000726077289,10.438063687065187
242,242.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.8,1.0,60.0,-116.94883180232392,9.744629023205515,371.0600726077289,211.13093837748647
243,243.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.8,0.9,45.0,-192.68820580842,7.982795416418341,371.0600726077289,138.83374195829052
244,244.0,1.0,0.0,1.0,0.2,2.0,2.0,0.8,0.8,0.7,1.0,50.0,-60.171812205640755,11.53015096905002,293.0222580861832,173.0327427722763
245,245.0,1.0,0.0,1.0,0.5,3.0,2.0,0.7,0.7,1.0,0.9,20.0,-219.5445277206093,3.304230922637724,294.67005082541027,21.93806531249126
246,246.0,1.0,0.0,1.0,0.5,2.0,1.0,0.7,0.7,0.8,1.0,50.0,-110.57033520142133,9.744629023205515,295.6468508254103,155.77547228420408
247,247.0,1.0,0.0,1.0,0.1,2.0,1.0,0.7,0.7,1.0,0.9,20.0,-260.9536451769662,3.304230922637724,337.5160508254102,13.727563193409818
248,248.0,1.0,0.0,1.0,0.1,2.0,1.0,1.0,1.0,0.7,1.0,20.0,-251.4602293446025,3.304230922637724,329.6422726077289,15.024778489369755
249,249.0,1.0,0.0,1.0,0.6,3.0,1.0,0.7,0.7,0.7,1.0,40.0,-126.32242647821997,7.31875125910715,244.72005082541028,96.61062086108154
250,250.0,1.0,0.0,1.0,0.9,2.0,1.0,1.0,1.0,1.0,1.0,60.0,-157.8528811995468,9.194281154186596,392.44607260772887,179.27569732837097
251,251.0,1.0,0.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,0.9,40.0,-277.01869219469916,5.859528792858796,418.05007260772885,76.75401016731044
252,252.0,1.0,0.0,1.0,0.2,2.0,2.0,0.8,0.8,0.7,0.9,30.0,-163.27143037006402,8.610257067672498,293.0222580861832,87.77175775158757
253,253.0,1.0,0.0,1.0,0.2,2.0,2.0,1.0,1.0,0.7,1.0,45.0,-110.1261065700326,11.499328970392527,329.6422726077289,171.60530579776713
254,254.0,1.0,0.0,1.0,0.6,2.0,2.0,0.7,0.7,1.0,1.0,25.0,-243.9469191781227,4.204950471585056,337.5160508254102,37.72749860635639
255,255.0,1.0,0.0,1.0,0.3,1.0,2.0,0.9,0.9,0.9,0.9,20.0,-279.8280188651542,4.204950471585056,376.2450653469561,26.778021002429124
256,256.0,1.0,0.0,1.0,0.5,3.0,2.0,1.0,1.0,0.7,0.9,55.0,-50.784146393890516,11.58296780105606,299.650072607729,204.4606851702239
257,257.0,1.0,0.0,1.0,1.0,2.0,2.0,0.7,0.7,1.0,1.0,25.0,-251.85233663442085,3.304230922637724,337.5160508254102,33.498408257303005
258,258.0,1.0,0.0,1.0,0.2,3.0,2.0,0.8,0.8,0.7,0.9,50.0,-33.054154160272795,11.53015096905002,263.0300580861832,158.61661367733376
259,259.0,1.0,0.0,1.0,0.5,2.0,1.0,0.9,0.9,0.9,1.0,55.0,-128.07982097229623,9.744629023205515,353.20146534695607,155.77547228420408
260,260.0,1.0,0.0,1.0,0.4,3.0,1.0,1.0,1.0,0.8,1.0,25.0,-233.48681291796714,3.304230922637724,316.30007260772896,21.18265507868084
261,261.0,1.0,0.0,1.0,0.4,2.0,1.0,0.9,0.9,1.0,0.9,30.0,-263.1883732239139,5.859528792858796,374.13606534695606,52.028741532095324
262,262.0,1.0,0.0,1.0,0.2,3.0,1.0,1.0,1.0,0.9,0.9,40.0,-168.0585790079535,9.744629023205515,332.95007260772894,112.52019200914248
263,263.0,1.0,0.0,1.0,0.4,1.0,1.0,0.9,0.9,0.8,1.0,30.0,-248.5701261189651,5.063408075481224,352.7500653469561,43.31200814171212
264,264.0,1.0,0.0,1.0,1.0,2.0,2.0,0.9,0.9,0.9,0.9,55.0,-126.12589985001287,9.194281154186596,353.20146534695607,180.39377803456716
265,265.0,1.0,0.0,1.0,0.7,1.0,1.0,0.8,0.8,1.0,0.9,30.0,-280.33215921351365,4.204950471585056,381.43005808618324,38.739233907915164
266,266.0,1.0,0.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,55.0,-186.16722670153786,9.744629023205515,418.05007260772885,166.84656550286059
267,267.0,1.0,0.0,1.0,0.8,2.0,1.0,1.0,1.0,0.7,1.0,35.0,-224.33950638342992,4.204950471585056,329.6422726077289,43.70810505909942
268,268.0,1.0,0.0,1.0,0.2,3.0,1.0,0.8,0.8,0.7,0.9,55.0,-35.06345511591458,11.53015096905002,263.0300580861832,158.61661367733376
269,269.0,1.0,0.0,1.0,0.8,1.0,2.0,1.0,1.0,0.7,0.9,20.0,-264.10462993911875,2.336191878650031,347.5650726077289,16.349476737507587
270,270.0,1.0,0.0,1.0,0.8,1.0,1.0,0.7,0.7,0.7,0.9,30.0,-211.4278519690058,3.304230922637724,292.63505082541025,28.095941901802345
271,271.0,1.0,0.0,1.0,0.4,2.0,2.0,0.7,0.7,0.8,1.0,40.0,-130.1626634086886,9.194281154186596,295.6468508254103,129.15556459407279
272,272.0,1.0,0.0,1.0,0.1,3.0,2.0,0.9,0.9,1.0,1.0,60.0,-32.94120793804946,11.557899957417797,331.29006534695606,160.0118852232752
273,273.0,1.0,0.0,1.0,0.2,1.0,2.0,1.0,1.0,0.9,1.0,25.0,-272.49660623710054,6.6084749817854815,394.5550726077289,56.89607244751225
274,274.0,1.0,0.0,1.0,0.8,3.0,2.0,1.0,1.0,0.9,1.0,35.0,-203.01388432392838,6.6084749817854815,332.95007260772894,92.45200630550785
275,275.0,1.0,0.0,1.0,0.7,1.0,1.0,1.0,1.0,0.9,1.0,40.0,-251.4352663022363,6.6084749817854815,394.5550726077289,86.52601732917523
276,276.0,1.0,0.0,1.0,0.5,1.0,2.0,1.0,1.0,0.9,0.9,50.0,-147.608772406459,11.53015096905002,394.5550726077289,201.9237914116097
277,277.0,1.0,0.0,1.0,1.0,2.0,1.0,0.9,0.9,0.9,0.9,25.0,-272.17223899021496,2.336191878650031,353.20146534695607,18.773261936204296
278,278.0,1.0,0.0,1.0,0.2,3.0,1.0,0.8,0.8,0.7,1.0,20.0,-200.34738625202598,2.758594824312179,263.0300580861832,12.666327893733381
279,279.0,1.0,0.0,1.0,0.8,3.0,1.0,0.8,0.8,0.8,1.0,20.0,-219.1243787513123,1.7609146983568025,279.68005808618324,11.785192129913822
280,280.0,1.0,0.0,1.0,1.0,3.0,2.0,0.8,0.8,0.9,1.0,20.0,-226.68469557142268,2.336191878650031,296.3300580861832,19.512632596506606
281,281.0,1.0,0.0,1.0,0.3,1.0,1.0,0.7,0.7,1.0,1.0,45.0,-181.0179554048453,9.744629023205515,363.12005082541026,133.63328584689114
282,282.0,1.0,0.0,1.0,0.4,2.0,1.0,1.0,1.0,0.8,1.0,55.0,-115.40151270880796,11.53015096905002,350.57687260772894,201.90419459512694
283,283.0,1.0,0.0,1.0,0.7,2.0,1.0,1.0,1.0,0.9,0.9,50.0,-178.1549962917519,8.610257067672498,371.51147260772893,132.68850862177533
284,284.0,1.0,0.0,1.0,0.1,2.0,2.0,0.9,0.9,1.0,1.0,50.0,-111.78529367846122,11.53015096905002,374.13606534695606,158.59701686085097
285,285.0,1.0,0.0,1.0,0.6,2.0,2.0,0.9,0.9,0.8,1.0,55.0,-88.23634533851873,10.751127173934911,332.2668653469561,201.7326458587521
286,286.0,1.0,0.0,1.0,0.3,2.0,2.0,1.0,1.0,1.0,0.9,20.0,-291.9133632515317,4.204950471585056,392.44607260772887,26.778021002429124
287,287.0,1.0,0.0,1.0,0.6,2.0,2.0,0.7,0.7,0.8,1.0,45.0,-115.4996674782943,9.194281154186596,295.6468508254103,149.20361768779208
288,288.0,1.0,0.0,1.0,0.6,3.0,2.0,1.0,1.0,0.8,1.0,60.0,-50.65930104854927,11.557899957417797,316.30007260772896,232.1905147804018
289,289.0,1.0,0.0,1.0,1.0,3.0,2.0,0.7,0.7,0.7,1.0,30.0,-161.47201104052775,4.204950471585056,244.72005082541028,49.68871151184244
290,290.0,1.0,0.0,1.0,0.9,2.0,1.0,0.8,0.8,0.8,1.0,50.0,-148.78131279303258,7.982795416418341,313.9568580861832,137.48715804290225
291,291.0,1.0,0.0,1.0,0.6,2.0,1.0,0.9,0.9,1.0,1.0,45.0,-206.69513963674518,7.982795416418341,374.13606534695606,113.65247427498888
292,292.0,1.0,0.0,1.0,0.2,3.0,1.0,1.0,1.0,1.0,1.0,25.0,-255.83144266652522,5.063408075481224,349.6000726077289,35.372451994887385
293,293.0,1.0,0.0,1.0,0.7,3.0,2.0,1.0,1.0,1.0,1.0,20.0,-264.8741829144037,3.304230922637724,349.6000726077289,27.340531667991918
294,294.0,1.0,0.0,1.0,0.9,3.0,2.0,0.9,0.9,1.0,1.0,50.0,-134.29414677242204,8.610257067672498,331.29006534695606,158.4113264591296
295,295.0,1.0,0.0,1.0,0.6,3.0,2.0,0.8,0.8,0.7,1.0,55.0,-39.53091966361872,10.751127173934911,263.0300580861832,201.7326458587521
296,296.0,1.0,0.0,1.0,0.2,2.0,1.0,1.0,1.0,0.9,1.0,55.0,-117.62842980489708,11.53015096905002,371.51147260772893,173.0327427722763
297,297.0,1.0,0.0,1.0,0.7,1.0,1.0,0.8,0.8,0.8,0.9,50.0,-150.12529925453399,8.610257067672498,334.4400580861832,132.68850862177533
298,298.0,1.0,0.0,1.0,0.6,2.0,1.0,0.9,0.9,1.0,0.9,55.0,-145.93549764721965,9.744629023205515,374.13606534695606,156.8045648837684
299,299.0,1.0,0.0,1.0,0.8,1.0,1.0,0.9,0.9,1.0,0.9,30.0,-297.33655727068646,3.304230922637724,399.7400653469561,28.095941901802345
300,300.0,1.0,0.0,1.0,0.9,1.0,1.0,0.8,0.8,1.0,1.0,20.0,-303.84868089202325,1.7609146983568025,381.43005808618324,12.628238279200078
301,301.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9,0.9,0.8,0.9,25.0,-271.7991811389753,2.336191878650031,352.7500653469561,18.773261936204296
302,302.0,1.0,0.0,1.0,0.5,3.0,2.0,1.0,1.0,0.7,0.9,25.0,-203.32624328573365,5.063408075481224,299.650072607729,44.53849663031823
303,303.0,1.0,0.0,1.0,0.7,1.0,2.0,0.9,0.9,0.8,1.0,35.0,-216.94439749766144,6.6084749817854815,352.7500653469561,86.52601732917523
304,304.0,1.0,0.0,1.0,0.7,3.0,2.0,0.7,0.7,0.7,0.9,45.0,-75.46023832302271,9.194281154186596,244.72005082541028,150.32169839398824
305,305.0,1.0,0.0,1.0,0.6,3.0,1.0,1.0,1.0,1.0,0.9,20.0,-272.6510211764254,1.7609146983568025,349.6000726077289,9.59501753777893
306,306.0,1.0,0.0,1.0,0.1,1.0,1.0,0.9,0.9,0.9,0.9,35.0,-226.6845954638065,9.194281154186596,376.2450653469561,90.17753911283047
307,307.0,1.0,0.0,1.0,0.7,2.0,1.0,0.8,0.8,0.7,0.9,30.0,-207.26786169285248,4.204950471585056,293.0222580861832,38.739233907915164
308,308.0,1.0,0.0,1.0,1.0,3.0,1.0,0.8,0.8,1.0,0.9,40.0,-195.99273170633742,5.859528792858796,312.9800580861832,81.69906389435347
309,309.0,1.0,0.0,1.0,1.0,3.0,2.0,0.8,0.8,1.0,0.9,45.0,-147.29602943235915,7.982795416418341,312.9800580861832,138.83374195829052
310,310.0,1.0,0.0,1.0,0.3,1.0,2.0,0.7,0.7,1.0,0.9,35.0,-201.64262169681845,9.194281154186596,363.12005082541026,110.22559220654975
311,311.0,1.0,0.0,1.0,0.9,1.0,2.0,0.7,0.7,0.9,0.9,45.0,-165.87946886594423,7.982795416418341,339.62505082541026,130.88884736898603
312,312.0,1.0,0.0,1.0,0.6,2.0,1.0,0.8,0.8,1.0,0.9,20.0,-280.404299345819,1.7609146983568025,355.8260580861831,9.59501753777893
313,313.0,1.0,0.0,1.0,0.3,3.0,1.0,1.0,1.0,0.7,1.0,35.0,-177.27861231974387,7.31875125910715,299.650072607729,75.85774766508712
314,314.0,1.0,0.0,1.0,0.7,3.0,2.0,1.0,1.0,0.8,0.9,50.0,-101.84422745020038,9.744629023205515,316.30007260772896,167.87565810242486
315,315.0,1.0,0.0,1.0,1.0,2.0,2.0,0.7,0.7,0.7,0.9,55.0,-67.62595320900209,9.194281154186596,274.71225082541025,180.39377803456716
316,316.0,1.0,0.0,1.0,0.6,1.0,1.0,0.7,0.7,0.9,1.0,60.0,-98.41602904850853,10.751127173934911,339.62505082541026,201.7326458587521
317,317.0,1.0,0.0,1.0,0.7,2.0,2.0,1.0,1.0,0.9,1.0,50.0,-151.88916177122616,9.744629023205515,371.51147260772893,177.917658721517
318,318.0,1.0,0.0,1.0,0.5,3.0,2.0,0.7,0.7,0.8,0.9,35.0,-129.65390746300343,7.982795416418341,261.3700508254103,99.1092690117682
319,319.0,1.0,0.0,1.0,0.5,3.0,1.0,0.8,0.8,0.7,0.9,20.0,-202.7456404873602,2.336191878650031,263.0300580861832,12.71379893946253
320,320.0,1.0,0.0,1.0,0.2,3.0,1.0,1.0,1.0,1.0,0.9,40.0,-181.8189095864659,9.744629023205515,349.6000726077289,112.52019200914248
321,321.0,1.0,0.0,1.0,0.9,3.0,1.0,0.7,0.7,1.0,0.9,25.0,-225.5216846247566,2.336191878650031,294.67005082541027,17.561369336855943
