n,ID,D_ActivacionIncrem_Jaz,D_ActivacionIncrem_Abr,D_ActivacionIncrem_Gir,Opt_CalculoRagaliasIncrementales_Jaz,Opt_EscVentaCrudo,Opt_EscCAPEX_Perforacion,Opt_AlternativasFacilidades_ICV_AbrGir,Opt_CalculoRagaliasIncrementales_AbrGir,Unc_MultPreciobaseValorGas,Unc_MultCAPEXPerfo_UGEJaz,Unc_MultCAPEXFacilidades_Jaz,Unc_MultOPEX_UGEJaz,E_Brent,Total_VPN,volumen_Mbls,Capex,opex
167,167.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.7,0.8,65.0,95.20130483252466,190.19516550018875,1296.0840041277004,2828.0054821998824
168,168.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,0.4,0.8,0.7,0.7,55.0,313.14024333420684,190.19516550018875,885.2415806966371,2307.5679366222553
169,169.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.9,1.0,55.0,-239.56676613318177,190.19516550018875,1059.049003752819,5204.37545577627
170,170.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,0.7,0.9,0.7,1.0,65.0,182.8782253080935,190.19516550018875,1085.1290041277005,3868.8805733551358
171,171.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.1,0.8,0.8,0.9,55.0,787.6190456724637,190.19516550018875,1176.2126675745146,1122.6182237422863
172,172.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.9,1.0,0.7,0.7,65.0,-54.954362218385704,190.19516550018875,1238.5484041277002,4533.3927406574785
173,173.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.1,0.7,0.9,0.8,55.0,840.1382482262619,190.19516550018875,1118.617291021329,1047.3456389717037
174,174.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.2,0.7,0.7,0.7,65.0,1138.706815990394,190.19516550018875,1069.4610041277003,1417.2380150081663
175,175.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.4,0.9,0.8,0.8,65.0,622.1911688213869,190.19516550018875,1246.0001075745145,2382.8405213928377
176,176.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.6,0.7,1.0,1.0,65.0,593.6819003240273,190.19516550018875,1301.178434468143,3423.7156125480915
177,177.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,0.2,0.8,1.0,0.8,65.0,681.0654552959242,190.19516550018875,1005.6331152809101,1492.5105997787484
178,178.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.9,1.0,1.0,0.9,65.0,-242.3385893521952,190.19516550018875,1156.7151152809101,4683.937910198643
179,179.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.3,0.9,0.9,0.8,55.0,161.17731695753827,190.19516550018875,1323.239251021329,1937.6755605857932
180,180.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.4,0.7,0.8,0.9,55.0,376.7898272139269,190.19516550018875,1041.3781475745143,2458.11310616342
181,181.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.1,0.9,0.8,0.7,55.0,201.05677820964183,190.19516550018875,1297.7821475745145,972.0730542011215
182,182.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.9,0.9,55.0,-596.9120249028159,190.19516550018875,1450.5622910213292,5129.102871005686
183,183.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,0.4,1.0,0.7,0.9,55.0,61.812338441454784,190.19516550018875,978.7879806966371,2458.11310616342
184,184.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.6,0.8,1.0,0.7,55.0,-277.01301594883915,190.19516550018875,1330.6909544681432,3197.897858236344
185,185.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.8,0.9,1.0,0.7,65.0,232.64278538938652,190.19516550018875,1316.8464344681431,4088.2277798504347
186,186.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,0.5,0.9,0.9,0.7,45.0,-233.71072130894615,190.19516550018875,1239.607291021329,2752.7328974292996
187,187.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,0.8,0.7,0.8,0.9,45.0,-457.05950755858015,163.67635912572442,1041.3781475745143,3685.187926566652
188,188.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.4,0.7,0.7,0.7,55.0,187.7899925671481,190.19516550018875,809.700580696637,2307.5679366222553
189,189.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,2.0,1.0,0.9,0.9,0.7,55.0,-258.93653815077624,190.19516550018875,905.6296037528191,4978.557701464523
190,190.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.5,1.0,1.0,0.8,55.0,289.3148652671654,190.19516550018875,1006.2551152809101,2828.0054821998824
191,191.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.2,1.0,0.9,1.0,55.0,780.2382029882685,190.19516550018875,966.124603752819,1643.0557693199135
192,192.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.2,0.8,1.0,1.0,55.0,558.7593458452307,190.19516550018875,959.6046352809101,1643.0557693199135
193,193.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.1,1.0,0.7,1.0,45.0,510.41243961232675,190.19516550018875,978.7879806966371,1197.8908085128685
194,194.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.7,0.8,55.0,-682.8262164724487,152.80656121197703,1238.5484041277002,4060.4826025213606
195,195.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.7,0.9,0.9,0.8,55.0,-0.42604475671769504,190.19516550018875,1239.607291021329,3718.335403813972
196,196.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.4,1.0,0.7,0.7,55.0,474.31690100151263,190.19516550018875,885.863580696637,2307.5679366222553
197,197.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.6,1.0,0.7,0.7,55.0,230.5394257741207,190.19516550018875,978.7879806966371,3197.897858236344
198,198.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.8,1.0,1.0,0.7,55.0,-375.5760050038219,190.19516550018875,1470.2658344681429,4088.2277798504347
199,199.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,0.1,0.8,0.8,1.0,55.0,519.6879921269502,190.19516550018875,925.372092224728,1197.8908085128685
200,200.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5,0.8,0.9,1.0,45.0,-165.02622546664458,190.19516550018875,1179.1122910213292,2978.5506517410463
201,201.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0.3,0.7,1.0,1.0,45.0,76.97927758445033,190.19516550018875,889.81719528091,2088.2207301269577
202,202.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.4,1.0,0.8,1.0,55.0,6.990150949320549,190.19516550018875,1373.3231475745145,2533.3856909340016
203,203.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.7,0.7,0.8,55.0,184.0427138565346,190.19516550018875,1069.4610041277003,3273.170443006927
204,204.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.9,1.0,0.9,1.0,55.0,-738.3410056937512,161.05721187788086,1450.5622910213292,4056.996161901418
205,205.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.7,0.7,0.8,55.0,-420.23796848598516,152.80656121197703,809.700580696637,4060.4826025213606
206,206.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,2.0,0.3,0.9,0.7,0.9,55.0,418.56731493643116,190.19516550018875,825.3685806966371,2012.9481453563756
207,207.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,0.7,1.0,0.9,55.0,-313.65361526257584,190.19516550018875,930.09211528091,5129.102871005686
208,208.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.5,0.9,0.7,0.9,55.0,388.34605166734065,190.19516550018875,825.3685806966371,2903.2780669704653
209,209.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.8,1.0,0.7,1.0,65.0,-4.96440334914007,190.19516550018875,1238.5484041277002,4314.04553416218
210,210.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.8,0.7,1.0,0.7,55.0,-95.41400454618635,190.19516550018875,1260.9035144681432,4088.2277798504347
211,211.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.1,0.7,0.7,1.0,55.0,461.5129338933597,190.19516550018875,1069.4610041277003,1197.8908085128685
212,212.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.7,0.9,0.8,0.8,55.0,323.2199593342392,190.19516550018875,1000.9130922247281,3718.335403813972
213,213.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.8,0.9,0.8,65.0,64.17458744143231,190.19516550018875,1253.4518110213291,5053.8302862351065
214,214.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.5,1.0,1.0,0.7,55.0,-131.4471918143306,190.19516550018875,1527.801434468143,2752.7328974292996
215,215.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.9,1.0,0.7,55.0,251.85738032059777,190.19516550018875,1081.17411528091,2752.7328974292996
216,216.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.2,0.7,1.0,1.0,65.0,769.9163920649497,190.19516550018875,1260.9035144681432,1643.0557693199135
217,217.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.9,0.7,0.7,55.0,419.0070782861888,190.19516550018875,1220.5430041277004,2752.7328974292996
218,218.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.7,1.0,1.0,55.0,-760.063534857639,135.48321153713508,1301.178434468143,3639.4859928078195
219,219.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.1,0.7,0.7,0.9,55.0,784.5420701019914,190.19516550018875,769.425660696637,1122.6182237422863
220,220.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.9,0.8,0.8,55.0,510.3608772468193,190.19516550018875,1297.7821475745145,1047.3456389717037
221,221.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.9,1.0,1.0,45.0,-503.3615564967647,190.19516550018875,1316.8464344681431,5204.37545577627
222,222.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.3,1.0,0.9,1.0,55.0,522.5043222595538,190.19516550018875,1300.102291021329,2088.2207301269577
223,223.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.6,0.7,0.9,0.8,55.0,-34.36453592448264,190.19516550018875,1183.664371021329,3273.170443006927
224,224.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,55.0,-354.3768207987737,190.19516550018875,1301.178434468143,5204.37545577627
225,225.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.8,1.0,0.9,0.7,65.0,460.1128539452709,190.19516550018875,1300.102291021329,4088.2277798504347
226,226.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.8,0.8,0.9,55.0,390.16114233050075,190.19516550018875,1222.2411475745146,2903.2780669704653
227,227.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.2,0.7,1.0,0.8,45.0,315.8446056942903,190.19516550018875,824.77011528091,1492.5105997787484
228,228.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.9,1.0,0.7,55.0,-564.9437319224327,190.19516550018875,1452.260434468143,4978.557701464523
229,229.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.9,1.0,0.7,55.0,-366.285654767901,190.19516550018875,1400.478394468143,4978.557701464523
230,230.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.9,0.8,0.9,1.0,45.0,-778.7994056292499,135.48321153713508,1299.480291021329,3325.5238897013783
231,231.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,0.7,0.7,0.8,0.8,45.0,-323.21607154259397,190.19516550018875,1041.3781475745143,3718.335403813972
232,232.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,55.0,12.855623064485787,190.19516550018875,1527.801434468143,3868.8805733551358
233,233.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.6,0.7,0.7,0.8,55.0,-116.23231925009611,190.19516550018875,1029.1860841277005,3273.170443006927
234,234.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,0.9,0.8,0.9,0.8,65.0,-200.85411305576704,190.19516550018875,1179.1122910213292,4608.665325428061
235,235.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6,0.7,0.9,0.9,55.0,246.28699906964613,190.19516550018875,889.961603752819,3348.44302777751
236,236.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,0.9,0.8,0.8,0.9,65.0,71.6856213754664,190.19516550018875,925.372092224728,4683.937910198643
237,237.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,2.0,0.3,1.0,0.8,1.0,55.0,342.98501602264145,190.19516550018875,925.9940922247281,2088.2207301269577
238,238.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,0.8,0.7,0.8,0.7,55.0,-120.5170860620255,190.19516550018875,1041.3781475745143,4088.2277798504347
239,239.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.9,0.9,0.7,0.9,55.0,236.32473419663998,190.19516550018875,825.3685806966371,4683.937910198643
240,240.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.8,0.8,45.0,-765.066486630577,135.48321153713508,1315.7875475745145,3539.513000459138
241,241.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,0.8,0.8,0.7,0.7,45.0,-632.8907419930974,125.8698881345785,1024.6340041277006,2634.9872328043925
242,242.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0.8,0.8,0.8,1.0,45.0,-400.90797692032754,162.37515352012838,879.3436122247281,3709.9154996722305
243,243.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.5,0.7,0.8,0.7,45.0,-160.56981743527126,190.19516550018875,1106.4252275745146,2752.7328974292996
244,244.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.1,0.7,0.7,0.9,65.0,1330.7288774893902,190.19516550018875,809.700580696637,1122.6182237422863
245,245.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.3,0.8,0.8,0.9,65.0,1153.301162443879,190.19516550018875,805.0040922247281,2012.9481453563756
246,246.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0.7,0.9,1.0,0.9,45.0,-366.94752949884344,190.19516550018875,1029.39207528091,3793.6079885845534
247,247.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.4,1.0,0.9,0.9,65.0,688.0501686987794,190.19516550018875,1059.049003752819,2458.11310616342
248,248.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.2,1.0,1.0,1.0,45.0,-61.84601908087539,190.19516550018875,1470.2658344681429,1643.0557693199135
249,249.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.1,1.0,1.0,1.0,65.0,300.72845205492587,190.19516550018875,1527.801434468143,1197.8908085128685
250,250.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,0.3,0.7,0.8,0.7,55.0,343.8301205952729,190.19516550018875,1041.3781475745143,1862.4029758152108
251,251.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.3,0.8,1.0,0.8,55.0,142.28710371979219,190.19516550018875,1005.6331152809101,1937.6755605857932
252,252.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.7,0.9,0.7,0.8,55.0,-326.20110287580343,190.19516550018875,1220.5430041277004,3718.335403813972
253,253.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,0.7,0.7,0.7,0.7,55.0,79.84976663901124,190.19516550018875,809.700580696637,3643.0628190433886
254,254.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.3,0.9,0.8,0.7,55.0,739.0797567092587,190.19516550018875,949.1310522247281,1862.4029758152108
255,255.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.9,1.0,0.9,1.0,55.0,-696.5342873250356,161.05721187788086,1393.0266910213288,4056.996161901418
256,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.7,0.8,1.0,55.0,294.7798317666128,190.19516550018875,1146.7001475745144,2533.3856909340016
257,257.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.4,0.8,1.0,0.7,55.0,79.90232272148282,190.19516550018875,1330.6909544681432,2307.5679366222553
258,258.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.4,0.9,0.7,1.0,55.0,336.9892912311058,190.19516550018875,1085.1290041277005,2533.3856909340016
259,259.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,0.7,0.7,0.7,0.9,55.0,-183.05111657109245,190.19516550018875,964.1390041277003,3793.6079885845534
260,260.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,0.8,0.8,0.9,1.0,55.0,-155.1862056428988,190.19516550018875,965.502603752819,4314.04553416218
261,261.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.3,0.7,0.9,0.7,55.0,603.15496150153,190.19516550018875,1223.939291021329,1862.4029758152108
262,262.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,0.9,0.9,0.9,0.9,55.0,-280.19957595553007,190.19516550018875,1041.043603752819,4683.937910198643
263,263.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,0.5,0.7,0.8,0.9,45.0,-213.94045943212384,190.19516550018875,809.556172224728,2903.2780669704653
264,264.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.4,0.7,1.0,0.7,55.0,466.5526038297208,190.19516550018875,1301.178434468143,2307.5679366222553
265,265.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,0.1,1.0,0.7,0.8,45.0,6.338245839912757,190.19516550018875,1145.6240041277003,1047.3456389717037
266,266.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,0.5,0.7,1.0,0.8,45.0,-251.83092904905746,190.19516550018875,889.81719528091,2828.0054821998824
267,267.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.9,0.9,0.9,1.0,55.0,115.61128657605107,190.19516550018875,989.261563752819,4759.210494969224
268,268.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.7,0.9,0.8,1.0,55.0,-367.39633864364816,190.19516550018875,1246.0001075745145,3868.8805733551358
269,269.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.9,0.8,0.9,0.7,55.0,-19.057664082260104,190.19516550018875,919.474123752819,4533.3927406574785
270,270.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.7,0.7,0.8,55.0,460.3172651155683,190.19516550018875,1069.4610041277003,1937.6755605857932
271,271.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.2,0.8,0.9,0.7,55.0,675.9222193430032,190.19516550018875,845.1346037528192,1417.2380150081663
272,272.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.1,1.0,0.7,0.8,55.0,547.213784321257,190.19516550018875,1238.5484041277002,1047.3456389717037
273,273.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0.2,1.0,0.9,1.0,55.0,349.2421336395949,190.19516550018875,1059.049003752819,1643.0557693199135
274,274.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0.1,0.8,0.7,0.8,65.0,880.9933399590344,190.19516550018875,839.2131006966371,1047.3456389717037
275,275.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.1,1.0,0.9,0.9,55.0,119.87212604129532,190.19516550018875,1393.0266910213288,1122.6182237422863
276,276.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,0.3,0.8,0.8,1.0,55.0,195.25101116985468,190.19516550018875,879.3436122247281,2088.2207301269577
277,277.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.3,0.9,1.0,0.9,55.0,527.3224693470985,190.19516550018875,1316.8464344681431,2012.9481453563756
278,278.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.4,1.0,0.7,0.8,55.0,617.8741823583367,190.19516550018875,978.7879806966371,2382.8405213928377
279,279.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,0.2,0.7,1.0,0.7,55.0,346.68814566906383,190.19516550018875,1195.8564344681429,1417.2380150081663
280,280.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.9,0.7,1.0,1.0,65.0,124.51545637103582,190.19516550018875,1260.9035144681432,4759.210494969224
281,281.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.2,0.8,0.9,0.8,65.0,1067.6924709235068,190.19516550018875,1179.1122910213292,1492.5105997787484
282,282.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.5,0.9,0.7,1.0,45.0,150.0769950935057,190.19516550018875,960.7825806966371,2978.5506517410463
283,283.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.8,0.9,0.8,0.8,55.0,82.95720097100877,190.19516550018875,1297.7821475745145,4163.500364621017
284,284.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.6,0.8,0.8,0.7,55.0,551.6061447528061,190.19516550018875,805.0040922247281,3197.897858236344
285,285.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0.4,1.0,0.8,0.8,45.0,-57.16016986058462,190.19516550018875,1018.9184922247282,2382.8405213928377
286,286.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.3,1.0,0.8,0.9,55.0,304.29459601792286,190.19516550018875,1315.7875475745145,2012.9481453563756
287,287.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,2.0,0.5,0.8,1.0,0.7,55.0,49.16677070402574,190.19516550018875,885.2651152809101,2752.7328974292996
288,288.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.7,0.8,1.0,55.0,420.3478025275111,190.19516550018875,1146.7001475745144,2978.5506517410463
289,289.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.3,0.9,0.8,0.7,55.0,488.31594219949733,190.19516550018875,1000.9130922247281,1862.4029758152108
290,290.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.8,0.7,0.8,55.0,507.64169626220024,190.19516550018875,1145.0020041277005,1492.5105997787484
291,291.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.6,1.0,0.8,0.8,55.0,370.687578370871,190.19516550018875,1076.4540922247281,3273.170443006927
292,292.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0.7,0.7,0.8,1.0,55.0,35.70647480915963,190.19516550018875,809.556172224728,3868.8805733551358
293,293.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.5,0.9,1.0,1.0,55.0,-268.088063161665,190.19516550018875,1400.478394468143,2978.5506517410463
294,294.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.6,0.9,0.9,0.9,65.0,816.1628167258374,190.19516550018875,905.6296037528191,3348.44302777751
295,295.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.3,1.0,1.0,1.0,55.0,348.0326598990774,190.19516550018875,1156.7151152809101,2088.2207301269577
296,296.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.2,1.0,0.9,0.7,55.0,56.765382282500966,190.19516550018875,1393.0266910213288,1417.2380150081663
297,297.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.1,0.8,0.9,1.0,55.0,647.3380177481309,190.19516550018875,965.502603752819,1197.8908085128685
298,298.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.9,0.9,0.8,0.7,65.0,-58.624278763436585,190.19516550018875,1246.0001075745145,4533.3927406574785
299,299.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.7,0.9,0.8,45.0,-481.21173160041633,135.48321153713508,849.6866837528191,3539.513000459138
300,300.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,0.2,0.7,0.9,0.8,55.0,376.84095994046487,190.19516550018875,1118.617291021329,1492.5105997787484
301,301.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.3,0.7,0.8,0.8,55.0,700.8689686327789,190.19516550018875,1041.3781475745143,1937.6755605857932
302,302.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.1,0.7,0.7,0.9,55.0,655.5815815229444,190.19516550018875,1029.1860841277005,1122.6182237422863
303,303.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.6,0.8,0.9,0.8,55.0,267.94757629005704,190.19516550018875,1299.480291021329,3273.170443006927
304,304.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,2.0,1.0,0.8,0.7,0.9,55.0,-401.00902656343044,140.5888252081979,764.8735806966372,3744.054500914237
305,305.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.9,0.9,1.0,1.0,45.0,-861.1513474688703,76.65202721380695,1081.17411528091,1854.6881563397344
306,306.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0.4,0.8,1.0,0.7,45.0,-13.017358043630075,190.19516550018875,959.6046352809101,2307.5679366222553
307,307.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.9,1.0,0.8,65.0,197.2782386202703,190.19516550018875,1400.478394468143,5053.8302862351065
308,308.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.4,0.9,0.9,0.9,55.0,558.8356019086907,190.19516550018875,1041.043603752819,2458.11310616342
309,309.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,0.7,0.7,0.7,55.0,22.537588299577358,190.19516550018875,704.3785806966371,4978.557701464523
310,310.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.4,0.8,0.9,0.7,45.0,-153.00546728562784,190.19516550018875,1253.4518110213291,2307.5679366222553
311,311.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.3,0.8,1.0,0.8,65.0,897.8515507176659,190.19516550018875,885.2651152809101,1937.6755605857932
312,312.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0.2,1.0,0.8,0.7,65.0,695.4687277731019,190.19516550018875,1018.9184922247282,1417.2380150081663
313,313.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,0.7,0.9,1.0,55.0,401.5821379458672,190.19516550018875,1183.664371021329,2978.5506517410463
314,314.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.2,0.9,0.7,0.9,55.0,124.79959252180014,190.19516550018875,1220.5430041277004,1567.7831845493306
315,315.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.9,0.7,0.9,0.7,55.0,215.3675652576081,190.19516550018875,889.961603752819,4533.3927406574785
316,316.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.4,0.9,1.0,1.0,55.0,420.84688893584064,190.19516550018875,1316.8464344681431,2533.3856909340016
