n,ID,VPN,I_SENSI_CAPEX_FACIL ,I_SENSI_CAPEX_PERFO,Unc_MultPreciobaseValorGas,E_Brent,Unc_MultCAPEXPerfo_palagua,D_CANT_TALADROS_INFILL,D_CANT_TALADROS_WF,D_TIPO_COMPLET_INFILL_WF,D_TIPO_COMPLET_V,D_DLLO_INFILL_B_123,D_DLLO_INFILL_B_456,D_DLLO_INFILL_B_7,D_DLLO_INFILL_B_CAIPAL,D_DLLO_INFILL_B_89,D_DLLO_PILOTO,DAKOTA_WF_CAIPAL,DAKOTA_WF_456,DAKOTA_WF_7,DAKOTA_WF_123,DAKOTA_WF_89,D_DLLO_IAV_89,DAKOTA_IAV_123,DAKOTA_IAV_456,DAKOTA_IAV_7,D_CAPEX_FACILIDADES,VOL_TEC_TOTAL_OIL,VOL_TEC_INCREMENTAL,VOL_TEC_TOTAL_GAS,VOL_TEC_TOTAL_WATER,D_DLLO_IAV_456,D_DLLO_IAV_7,D_DLLO_IAV_123,D_DLLO_WF_CAIPAL,D_DLLO_WF_456,D_DLLO_WF_7,D_DLLO_WF_123,D_DLLO_WF_89,EFI_55,Lif_Cost_55,Dev_Cost_55,Vol_tol_le_55,Total_capex,Total_opex
281,281,-53022.0379,0.19999999999999996,0.09999999999999998,0.4,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.10541162302670837,12.3093,19.6118,70599.37952535566,1451.3724518525,1289.2234
282,282,-35021.3366,0.09999999999999998,0.19999999999999996,0.3,30,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.14442768316957894,10.876,19.0957,72418.17280792864,1450.9138634333,1066.062
283,283,-26916.737,0.30000000000000004,0.09999999999999998,0.2,40,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1588454342666735,10.1476,19.0964,72418.17280792864,1450.9734629504,1038.4258
284,284,-87422.4725,0.0,0.30000000000000004,0.9,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.058306891393971445,15.246,19.0896,72418.17280792864,1450.4553817689,1231.8794
285,285,-87054.8765,0.19999999999999996,0.30000000000000004,0.9,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05889623445185902,15.246,19.0791,72418.17280792864,1449.6570837025,1231.8794
286,286,-36164.7542,0.09999999999999998,0.09999999999999998,0.2,50,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.13388822256455118,10.8137,19.6172,70599.37952535566,1451.7715475083,1233.9509
287,287,-96695.8092,0.19999999999999996,0.19999999999999996,1.0,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.043919645896860475,15.9743,19.0904,72418.17280792864,1450.5147677775,1259.5157
288,288,-52503.408,0.09999999999999998,0.30000000000000004,0.4,30,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.10630033695555542,12.3093,19.594,70599.37952535566,1450.0561793583,1289.2234
289,289,-78277.8651,0.19999999999999996,0.19999999999999996,0.8,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.07272722848025101,14.5176,19.0904,72418.17280792864,1450.5147677775,1204.2432
290,290,-69363.6145,0.30000000000000004,0.09999999999999998,0.7,40,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.08684540293458373,13.7893,19.0964,72418.17280792864,1450.9734629504,1176.6069
291,291,-87422.4725,0.0,0.30000000000000004,0.9,40,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.058306891393971445,15.246,19.0896,72418.17280792864,1450.4553817689,1231.8794
292,292,-36164.7542,0.09999999999999998,0.09999999999999998,0.2,30,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.13388822256455118,10.8137,19.6172,70599.37952535566,1451.7715475083,1233.9509
293,293,-59838.8659,0.30000000000000004,0.30000000000000004,0.6,60,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1024378563879933,13.061,19.0738,72418.17280792864,1449.2580948004,1148.9707
294,294,-18939.4379,0.30000000000000004,0.09999999999999998,0.1,30,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.17324544053309146,9.4193,19.0964,72418.17280792864,1450.9734629504,1010.7895
295,295,-51797.8229,0.09999999999999998,0.19999999999999996,0.5,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.11562812245420998,12.3326,19.0957,72418.17280792864,1450.9138634333,1121.3345
296,296,-88690.4117,0.30000000000000004,0.19999999999999996,0.8,30,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04868621138888841,15.3004,19.5948,70599.37952535566,1450.1157788754,1399.7683
297,297,-78106.2551,0.09999999999999998,0.30000000000000004,0.8,30,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.07300913459682187,14.5176,19.0844,72418.17280792864,1450.0561793583,1204.2432
298,298,-78106.2551,0.09999999999999998,0.30000000000000004,0.8,30,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.07300913459682187,14.5176,19.0844,72418.17280792864,1450.0561793583,1204.2432
299,299,-60898.4573,0.30000000000000004,0.0,0.6,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.10065008627269137,13.061,19.1077,72418.17280792864,1451.8311470254,1148.9707
300,300,-35552.9431,0.0,0.09999999999999998,0.3,60,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.14349095632521858,10.876,19.1122,72418.17280792864,1452.1707499189,1066.062
301,301,-79971.2737,0.19999999999999996,0.09999999999999998,0.7,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.06222363070724339,14.5526,19.6118,70599.37952535566,1451.3724518525,1372.1321
302,302,-89412.7307,0.09999999999999998,0.09999999999999998,0.8,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0475362774966901,15.3004,19.6172,70599.37952535566,1451.7715475083,1399.7683
303,303,-44227.4529,0.09999999999999998,0.19999999999999996,0.3,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1201017455859089,11.5615,19.6056,70599.37952535566,1450.9138634333,1261.5871
304,304,-35997.967,0.0,0.19999999999999996,0.2,40,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1341858909800688,10.8137,19.611,70599.37952535566,1451.3130658439,1233.9509
305,305,-60898.4573,0.30000000000000004,0.0,0.6,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.10065008627269137,13.061,19.1077,72418.17280792864,1451.8311470254,1148.9707
306,306,-43635.6365,0.09999999999999998,0.09999999999999998,0.4,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.12941701942432823,11.6043,19.107,72418.17280792864,1451.7715475083,1093.6982
307,307,-53190.7517,0.30000000000000004,0.0,0.4,50,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.10512135952074932,12.3093,19.618,70599.37952535566,1451.8311470254,1289.2234
308,308,-44407.9979,0.0,0.19999999999999996,0.3,40,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.11979011932321731,11.5615,19.611,70599.37952535566,1451.3130658439,1261.5871
309,309,-80335.9437,0.0,0.09999999999999998,0.7,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.06163299654298715,14.5526,19.6226,70599.37952535566,1452.1707499189,1372.1321
310,310,-19648.9358,0.09999999999999998,0.0,0.1,60,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.17195942585349536,9.4193,19.1183,72418.17280792864,1452.6292315833,1010.7895
311,311,-18242.9088,0.30000000000000004,0.30000000000000004,0.1,40,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1745158175825979,9.4193,19.0738,72418.17280792864,1449.2580948004,1010.7895
312,312,-61081.2201,0.19999999999999996,0.0,0.6,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.10034418347266454,13.061,19.113,72418.17280792864,1452.2301359275,1148.9707
313,313,-95467.5735,0.30000000000000004,0.30000000000000004,1.0,40,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.01968285586364357,13.7501,21.8174,63449.96707092519,1449.2580948004,1455.0408
314,314,-98690.1399,0.19999999999999996,0.09999999999999998,0.9,40,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.03343163582760018,16.0482,19.6118,70599.37952535566,1451.3724518525,1427.4045
315,315,-27412.2434,0.0,0.30000000000000004,0.1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.14920308197909773,10.0659,19.5994,70599.37952535566,1450.4553817689,1206.3146
316,316,-52490.8233,0.30000000000000004,0.19999999999999996,0.4,30,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.10631735384631368,12.3093,19.5948,70599.37952535566,1450.1157788754,1289.2234
317,317,-61490.4281,0.19999999999999996,0.19999999999999996,0.5,40,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09160588899259427,13.057,19.6002,70599.37952535566,1450.5147677775,1316.8596
318,318,-88885.9937,0.0,0.30000000000000004,0.8,30,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0483781251297854,15.3004,19.5994,70599.37952535566,1450.4553817689,1399.7683
319,319,-52682.8535,0.0,0.0,0.5,60,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.11411302571589647,12.3326,19.1235,72418.17280792864,1453.0284339939,1121.3345
320,320,-34658.4818,0.30000000000000004,0.19999999999999996,0.3,40,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1450646005404838,10.876,19.0851,72418.17280792864,1450.1157788754,1066.062
321,321,-52331.3872,0.0,0.09999999999999998,0.5,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.11471498336717648,12.3326,19.1122,72418.17280792864,1452.1707499189,1121.3345
322,322,-60728.023,0.19999999999999996,0.09999999999999998,0.6,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.10093917514549494,13.061,19.1017,72418.17280792864,1451.3724518525,1148.9707
323,323,-43879.3155,0.09999999999999998,0.30000000000000004,0.3,40,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.12070791526283031,11.5615,19.594,70599.37952535566,1450.0561793583,1261.5871
324,324,-35202.8362,0.0,0.19999999999999996,0.3,30,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.14410928490038216,10.876,19.1009,72418.17280792864,1451.3130658439,1066.062
325,325,-97065.8371,0.0,0.19999999999999996,1.0,40,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.043338883302421964,15.9743,19.1009,72418.17280792864,1451.3130658439,1259.5157
326,326,-88702.3551,0.09999999999999998,0.30000000000000004,0.8,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.04867002372645548,15.3004,19.594,70599.37952535566,1450.0561793583,1399.7683
327,327,-79619.0017,0.19999999999999996,0.19999999999999996,0.7,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.06279830640920366,14.5526,19.6002,70599.37952535566,1450.5147677775,1372.1321
328,328,-35805.0665,0.30000000000000004,0.09999999999999998,0.2,50,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.13451911504928327,10.8137,19.6064,70599.37952535566,1450.9734629504,1233.9509
329,329,-44923.7277,0.09999999999999998,0.0,0.3,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.11889137260112574,11.5615,19.6288,70599.37952535566,1452.6292315833,1261.5871
330,330,-87949.4173,0.09999999999999998,0.09999999999999998,0.9,30,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05745706520111072,15.246,19.107,72418.17280792864,1451.7715475083,1231.8794
331,331,-69558.8516,0.0,0.19999999999999996,0.7,30,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.08652619827297615,13.7893,19.1009,72418.17280792864,1451.3130658439,1176.6069
332,332,-36511.4568,0.09999999999999998,0.0,0.2,30,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1332755823555941,10.8137,19.6288,70599.37952535566,1452.6292315833,1233.9509
333,333,-27627.7317,0.09999999999999998,0.0,0.2,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.157575216099027,10.1476,19.1183,72418.17280792864,1452.6292315833,1038.4258
334,334,-27446.7407,0.19999999999999996,0.0,0.2,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.15789703154406526,10.1476,19.113,72418.17280792864,1452.2301359275,1038.4258
335,335,-36344.6696,0.0,0.09999999999999998,0.2,30,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.13357292893809236,10.8137,19.6226,70599.37952535566,1452.1707499189,1233.9509
336,336,-35358.6956,0.30000000000000004,0.0,0.3,30,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1438267357997873,10.876,19.1077,72418.17280792864,1451.8311470254,1066.062
337,337,-80688.2156,0.0,0.0,0.7,40,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.061059660645002574,14.5526,19.6342,70599.37952535566,1453.0284339939,1372.1321
338,338,-27910.8884,0.30000000000000004,0.0,0.1,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.14829800904784532,10.0659,19.618,70599.37952535566,1451.8311470254,1206.3146
339,339,-87949.4173,0.09999999999999998,0.09999999999999998,0.9,40,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.05745706520111072,15.246,19.107,72418.17280792864,1451.7715475083,1231.8794
340,340,-70656.6162,0.30000000000000004,0.09999999999999998,0.6,50,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0769190899836115,13.8048,19.6064,70599.37952535566,1450.9734629504,1344.4958
341,341,-79619.0017,0.19999999999999996,0.19999999999999996,0.7,50,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.06279830640920366,14.5526,19.6002,70599.37952535566,1450.5147677775,1372.1321
342,342,-53203.3364,0.09999999999999998,0.09999999999999998,0.4,30,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.10510424087526418,12.3093,19.6172,70599.37952535566,1451.7715475083,1289.2234
343,343,-51628.4545,0.0,0.30000000000000004,0.5,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.11592115245072142,12.3326,19.0896,72418.17280792864,1450.4553817689,1121.3345
344,344,-89412.7307,0.09999999999999998,0.09999999999999998,0.8,30,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0475362774966901,15.3004,19.6172,70599.37952535566,1451.7715475083,1399.7683
345,345,-98506.5987,0.30000000000000004,0.09999999999999998,0.9,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.03371907118435778,16.0482,19.6064,70599.37952535566,1450.9734629504,1427.4045
346,346,-26748.6193,0.19999999999999996,0.19999999999999996,0.2,50,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1591499762304228,10.1476,19.0904,72418.17280792864,1450.5147677775,1038.4258
347,347,-28269.6074,0.09999999999999998,0.0,0.1,30,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.14765979211006247,10.0659,19.6288,70599.37952535566,1452.6292315833,1206.3146
348,348,-80323.5456,0.19999999999999996,0.0,0.7,50,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.06164957657983593,14.5526,19.6234,70599.37952535566,1452.2301359275,1372.1321
349,349,-69375.9917,0.09999999999999998,0.19999999999999996,0.7,30,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.08682856173884079,13.7893,19.0957,72418.17280792864,1450.9138634333,1176.6069
350,350,-44046.9557,0.19999999999999996,0.19999999999999996,0.3,50,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.12041347157598481,11.5615,19.6002,70599.37952535566,1450.5147677775,1261.5871
351,351,-19287.7024,0.30000000000000004,0.0,0.1,30,0.9,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.17261116881785127,9.4193,19.1077,72418.17280792864,1451.8311470254,1010.7895
352,352,-28103.44,0.0,0.09999999999999998,0.1,30,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.14796091541711345,10.0659,19.6226,70599.37952535566,1452.1707499189,1206.3146
353,353,-95649.4422,0.19999999999999996,0.30000000000000004,1.0,60,1.0,2,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,89.61802539461888,70.47419921910499,36.4813081885409,1069.3513307121962,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.019399021264225613,13.7501,21.8234,63449.96707092519,1449.6570837025,1455.0408
