n,ID,D_ActivacionIncrem_Nar,D_ActivacionIncrem_Unr,Opt_CalculoRagaliasIncrementales_Nar,Opt_CalculoRagaliasIncrementales_Unr,Unc_MultPreciobaseValorGas,Opt_EscCAPEX_Perforacion,Opt_EscVentaCrudo,Unc_MultCAPEXPerfo_UGEUnr,Unc_MultOPEX_UGEUnr,Unc_MultCAPEXFacilidades_Nar,E_Brent,Total_VPN,volumen_Mbls,Capex,opex
281,281.0,1.0,1.0,1.0,1.0,0.4,3.0,1.0,0.9,1.0,0.8,60.0,-223.59920909422704,23.078289705525684,608.6851312644187,567.5705940773958
282,282.0,1.0,1.0,1.0,1.0,0.3,1.0,2.0,0.8,0.9,0.9,30.0,-429.7713265743792,14.9190934620702,729.8316476724711,276.26631489986926
283,283.0,1.0,1.0,1.0,1.0,0.2,2.0,2.0,0.9,0.9,0.7,40.0,-295.60327589726853,23.078289705525684,645.7256948563663,413.3761462330045
284,284.0,1.0,1.0,1.0,1.0,0.9,1.0,2.0,0.7,0.9,1.0,50.0,-403.56285666878205,16.009966495689934,740.8241640805232,524.7146807754795
285,285.0,1.0,1.0,1.0,1.0,0.9,3.0,2.0,0.7,0.9,0.8,50.0,-281.5917697151147,16.009966495689934,540.6031312644187,524.7146807754795
286,286.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.9,1.0,0.9,50.0,-346.8244682007501,23.078289705525684,756.6286476724712,445.773858531581
287,287.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.8,0.9,0.8,50.0,-345.7678261527769,10.930340600310041,574.6441312644188,357.192967442045
288,288.0,1.0,1.0,1.0,1.0,0.4,3.0,2.0,0.7,1.0,0.9,30.0,-356.41957496017756,9.617224844721495,578.3926476724711,202.8468901689825
289,289.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.8,0.9,0.8,50.0,-395.87578300128104,13.585846960861314,692.0421312644187,399.6035767734475
290,290.0,1.0,1.0,1.0,1.0,0.7,3.0,2.0,0.9,0.9,0.7,40.0,-330.1923600694458,12.39118903747125,570.8956148563664,331.685770598228
291,291.0,1.0,1.0,1.0,1.0,0.9,3.0,2.0,0.7,0.9,1.0,40.0,-378.9166287941408,9.252881896266334,616.1821640805234,280.8164100141726
292,292.0,1.0,1.0,1.0,1.0,0.2,2.0,1.0,0.9,1.0,0.9,30.0,-453.1288166621384,4.435883168136524,721.304727672471,77.3432941892325
293,293.0,1.0,1.0,1.0,1.0,0.6,2.0,2.0,0.7,0.9,0.7,60.0,-202.163218387933,23.078289705525684,599.9814548563663,656.9696173246339
294,294.0,1.0,1.0,1.0,1.0,0.1,3.0,2.0,0.9,0.9,0.7,30.0,-299.33866402300754,23.078289705525684,570.8956148563664,352.4777784600971
295,295.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.8,0.9,0.9,50.0,-372.019778279515,23.078289705525684,729.8316476724711,596.0712495517265
296,296.0,1.0,1.0,1.0,1.0,0.8,3.0,1.0,0.8,1.0,0.7,30.0,-369.1384226632538,4.435883168136524,536.8546148563664,132.13600544433473
297,297.0,1.0,1.0,1.0,1.0,0.8,1.0,2.0,0.7,0.9,0.9,30.0,-453.9343803299131,4.435883168136524,703.0346476724711,126.2280997339149
298,298.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.7,0.9,0.9,30.0,-467.16935189921867,4.435883168136524,703.0346476724711,126.2280997339149
299,299.0,1.0,1.0,1.0,1.0,0.6,2.0,2.0,1.0,0.9,0.7,50.0,-311.2444021497095,23.078289705525684,668.5978148563663,656.9696173246339
300,300.0,1.0,1.0,1.0,1.0,0.3,3.0,1.0,0.9,0.9,1.0,60.0,-242.45951435161027,23.078289705525684,684.2641640805234,474.2745140059118
301,301.0,1.0,1.0,1.0,1.0,0.7,3.0,2.0,0.9,1.0,0.8,60.0,-233.80387536785852,23.078289705525684,608.6851312644187,750.2656973961177
302,302.0,1.0,1.0,1.0,1.0,0.8,3.0,2.0,0.9,1.0,0.9,60.0,-273.68552632435245,23.078289705525684,646.4746476724711,811.1640651690252
303,303.0,1.0,1.0,1.0,1.0,0.3,2.0,2.0,0.8,1.0,0.9,60.0,-220.716876760176,23.078289705525684,698.432607672471,506.6722263044884
304,304.0,1.0,1.0,1.0,1.0,0.2,3.0,2.0,0.8,1.0,1.0,40.0,-306.7413352878091,23.078289705525684,650.2231640805235,445.773858531581
305,305.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,0.9,0.7,50.0,-376.80814112250107,19.359945033123836,707.8466148563664,523.297717121561
306,306.0,1.0,1.0,1.0,1.0,0.4,2.0,2.0,0.9,0.9,0.9,50.0,-308.5266626246111,23.078289705525684,721.304727672471,535.1728817788191
307,307.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.7,50.0,-351.96440600183223,23.078289705525684,707.8466148563664,567.5705940773958
308,308.0,1.0,1.0,1.0,1.0,0.3,3.0,2.0,0.8,1.0,1.0,40.0,-323.841489932653,23.078289705525684,650.2231640805235,506.6722263044884
309,309.0,1.0,1.0,1.0,1.0,0.7,3.0,2.0,0.9,1.0,1.0,60.0,-279.3668679911585,23.078289705525684,684.2641640805234,750.2656973961177
310,310.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.9,0.9,60.0,-269.7844867838822,23.078289705525684,783.425647672471,352.4777784600971
311,311.0,1.0,1.0,1.0,1.0,0.1,2.0,2.0,0.7,0.9,0.7,40.0,-250.34227553500355,23.078289705525684,599.9814548563663,352.4777784600971
312,312.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,0.9,0.8,50.0,-399.5896374341511,19.359945033123836,745.6361312644187,523.297717121561
313,313.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.7,1.0,0.7,40.0,-322.7191903408752,4.435883168136524,502.8136148563663,150.40024252936882
314,314.0,1.0,1.0,1.0,1.0,0.9,3.0,2.0,0.9,1.0,0.8,40.0,-382.3812542029069,4.569773722482594,608.6851312644187,145.41662028738244
315,315.0,1.0,1.0,1.0,1.0,0.1,3.0,2.0,0.7,1.0,1.0,60.0,-150.39375257292636,23.078289705525684,616.1821640805234,384.8754907586737
316,316.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.8,1.0,0.7,30.0,-422.32350768463016,4.435883168136524,654.2526148563663,95.60753127426659
317,317.0,1.0,1.0,1.0,1.0,0.5,3.0,2.0,0.8,1.0,0.8,40.0,-312.25636891040574,17.228584059626538,574.6441312644188,433.2829670103884
