n,ID,D_ActivacionIAV_Mor,D_ActivacionICV_Mor,Opt_CalculoRagaliasIncrementales_Mor,Unc_MultPreciobaseValorGas,Opt_EscCAPEX_Perforacion,Opt_EscVentaCrudo,Unc_MultCAPEXFacilidadesIAV_Mor,Unc_MultCAPEXFacilidadesICV_Mor,Unc_MultCAPEXPerfo_UGE_Mor,Unc_MultOPEX_Mor,E_Brent,Total_VPN,volumen_Mbls,Capex,opex
176,176.0,1.0,1.0,1.0,1.0,1.0,2.0,0.9,0.9,0.7,1.0,40.0,-1602.1817126185292,52.38197966632623,3153.0405405446627,1283.627474944131
177,177.0,1.0,1.0,1.0,0.6,3.0,1.0,1.0,1.0,1.0,1.0,50.0,-1168.1314239125547,77.9143539830844,3112.170600605181,1596.573875483757
178,178.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,0.9,0.9,60.0,-1433.3389465686726,77.404691278589,3794.973600605181,2033.36230666152
179,179.0,1.0,1.0,1.0,0.8,1.0,1.0,0.8,0.8,0.8,1.0,40.0,-1704.3695063260298,52.38197966632623,3227.768480484145,1090.9470731781785
180,180.0,1.0,1.0,1.0,0.6,2.0,1.0,1.0,1.0,0.8,1.0,50.0,-1260.398058680442,77.9143539830844,3274.7893206051813,1596.573875483757
181,181.0,1.0,1.0,1.0,0.4,1.0,1.0,0.8,0.8,0.7,1.0,60.0,-537.5895792165426,130.58794234320223,2988.881480484145,2954.135247063008
182,182.0,1.0,1.0,1.0,0.5,1.0,2.0,0.7,0.7,1.0,1.0,40.0,-1541.5579258364844,77.9143539830844,3541.383420423627,1424.3355567862263
183,183.0,1.0,1.0,1.0,0.8,1.0,2.0,0.9,0.9,1.0,0.9,60.0,-1184.5780284177104,106.29108532121222,3869.7015405446637,3196.2153552467585
184,184.0,1.0,1.0,1.0,0.3,3.0,1.0,0.9,0.9,0.7,0.9,60.0,-150.6342893439667,130.58794234320223,2507.857540544663,2409.279968690301
185,185.0,1.0,1.0,1.0,0.9,2.0,2.0,0.7,0.7,1.0,1.0,30.0,-1845.986696540511,41.50495899604326,3189.7618204236273,892.5688017360948
186,186.0,1.0,1.0,1.0,1.0,3.0,1.0,0.7,0.7,0.9,1.0,60.0,-814.7710645040197,75.70171885222204,2472.975420423627,2178.817846762874
187,187.0,1.0,1.0,1.0,0.6,3.0,2.0,0.9,0.9,1.0,0.9,40.0,-1210.248455249696,77.404691278589,2948.011540544663,1522.6988901319362
188,188.0,1.0,1.0,1.0,0.6,3.0,1.0,0.9,0.9,1.0,0.9,50.0,-1057.0622676811029,83.79852469307862,2948.011540544663,1746.7476930699306
189,189.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9,0.9,1.0,0.9,50.0,-1353.1957670091201,60.12499419562551,2948.011540544663,1507.5357020042613
190,190.0,1.0,1.0,1.0,0.1,3.0,2.0,0.7,0.7,0.9,0.9,60.0,168.8764374404149,130.58794234320223,2472.975420423627,1577.807456468948
191,191.0,1.0,1.0,1.0,0.1,2.0,1.0,0.7,0.7,1.0,1.0,60.0,-370.4805770492132,130.58794234320223,3189.7618204236273,1706.9264787309778
192,192.0,1.0,1.0,1.0,0.4,3.0,1.0,0.8,0.8,0.8,1.0,30.0,-1329.9211854463683,52.38197966632623,2490.4164804841457,705.5862696462735
193,193.0,1.0,1.0,1.0,0.9,1.0,1.0,0.8,0.8,0.9,1.0,50.0,-1625.1550252259171,63.93268598001005,3466.655480484145,1560.5723532661873
194,194.0,1.0,1.0,1.0,0.4,3.0,1.0,0.7,0.7,0.7,0.9,60.0,-115.17387228723574,130.58794234320223,2179.539420423627,2825.016224800978
195,195.0,1.0,1.0,1.0,0.8,3.0,1.0,0.7,0.7,0.7,1.0,40.0,-1107.1482737438491,52.38197966632623,2179.539420423627,1090.9470731781785
196,196.0,1.0,1.0,1.0,0.1,2.0,2.0,0.9,0.9,0.7,0.9,60.0,-3.193278557904847,130.58794234320223,2906.9054205446632,1577.807456468948
197,197.0,1.0,1.0,1.0,0.3,1.0,1.0,0.9,0.9,0.9,0.9,60.0,-717.7108875173474,130.58794234320223,3630.8145405446635,2409.279968690301
