n,ID,VPN,Unc_Mult_CAPEX_FACIL,Unc_Mult_CAPEX_PERFO,Unc_MultPreciobaseValorGas,E_Brent,Unc_MultOpex,Total_capex,Total_opex
394,394,159266.404,0.98,0.94,0.5,40,0.99,795.3329332977,422764.9664312
395,395,281468.1437,0.92,0.98,1.0,45,0.94,788.0896913933,422744.9353972
396,396,-170357.2302,0.93,0.97,0.7,25,0.97,787.880524635,422756.9540176
397,397,-161345.8436,0.92,0.91,0.7,25,1.0,758.3458428033,422770.0567594
398,398,77377.8749,0.91,0.91,0.6,35,0.96,754.3058883344,422752.2250632
399,399,-159123.0964,0.91,0.96,0.6,25,0.94,775.5514944702,422743.4899021
400,400,158051.4302,0.96,0.98,1.0,40,1.0,804.2495092687,422771.1408807
401,401,366394.9551,0.99,0.95,0.3,50,1.0,803.6220089937,422768.6112643
402,402,603301.2007,0.91,0.95,0.7,60,0.92,771.302373243,422735.1161147
403,403,257818.999,1.0,0.96,0.9,45,0.99,811.9110846897,422766.4119263
404,404,-184225.2286,1.0,0.92,0.4,25,0.97,794.9145997811,422755.8698963
405,405,-308173.1829,0.91,0.93,0.7,20,1.0,762.8041307887,422770.0567594
406,406,66738.3612,0.92,0.99,0.4,35,0.93,792.3388126205,422738.3995739
407,407,266866.2471,1.0,0.93,0.8,45,0.94,799.1637210082,422744.2126496
408,408,-337448.2536,0.99,1.0,0.2,20,0.94,824.8676151294,422742.044407
409,409,392933.7506,0.94,0.91,1.0,50,0.91,766.4257517409,422731.8326554
410,410,-316791.2974,0.92,0.98,0.4,20,0.98,788.0896913933,422760.2374769
411,411,-54675.4178,0.95,0.97,0.6,30,0.96,795.9604335727,422752.2250632
412,412,163162.4965,0.99,0.95,0.9,40,0.91,803.6220089937,422731.4712816
413,413,179245.4267,0.92,0.93,0.2,40,0.97,766.8440852576,422755.1471487
414,414,47535.037,0.99,0.99,0.4,35,0.93,820.6184939023,422738.3995739
415,415,264745.2108,0.98,0.98,0.1,45,0.95,812.3294182063,422746.0506138
416,416,161906.884,0.96,0.99,0.6,40,0.95,808.4986304958,422747.8574827
417,417,382029.6451,0.92,0.98,0.4,50,0.99,788.0896913933,422764.6050575
418,418,165588.9105,0.95,0.96,1.0,40,0.98,791.7113123455,422762.4057195
419,419,366366.6231,0.98,0.97,0.4,50,1.0,808.0802969792,422768.9726381
420,420,602692.8988,0.92,0.91,0.1,60,0.96,758.3458428033,422750.4181944
421,421,-55971.0331,0.95,0.98,0.1,30,0.96,800.2095547998,422750.4181944
422,422,573642.647,0.99,0.98,0.8,60,0.97,816.3693726751,422757.3153914
423,423,277970.8241,0.94,0.99,0.5,45,0.91,800.4187215581,422730.0257865
424,424,-315810.191,0.95,0.96,0.3,20,0.93,791.7113123455,422738.0382001
425,425,590093.1152,0.98,0.91,0.3,60,0.92,782.5855696162,422733.6706196
426,426,483789.0401,0.95,0.94,0.4,55,0.99,783.2130698912,422764.6050575
427,427,367125.5685,0.99,0.99,0.2,50,0.94,820.6184939023,422742.044407
428,428,479231.117,0.97,0.94,0.7,55,0.98,791.2929788289,422761.3215982
429,429,-160031.5499,0.91,0.98,0.8,25,0.92,784.0497369245,422735.4774884
430,430,366096.1632,1.0,0.94,0.2,50,0.99,803.4128422354,422763.8823099
431,431,264889.3645,0.99,0.95,0.7,45,0.96,803.6220089937,422752.586437
432,432,476144.6697,0.97,0.99,0.3,55,0.94,812.5385849646,422742.4057807
433,433,170068.4214,0.93,0.99,0.8,40,0.95,796.3787670893,422748.5802302
434,434,-186868.2779,0.99,0.94,0.7,25,0.99,799.3728877665,422765.6891788
435,435,-52789.6421,0.95,0.95,0.7,30,0.97,787.4621911184,422756.9540176
436,436,489025.5135,0.95,0.94,0.2,55,0.93,783.2130698912,422737.6768264
437,437,387290.3715,0.91,0.99,0.7,50,0.95,788.2988581517,422748.2188564
438,438,-173754.4396,0.95,0.93,0.5,25,1.0,778.9639486641,422769.3340118
439,439,165279.3267,0.98,0.94,0.8,40,0.93,795.3329332977,422739.845069
440,440,388029.6151,0.94,0.91,0.4,50,0.97,766.4257517409,422755.8698963
441,441,169319.7264,0.96,0.95,1.0,40,0.93,791.5021455872,422740.5678166
442,442,270398.6752,0.98,0.93,0.1,45,0.96,791.0838120705,422750.4181944
443,443,380743.9197,0.96,0.94,0.3,50,0.95,787.25302436,422746.7733613
444,444,158212.9063,0.98,0.94,0.6,40,1.0,795.3329332977,422769.6953856
445,445,-42000.425,0.93,0.91,0.6,30,0.98,762.3857972721,422760.9602244
446,446,-180166.9476,0.98,0.95,0.2,25,0.95,799.5820545249,422746.4119876
447,447,278388.506,0.94,0.98,0.2,45,0.92,796.169600331,422733.3092458
448,448,49642.1967,1.0,0.94,0.4,35,0.95,803.4128422354,422747.1347351
449,449,479669.8325,0.97,0.93,0.8,55,0.99,787.0438576017,422766.0505526
450,450,60693.8181,0.95,0.93,0.3,35,0.99,778.9639486641,422764.2436837
451,451,377725.2937,0.95,0.99,0.4,50,0.94,804.458676027,422742.7671545
452,452,169410.1349,0.95,0.97,0.7,40,0.93,795.9604335727,422739.4836952
453,453,584436.3818,0.96,0.94,0.6,60,1.0,787.25302436,422769.6953856
454,454,286257.2727,0.94,0.92,0.6,45,0.92,770.6748729681,422734.7547409
455,455,167613.8122,0.98,0.91,0.1,40,0.95,782.5855696162,422746.0506138
456,456,-309071.7588,0.93,0.95,0.6,20,0.94,779.3822821807,422743.4899021
457,457,389044.8806,0.92,0.92,0.3,50,1.0,762.5949640304,422768.6112643
458,458,492026.9649,0.92,0.95,0.9,55,0.97,775.3423277119,422757.6767652
459,459,597140.5086,0.92,0.97,0.6,60,0.93,783.8405701662,422739.1223215
460,460,160885.1708,0.94,1.0,0.7,40,1.0,804.6678427853,422770.0567594
461,461,-60617.068,0.98,0.93,0.2,30,0.99,791.0838120705,422763.8823099
462,462,-321753.6904,0.96,0.93,0.4,20,0.98,783.0039031329,422760.2374769
463,463,-183430.038,1.0,0.96,0.8,25,0.91,811.9110846897,422731.1099078
464,464,-50867.5749,0.94,0.98,0.2,30,0.94,796.169600331,422742.044407
465,465,582056.1259,0.99,0.93,0.7,60,0.95,795.1237665394,422748.2188564
466,466,271511.862,0.98,0.95,0.9,45,0.92,799.5820545249,422735.8388622
467,467,69828.1152,0.91,0.95,0.6,35,0.98,771.302373243,422760.9602244
468,468,-56200.2161,0.98,0.95,0.7,30,0.92,799.5820545249,422735.1161147
469,469,-67951.2849,0.99,0.95,0.8,30,1.0,803.6220089937,422770.4181332
470,470,58103.4833,0.95,0.97,0.7,35,0.96,795.9604335727,422752.586437
471,471,482306.5248,0.95,0.95,0.9,55,0.99,787.4621911184,422766.4119263
472,472,-308873.5417,0.94,0.93,0.2,20,0.94,774.9239941952,422742.044407
473,473,578065.0785,0.97,1.0,0.7,60,0.95,816.7877061918,422748.2188564
474,474,-339273.0206,0.99,1.0,0.9,20,0.95,824.8676151294,422748.941604
475,475,-325646.6287,1.0,0.91,0.3,20,0.94,790.6654785539,422742.4057807
476,476,-60388.9135,0.95,1.0,0.8,30,0.97,808.7077972541,422757.3153914
477,477,164428.596,0.95,1.0,0.2,40,0.94,808.7077972541,422742.044407
478,478,481410.6382,0.97,0.95,0.5,55,0.94,795.542100056,422743.1285283
479,479,-59812.3217,0.98,0.96,0.5,30,0.94,803.831175752,422743.1285283
480,480,167162.2575,0.96,0.96,0.3,40,0.94,795.7512668143,422742.4057807
481,481,588949.3714,0.94,0.96,0.2,60,0.98,787.6713578767,422759.5147293
482,482,-323974.8534,0.96,0.98,0.1,20,0.94,804.2495092687,422741.6830332
483,483,68384.2956,0.93,0.95,0.7,35,0.94,779.3822821807,422743.8512758
484,484,-64283.0108,0.99,0.97,0.5,30,0.94,812.120251448,422743.1285283
485,485,164696.7247,0.96,0.97,0.5,40,0.95,800.0003880415,422747.4961089
486,486,46818.1267,1.0,0.96,0.6,35,0.95,811.9110846897,422747.8574827
487,487,-168288.4216,0.94,0.96,0.6,25,0.94,787.6713578767,422743.4899021
488,488,-180687.705,0.99,0.91,0.4,25,0.98,786.6255240851,422760.2374769
489,489,55272.1874,0.99,0.94,0.9,35,0.92,799.3728877665,422735.8388622
490,490,-320534.0055,0.94,0.98,0.6,20,0.96,796.169600331,422752.2250632
491,491,-309318.6655,0.96,0.92,0.2,20,0.91,778.7547819057,422728.9416652
492,492,477414.0287,0.98,0.96,0.5,55,0.94,803.831175752,422743.1285283
493,493,391464.389,0.92,0.94,0.1,50,0.95,771.0932064847,422746.0506138
494,494,596227.3294,0.95,0.93,0.5,60,0.91,778.9639486641,422730.0257865
495,495,-163334.9874,0.92,0.96,0.7,25,0.95,779.591448939,422748.2188564
496,496,390958.0031,0.91,0.97,0.7,50,0.94,779.8006156973,422743.8512758
497,497,586892.649,0.94,1.0,0.8,60,0.94,804.6678427853,422744.2126496
498,498,-309392.378,0.92,0.98,0.9,20,0.93,788.0896913933,422740.2064428
499,499,598592.1468,0.92,0.92,0.7,60,0.99,762.5949640304,422765.6891788
500,500,272994.3773,0.98,0.94,0.4,45,0.92,795.3329332977,422734.0319933
501,501,154325.5038,0.99,0.97,0.8,40,0.97,812.120251448,422757.3153914
502,502,-167223.6121,0.95,0.94,1.0,25,0.93,783.2130698912,422740.5678166
503,503,-184171.5411,0.97,0.97,0.8,25,0.98,804.0403425103,422761.682972
504,504,-189481.2422,1.0,0.99,0.8,25,0.92,824.6584483711,422735.4774884
505,505,594051.5163,0.93,0.96,0.7,60,0.95,783.6314034079,422748.2188564
506,506,-55407.4869,0.98,0.91,0.2,30,0.97,782.5855696162,422755.1471487
507,507,489511.0167,0.94,0.93,0.4,55,0.97,774.9239941952,422755.8698963
508,508,-55129.3867,0.99,0.91,0.3,30,0.94,786.6255240851,422742.4057807
509,509,273273.7872,0.95,0.96,0.5,45,0.97,791.7113123455,422756.2312701
510,510,69462.3522,0.95,0.91,0.6,35,0.93,770.4657062098,422739.1223215
511,511,175819.2494,0.93,0.95,0.1,40,0.95,779.3822821807,422746.0506138
512,512,-177483.0742,0.93,1.0,0.6,25,0.99,800.6278883165,422765.327805
513,513,279551.6332,0.91,1.0,0.7,45,0.96,792.5479793788,422752.586437
514,514,393026.1627,0.93,0.93,0.7,50,0.91,770.8840397264,422730.7485341
515,515,-332531.086,0.98,1.0,0.1,20,0.93,820.8276606606,422737.3154526
516,516,374580.3614,0.97,0.98,0.9,50,0.93,808.2894637375,422740.2064428
517,517,171446.3913,0.94,0.93,1.0,40,0.99,774.9239941952,422766.7733001
518,518,-186235.3733,0.99,0.93,0.1,25,1.0,795.1237665394,422767.8885167
519,519,-178586.9565,0.96,0.97,0.9,25,0.96,800.0003880415,422753.3091846
520,520,595047.8374,0.94,0.92,0.5,60,0.97,770.6748729681,422756.2312701
521,521,-313849.127,0.93,0.96,0.7,20,0.96,783.6314034079,422752.586437
522,522,387850.353,0.93,0.93,1.0,50,0.97,770.8840397264,422758.0381389
523,523,-58195.4833,0.99,0.95,1.0,30,0.91,803.6220089937,422731.8326554
524,524,292501.2246,0.92,0.92,0.9,45,0.91,762.5949640304,422731.4712816
525,525,588450.2838,0.94,0.97,0.3,60,0.97,791.9204791038,422755.5085225
526,526,390237.8213,0.94,0.93,0.9,50,0.92,774.9239941952,422735.8388622
527,527,-325214.6972,0.93,1.0,0.8,20,0.99,800.6278883165,422766.0505526
528,528,482787.1568,0.97,0.92,0.6,55,0.97,782.7947363746,422756.5926438
529,529,279875.0489,0.93,0.95,0.7,45,0.97,779.3822821807,422756.9540176
530,530,489388.4185,0.95,0.91,0.8,55,0.97,770.4657062098,422757.3153914
531,531,-41955.845,0.91,0.97,0.8,30,0.95,779.8006156973,422748.5802302
532,532,-55566.9328,0.98,0.94,0.2,30,0.93,795.3329332977,422737.6768264
533,533,265854.6896,1.0,0.96,0.9,45,0.91,811.9110846897,422731.4712816
534,534,475641.874,0.99,0.96,0.4,55,0.93,807.8711302208,422738.3995739
535,535,-174750.6734,0.96,0.94,0.3,25,0.97,787.25302436,422755.5085225
536,536,478289.6058,0.99,0.92,0.7,55,0.96,790.8746453122,422752.586437
537,537,-170426.3378,0.95,0.91,0.2,25,1.0,770.4657062098,422768.2498905
538,538,-179720.4733,0.98,0.93,0.9,25,0.97,791.0838120705,422757.6767652
539,539,-329440.7879,1.0,0.95,0.5,20,0.92,807.6619634625,422734.3933671
540,540,-324713.5092,1.0,0.93,0.9,20,0.91,799.1637210082,422731.4712816
541,541,476144.6697,0.97,0.99,0.3,55,0.94,812.5385849646,422742.4057807
542,542,599908.9844,0.92,0.93,0.5,60,0.96,766.8440852576,422751.8636895
543,543,379947.6922,0.95,0.95,0.7,50,0.97,787.4621911184,422756.9540176
544,544,-165856.8816,0.94,0.96,0.4,25,0.92,787.6713578767,422734.0319933
545,545,-184257.3365,0.98,0.99,0.5,25,0.93,816.5785394335,422738.7609477
546,546,-37830.8404,0.91,0.97,1.0,30,0.91,779.8006156973,422731.8326554
547,547,277231.2605,0.95,0.96,0.7,45,0.93,791.7113123455,422739.4836952
548,548,-319803.0571,0.95,0.92,0.5,20,1.0,774.7148274369,422769.3340118
549,549,167720.3007,0.96,0.97,0.6,40,0.92,800.0003880415,422734.7547409
550,550,275833.7412,0.98,0.91,0.9,45,0.93,782.5855696162,422740.2064428
551,551,159724.204,1.0,0.94,1.0,40,0.93,803.4128422354,422740.5678166
552,552,-45897.3466,0.92,0.97,0.8,30,0.96,783.8405701662,422752.9478108
553,553,583995.8122,0.97,0.93,0.5,60,0.99,787.0438576017,422764.9664312
554,554,-55748.5871,0.96,0.93,0.1,30,1.0,783.0039031329,422767.8885167
555,555,374096.7982,0.94,1.0,0.2,50,0.99,804.6678427853,422763.8823099
556,556,45540.5642,0.98,0.98,0.4,35,0.99,812.3294182063,422764.6050575
557,557,175099.7302,0.91,0.98,0.2,40,0.97,784.0497369245,422755.1471487
558,558,65662.9135,0.93,0.97,0.6,35,0.94,787.880524635,422743.4899021
559,559,-328855.8647,0.97,0.97,0.5,20,0.96,804.0403425103,422751.8636895
560,560,175719.0062,0.95,0.94,0.3,40,0.91,783.2130698912,422729.303039
561,561,177253.3985,0.93,0.91,0.1,40,0.99,762.3857972721,422763.5209361
562,562,75675.7613,0.91,0.93,0.5,35,0.95,762.8041307887,422747.4961089
563,563,385595.9144,0.94,0.95,0.8,50,0.94,783.4222366495,422744.2126496
564,564,160965.9088,0.95,0.98,0.5,40,1.0,800.2095547998,422769.3340118
565,565,-160800.8236,0.91,0.97,0.9,25,0.94,779.8006156973,422744.5740234
566,566,579483.5136,0.99,0.95,0.4,60,0.95,803.6220089937,422747.1347351
567,567,68394.1303,0.92,0.94,0.8,35,0.98,771.0932064847,422761.682972
568,568,172209.6462,0.93,0.99,0.5,40,0.93,796.3787670893,422738.7609477
569,569,495186.2057,0.94,0.92,0.3,55,0.92,770.6748729681,422733.6706196
570,570,-338736.7869,1.0,0.97,0.1,20,0.96,816.1602059168,422750.4181944
571,571,-74552.9271,1.0,0.99,0.3,30,0.98,824.6584483711,422759.8761031
572,572,272962.3372,0.99,0.92,0.5,45,0.92,790.8746453122,422734.3933671
573,573,596974.6303,0.91,0.96,0.1,60,0.98,775.5514944702,422759.1533556
574,574,-323440.0196,0.93,0.99,0.6,20,0.99,796.3787670893,422765.327805
575,575,466938.0647,1.0,0.96,0.4,55,1.0,811.9110846897,422768.9726381
576,576,62442.2763,0.95,0.94,0.1,35,0.96,783.2130698912,422750.4181944
577,577,-65032.1028,0.99,0.99,0.3,30,0.92,820.6184939023,422733.6706196
578,578,167637.1179,0.93,1.0,0.9,40,0.96,800.6278883165,422753.3091846
579,579,-184937.0971,0.98,0.94,0.7,25,1.0,795.3329332977,422770.0567594
580,580,369162.8231,1.0,0.97,0.1,50,0.92,816.1602059168,422732.947872
581,581,-48723.0533,0.91,0.98,0.6,30,1.0,784.0497369245,422769.6953856
582,582,477319.7626,1.0,0.92,0.8,55,0.94,794.9145997811,422744.2126496
583,583,282678.3451,0.95,0.92,0.3,45,0.93,774.7148274369,422738.0382001
584,584,587339.3869,0.98,0.93,0.6,60,0.92,791.0838120705,422734.7547409
585,585,389414.4761,0.94,0.93,0.3,50,0.93,774.9239941952,422738.0382001
586,586,158327.7095,0.98,0.97,0.1,40,0.96,808.0802969792,422750.4181944
587,587,481066.1887,0.95,1.0,0.1,55,0.93,808.7077972541,422737.3154526
588,588,-341606.6448,0.99,0.97,0.4,20,1.0,812.120251448,422768.9726381
589,589,-162816.5957,0.91,0.97,0.3,25,0.96,779.8006156973,422751.1409419
590,590,57698.4373,0.94,1.0,0.8,35,0.95,804.6678427853,422748.5802302
591,591,57332.8384,0.99,0.91,1.0,35,0.94,786.6255240851,422744.9353972
592,592,-324157.7757,0.97,0.97,0.2,20,0.93,804.0403425103,422737.6768264
593,593,467742.2303,0.99,0.98,0.6,55,0.99,816.3693726751,422765.327805
594,594,-158992.6889,0.93,0.92,0.6,25,0.94,766.6349184992,422743.4899021
595,595,576878.8614,1.0,0.95,0.2,60,0.95,807.6619634625,422746.4119876
596,596,-42410.4688,0.92,0.96,1.0,30,0.94,779.591448939,422744.9353972
597,597,-176304.5861,0.96,0.95,0.2,25,0.97,791.5021455872,422755.1471487
598,598,-177084.0809,0.97,0.91,1.0,25,1.0,778.5456151474,422771.1408807
599,599,56570.0715,0.93,1.0,0.2,35,0.99,800.6278883165,422763.8823099
600,600,-37921.7281,0.92,0.93,0.8,30,0.94,766.8440852576,422744.2126496
601,601,600133.3808,0.94,0.92,0.8,60,0.91,770.6748729681,422731.1099078
602,602,386423.047,0.96,0.92,0.5,50,0.91,778.7547819057,422730.0257865
603,603,-302247.0808,0.91,0.94,0.7,20,0.95,767.0532520159,422748.2188564
604,604,175230.9416,0.92,0.95,0.9,40,0.98,775.3423277119,422762.0443457
605,605,-338586.5568,0.98,0.99,0.4,20,0.98,816.5785394335,422760.2374769
606,606,496097.5308,0.92,0.94,0.4,55,0.94,771.0932064847,422742.7671545
607,607,-175398.0211,0.97,0.94,0.1,25,0.95,791.2929788289,422746.0506138
608,608,62005.6099,0.97,0.91,0.4,35,0.95,778.5456151474,422747.1347351
609,609,53565.1843,0.95,0.98,1.0,35,0.99,800.2095547998,422766.7733001
610,610,60076.1704,0.98,0.91,1.0,35,0.94,782.5855696162,422744.9353972
611,611,43931.4679,1.0,0.96,0.1,35,0.98,811.9110846897,422759.1533556
612,612,590538.5559,0.94,0.94,0.9,60,0.99,779.1731154224,422766.4119263
613,613,-165779.672,0.91,0.98,0.8,25,0.97,784.0497369245,422757.3153914
614,614,474443.9265,1.0,0.93,0.2,55,0.96,799.1637210082,422750.7795681
615,615,57501.3761,0.96,0.97,0.4,35,0.94,800.0003880415,422742.7671545
616,616,285930.1489,0.94,0.93,0.6,45,0.91,774.9239941952,422730.3871603
617,617,573691.2886,0.97,1.0,0.9,60,1.0,816.7877061918,422770.7795069
618,618,-63682.6503,0.98,0.95,0.3,30,0.99,799.5820545249,422764.2436837
619,619,-43239.8403,0.92,0.98,1.0,30,0.92,788.0896913933,422736.200236
620,620,476276.4532,0.99,0.93,0.1,55,0.97,795.1237665394,422754.785775
621,621,-53154.5109,0.97,0.95,0.5,30,0.92,795.542100056,422734.3933671
622,622,599483.8534,0.93,0.94,0.1,60,0.92,775.1331609536,422732.947872
623,623,380930.9176,0.94,0.94,0.7,50,1.0,779.1731154224,422770.0567594
624,624,489968.8788,0.92,0.98,0.2,55,0.95,788.0896913933,422746.4119876
625,625,595034.2529,0.93,0.92,0.8,60,1.0,766.6349184992,422770.4181332
626,626,170735.1867,0.94,0.93,0.1,40,1.0,774.9239941952,422767.8885167
627,627,168729.8986,0.98,0.93,0.7,40,0.91,791.0838120705,422730.7485341
628,628,472997.1593,0.97,1.0,0.6,55,0.96,816.7877061918,422752.2250632
629,629,173082.3268,0.95,0.95,1.0,40,0.92,787.4621911184,422736.200236
630,630,57108.6095,0.96,0.98,0.5,35,0.93,804.2495092687,422738.7609477
631,631,483970.3569,0.96,0.97,0.6,55,0.91,800.0003880415,422730.3871603
632,632,-336731.2383,1.0,0.92,0.9,20,1.0,794.9145997811,422770.7795069
633,633,580453.3568,0.98,0.95,0.3,60,0.97,799.5820545249,422755.5085225
634,634,270320.7753,0.95,0.96,0.3,45,1.0,791.7113123455,422768.6112643
635,635,253031.0844,1.0,0.99,0.2,45,1.0,824.6584483711,422768.2498905
636,636,-46814.4209,0.94,0.93,0.7,30,0.97,774.9239941952,422756.9540176
637,637,584045.1448,0.95,0.99,0.1,60,0.96,804.458676027,422750.4181944
638,638,-165607.1804,0.91,0.98,0.4,25,0.97,784.0497369245,422755.8698963
639,639,-183393.1216,0.99,0.98,0.6,25,0.91,816.3693726751,422730.3871603
640,640,175243.0569,0.92,0.98,0.7,40,0.94,788.0896913933,422743.8512758
641,641,-45898.8037,0.94,0.91,0.5,30,0.99,766.4257517409,422764.9664312
642,642,599682.9348,0.92,0.95,1.0,60,0.93,775.3423277119,422740.5678166
643,643,-63115.7356,0.99,0.92,0.1,30,1.0,790.8746453122,422767.8885167
644,644,50973.4937,0.99,0.95,0.5,35,0.95,803.6220089937,422747.4961089
645,645,61217.632,0.95,0.94,0.7,35,0.97,783.2130698912,422756.9540176
646,646,-52587.5962,0.98,0.92,0.3,30,0.93,786.8346908434,422738.0382001
647,647,158156.5629,0.98,0.97,0.6,40,0.96,808.0802969792,422752.2250632
648,648,271632.6061,0.98,0.95,0.5,45,0.92,799.5820545249,422734.3933671
649,649,275295.3681,0.92,0.99,0.4,45,0.99,792.3388126205,422764.6050575
650,650,-319066.7549,0.98,0.92,0.2,20,0.93,786.8346908434,422737.6768264
651,651,-340302.8166,1.0,0.97,0.2,20,0.97,816.1602059168,422755.1471487
652,652,72729.4981,0.94,0.92,1.0,35,0.91,770.6748729681,422731.8326554
653,653,-39529.6066,0.91,0.94,0.5,30,0.97,767.0532520159,422756.2312701
654,654,-169096.6822,0.96,0.91,0.9,25,0.96,774.5056606786,422753.3091846
655,655,368435.9178,0.98,0.97,0.2,50,0.98,808.0802969792,422759.5147293
656,656,590627.9509,0.95,0.96,0.1,60,0.93,791.7113123455,422737.3154526
657,657,586175.3334,0.97,0.94,0.3,60,0.95,791.2929788289,422746.7733613
658,658,-170918.377,0.94,0.94,0.3,25,0.99,779.1731154224,422764.2436837
659,659,-175003.8064,0.97,0.96,0.1,25,0.92,799.7912212832,422732.947872
660,660,174085.5153,0.96,0.91,0.2,40,0.94,774.5056606786,422742.044407
661,661,473846.2584,0.96,1.0,0.9,55,0.98,812.747751723,422762.0443457
662,662,171458.6707,0.95,0.91,1.0,40,0.99,770.4657062098,422766.7733001
663,663,479988.495,0.97,0.96,0.8,55,0.94,799.7912212832,422744.2126496
664,664,69240.7322,0.95,0.92,0.2,35,0.92,774.7148274369,422733.3092458
665,665,-175440.8217,0.96,0.92,0.8,25,1.0,778.7547819057,422770.4181332
666,666,371584.5052,1.0,0.95,0.9,50,0.92,807.6619634625,422735.8388622
667,667,173687.6951,0.91,0.99,0.3,40,0.97,788.2988581517,422755.5085225
668,668,392677.0841,0.91,0.95,0.5,50,0.95,771.302373243,422747.4961089
669,669,584146.943,0.98,0.96,0.8,60,0.91,803.831175752,422731.1099078
670,670,-184803.9953,0.98,1.0,0.9,25,0.92,820.8276606606,422735.8388622
671,671,-178435.8689,0.99,0.94,1.0,25,0.92,799.3728877665,422736.200236
672,672,177140.7117,0.93,0.97,0.1,40,0.91,787.880524635,422728.5802914
673,673,589812.0549,0.94,0.96,0.2,60,0.97,787.6713578767,422755.1471487
674,674,71732.1796,0.93,0.94,0.9,35,0.92,775.1331609536,422735.8388622
675,675,483239.4569,0.98,0.91,0.4,55,0.95,782.5855696162,422747.1347351
676,676,-324014.5121,0.95,0.98,0.9,20,0.96,800.2095547998,422753.3091846
677,677,600274.4344,0.91,0.96,0.6,60,0.94,775.5514944702,422743.4899021
678,678,72620.4007,0.93,0.92,0.4,35,0.94,766.6349184992,422742.7671545
679,679,284833.2755,0.95,0.91,0.9,45,0.92,770.4657062098,422735.8388622
680,680,-338823.0327,1.0,0.97,0.3,20,0.96,816.1602059168,422751.1409419
681,681,-333390.5312,1.0,0.91,0.6,20,0.99,790.6654785539,422765.327805
682,682,275394.5038,0.96,0.97,0.2,45,0.91,800.0003880415,422728.9416652
683,683,360382.3268,1.0,0.99,0.4,50,0.98,824.6584483711,422760.2374769
684,684,-309557.903,0.92,0.99,0.9,20,0.92,792.3388126205,422735.8388622
685,685,496279.81,0.91,0.92,0.3,55,1.0,758.5550095616,422768.6112643
686,686,158527.2154,0.98,0.99,0.4,40,0.93,816.5785394335,422738.3995739
687,687,-322431.0852,0.94,1.0,0.7,20,0.95,804.6678427853,422748.2188564
688,688,-297347.3105,0.91,0.92,0.7,20,0.94,758.5550095616,422743.8512758
689,689,59291.4536,0.93,0.98,0.3,35,0.99,792.1296458622,422764.2436837
690,690,606977.9846,0.91,0.93,0.2,60,0.91,762.8041307887,422728.9416652
691,691,174526.1465,0.93,0.95,0.9,40,0.96,779.3822821807,422753.3091846
692,692,-190958.2164,1.0,1.0,0.5,25,0.92,828.9075695983,422734.3933671
693,693,479297.0511,0.94,1.0,0.5,55,0.98,804.6678427853,422760.5988507
694,694,57606.6729,0.99,0.91,0.2,35,0.94,786.6255240851,422742.044407
695,695,581455.4407,0.97,1.0,0.9,60,0.91,816.7877061918,422731.4712816
696,696,384918.5769,0.94,0.94,0.8,50,0.96,779.1731154224,422752.9478108
697,697,-173412.7654,0.94,1.0,0.6,25,0.93,804.6678427853,422739.1223215
698,698,172443.5456,0.94,0.96,0.9,40,0.94,787.6713578767,422744.5740234
699,699,-32141.1654,0.91,0.91,0.9,30,0.94,754.3058883344,422744.5740234
700,700,582863.9995,0.96,0.99,0.9,60,0.94,808.4986304958,422744.5740234
701,701,-153340.7659,0.91,0.93,0.6,25,0.93,762.8041307887,422739.1223215
702,702,380091.5261,0.95,0.98,0.3,50,0.93,800.2095547998,422738.0382001
703,703,-63831.8961,0.97,0.97,0.5,30,0.99,804.0403425103,422764.9664312
704,704,158839.244,0.97,1.0,0.5,40,0.94,816.7877061918,422743.1285283
705,705,-312676.77,0.97,0.91,0.6,20,0.92,778.5456151474,422734.7547409
706,706,-332284.9201,1.0,0.93,0.8,20,0.96,799.1637210082,422752.9478108
707,707,-177127.3614,0.95,0.99,0.2,25,0.95,804.458676027,422746.4119876
708,708,-55202.5782,0.96,0.96,1.0,30,0.95,795.7512668143,422749.3029777
709,709,176608.7473,0.92,0.94,0.9,40,0.98,771.0932064847,422762.0443457
710,710,-167356.3966,0.91,0.99,0.8,25,0.97,788.2988581517,422757.3153914
711,711,171729.8963,0.92,0.97,0.1,40,0.99,783.8405701662,422763.5209361
712,712,289313.5009,0.91,0.95,0.4,45,0.93,771.302373243,422738.3995739
713,713,-172022.8487,0.97,0.94,0.5,25,0.92,791.2929788289,422734.3933671
714,714,599088.2173,0.94,0.91,0.1,60,0.94,766.4257517409,422741.6830332
715,715,570265.8693,1.0,0.98,0.3,60,0.98,820.409327144,422759.8761031
716,716,595825.525,0.91,0.98,0.8,60,0.96,784.0497369245,422752.9478108
717,717,594577.0818,0.95,0.91,0.5,60,0.96,770.4657062098,422751.8636895
718,718,-304356.2725,0.92,0.97,0.2,20,0.91,783.8405701662,422728.9416652
719,719,592776.5951,0.95,0.93,0.5,60,0.95,778.9639486641,422747.4961089
720,720,-187168.6124,0.97,0.99,0.3,25,0.98,812.5385849646,422759.8761031
721,721,491994.9248,0.93,0.93,1.0,55,0.97,770.8840397264,422758.0381389
722,722,387873.4429,0.93,0.96,1.0,50,0.93,783.6314034079,422740.5678166
723,723,265479.852,0.97,1.0,1.0,45,0.94,816.7877061918,422744.9353972
