n,ID,D_ActivacionIncrem_Jaz,D_ActivacionIncrem_Abr,D_ActivacionIncrem_Gir,Opt_CalculoRagaliasIncrementales_Jaz,Opt_EscVentaCrudo,Opt_EscCAPEX_Perforacion,Opt_AlternativasFacilidades_ICV_AbrGir,Opt_CalculoRagaliasIncrementales_AbrGir,Unc_MultPreciobaseValorGas,Unc_MultCAPEXPerfo_UGEJaz,Unc_MultCAPEXFacilidades_Jaz,Unc_MultOPEX_UGEJaz,E_Brent,Total_VPN,volumen_Mbls,Capex,opex
0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.6,1.0,1.0,1.0,50.0,-119.24660782918035,107.28334889774962,677.52351528091,2235.5235753487414
1,1.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,0.7,1.0,0.8,1.0,25.0,-633.3740012209997,22.074667526002244,520.034092224728,570.6823745417917
2,2.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.7,0.9,0.9,1.0,50.0,-278.25034878579515,104.50200788283486,609.7711637528191,2461.2934886248695
3,3.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.9,1.0,0.7,0.9,35.0,-604.4789050849769,22.074667526002244,557.1319806966371,703.658095169704
4,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.9,1.0,0.9,60.0,-181.78329080282538,107.28334889774962,692.7701152809101,3437.6463278895812
5,5.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.7,1.0,1.0,1.0,45.0,-594.5643205041399,51.036069720851245,725.1551152809101,1150.1032259815884
6,6.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,2.0,1.0,1.0,0.8,1.0,45.0,-588.7617681931636,22.074667526002244,520.034092224728,781.8423279663377
7,7.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.9,1.0,0.7,0.9,35.0,-529.0387216280806,22.074667526002244,479.9035806966371,703.658095169704
8,8.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.9,0.9,0.9,1.0,35.0,-679.5495018645178,22.074667526002244,652.6396037528191,711.4556768248224
9,9.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,0.3,0.9,0.8,1.0,40.0,-125.2021670266903,107.28334889774962,569.6406522247281,1305.7354600819706
10,10.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.8,1.0,1.0,1.0,30.0,-785.3740594653692,22.074667526002244,725.1551152809101,641.0690256833071
11,11.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,0.5,1.0,0.8,1.0,20.0,-570.8937067299216,22.074667526002244,520.034092224728,429.9090722587611
12,12.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.4,1.0,0.7,0.9,25.0,-513.6011339751892,31.598753349155245,604.7635806966371,464.1964179517881
13,13.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.9,1.0,0.9,1.0,35.0,-598.8089575817885,51.036069720851245,685.0246037528191,1428.9270945828498
14,14.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,0.9,0.8,1.0,45.0,-604.8362670110286,28.838530453576148,612.5090922247281,953.2436176005136
15,15.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.7,1.0,0.7,0.9,30.0,-614.4717888842681,22.074667526002244,557.1319806966371,562.8847928866733
16,16.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,0.2,1.0,1.0,0.9,40.0,87.07282646688873,107.28334889774962,677.52351528091,958.2113538448607
17,17.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.7,0.9,0.7,0.9,60.0,-177.20122658675058,107.28334889774962,572.3785806966371,2507.8582126228116
18,18.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.4,0.9,1.0,1.0,20.0,-625.2268781864475,22.074667526002244,649.90167528091,359.5224211172458
19,19.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,0.1,1.0,0.8,1.0,30.0,-274.6512068338504,107.28334889774962,597.2624922247281,685.8767165707904
20,20.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.1,1.0,0.7,1.0,30.0,-31.377757704271232,107.28334889774962,604.7635806966371,685.8767165707904
21,21.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,0.9,0.7,1.0,55.0,-386.36506975639264,75.7940739593956,529.5101406966371,2342.6202179904535
22,22.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,0.5,0.9,1.0,0.9,20.0,-580.5344001797599,22.074667526002244,580.3961152809101,422.1114906036426
23,23.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,0.2,1.0,1.0,0.9,60.0,115.64246679077752,107.28334889774962,677.52351528091,958.2113538448607
24,24.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,0.3,0.9,1.0,0.9,35.0,-333.4525771606311,105.70624730605883,580.3961152809101,1244.183704347566
25,25.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.1,0.9,0.9,1.0,25.0,-299.5777272986971,107.28334889774962,609.7711637528191,685.8767165707904
26,26.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.7,1.0,1.0,1.0,40.0,-317.44971971914805,106.89126506787974,725.1551152809101,2533.148042596276
27,27.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,0.2,1.0,0.8,1.0,20.0,-524.030175087327,22.074667526002244,597.2624922247281,218.74911883421507
28,28.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0.9,1.0,1.0,1.0,45.0,-264.9808654994768,103.70331598241185,600.2951152809101,3031.56298873677
29,29.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.8,0.9,0.9,1.0,60.0,9.805161398542726,107.28334889774962,609.7711637528191,2855.3823188599213
30,30.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.3,0.9,0.9,1.0,30.0,-205.30904620707958,107.28334889774962,652.6396037528191,1305.7354600819706
31,31.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,0.7,1.0,0.7,0.9,55.0,-254.48717075780976,104.08422941240883,557.1319806966371,2412.8673691093163
32,32.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,0.3,0.9,0.7,1.0,20.0,-515.6788627803045,22.074667526002244,529.5101406966371,289.1357699757304
33,33.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.8,0.9,35.0,-711.6858059885109,22.074667526002244,644.8940922247282,774.0447463112193
34,34.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.1,1.0,0.9,0.9,45.0,-67.1111869017714,107.28334889774962,685.0246037528191,648.2819820892704
35,35.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,0.7,0.9,35.0,-497.19649294423544,31.063215397439986,479.9035806966371,1000.5271087708807
36,36.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,0.9,0.9,1.0,25.0,-666.3878019804213,22.074667526002244,540.2656037528191,781.8423279663377
37,37.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0.4,0.9,0.8,0.9,45.0,173.04949578941546,107.28334889774962,500.1350922247281,1578.070097356041
38,38.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,0.3,1.0,0.9,1.0,50.0,260.26482020130805,107.28334889774962,637.393003752819,1305.7354600819706
39,39.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.1,0.9,0.9,0.9,45.0,176.32701586324208,107.28334889774962,609.7711637528191,648.2819820892704
40,40.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.8,0.9,0.8,1.0,40.0,-616.6651443655005,22.074667526002244,612.5090922247281,641.0690256833071
41,41.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.9,0.8,0.9,35.0,-637.6940809702457,22.074667526002244,569.6406522247281,774.0447463112193
42,42.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.9,1.0,1.0,0.9,45.0,-659.3006695975417,22.074667526002244,677.52351528091,703.658095169704
43,43.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.1,1.0,0.8,1.0,45.0,175.49367211658807,107.28334889774962,597.2624922247281,685.8767165707904
44,44.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.2,1.0,1.0,0.9,40.0,-166.00974909638776,107.28334889774962,600.2951152809101,958.2113538448607
45,45.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.6,1.0,0.8,1.0,25.0,-540.682509140879,27.718476742601244,597.2624922247281,592.9888248165814
46,46.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.6,1.0,0.7,1.0,35.0,-250.43376509105914,105.31286268931478,557.1319806966371,2182.720245037607
47,47.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.4,1.0,0.9,1.0,25.0,-426.78076431843044,98.85987866875949,637.393003752819,1464.0351942410728
48,48.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.8,1.0,0.7,0.9,55.0,-290.4481768199209,85.87369980424526,479.9035806966371,2179.30247638771
49,49.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.8,0.9,0.9,1.0,55.0,-295.17934780614996,104.50200788283486,652.6396037528191,2760.882475213721
50,50.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,0.9,0.9,0.9,1.0,20.0,-723.2816833782205,22.074667526002244,540.2656037528191,711.4556768248224
51,51.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.9,0.9,0.9,1.0,45.0,-448.7493681148841,75.7940739593956,609.7711637528191,2134.178523901869
52,52.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.2,1.0,0.8,0.9,45.0,81.92354528531826,107.28334889774962,644.8940922247282,958.2113538448607
53,53.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.9,0.9,0.9,1.0,20.0,-837.5124435027462,22.074667526002244,652.6396037528191,711.4556768248224
54,54.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.2,0.9,0.8,1.0,45.0,233.59395733361515,107.28334889774962,612.5090922247281,995.8060883263804
55,55.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.4,0.9,0.9,0.9,55.0,162.21406506645943,107.28334889774962,652.6396037528191,1578.070097356041
56,56.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.9,0.9,0.9,1.0,35.0,-629.8396633294167,22.074667526002244,609.7711637528191,711.4556768248224
57,57.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,0.3,1.0,0.9,0.9,40.0,-160.5023253458795,107.28334889774962,637.393003752819,1268.1407256004507
58,58.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,0.7,1.0,0.9,0.9,20.0,-758.898817500973,22.074667526002244,637.393003752819,562.8847928866733
59,59.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.8,1.0,0.7,0.9,45.0,-345.4470496837201,100.22517557504405,604.7635806966371,2591.8108838537732
60,60.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.9,1.0,0.9,0.9,55.0,-401.59764163198747,99.76824155002387,685.0246037528191,2861.671027459584
61,61.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.7,0.9,0.7,1.0,40.0,-357.28787319851557,79.69870274448147,529.5101406966371,1813.0066910473035
62,62.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.5,0.9,0.9,1.0,50.0,108.06824058645618,107.28334889774962,652.6396037528191,1925.5942035931512
63,63.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.5,0.9,1.0,0.9,35.0,-441.73434434265397,86.33626435380405,649.90167528091,1470.1880669165594
64,64.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,0.3,0.9,0.9,0.9,40.0,-96.87352769371132,107.28334889774962,540.2656037528191,1268.1407256004507
65,65.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,2.0,0.8,0.9,0.9,0.9,40.0,-557.6161867788865,22.074667526002244,540.2656037528191,633.2714440281887
66,66.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.5,1.0,0.7,1.0,40.0,-304.8567179994611,105.31286268931478,604.7635806966371,1880.1837654806666
67,67.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.6,0.9,0.9,1.0,25.0,-690.2061126537651,22.074667526002244,652.6396037528191,500.29572340027636
68,68.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.7,1.0,0.8,0.9,60.0,-224.7189998482587,107.28334889774962,644.8940922247282,2507.8582126228116
69,69.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.6,0.9,0.7,0.9,25.0,-432.90021892865997,30.506622678787448,460.0045806966371,629.3307538080018
70,70.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.7,1.0,0.8,0.9,60.0,237.00430014754218,107.28334889774962,597.2624922247281,2507.8582126228116
71,71.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,0.7,0.9,0.7,1.0,20.0,-580.1821087414278,22.074667526002244,460.0045806966371,570.6823745417917
72,72.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.3,1.0,0.9,1.0,45.0,-85.43680122177419,107.28334889774962,637.393003752819,1305.7354600819706
73,73.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,0.5,0.9,0.7,0.9,30.0,-395.7999375396856,51.036069720851245,460.0045806966371,853.8573887926095
74,74.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.9,40.0,-779.5361603086592,22.074667526002244,725.1551152809101,774.0447463112193
75,75.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.4,1.0,1.0,0.9,20.0,-698.2764181324596,22.074667526002244,725.1551152809101,351.72483946212736
76,76.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,0.8,0.9,1.0,0.9,35.0,-681.8692735208158,22.074667526002244,649.90167528091,633.2714440281887
77,77.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,35.0,-614.6126300995301,31.598753349155245,725.1551152809101,566.7261740903512
78,78.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.1,1.0,0.9,1.0,60.0,490.3414454353732,107.28334889774962,637.393003752819,685.8767165707904
79,79.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,0.1,0.9,1.0,1.0,25.0,-286.54458741946894,107.28334889774962,649.90167528091,685.8767165707904
80,80.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,0.1,0.9,0.7,0.9,45.0,272.9797770830227,107.28334889774962,460.0045806966371,648.2819820892704
81,81.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,0.4,0.9,1.0,0.9,45.0,-17.443944767798033,107.28334889774962,580.3961152809101,1578.070097356041
82,82.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.4,1.0,0.7,1.0,20.0,-562.7229946807568,22.074667526002244,604.7635806966371,359.5224211172458
83,83.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.7,0.9,0.7,0.9,55.0,139.15913553341997,107.28334889774962,572.3785806966371,2507.8582126228116
84,84.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.7,0.9,0.7,1.0,45.0,-242.97982974203578,105.31286268931478,572.3785806966371,2485.2567245945474
85,85.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,0.2,0.9,1.0,0.9,60.0,133.67310143264405,107.28334889774962,649.90167528091,958.2113538448607
86,86.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,0.9,0.9,0.7,1.0,35.0,-483.2507443712316,51.036069720851245,529.5101406966371,1428.9270945828498
87,87.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.4,0.9,0.9,0.9,60.0,414.87188901794667,107.28334889774962,652.6396037528191,1578.070097356041
88,88.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.8,0.9,0.9,0.9,20.0,-706.9136985977357,22.074667526002244,540.2656037528191,633.2714440281887
89,89.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,0.9,0.8,0.9,50.0,-302.36144744474706,82.07159182445584,500.1350922247281,2526.9732494139075
90,90.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,0.3,1.0,1.0,0.9,35.0,-348.3865775704392,105.70624730605883,600.2951152809101,1244.183704347566
91,91.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.5,1.0,0.7,1.0,20.0,-599.1229916279559,22.074667526002244,557.1319806966371,429.9090722587611
92,92.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8,0.9,50.0,-634.302537802175,26.070982642312906,644.8940922247282,873.482709839291
93,93.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,0.6,0.9,0.7,0.9,55.0,144.49169790528234,107.28334889774962,460.0045806966371,2197.928840867221
94,94.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.8,1.0,1.0,0.9,40.0,-540.4348195262917,51.036069720851245,677.52351528091,1272.0931916945017
95,95.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.7,1.0,0.9,0.9,40.0,-368.4982688906808,82.07159182445584,560.1646037528191,1844.626974060255
96,96.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.8,1.0,0.7,1.0,30.0,-645.3101908368684,22.074667526002244,604.7635806966371,641.0690256833071
97,97.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,2.0,0.6,0.9,0.9,0.9,55.0,-62.683190703793514,107.28334889774962,540.2656037528191,2197.928840867221
98,98.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.8,1.0,0.8,1.0,45.0,-188.55554267647517,107.28334889774962,597.2624922247281,2855.3823188599213
99,99.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.6,1.0,0.9,0.9,30.0,-580.4129064396783,22.074667526002244,637.393003752819,492.498141745158
100,100.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.4,1.0,0.8,1.0,40.0,-43.412107099603176,107.28334889774962,644.8940922247282,1615.664831837561
101,101.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.9,1.0,0.9,30.0,-684.9822655053496,22.074667526002244,649.90167528091,774.0447463112193
102,102.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.1,0.9,0.7,1.0,60.0,273.25967421296923,107.28334889774962,529.5101406966371,685.8767165707904
103,103.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.2,0.9,0.7,0.9,45.0,35.72547512803341,107.28334889774962,572.3785806966371,958.2113538448607
104,104.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.4,0.9,0.8,0.9,45.0,99.83788453231212,107.28334889774962,612.5090922247281,1578.070097356041
105,105.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.2,1.0,0.7,1.0,60.0,254.60591016686405,107.28334889774962,604.7635806966371,995.8060883263804
106,106.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.5,0.9,0.9,1.0,50.0,135.99412343240587,107.28334889774962,609.7711637528191,1925.5942035931512
107,107.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.7,1.0,0.9,1.0,35.0,-577.7243593554484,22.074667526002244,560.1646037528191,570.6823745417917
108,108.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.4,1.0,1.0,0.9,45.0,-30.458007167649157,107.28334889774962,600.2951152809101,1578.070097356041
109,109.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,0.9,1.0,1.0,1.0,45.0,-597.5046402911016,51.036069720851245,677.52351528091,1428.9270945828498
110,110.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.8,1.0,1.0,0.9,20.0,-830.4486048193694,22.074667526002244,677.52351528091,633.2714440281887
111,111.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.4,1.0,0.8,1.0,25.0,-600.9808867505207,22.074667526002244,644.8940922247282,359.5224211172458
112,112.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.2,1.0,1.0,1.0,45.0,192.10992331764695,107.28334889774962,677.52351528091,995.8060883263804
113,113.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.4,1.0,0.9,1.0,45.0,-262.7669943385943,107.28334889774962,637.393003752819,1615.664831837561
114,114.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.2,0.9,0.8,1.0,25.0,-360.89814155236127,107.28334889774962,612.5090922247281,995.8060883263804
115,115.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.5,1.0,0.7,1.0,60.0,41.195717619893465,107.28334889774962,604.7635806966371,1925.5942035931512
116,116.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,0.8,0.9,0.9,0.9,45.0,-511.046843426293,32.14868007574431,540.2656037528191,842.9032811778312
117,117.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.3,1.0,0.8,0.9,60.0,382.49109782624123,107.28334889774962,597.2624922247281,1268.1407256004507
118,118.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.6,0.9,1.0,1.0,30.0,-593.799638742211,22.074667526002244,649.90167528091,500.29572340027636
119,119.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,0.5,1.0,0.7,0.9,35.0,-483.65484740895084,33.184838635401654,557.1319806966371,579.1868490699231
120,120.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,0.4,1.0,0.8,0.9,30.0,-518.1922759306171,22.074667526002244,597.2624922247281,351.72483946212736
121,121.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,0.8,1.0,0.7,1.0,45.0,-472.5538609893715,30.506622678787448,479.9035806966371,818.1837112074337
122,122.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.4,0.9,0.8,0.9,35.0,-421.9806740897304,75.7940739593956,569.6406522247281,1066.1497257484855
123,123.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.7,0.9,0.9,0.9,25.0,-644.275108441008,22.074667526002244,609.7711637528191,562.8847928866733
124,124.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.5,0.9,0.7,0.9,55.0,309.4566508451022,107.28334889774962,529.5101406966371,1887.9994691116308
125,125.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,0.9,0.8,1.0,30.0,-630.3077861813784,22.074667526002244,569.6406522247281,781.8423279663377
126,126.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,0.2,1.0,1.0,0.9,55.0,134.24718753590554,107.28334889774962,677.52351528091,958.2113538448607
127,127.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.3,1.0,0.7,1.0,60.0,82.04034806565967,107.28334889774962,604.7635806966371,1305.7354600819706
128,128.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.6,1.0,0.9,0.9,60.0,143.3805841513049,107.28334889774962,637.393003752819,2197.928840867221
129,129.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,2.0,0.6,0.9,0.7,1.0,30.0,-452.9826795574802,22.074667526002244,460.0045806966371,500.29572340027636
130,130.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.2,0.9,0.7,0.9,25.0,-319.1736221523642,107.28334889774962,572.3785806966371,958.2113538448607
131,131.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.9,1.0,1.0,60.0,-162.3616801829267,107.28334889774962,649.90167528091,3475.2410623711016
132,132.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.3,1.0,0.9,1.0,25.0,-475.88555695852347,75.7940739593956,637.393003752819,883.5283593703616
133,133.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.6,0.9,1.0,1.0,55.0,124.79948637302138,107.28334889774962,692.7701152809101,2235.5235753487414
134,134.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.7,1.0,1.0,0.9,35.0,-524.861667438392,36.84880179503782,600.2951152809101,842.9781428954454
135,135.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,2.0,0.5,1.0,1.0,0.9,25.0,-604.1338304089471,22.074667526002244,600.2951152809101,422.1114906036426
136,136.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,2.0,0.3,1.0,0.8,0.9,45.0,-102.966022850914,107.28334889774962,520.034092224728,1268.1407256004507
137,137.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.2,1.0,0.7,0.9,45.0,138.6452909394961,107.28334889774962,557.1319806966371,958.2113538448607
138,138.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.7,0.9,0.9,0.9,55.0,-210.01109746366745,107.28334889774962,652.6396037528191,2507.8582126228116
139,139.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.9,1.0,0.7,0.9,45.0,-500.5664892124045,51.036069720851245,557.1319806966371,1411.5051259951326
140,140.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,0.8,0.9,50.0,-518.1293582881376,51.036069720851245,597.2624922247281,1550.917060295763
141,141.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.2,0.9,0.7,1.0,55.0,192.92654985530842,107.28334889774962,572.3785806966371,995.8060883263804
142,142.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,2.0,0.8,1.0,0.9,0.9,55.0,-223.71760761507002,104.90280256184363,560.1646037528191,2737.5417858482715
143,143.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.6,0.9,0.7,1.0,40.0,-379.493741297273,84.45092753166071,572.3785806966371,1698.2620025994888
144,144.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.4,1.0,0.7,1.0,20.0,-562.7229946807568,22.074667526002244,604.7635806966371,359.5224211172458
145,145.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.8,1.0,0.8,1.0,45.0,-188.55554267647517,107.28334889774962,597.2624922247281,2855.3823188599213
146,146.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.7,0.9,0.8,1.0,25.0,-651.2844935940452,22.074667526002244,612.5090922247281,570.6823745417917
147,147.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.5,1.0,0.9,1.0,30.0,-364.9718161443943,103.27775006678681,637.393003752819,1835.4215523454325
148,148.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.9,1.0,25.0,-882.3172994089763,22.074667526002244,685.0246037528191,781.8423279663377
149,149.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.7,1.0,0.7,1.0,50.0,-114.8524184607358,107.28334889774962,557.1319806966371,2545.452947104331
150,150.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.4,1.0,0.9,1.0,20.0,-616.350591060713,22.074667526002244,637.393003752819,359.5224211172458
