n,ID,D_ActivacionIncrem_Nar,D_ActivacionIncrem_Unr,Opt_CalculoRagaliasIncrementales_Nar,Opt_CalculoRagaliasIncrementales_Unr,Unc_MultPreciobaseValorGas,Opt_EscCAPEX_Perforacion,Opt_EscVentaCrudo,Unc_MultCAPEXPerfo_UGEUnr,Unc_MultOPEX_UGEUnr,Unc_MultCAPEXFacilidades_Nar,E_Brent,Total_VPN,volumen_Mbls,Capex,opex
31,31.0,1.0,0.0,2.0,1.0,0.2,1.0,1.0,0.8,0.9,0.7,60.0,-139.04618872869793,11.963835853492505,347.63748301467746,168.09889543835527
32,32.0,1.0,0.0,2.0,1.0,0.9,2.0,1.0,1.0,0.7,0.9,60.0,-154.54097052399658,11.963835853492505,400.05739244744245,268.2558657449321
33,33.0,1.0,0.0,2.0,1.0,0.6,1.0,2.0,0.8,0.7,1.0,25.0,-249.01866190434944,5.122807641358256,404.74954716382496,80.3675928363069
34,34.0,1.0,0.0,2.0,1.0,0.2,3.0,1.0,0.7,1.0,0.9,50.0,-94.4838812367803,11.963835853492505,286.8781924474425,182.67170629589754
35,35.0,1.0,0.0,2.0,1.0,0.2,1.0,1.0,0.7,0.8,0.8,50.0,-156.8134326265036,11.963835853492505,339.87783773105997,153.5260845808129
36,36.0,1.0,0.0,2.0,1.0,0.4,1.0,1.0,0.7,0.9,1.0,45.0,-176.7005329714721,11.963835853492505,377.95254716382493,205.04249315882996
37,37.0,1.0,0.0,2.0,1.0,0.9,3.0,1.0,0.9,1.0,0.8,40.0,-181.56882395464766,6.455532174825935,300.85283773106005,150.84302133849994
38,38.0,1.0,0.0,2.0,1.0,0.2,1.0,2.0,1.0,0.9,1.0,25.0,-267.37611033147346,9.84818598880357,458.3435471638249,131.59007492596268
39,39.0,1.0,0.0,2.0,1.0,0.6,1.0,1.0,0.7,1.0,0.9,30.0,-229.10359716060253,0.48617512011684705,358.91519244744245,9.451775708698328
40,40.0,1.0,0.0,2.0,1.0,0.3,3.0,1.0,1.0,0.9,1.0,30.0,-226.34120367180344,0.48617512011684705,355.4335471638249,6.914037578942236
